y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.65737504
0.0015873016,0.7297373
0.0023809525,0.77202266
0.0031746032,0.80201924
0.003968254,0.8252849
0.004761905,0.84429383
0.0055555557,0.86036533
0.0063492064,0.87428695
0.007142857,0.88656664
0.007936508,0.8975512
0.008730159,0.9074878
0.00952381,0.9165593
0.010317461,0.92490417
0.011111111,0.9326303
0.011904762,0.9398232
0.012698413,0.9465517
0.013492064,0.9528721
0.014285714,0.95883113
0.015079365,0.96446794
0.015873017,0.9698155
0.016666668,0.97490215
0.017460318,0.97975206
0.018253969,0.9843864
0.01904762,0.9888234
0.01984127,0.9930793
0.020634921,0.9971683
0.021428572,1.0011029
0.022222223,1.0048944
0.023015874,1.0085528
0.023809524,1.0120872
0.024603175,1.0155058
0.025396826,1.0010282
0.026190476,0.968737
0.026984127,0.9364458
0.027777778,0.90415454
0.028571429,0.8718633
0.02936508,0.8395721
0.03015873,0.80728084
0.030952381,0.7749896
0.031746034,0.7426984
0.032539684,0.71040714
0.033333335,0.6781159
0.034126986,0.6458247
0.034920637,0.61353344
0.035714287,0.5812422
0.036507938,0.54895097
0.03730159,0.51665974
0.03809524,0.4843685
0.03888889,0.45207727
0.03968254,0.41978604
0.04047619,0.3874948
0.041269843,0.35520357
0.042063493,0.32291234
0.042857144,0.2906211
0.043650795,0.25832987
0.044444446,0.22603863
0.045238096,0.1937474
0.046031747,0.16145617
0.046825398,0.12916493
0.04761905,0.0968737
0.0484127,0.06458247
0.04920635,0.032291234
0.05,0.0
