y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.645566
0.0015873016,0.72399664
0.0023809525,0.7698282
0.0031746032,0.8023403
0.003968254,0.82755715
0.004761905,0.8481601
0.0055555557,0.8655794
0.0063492064,0.8806686
0.007142857,0.89397806
0.007936508,0.9058837
0.008730159,0.9166537
0.00952381,0.92648584
0.010317461,0.9355306
0.011111111,0.94390464
0.011904762,0.95170075
0.012698413,0.9589935
0.013492064,0.965844
0.014285714,0.97230273
0.015079365,0.9784123
0.015873017,0.9842083
0.016666668,0.9897215
0.017460318,0.99497813
0.018253969,1.0000011
0.01904762,1.0048102
0.01984127,1.009423
0.020634921,1.0138549
0.021428572,1.0181195
0.022222223,1.022229
0.023015874,1.0261942
0.023809524,1.030025
0.024603175,1.0337301
0.025396826,1.019101
0.026190476,0.9862268
0.026984127,0.9533526
0.027777778,0.92047834
0.028571429,0.8876041
0.02936508,0.8547299
0.03015873,0.82185566
0.030952381,0.78898144
0.031746034,0.7561072
0.032539684,0.723233
0.033333335,0.69035876
0.034126986,0.65748453
0.034920637,0.6246103
0.035714287,0.5917361
0.036507938,0.55886185
0.03730159,0.5259876
0.03809524,0.4931134
0.03888889,0.46023917
0.03968254,0.42736495
0.04047619,0.39449072
0.041269843,0.3616165
0.042063493,0.32874227
0.042857144,0.29586804
0.043650795,0.2629938
0.044444446,0.23011959
0.045238096,0.19724536
0.046031747,0.16437113
0.046825398,0.1314969
0.04761905,0.09862268
0.0484127,0.06574845
0.04920635,0.032874227
0.05,0.0
