y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.36877033
0.0015873016,0.41446036
0.0023809525,0.44115967
0.0031746032,0.46009973
0.003968254,0.47478986
0.004761905,0.4867922
0.0055555557,0.49693987
0.0063492064,0.5057301
0.007142857,0.5134836
0.007936508,0.5204193
0.008730159,0.52669334
0.00952381,0.5324211
0.010317461,0.53769016
0.011111111,0.5425685
0.011904762,0.54711014
0.012698413,0.5513585
0.013492064,0.5553493
0.014285714,0.5591119
0.015079365,0.562671
0.015873017,0.5660475
0.016666668,0.5692592
0.017460318,0.57232153
0.018253969,0.57524765
0.01904762,0.57804924
0.01984127,0.58073646
0.020634921,0.58331823
0.021428572,0.5858026
0.022222223,0.5881966
0.023015874,0.59050655
0.023809524,0.59273815
0.024603175,0.5948966
0.025396826,0.5864904
0.026190476,0.56757134
0.026984127,0.5486523
0.027777778,0.52973324
0.028571429,0.5108142
0.02936508,0.49189517
0.03015873,0.47297612
0.030952381,0.45405707
0.031746034,0.43513802
0.032539684,0.41621897
0.033333335,0.39729995
0.034126986,0.3783809
0.034920637,0.35946184
0.035714287,0.3405428
0.036507938,0.32162374
0.03730159,0.30270472
0.03809524,0.28378567
0.03888889,0.26486662
0.03968254,0.24594758
0.04047619,0.22702853
0.041269843,0.20810948
0.042063493,0.18919045
0.042857144,0.1702714
0.043650795,0.15135236
0.044444446,0.13243331
0.045238096,0.11351427
0.046031747,0.09459522
0.046825398,0.07567618
0.04761905,0.056757133
0.0484127,0.03783809
0.04920635,0.018919045
0.05,0.0
