y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.32001552
0.0015873016,0.36056888
0.0023809525,0.38426653
0.0031746032,0.40107727
0.003968254,0.41411585
0.004761905,0.42476884
0.0055555557,0.43377566
0.0063492064,0.44157764
0.007142857,0.44845945
0.007936508,0.4546154
0.008730159,0.46018413
0.00952381,0.46526796
0.010317461,0.46994463
0.011111111,0.47427452
0.011904762,0.47830558
0.012698413,0.48207635
0.013492064,0.48561844
0.014285714,0.48895803
0.015079365,0.49211702
0.015873017,0.4951139
0.016666668,0.49796456
0.017460318,0.5006826
0.018253969,0.50327975
0.01904762,0.5057664
0.01984127,0.5081515
0.020634921,0.510443
0.021428572,0.51264805
0.022222223,0.5147729
0.023015874,0.5168232
0.023809524,0.5188039
0.024603175,0.5207197
0.025396826,0.5133743
0.026190476,0.49681386
0.026984127,0.4802534
0.027777778,0.46369293
0.028571429,0.44713247
0.02936508,0.430572
0.03015873,0.41401154
0.030952381,0.39745107
0.031746034,0.3808906
0.032539684,0.36433017
0.033333335,0.3477697
0.034126986,0.33120924
0.034920637,0.31464878
0.035714287,0.2980883
0.036507938,0.28152785
0.03730159,0.26496738
0.03809524,0.24840693
0.03888889,0.23184647
0.03968254,0.215286
0.04047619,0.19872554
0.041269843,0.18216509
0.042063493,0.16560462
0.042857144,0.14904416
0.043650795,0.13248369
0.044444446,0.11592323
0.045238096,0.09936277
0.046031747,0.08280231
0.046825398,0.066241845
0.04761905,0.049681384
0.0484127,0.033120923
0.04920635,0.016560461
0.05,0.0
