y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.6163764
0.0015873016,0.6865499
0.0023809525,0.7275563
0.0031746032,0.7566456
0.003968254,0.7792076
0.004761905,0.7976415
0.0055555557,0.8132269
0.0063492064,0.82672745
0.007142857,0.83863574
0.007936508,0.849288
0.008730159,0.8589241
0.00952381,0.86772114
0.010317461,0.87581366
0.011111111,0.88330615
0.011904762,0.89028144
0.012698413,0.8968064
0.013492064,0.9029357
0.014285714,0.9087145
0.015079365,0.91418076
0.015873017,0.9193666
0.016666668,0.92429936
0.017460318,0.9290026
0.018253969,0.9334968
0.01904762,0.9377996
0.01984127,0.9419268
0.020634921,0.94589204
0.021428572,0.9497076
0.022222223,0.95338446
0.023015874,0.95693225
0.023809524,0.96035975
0.024603175,0.96367484
0.025396826,0.94997036
0.026190476,0.9193262
0.026984127,0.888682
0.027777778,0.85803777
0.028571429,0.8273936
0.02936508,0.79674935
0.03015873,0.7661052
0.030952381,0.73546094
0.031746034,0.70481676
0.032539684,0.6741725
0.033333335,0.64352834
0.034126986,0.6128841
0.034920637,0.5822399
0.035714287,0.5515957
0.036507938,0.5209515
0.03730159,0.4903073
0.03809524,0.4596631
0.03888889,0.42901888
0.03968254,0.39837468
0.04047619,0.36773047
0.041269843,0.33708626
0.042063493,0.30644205
0.042857144,0.27579784
0.043650795,0.24515365
0.044444446,0.21450944
0.045238096,0.18386523
0.046031747,0.15322103
0.046825398,0.122576825
0.04761905,0.09193262
0.0484127,0.061288413
0.04920635,0.030644206
0.05,0.0
