y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.67726284
0.0015873016,0.75458646
0.0023809525,0.7997711
0.0031746032,0.8318243
0.003968254,0.85668516
0.004761905,0.87699735
0.0055555557,0.89417076
0.0063492064,0.90904695
0.007142857,0.92216855
0.007936508,0.9339062
0.008730159,0.9445241
0.00952381,0.95421755
0.010317461,0.9631346
0.011111111,0.9713905
0.011904762,0.9790765
0.012698413,0.9862663
0.013492064,0.9930201
0.014285714,0.99938774
0.015079365,1.005411
0.015873017,1.0111252
0.016666668,1.0165606
0.017460318,1.021743
0.018253969,1.0266951
0.01904762,1.0314363
0.01984127,1.035984
0.020634921,1.0403534
0.021428572,1.0445578
0.022222223,1.0486093
0.023015874,1.0525185
0.023809524,1.0562953
0.024603175,1.0599481
0.025396826,1.0448778
0.026190476,1.0111719
0.026984127,0.9774662
0.027777778,0.9437605
0.028571429,0.9100548
0.02936508,0.87634903
0.03015873,0.8426433
0.030952381,0.8089376
0.031746034,0.77523184
0.032539684,0.7415261
0.033333335,0.7078204
0.034126986,0.67411464
0.034920637,0.64040893
0.035714287,0.60670316
0.036507938,0.57299745
0.03730159,0.53929174
0.03809524,0.50558597
0.03888889,0.47188026
0.03968254,0.43817452
0.04047619,0.4044688
0.041269843,0.37076306
0.042063493,0.33705732
0.042857144,0.30335158
0.043650795,0.26964587
0.044444446,0.23594013
0.045238096,0.2022344
0.046031747,0.16852866
0.046825398,0.13482293
0.04761905,0.1011172
0.0484127,0.06741147
0.04920635,0.033705734
0.05,0.0
