y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.0859473
0.0015873016,1.2053509
0.0023809525,1.2751251
0.0031746032,1.3246219
0.003968254,1.3630122
0.004761905,1.3943784
0.0055555557,1.4208977
0.0063492064,1.4438695
0.007142857,1.464132
0.007936508,1.4822572
0.008730159,1.4986535
0.00952381,1.5136222
0.010317461,1.5273919
0.011111111,1.5401407
0.011904762,1.5520096
0.012698413,1.563112
0.013492064,1.5735413
0.014285714,1.5833743
0.015079365,1.5926753
0.015873017,1.6014993
0.016666668,1.6098926
0.017460318,1.6178955
0.018253969,1.6255424
0.01904762,1.6328639
0.01984127,1.6398865
0.020634921,1.6466336
0.021428572,1.653126
0.022222223,1.6593822
0.023015874,1.665419
0.023809524,1.671251
0.024603175,1.6768918
0.025396826,1.6529833
0.026190476,1.5996614
0.026984127,1.5463393
0.027777778,1.4930172
0.028571429,1.4396951
0.02936508,1.3863732
0.03015873,1.3330511
0.030952381,1.279729
0.031746034,1.2264069
0.032539684,1.173085
0.033333335,1.1197629
0.034126986,1.0664408
0.034920637,1.0131189
0.035714287,0.9597968
0.036507938,0.9064747
0.03730159,0.8531527
0.03809524,0.7998307
0.03888889,0.7465086
0.03968254,0.6931866
0.04047619,0.6398645
0.041269843,0.5865425
0.042063493,0.5332204
0.042857144,0.4798984
0.043650795,0.42657635
0.044444446,0.3732543
0.045238096,0.31993225
0.046031747,0.2666102
0.046825398,0.21328817
0.04761905,0.15996613
0.0484127,0.10664409
0.04920635,0.053322043
0.05,0.0
