y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.1892787
0.0015873016,1.3122585
0.0023809525,1.3841226
0.0031746032,1.4351019
0.003968254,1.4746419
0.004761905,1.5069475
0.0055555557,1.5342611
0.0063492064,1.557921
0.007142857,1.5787903
0.007936508,1.5974585
0.008730159,1.6143459
0.00952381,1.6297628
0.010317461,1.643945
0.011111111,1.6570756
0.011904762,1.6693
0.012698413,1.680735
0.013492064,1.6914766
0.014285714,1.701604
0.015079365,1.7111837
0.015873017,1.720272
0.016666668,1.7289166
0.017460318,1.7371591
0.018253969,1.7450352
0.01904762,1.7525759
0.01984127,1.7598088
0.020634921,1.766758
0.021428572,1.7734449
0.022222223,1.7798885
0.023015874,1.7861061
0.023809524,1.7921128
0.024603175,1.7979225
0.025396826,1.772174
0.026190476,1.7150072
0.026984127,1.6578403
0.027777778,1.6006733
0.028571429,1.5435064
0.02936508,1.4863396
0.03015873,1.4291726
0.030952381,1.3720057
0.031746034,1.3148388
0.032539684,1.257672
0.033333335,1.200505
0.034126986,1.1433381
0.034920637,1.0861712
0.035714287,1.0290043
0.036507938,0.9718374
0.03730159,0.91467047
0.03809524,0.8575036
0.03888889,0.80033666
0.03968254,0.7431698
0.04047619,0.68600285
0.041269843,0.628836
0.042063493,0.57166904
0.042857144,0.51450217
0.043650795,0.45733523
0.044444446,0.40016833
0.045238096,0.34300143
0.046031747,0.28583452
0.046825398,0.22866762
0.04761905,0.17150071
0.0484127,0.11433381
0.04920635,0.057166904
0.05,0.0
