y_m,u_l_m_per_s
0.0,0.0
0.0007936508,1.2176934
0.0015873016,1.3442904
0.0023809525,1.4182683
0.0031746032,1.470747
0.003968254,1.51145
0.004761905,1.5447059
0.0055555557,1.5728228
0.0063492064,1.5971786
0.007142857,1.6186618
0.007936508,1.6378791
0.008730159,1.6552632
0.00952381,1.6711335
0.010317461,1.6857328
0.011111111,1.6992497
0.011904762,1.7118336
0.012698413,1.7236049
0.013492064,1.7346625
0.014285714,1.7450877
0.015079365,1.7549493
0.015873017,1.7643048
0.016666668,1.7732038
0.017460318,1.7816887
0.018253969,1.7897964
0.01904762,1.797559
0.01984127,1.8050046
0.020634921,1.8121582
0.021428572,1.8190417
0.022222223,1.8256749
0.023015874,1.8320754
0.023809524,1.8382587
0.024603175,1.8442394
0.025396826,1.8178377
0.026190476,1.7591978
0.026984127,1.700558
0.027777778,1.641918
0.028571429,1.5832781
0.02936508,1.524638
0.03015873,1.4659982
0.030952381,1.4073583
0.031746034,1.3487183
0.032539684,1.2900784
0.033333335,1.2314385
0.034126986,1.1727985
0.034920637,1.1141586
0.035714287,1.0555187
0.036507938,0.99687874
0.03730159,0.93823886
0.03809524,0.8795989
0.03888889,0.820959
0.03968254,0.762319
0.04047619,0.70367914
0.041269843,0.6450392
0.042063493,0.58639926
0.042857144,0.5277594
0.043650795,0.46911943
0.044444446,0.4104795
0.045238096,0.35183957
0.046031747,0.29319963
0.046825398,0.23455971
0.04761905,0.17591979
0.0484127,0.11727986
0.04920635,0.05863993
0.05,0.0
