y_m,u_l_m_per_s
0.0,0.0
0.0007936508,0.8076159
0.0015873016,0.90033954
0.0023809525,0.95452327
0.0031746032,0.9929604
0.003968254,1.0227726
0.004761905,1.0471302
0.0055555557,1.067724
0.0063492064,1.085563
0.007142857,1.101298
0.007936508,1.1153733
0.008730159,1.1281059
0.00952381,1.1397299
0.010317461,1.1504229
0.011111111,1.160323
0.011904762,1.1695399
0.012698413,1.1781616
0.013492064,1.1862606
0.014285714,1.1938964
0.015079365,1.2011192
0.015873017,1.2079716
0.016666668,1.2144895
0.017460318,1.2207041
0.018253969,1.2266424
0.01904762,1.2323279
0.01984127,1.2377814
0.020634921,1.2430209
0.021428572,1.2480626
0.022222223,1.252921
0.023015874,1.2576089
0.023809524,1.2621378
0.024603175,1.2665181
0.025396826,1.2485182
0.026190476,1.2082435
0.026984127,1.1679686
0.027777778,1.1276939
0.028571429,1.0874192
0.02936508,1.0471443
0.03015873,1.0068696
0.030952381,0.96659476
0.031746034,0.92632
0.032539684,0.8860452
0.033333335,0.8457704
0.034126986,0.8054956
0.034920637,0.7652209
0.035714287,0.7249461
0.036507938,0.6846713
0.03730159,0.64439654
0.03809524,0.60412174
0.03888889,0.56384695
0.03968254,0.52357215
0.04047619,0.48329738
0.041269843,0.4430226
0.042063493,0.4027478
0.042857144,0.36247304
0.043650795,0.32219827
0.044444446,0.28192347
0.045238096,0.24164869
0.046031747,0.2013739
0.046825398,0.16109914
0.04761905,0.120824344
0.0484127,0.08054957
0.04920635,0.040274784
0.05,0.0
