x_norm,y_norm,sigma_MPa
0.859463,0.948366,-13.704101
0.605592,0.435644,3.890206
0.030145,0.693758,-10.683585
0.093497,0.453955,-2.037531
0.204870,0.781010,10.965008
0.762703,0.174730,-2.011126
0.838115,0.269846,-4.292582
0.176012,0.448914,8.562723
0.177543,0.041884,-0.447623
0.566371,0.064512,14.829849
0.564577,0.043283,-12.975492
0.053485,0.867098,-2.824188
0.335937,0.620428,-2.385661
0.329124,0.981184,-4.858328
0.425742,0.300159,4.929992
0.943764,0.044613,-2.992131
0.939705,0.393352,6.541464
0.347097,0.762724,-1.534002
0.426882,0.317461,3.497080
0.033501,0.950820,12.020544
0.760378,0.913046,-9.403782
0.440565,0.114674,3.308513
0.800817,0.097307,-24.086873
0.951606,0.084289,-4.163990
0.211450,0.905822,3.964132
0.648992,0.017620,17.373453
0.044720,0.162475,3.129894
0.581273,0.311810,-3.247752
0.823728,0.108104,-8.764011
0.475617,0.525149,-7.734432
0.733458,0.194088,10.737657
0.209185,0.386351,-2.117596
0.672706,0.248202,-4.600589
0.075658,0.742457,9.616581
0.223840,0.912328,-10.654794
0.309233,0.305290,10.010882
0.359885,0.892421,5.125563
0.984052,0.421797,18.059965
0.577546,0.119432,3.942768
0.142948,0.657718,-1.800200
0.879916,0.662243,17.873234
0.164026,0.878177,8.596517
0.542086,0.285371,-6.586417
0.339334,0.207170,10.887823
0.933502,0.551584,7.274048
0.527696,0.789613,-6.575815
0.600684,0.096836,7.844581
0.307862,0.074223,2.256239
0.541968,0.169185,2.168012
0.910385,0.600138,13.447333
0.143098,0.987129,-5.961201
0.542226,0.026757,4.817372
0.181617,0.067064,-8.277689
0.787215,0.744435,-2.718784
0.081452,0.081005,8.163191
0.256598,0.313921,-7.805771
0.705318,0.060191,-4.181367
0.797918,0.317846,-11.312744
0.536233,0.882792,-3.956928
0.048670,0.437509,-0.926389
0.963099,0.704217,5.800846
0.076079,0.106526,-6.659892
0.161626,0.215598,4.836934
0.824244,0.785134,17.415061
0.150232,0.445380,4.979296
0.291915,0.426979,-3.290801
0.686899,0.569600,-7.598964
0.390947,0.579038,-0.774698
0.634099,0.181788,-4.010890
0.230348,0.913195,16.624399
0.030614,0.159640,7.899852
0.259392,0.486105,1.812409
0.498041,0.552806,0.756339
0.510410,0.520138,-0.611469
0.992643,0.971499,-14.055975
0.743395,0.545918,5.857348
0.787291,0.360109,-7.208610
0.407006,0.900239,8.103376
0.248619,0.881586,-2.775730
0.365147,0.665234,-1.721391
0.509939,0.873701,-17.730258
0.191273,0.807996,-17.185851
0.527098,0.808671,5.888040
0.980374,0.199137,-7.937767
0.454103,0.411445,5.128385
0.184378,0.447804,-4.718225
0.733282,0.975854,-13.115121
0.113787,0.000734,2.864679
0.860061,0.580100,-18.465662
0.656923,0.152287,6.182431
0.304871,0.296160,3.540242
0.664092,0.207580,1.266118
0.319815,0.382582,3.949251
0.298778,0.708375,3.378481
0.067552,0.511990,1.951084
0.933144,0.572580,-19.446904
0.079901,0.447806,-3.675727
0.249927,0.240415,2.815994
0.111903,0.539784,-0.902361
0.088479,0.044438,-3.702573
0.353045,0.561084,-2.126232
0.777761,0.679039,8.770577
0.076481,0.713794,7.949811
0.944913,0.206481,-7.438034
0.062119,0.395754,8.875672
0.091693,0.717397,0.266225
0.969818,0.437738,-10.523811
0.957369,0.294263,-2.879324
0.789037,0.206577,-0.659785
0.107540,0.812664,3.932891
0.760079,0.892313,-11.458460
0.350413,0.829185,5.548050
0.649254,0.894382,7.288937
0.729114,0.344021,-12.015926
0.749670,0.660055,-3.475778
0.763450,0.146253,-0.485270
0.665423,0.095245,15.004067
0.084383,0.062586,-4.300927
0.889939,0.594783,-4.247843
0.619155,0.446793,6.082314
0.501856,0.635358,-11.500918
0.713232,0.406911,8.464414
0.268118,0.050555,-11.899119
0.536843,0.205979,7.708024
0.726169,0.535572,-5.015816
0.570799,0.917499,-5.030355
0.676546,0.053695,-11.842272
0.056262,0.448941,-7.557272
0.345342,0.762662,6.373034
0.800399,0.474260,4.094903
0.968254,0.631042,-2.742343
0.103293,0.059849,1.838972
0.175666,0.947951,5.158882
0.525270,0.033318,1.709416
0.651690,0.606680,-7.743542
0.716574,0.020485,-6.492292
0.391201,0.417948,-19.049636
0.397697,0.885053,9.618723
0.498898,0.928716,0.605260
0.529968,0.391763,1.383173
0.845994,0.400510,-7.638490
0.893337,0.649387,1.041361
0.482564,0.412822,-5.541477
0.756167,0.158444,3.820820
0.669579,0.280233,-2.482620
0.590842,0.395895,-17.389530
0.989096,0.922367,-8.271849
0.880262,0.555273,-7.417643
0.118715,0.937436,0.660719
0.804293,0.853540,4.474927
0.098825,0.876626,17.083887
