point_id,youngs_modulus,hardness,creep_compliance,phase
0,178.70349996249607,15.126538591012643,0.006222645479128891,YSZ
1,176.2597535310999,10.908865199727027,0.006274232588126459,YSZ
2,113.15107703761679,7.794637048561358,0.009771482891798904,Ni-YSZ
3,106.27954995454803,7.703819596241175,0.009865410074962687,Ni-YSZ
4,184.23656746595444,15.06244549342069,0.006042251204729401,YSZ
5,188.51728618433128,2.7079991992532957,0.005915420444117021,Ni
6,186.7152592138946,2.4730432745836226,0.005924361396263033,Ni
7,206.461566974865,15.03947478522989,0.005101795354821332,YSZ
8,193.58653307584754,13.585700366734711,0.0057805287031099965,YSZ
9,110.33859151297744,8.698115158649237,0.010277057359257097,Ni-YSZ
10,223.94454248871912,3.3545734521208264,0.004990302300985087,Ni
11,109.00280542908631,7.928509881768728,0.010211109573653862,Ni-YSZ
12,206.9168336902841,2.097339148828159,0.005370592351051528,Ni
13,116.4720689737286,7.300917239324211,0.009632179762626116,Ni-YSZ
14,187.60129226659132,10.889496774675704,0.005715245702290361,YSZ
15,98.77786273081665,6.936803292206328,0.011017155997919411,Ni-YSZ
16,189.8043547855447,11.396336539383041,0.005744417194259886,YSZ
17,192.34049505301246,9.814026352395105,0.005636743700273425,YSZ
18,107.26594766428478,6.891473204978695,0.010347536601083866,Ni-YSZ
19,199.46153184723863,12.993593670988497,0.0054233965227464456,YSZ
20,218.22556709312016,2.6935571543171193,0.0050226233911079676,Ni
21,204.36508536931865,2.9363857388950763,0.005373720523620767,Ni
22,99.9156584902614,6.200771070478466,0.010899823947333414,Ni-YSZ
23,104.7744693736503,6.386824601020515,0.010348961010276632,Ni-YSZ
24,196.06350636905168,11.504809241878458,0.005697191587927145,YSZ
25,186.0583705078815,15.364711937664488,0.005813811355479496,YSZ
26,122.17080620743832,6.427862555795157,0.00898769977228674,Ni-YSZ
27,204.84597406443126,2.574201097152126,0.005456974903073735,Ni
28,213.82308358993106,2.6628855894301102,0.004967214973877598,Ni
29,117.8849620246562,8.27964726330611,0.009614705461495805,Ni-YSZ
30,189.52143334435726,1.670895966475103,0.005790545408971355,Ni
31,209.16015411078837,2.572761505830444,0.005203023483634028,Ni
32,207.85470308336056,3.1494034162562325,0.005204998823640927,Ni
33,176.00149846784007,11.904275734115682,0.006291785356602235,YSZ
34,176.9516998523351,14.623009801429347,0.006279098047907146,YSZ
35,198.7917331585628,14.111806026421775,0.005618479802222155,YSZ
36,178.8711572653699,9.230683518398118,0.0060480245071512445,YSZ
37,114.00281957399415,9.085123060983383,0.009879034169735264,Ni-YSZ
38,105.74433145441724,7.178005033586206,0.010482129254532431,Ni-YSZ
39,116.93745652126552,8.427530018890067,0.009726493165759624,Ni-YSZ
40,196.32432190817633,2.690978143393915,0.005497705828707629,Ni
41,246.3262977526808,3.0142349950940472,0.004469434237655002,Ni
42,234.8369178115227,3.4479651960913515,0.004697451924375963,Ni
43,98.67132461528003,8.634083782508762,0.011200593386876238,Ni-YSZ
44,181.00329023279235,11.894605559821736,0.0060060616828296835,YSZ
45,182.14767700530072,14.706773691666484,0.0059256460783755575,YSZ
46,187.86049478234278,13.414988754089705,0.005980437068840482,YSZ
47,115.01761770410235,8.910658819037021,0.009451847735317102,Ni-YSZ
48,206.23451646409669,1.6211347784980146,0.005170068817595102,Ni
49,125.06018896498888,10.106400788604006,0.008935432443235917,Ni-YSZ
