position,stress,layer,depth
0.0,140.12056705622476,anode,0.07347964300848449
0.04081632653061224,159.17287736486827,anode,0.07719367176153695
0.08163265306122448,197.06122534701143,anode,0.014408038986089312
0.12244897959183673,206.29736313433145,anode,0.00884835115154634
0.16326530612244897,199.84132986138937,anode,0.006813174049668913
0.2040816326530612,165.92993846110414,anode,0.07401660625805655
0.24489795918367346,151.33575896661227,anode,0.03515709363822617
0.2857142857142857,122.98416309457852,anode,0.09457137613261211
0.32653061224489793,100.88262187799404,anode,0.0015598830480472504
0.36734693877551017,89.57313267204754,anode,0.06305559943128501
0.4081632653061224,90.81421245991056,anode,0.0690006170226347
0.44897959183673464,120.10034733608221,anode,0.043218342020563696
0.4897959183673469,137.13629646703637,anode,0.08794411670611134
0.5306122448979591,224.46149508068666,electrolyte,0.023149797789505357
0.5714285714285714,221.75389260897663,electrolyte,0.07453363835847288
0.6122448979591836,196.79795373949224,electrolyte,0.05510103516614652
0.6530612244897959,191.486651876561,electrolyte,0.08798194594013424
0.6938775510204082,170.67281146030376,electrolyte,0.039808998873196104
0.7346938775510203,157.44267190841467,electrolyte,0.09859123975103312
0.7755102040816326,173.2725081737613,electrolyte,0.0400760751284954
0.8163265306122448,189.76327350090676,electrolyte,0.05313859620480086
0.8571428571428571,204.13905626616858,electrolyte,0.0651214695902079
0.8979591836734693,200.17381262124454,electrolyte,0.004294980953260141
0.9387755102040816,209.24253566005396,electrolyte,0.09881626035894275
0.9795918367346939,233.83301738202826,electrolyte,0.04703272865387841
1.0204081632653061,107.98426562656162,cathode,0.06531952135188585
1.0612244897959182,153.41567133804037,cathode,0.07173902496191813
1.1020408163265305,149.17520884966436,cathode,0.01221866315267215
1.1428571428571428,159.98065568902013,cathode,0.03251438513145184
1.183673469387755,170.95875634459168,cathode,0.06098182888875314
1.2244897959183672,159.14643360056797,cathode,0.07684122077044028
1.2653061224489794,156.37501759307975,cathode,0.09476926526018356
1.3061224489795917,179.86206969794634,cathode,0.010748682377741237
1.346938775510204,163.0006706780839,cathode,0.009460961879745867
1.3877551020408163,160.8115956708956,cathode,0.07580363343562757
1.4285714285714284,135.3137983316958,cathode,0.08347883647847604
1.4693877551020407,130.3397870872764,cathode,0.09999710901156711
1.510204081632653,108.36612306990358,cathode,0.09622040532408199
1.5510204081632653,102.22119649498856,cathode,0.08704547399354703
1.5918367346938773,87.43968927913579,cathode,0.05271698770658208
1.6326530612244896,77.83092844528286,cathode,0.06415366023774376
1.673469387755102,70.56664224765991,cathode,0.09180516033166802
1.7142857142857142,68.80200998668458,cathode,0.03687293772539434
1.7551020408163265,70.6813260241678,cathode,0.06847376184261689
1.7959183673469385,77.52887228629324,cathode,0.09859837731083883
1.8367346938775508,89.03952715042026,cathode,0.048234347491146114
1.8775510204081631,99.4696457795292,cathode,0.030533713640916307
1.9183673469387754,126.44831888826553,cathode,0.047558813994998776
1.9591836734693877,128.84132639717598,cathode,0.062339600512313104
2.0,121.393351564208,cathode,0.00222588254185373
