sample_id,experiment_date,operator,furnace_id,sem_magnification,sem_resolution_nm,ct_voxel_size_um,ct_scan_time_hours,density_measurement_error_percent,ramp_up_rate_C_per_min,peak_temperature_C,hold_time_hours,cool_down_rate_C_per_min,applied_pressure_MPa,pressure_type,initial_relative_density_percent,initial_pore_size_mean_um,initial_pore_size_std_um,particle_size_um,atmosphere,oxygen_partial_pressure_atm,final_relative_density_percent,porosity_percent,grain_size_mean_um,grain_size_std_um,pore_size_mean_um,pore_size_std_um,grain_boundary_area_per_volume_um2_per_um3,grain_boundary_thickness_nm,grain_boundary_energy_J_per_m2,coordination_number,pore_connectivity_fraction
SINT_0001,2024-03-03,Operator_B,Furnace_1,20000,2.5,1.3417653785358665,6.819075688360021,0.1482953410835946,4.370861069626263,1479.2646856078982,1.8884969662896474,8.748063206770833,0.0,pressureless,63.45405988417796,0.7823371719555826,0.5197762326377803,2.045497628985684,argon,3.0376269541392654e-06,89.00775263568215,10.992247364317848,11.59503307973193,4.0067768783496645,0.4735617152650268,0.32699723995553315,0.25873147401743835,1.8167489053637216,1.3077999767537374,11.330379467378997,0.8595059745587422
SINT_0002,2023-03-25,Operator_A,Furnace_1,10000,5.0,1.6948046407219917,11.686629131467376,0.23039161750752488,9.556428757689245,1414.438546537648,4.564257105337686,8.229364409186502,0.0,pressureless,65.93362794382745,0.3646066983450531,0.16836268725879003,0.47014181603558525,air,0.21,99.5,0.5,2.3271694000163525,1.2411020657963974,0.0470705223535354,0.05063693032627869,1.2891197348929218,1.842659338595138,0.5541344084023208,11.639464348673384,0.1788848506289485
SINT_0003,2023-07-11,Operator_A,Furnace_1,2000,25.0,1.894526971705963,8.721486869324071,0.3251926018061063,7.587945476302646,1323.8110465145312,7.047093769073062,2.333346855483664,61.617605631001595,pressure_assisted,55.00935797584998,0.567471607598861,0.3589416778920799,1.5508887466510672,air,0.21,99.5,0.5,8.051953724860395,3.073497485415661,0.07326026952253128,0.05382480867670091,0.3725803826638378,1.488866805576308,1.096856860784491,11.211732936440436,0.17742988300406992
SINT_0004,2023-02-10,Operator_B,Furnace_2,10000,5.0,0.6185512823121999,3.537450319957859,0.1748714435953961,6.387926357773329,1525.5180078827793,5.991686648071709,6.436221759140032,0.0,pressureless,62.49748199213998,0.7535384947829954,0.43576318405599745,1.425116032541923,air,0.21,99.5,0.5,14.15689205408379,6.906062724099388,0.09728140136735818,0.07322216307787556,0.21191091862105427,1.0171803929818048,0.9278405706270529,12.252426832757621,0.19821517364379837
SINT_0005,2023-11-05,Operator_A,Furnace_1,5000,10.0,0.4223560543877658,3.3322674798435328,0.4202494625651262,2.4041677639819286,1473.8924690215517,6.549208608960873,6.9425430442161415,0.0,pressureless,61.434919662874975,0.49166707768272977,0.23175487957313728,0.9182478624248716,air,0.21,99.5,0.5,4.125947954973457,1.0025281424481802,0.06347394679145602,0.05759590848422812,0.7271056331148752,1.8404729736357213,0.830632954859542,12.80548889070489,0.11440140902991926
SINT_0006,2024-01-13,Operator_B,Furnace_1,20000,2.5,1.0195824256318258,4.042647583330054,0.4888626038139,2.403950683025824,1265.0467757379565,5.4408752503303806,7.184696151659706,19.83377892786593,pressure_assisted,66.65660753576542,0.6276474066990015,0.23052744453526314,1.22533268994489,argon,5.498624202289036e-06,95.67917944991007,4.320820550089934,4.932941651052564,2.6561309590823066,0.23819806342409103,0.24286244251941802,0.6081563927195198,0.9372753922267885,0.5312867042691658,11.755689527601724,0.3013641359902125
SINT_0007,2023-05-16,Operator_B,Furnace_1,20000,2.5,1.4335386109660102,9.667116744207174,0.18590375998498884,1.5227525095137953,1564.3708737975371,5.692074233883893,9.54224079995532,0.0,pressureless,68.12174120962521,0.3862146397615868,0.13409737220179044,1.8546101068093817,nitrogen,2.9093384771645837e-05,99.5,0.5,7.944895303346867,3.9270600117658607,0.04986009559527075,0.02129182247519847,0.37760094821340434,1.3440673150133042,1.0095214136877435,12.035732271974291,0.3317458374802101
SINT_0008,2023-04-16,Operator_C,Furnace_1,2000,25.0,0.5316633810462106,4.9537700384061605,0.17476478591623038,8.795585311974417,1529.0148971692677,6.868967386739895,8.93683310744942,49.52348349703735,pressure_assisted,50.243135429547735,0.45321870737369974,0.32439544425743766,1.687738096471568,air,0.21,99.5,0.5,13.095943471265427,3.728241079315617,0.058510283528266385,0.051168693791133535,0.2290785697557778,0.6495964585158236,0.9790407256746136,12.13790379472133,0.04219741578196762
SINT_0009,2024-06-02,Operator_A,Furnace_1,20000,2.5,0.10779275581731745,2.213888466750798,0.28197402871897786,6.41003510568888,1579.9199653167695,2.3725100664438945,9.90276620631478,0.0,pressureless,63.48039838117585,0.45109519065351383,0.34247091436655364,0.5036812823451825,air,0.21,99.5,0.5,3.295009330113571,0.8504893690816494,0.05823613869851062,0.03199414231447838,0.9104678316333014,1.8829334451991253,0.6045544581510243,12.64075366474611,0.2512182516176108
SINT_0010,2024-06-25,Operator_C,Furnace_3,5000,10.0,0.7515767200897401,11.441743635056618,0.3991061108560129,7.372653200164409,1490.287803355344,4.170687227323554,11.943482400047667,0.0,pressureless,51.03671598239458,0.34423305902864065,0.21510918123755235,1.6357393632194708,air,0.21,96.75784921728132,3.2421507827186815,9.795915206324946,3.1985322526752196,0.11316406858104436,0.07658487140445833,0.3062500988231283,0.71115568665682,1.1124895070970835,11.130613593963767,0.5107585935579486
SINT_0011,2023-05-06,Operator_A,Furnace_1,20000,2.5,1.9408327373887981,3.697134163949107,0.21264024409410057,1.185260448662222,1445.366078374316,2.1590708136470167,12.568814603309216,0.0,pressureless,60.97717330154712,0.45770323558642967,0.16098203519675972,0.9619304165323166,vacuum,9.892906651612785e-08,96.96267517855222,3.0373248214477826,4.5016251108426815,2.6578865661829973,0.14563607800432593,0.09879586464752425,0.6664259964194165,0.8373452085956109,1.0522601522149975,11.53909980509714,0.2666375251751668
SINT_0012,2023-12-23,Operator_B,Furnace_2,1000,50.0,1.4204381751511088,2.095581861480686,0.10795196347891217,9.72918866945795,1367.2972145162475,7.907510059974853,11.335599990944427,0.0,pressureless,55.75265458087357,0.23051108421710706,0.11548919008997932,1.044694458871554,air,0.21,99.5,0.5,3.7878188967304203,1.1466963759149371,0.029758853009635697,0.023070499377687098,0.7920125227184299,1.3372012371923225,1.2672783010536484,11.706988259078567,0.13406426614722805
SINT_0013,2024-02-04,Operator_A,Furnace_1,10000,5.0,0.8625183434883255,4.37131602383323,0.3164882512131576,8.491983767203795,1573.0913933416052,7.580445047649599,14.421808047414151,50.348714983247994,pressure_assisted,56.13553199044282,0.3911265734451011,0.2598917178270018,1.0448968731864516,vacuum,3.556602508701104e-08,99.5,0.5,8.583597487018496,3.282804443193732,0.05049422350706828,0.03369525633332757,0.3495038070619091,1.6461395003194723,1.1945672100230633,11.349400679687479,0.3478090252458942
SINT_0014,2023-03-20,Operator_B,Furnace_1,5000,10.0,0.4658945849589966,4.350287871181337,0.4826402271069231,2.9110519961044856,1546.4255558001632,0.7957010852637942,2.237023574792701,0.0,pressureless,57.059170069047134,0.433620770636398,0.2991594975323208,0.9137979499596298,nitrogen,0.0004057919454327544,93.72734611119597,6.2726538888040295,4.728603827618035,1.0025022672167887,0.19827826588559577,0.09634120746618746,0.6344367406036648,1.4290269589044484,0.8639972047943383,10.999458518451062,0.6013125245856357
SINT_0015,2024-01-24,Operator_C,Furnace_2,5000,10.0,0.7765703801340192,6.220052508457231,0.25651074216277825,2.636424704863906,1218.0874680424758,5.7918137938676635,4.545113813886099,0.0,pressureless,62.4258489809922,0.4398871523889579,0.15796757227617375,2.044236761897482,air,0.21,91.24998386687793,8.750016133122074,5.428081606341836,1.9480896999767972,0.23756643327661034,0.122703773305895,0.5526814476213815,0.8482008692002343,1.453072768622137,11.387191730241614,0.5674221793445632
SINT_0016,2024-08-01,Operator_C,Furnace_1,10000,5.0,0.4226949232723711,11.203898315000368,0.2680538216732402,2.650640588680904,1210.5467897989008,7.439362380617494,2.0983173747158474,0.0,pressureless,56.68099931337538,0.44312831378994744,0.13294530033206217,0.9510099289932177,argon,7.138937588972081e-06,91.15696449397544,8.843035506024563,3.279642343492164,1.4054185944180329,0.2405855599788505,0.10266998117616533,0.9147338904051346,0.5014145637912355,1.2288864645744175,11.104229673393087,0.7521808535811071
SINT_0017,2024-06-18,Operator_B,Furnace_1,10000,5.0,0.3019810604946077,10.79184917779098,0.48756068684561515,3.7381801866358395,1350.5853467512197,1.8543150884550015,10.41717128400984,0.0,pressureless,64.65398101180561,0.4847949405261096,0.31805870055989655,0.5108252738823422,nitrogen,1.789588712168572e-05,94.50145182852458,5.49854817147542,1.4647508696488567,0.8513862159516798,0.20754939342499837,0.16109968730491395,2.048129864376996,1.6357258704611588,0.756676492472742,11.589015493857378,0.6401217373916153
SINT_0018,2024-12-01,Operator_B,Furnace_2,5000,10.0,1.8228105078878523,6.56894554982428,0.3778430446506914,5.72280788469014,1524.2213323127332,4.759589229144721,13.67439713634983,52.91591214860354,pressure_assisted,58.09054771147739,0.6354471075253314,0.3039331365501136,0.78968755355486,argon,5.692439236974391e-06,99.5,0.5,5.082605008640617,2.0670670857911295,0.08203586882804273,0.09545350424976709,0.5902485034544075,1.9778109888666406,0.5933547336145126,12.006571139159993,0.2533963757083059
SINT_0019,2023-03-15,Operator_C,Furnace_1,10000,5.0,1.9955356429133997,6.108999049918065,0.3876687691368501,4.887505167779041,1594.9104517259777,7.366162231910314,5.165269855491891,0.0,pressureless,51.36706400619917,0.7742281793372491,0.3307817628282369,1.1131755982741067,vacuum,9.387805826758851e-08,99.5,0.5,7.598464521297536,4.009276087097926,0.09995242815792182,0.04923058684824066,0.3948166095388587,1.7148696804591357,0.7950809867088113,12.194995224697628,0.1364750836193689
SINT_0020,2023-01-05,Operator_C,Furnace_1,2000,25.0,0.41181743523200154,7.550090864748513,0.32508080214842705,3.6210622617823773,1260.1667564414113,0.7545948393934914,14.051449082351986,75.04362619284056,pressure_assisted,65.67519684968215,0.36130608681617643,0.11072179321459458,2.0907625807051753,air,0.21,90.0678244032893,9.932175596710707,3.2660487934883236,1.367987989456172,0.20789155381723445,0.24053293814488444,0.9185410842548472,1.1903099272349231,0.9018987079559666,10.27541474926452,0.6224189269072581
SINT_0021,2024-04-07,Operator_C,Furnace_2,10000,5.0,0.2035928618687315,4.434540119717657,0.4898436843452967,6.506676052501415,1437.6522861408541,5.730652004351299,2.783476073764291,72.32791883833971,pressure_assisted,55.71516649185412,0.27396700261610724,0.15620220527768666,1.435993308748522,air,0.21,99.5,0.5,7.6225788598983275,1.6488705644653654,0.03536898795141823,0.034898198843441884,0.39356759111837053,1.8556508920986599,1.0757193053312042,11.778578390369718,0.2551297808022742
SINT_0022,2023-03-23,Operator_A,Furnace_2,1000,50.0,0.7264891035778034,2.5218499196636284,0.3755465937702225,2.2554447458683766,1352.3563426524086,2.7301175552941306,14.147668348471687,0.0,pressureless,58.65533759198525,0.2969565679648574,0.21546437099588917,0.600302750266411,argon,4.527628850016164e-06,95.4314464325437,4.568553567456306,2.382206181247015,0.7766071003698192,0.11588351735422735,0.10545388981618714,1.2593368381025642,1.114771509677525,0.9750476090949733,11.486861642823499,0.46349338311165067
SINT_0023,2024-06-20,Operator_C,Furnace_1,1000,50.0,0.9771524434466891,11.392241361712067,0.4580131006420678,3.629301836816963,1587.9657591258413,7.432971465323978,6.571094934115248,36.94560295345131,pressure_assisted,63.708877664438035,0.3918999735934428,0.305217900521269,4.442040975573901,air,0.21,97.83308292910363,2.1669170708963748,34.300637966325624,14.756813713189752,0.10532603908868819,0.09650205569969172,0.08746193009428063,1.2874011263652014,1.2499869843799751,11.84983565332143,0.45722316847890776
SINT_0024,2024-02-09,Operator_A,Furnace_1,2000,25.0,0.48916036944412344,3.8669898487717274,0.37975154629328844,4.297256589643226,1536.8475692542834,7.782936838740258,3.3184707698398146,0.0,pressureless,56.64912314297424,0.41932548806653897,0.2444132851885104,1.1721799104536283,air,0.21,99.5,0.5,6.247978453171666,3.6253119373753995,0.054134687730733405,0.05745758955973039,0.4801553050294384,1.215694651093525,1.0098899482056103,12.09342726079427,0.07351369839580157
SINT_0025,2024-05-28,Operator_A,Furnace_1,10000,5.0,0.672707332417261,3.984007292457164,0.3940463299361584,5.104629857953324,1535.3314818844551,7.581998668350755,8.316332869422233,0.0,pressureless,51.131713122934315,0.34022598729256265,0.18958435276484287,2.149498249974991,air,0.21,99.5,0.5,16.135306339592344,8.771993884010598,0.04392298609103571,0.02132618620922254,0.18592767542557823,1.1714358089982875,0.6048226409407655,11.864165692325145,0.07706475350011133
SINT_0026,2023-10-05,Operator_A,Furnace_1,1000,50.0,0.48165439781414965,6.724603288539476,0.2161643688568986,8.066583652537123,1387.4772639179882,4.0566066249309785,5.338095380366603,0.0,pressureless,57.47842094025627,0.2615302004939629,0.08958146692333538,0.9129915440530373,air,0.21,94.32212359227593,5.677876407724071,4.160268566557385,1.2120619867775433,0.11377692361433343,0.09145428473879033,0.7211072919944912,1.6627861539408586,1.358291335553106,11.054238111738293,0.5443406097229415
SINT_0027,2023-08-12,Operator_A,Furnace_2,20000,2.5,1.5710950800216574,6.916133448403307,0.2213914792055276,2.7970640394252375,1365.927800935066,6.965319882419851,5.703347725504997,28.963446748048284,pressure_assisted,68.88897165388607,0.39803808222327575,0.22864756332224923,1.3771491744643582,argon,8.682300617071959e-06,99.5,0.5,6.43090867826068,1.8523842220684248,0.051386495453569506,0.04921145466699585,0.46649706131597374,1.290153360904238,0.7287881248666683,13.512218974855482,0.17733666502604473
