Time_s,PG01,PG02,PG03,PG04,PG05,PG06,PG07,PG08,PG09,PG10,PG11,PG12,PG13,PG14
24.000080,101315.158491,101275.058869,101270.288894,101306.869162,101253.339891,101259.370232,101319.056588,101264.472053,101338.406900,101397.062047,101359.012138,101358.175966,101371.129877,101334.073008
24.000180,101300.208013,101263.030432,101339.929432,101332.088471,101285.698485,101206.374066,101299.074030,101232.929650,101288.616651,101398.216404,101299.462943,101370.028369,101390.148778,101464.686111
24.000280,101276.977280,101225.887701,101367.486780,101284.194820,101390.223681,101223.798976,101324.489554,101285.364943,101311.354468,101440.503389,101286.729274,101326.234917,101428.573878,101499.287395
24.000380,101261.022652,101319.753437,101366.903232,101334.911824,101324.609066,101293.931930,101415.106895,101404.122616,101360.176325,101323.396952,101399.771487,101357.998728,101431.505168,101392.577594
24.000480,101216.632060,101191.846045,101310.454767,101249.757917,101431.012539,101323.186648,101374.528165,101294.730064,101446.346617,101397.329276,101461.173897,101374.673170,101390.677651,101408.769334
24.000580,101250.876444,101338.267629,101227.894743,101285.462029,101329.912981,101331.204144,101363.455262,101355.151729,101362.513647,101345.851629,101414.017021,101324.059054,101411.318093,101435.110410
24.000680,101335.823843,101309.087545,101288.735423,101409.781171,101350.448202,101325.312862,101363.389480,101318.822122,101420.256642,101329.908534,101392.629588,101390.120795,101440.514626,101393.587326
24.000780,101276.907180,101289.088073,101296.257283,101214.072246,101434.150095,101325.064998,101335.469878,101306.170731,101431.650190,101360.424481,101390.930083,101315.529409,101450.808763,101416.315248
24.000880,101308.874412,101237.958408,101287.826104,101309.842225,101428.913057,101401.987203,101350.403893,101349.908532,101287.590632,101311.970465,101408.720391,101533.441787,101415.941717,101354.003361
24.000980,101352.802036,101232.651831,101361.856143,101207.973462,101364.707015,101291.969567,101374.175920,101337.885380,101342.504218,101408.222096,101357.593816,101396.581028,101418.143392,101348.991742
24.001080,101247.257486,101292.079761,101355.061934,101308.200057,101399.889205,101293.485785,101351.204805,101431.372488,101410.248935,101410.330595,101305.655481,101387.956808,101372.097376,101374.638363
24.001180,101270.529805,101279.356873,101275.865846,101398.289802,101319.676217,101410.343091,101317.127158,101391.329165,101320.798159,101321.864593,101334.546081,101438.566970,101497.776983,101444.328818
24.001280,101159.919938,101306.805433,101313.467578,101324.599626,101393.994947,101366.512305,101372.899769,101367.445199,101337.223688,101349.458003,101399.635633,101378.725513,101331.578456,101437.478293
24.001380,101282.721942,101355.158917,101315.510420,101312.468759,101352.592439,101318.669678,101343.970566,101368.975539,101410.785144,101331.256046,101356.793214,101316.498643,101408.759097,101387.199881
24.001480,101343.612698,101283.663917,101299.219089,101229.077445,101345.003381,101303.713744,101386.075412,101365.019808,101334.600790,101402.866341,101375.663827,101372.449299,101414.879265,101428.541712
24.001580,101176.610738,101293.528981,101314.987331,101390.592541,101327.652554,101299.922018,101357.618848,101373.479100,101477.817874,101338.976503,101260.980922,101379.991749,101447.415134,101485.096820
24.001680,101321.161626,101309.662856,101348.717964,101363.664472,101419.429483,101320.809677,101364.125185,101363.356919,101377.887824,101387.595674,101363.389360,101327.587394,101411.187803,101386.222997
24.001780,101349.284364,101279.484786,101291.128724,101366.001361,101429.809785,101364.418065,101325.056139,101258.426023,101433.684544,101423.837559,101370.854461,101319.682387,101343.671344,101406.917522
24.001880,101277.747055,101273.031808,101202.370769,101325.026194,101308.362126,101417.385063,101373.990705,101334.566094,101330.901956,101416.695167,101343.898841,101352.313310,101382.312929,101415.820325
24.001980,101199.004257,101273.834960,101279.034066,101401.505156,101291.644419,101378.008897,101391.404120,101337.677948,101312.937366,101389.244405,101345.301577,101324.501040,101378.605947,101370.802837
24.002080,101241.327169,101435.776890,101405.442199,101296.054837,101302.740874,101353.692910,101282.730355,101361.443089,101441.814467,101280.220467,101403.740947,101384.301129,101408.414372,101394.437665
24.002180,101319.662126,101352.108106,101313.264141,101352.383567,101361.738397,101354.610402,101348.258186,101414.190890,101429.561917,101427.212115,101481.160855,101429.859518,101372.170494,101465.706421
24.002280,101272.311515,101290.614069,101350.838675,101354.808680,101380.498857,101346.451346,101378.961666,101390.024362,101314.508745,101350.357985,101384.065400,101427.655345,101359.162949,101364.233127
24.002380,101381.098242,101262.451369,101245.317993,101288.970191,101313.249209,101347.481841,101332.898138,101327.065260,101411.367996,101331.078143,101364.929093,101425.714734,101473.153238,101348.565404
24.002480,101314.004036,101266.922757,101304.316181,101448.431198,101407.051935,101411.235575,101427.146319,101251.089093,101427.641737,101329.895294,101364.474083,101332.777609,101349.535185,101392.680972
24.002580,101275.627930,101284.276551,101417.474677,101338.392185,101402.905419,101379.706094,101269.626189,101366.901176,101378.471840,101440.133933,101369.744637,101258.305479,101367.363189,101377.888995
24.002680,101287.439004,101256.090648,101313.839285,101440.392733,101368.504433,101358.026773,101370.944812,101354.999001,101386.935387,101315.316630,101360.141728,101406.646807,101489.087564,101315.754520
24.002780,101253.528348,101297.113227,101244.251128,101360.482487,101400.962964,101327.512878,101395.660790,101351.814563,101410.992421,101305.605440,101326.233185,101400.396195,101507.504260,101429.031708
24.002880,101322.954545,101318.652738,101265.462532,101340.411305,101406.413405,101338.205609,101436.266437,101349.173535,101398.267732,101346.928208,101399.991711,101328.717488,101437.244075,101307.368372
24.002980,101300.875952,101279.813543,101309.309745,101302.754226,101353.293642,101354.522224,101355.468939,101411.132476,101445.760218,101301.777139,101416.012543,101398.416119,101338.576049,101366.265680
24.003080,101319.204928,101220.743281,101313.518181,101330.587422,101329.747945,101370.890454,101383.840396,101294.815748,101403.298805,101350.145703,101314.340961,101432.750572,101415.323240,101421.685667
