time_s,pressure_pa
0.0,-438.15454
0.0001,-49.013668
0.0002,863.7905
0.0003,-38.286083
0.0004,216.32883
0.0005,-313.24365
0.0006,138.51718
0.0007,522.8983
0.0008,-933.4194
0.0009,-39.53182
0.001,-316.18686
0.0011,-706.6384
0.0012,499.44965
0.0013,-476.9522
0.0014,-286.73776
0.0015,142.12518
0.0016,173.06224
0.0017,804.86584
0.0018,-425.1925
0.0019,64.54669
0.002,697.0975
0.0021,-268.71713
0.0022,300.79865
0.0023,-103.13395
0.0024,-385.4642
0.0025,282.7604
0.0026,209.29916
0.0027,318.96008
0.0028,-162.69002
0.0029,197.13531
0.003,988.76465
0.0031,298.10123
0.0032,82.48607
0.0033,286.42288
0.0034,151.53813
0.0035,23.521593
0.0036,48.56648
0.0037,-306.90433
0.0038,-741.6875
0.0039,-111.84056
0.004,18.225737
0.0041,-366.434
0.0042,-527.7825
0.0043,-284.36353
0.0044,407.4788
0.0045,-323.0274
0.0046,-343.72302
0.0047,0.38678643
0.0048,-827.7794
0.0049,-7.4707847
0.005,-206.8651
0.0051,-955.44885
0.0052,-431.25812
0.0053,-570.6411
0.0054,306.81924
0.0055,-192.352
0.0056,-666.3487
0.0057,817.0458
0.0058,59.05504
0.0059,410.64536
0.006,814.4887
0.0061,-295.84842
0.0062,595.3837
0.0063,408.518
0.0064,400.32513
0.0065,360.55545
0.0066,-559.7924
0.0067,939.02136
0.0068,622.45795
0.0069,-56.10532
0.007,887.2977
0.0071,203.15208
0.0072,674.67944
0.0073,865.9173
0.0074,212.02188
0.0075,305.1371
0.0076,-304.8596
0.0077,327.2303
0.0078,201.78497
0.0079,-1006.84595
0.008,-386.2946
0.0081,-252.19257
0.0082,-448.60468
0.0083,-324.27234
0.0084,-499.48553
0.0085,-460.02847
0.0086,-378.77997
0.0087,-22.34814
0.0088,-308.24863
0.0089,-900.4894
0.009,-653.435
0.0091,-209.90268
0.0092,-452.67383
0.0093,-1071.0461
0.0094,-487.44327
0.0095,-295.68124
0.0096,-423.713
0.0097,333.92044
0.0098,-141.88579
0.0099,-21.050512
0.01,594.5146
0.0101,574.59216
0.0102,829.1909
0.0103,-157.65045
0.0104,412.02792
0.0105,1112.2583
0.0106,-97.860886
0.0107,610.9963
0.0108,335.26627
0.0109,81.94243
0.011,1105.4275
0.0111,424.35458
0.0112,741.08295
0.0113,374.92926
0.0114,346.82327
0.0115,1494.2356
0.0116,-136.42213
0.0117,-82.24711
0.0118,434.18103
0.0119,-516.82587
0.012,122.69352
0.0121,-579.9552
0.0122,-787.3282
0.0123,-388.26373
0.0124,-760.4399
0.0125,142.48805
0.0126,-739.7101
0.0127,-1056.086
0.0128,206.6711
0.0129,-454.97668
0.013,-574.5653
0.0131,-607.6609
0.0132,-822.8882
0.0133,-431.3741
0.0134,-645.03015
0.0135,-432.2833
0.0136,-654.91205
0.0137,-713.0613
0.0138,304.53458
0.0139,330.80585
0.014,-126.26281
0.0141,173.80307
0.0142,809.7378
0.0143,673.0454
0.0144,511.89252
0.0145,648.5701
0.0146,246.78624
0.0147,549.6582
0.0148,710.9526
0.0149,499.81882
0.015,297.47934
0.0151,52.73298
0.0152,1171.9296
0.0153,794.3472
0.0154,29.676264
0.0155,910.1268
0.0156,323.79407
0.0157,511.40283
0.0158,550.7848
0.0159,-385.66873
0.016,-24.640152
0.0161,-648.2295
0.0162,-148.06917
0.0163,-158.02992
0.0164,-1636.4624
0.0165,-282.97437
0.0166,-330.5255
0.0167,-821.0735
0.0168,-163.6538
0.0169,-979.31305
0.017,-279.9967
0.0171,-311.36902
0.0172,-628.22015
0.0173,-94.40044
0.0174,-1349.3306
0.0175,-435.17563
0.0176,207.45792
0.0177,-948.8826
0.0178,-266.10004
0.0179,-208.70518
0.018,184.28918
0.0181,603.4609
0.0182,158.64345
0.0183,753.14685
0.0184,442.03418
0.0185,704.0584
0.0186,1314.4137
0.0187,255.55951
0.0188,216.86998
0.0189,765.32117
0.019,704.1038
0.0191,368.45892
0.0192,196.06151
0.0193,494.4007
0.0194,485.44128
0.0195,613.0239
0.0196,582.1927
0.0197,220.07446
0.0198,32.73725
0.0199,299.86462
0.02,484.69284
0.0201,-701.6347
0.0202,-751.548
0.0203,-175.38913
0.0204,-832.71747
0.0205,-594.7018
0.0206,-910.69324
0.0207,-969.49603
0.0208,-402.1674
0.0209,-708.0725
0.021,-15.62954
0.0211,-744.3719
0.0212,-956.7745
0.0213,522.1523
0.0214,-550.1079
0.0215,-576.03613
0.0216,-275.1808
0.0217,-666.29987
0.0218,296.43454
0.0219,-348.36407
0.022,-1.3660531
0.0221,347.80957
0.0222,-229.9581
0.0223,1406.0475
0.0224,754.1989
0.0225,95.171585
0.0226,1196.2606
0.0227,715.1134
0.0228,1032.1478
0.0229,512.11505
0.023,116.72486
0.0231,798.5779
0.0232,20.471876
0.0233,571.26807
0.0234,447.24026
0.0235,-512.2478
0.0236,523.3906
0.0237,557.80896
0.0238,89.13095
0.0239,-128.40732
0.024,-241.23903
0.0241,157.50795
0.0242,-379.27075
0.0243,-627.0897
0.0244,-652.2937
0.0245,-1069.1283
0.0246,-757.3041
0.0247,-448.21866
0.0248,-860.37537
0.0249,-1180.593
0.025,-315.32272
0.0251,7.865872
0.0252,-469.153
0.0253,-227.97714
0.0254,-264.45004
0.0255,56.569798
0.0256,79.699265
0.0257,-155.53242
0.0258,127.95518
0.0259,-553.17004
0.026,311.9808
0.0261,856.2558
0.0262,-330.95685
0.0263,503.56345
0.0264,697.001
0.0265,804.5817
0.0266,1141.4366
0.0267,260.23337
0.0268,1014.49695
0.0269,575.723
0.027,351.9931
0.0271,1129.9612
0.0272,-554.3988
0.0273,-98.97332
0.0274,557.7983
0.0275,-273.4985
0.0276,107.7675
0.0277,-592.49664
0.0278,8.421557
0.0279,344.17102
0.028,-590.02905
0.0281,246.50522
0.0282,-601.02875
0.0283,-760.26996
0.0284,255.84506
0.0285,-805.03784
0.0286,-919.53265
0.0287,-845.7318
0.0288,-573.768
0.0289,-144.05553
0.029,-906.6254
0.0291,-331.06686
0.0292,-15.240383
0.0293,-198.02238
0.0294,506.64188
0.0295,195.86824
0.0296,-183.81616
0.0297,217.90974
0.0298,612.61017
0.0299,251.03342
0.03,-270.4533
0.0301,116.49065
0.0302,377.53238
0.0303,376.09024
0.0304,228.32782
0.0305,364.80057
0.0306,471.34146
0.0307,349.503
0.0308,1105.703
0.0309,432.88983
0.031,-245.45584
0.0311,647.29675
0.0312,228.68066
0.0313,66.43447
0.0314,-328.5317
0.0315,-577.9728
0.0316,237.59329
0.0317,-544.71686
0.0318,-68.99982
0.0319,43.561527
0.032,-928.0735
0.0321,544.616
0.0322,212.90552
0.0323,-423.96072
0.0324,-62.546795
0.0325,-557.8114
0.0326,347.98694
0.0327,-422.6793
0.0328,-859.6998
0.0329,94.83094
0.033,-900.0948
0.0331,17.215416
0.0332,298.83963
0.0333,-736.4447
0.0334,168.62886
0.0335,174.67883
0.0336,512.7625
0.0337,234.51436
0.0338,-514.8972
0.0339,555.03723
0.034,31.468718
0.0341,-218.10042
0.0342,228.58467
0.0343,-563.983
0.0344,-126.62182
0.0345,347.10785
0.0346,215.16289
0.0347,6.9394846
0.0348,-60.156834
0.0349,758.31744
0.035,664.54443
0.0351,127.11146
0.0352,258.272
0.0353,306.33768
0.0354,156.05652
0.0355,190.07312
0.0356,219.24333
0.0357,-479.99368
0.0358,-138.5641
0.0359,562.87085
0.036,15.170173
0.0361,-43.43155
0.0362,-83.920166
0.0363,392.62564
0.0364,466.53058
0.0365,-394.8292
0.0366,183.23238
0.0367,-424.98883
0.0368,-633.5183
0.0369,278.81818
0.037,-973.7245
0.0371,-886.8755
0.0372,-507.82758
0.0373,-512.25287
0.0374,78.26251
0.0375,-1015.4809
0.0376,-202.92758
0.0377,314.33145
0.0378,-559.98285
0.0379,565.48944
0.038,-266.5616
0.0381,-521.4292
0.0382,499.25534
0.0383,-86.34149
0.0384,262.03812
0.0385,-331.0386
0.0386,18.544962
0.0387,1191.7969
0.0388,82.40417
0.0389,669.74304
0.039,922.26245
0.0391,391.09015
0.0392,1285.0021
0.0393,792.9165
0.0394,415.1247
0.0395,268.3256
0.0396,206.2846
0.0397,714.9648
0.0398,-325.33472
0.0399,-572.1668
0.04,54.342995
0.0401,-255.083
0.0402,-256.37592
0.0403,-263.38086
0.0404,-488.71246
0.0405,-559.02893
0.0406,-164.08102
0.0407,-221.31642
0.0408,-971.5413
0.0409,-936.2066
0.041,-591.73645
0.0411,-421.19324
0.0412,-947.26587
0.0413,-976.21173
0.0414,-183.19336
0.0415,-532.8455
0.0416,98.5346
0.0417,417.84723
0.0418,-326.66614
0.0419,609.68646
0.042,748.002
0.0421,745.6953
0.0422,536.161
0.0423,-109.17796
0.0424,1142.9213
0.0425,491.4668
0.0426,35.240314
0.0427,869.091
0.0428,-181.12608
0.0429,617.46924
0.043,899.45135
0.0431,131.66376
0.0432,531.0417
0.0433,-129.2591
0.0434,740.18823
0.0435,490.81226
0.0436,-930.7779
0.0437,143.17584
0.0438,-461.9521
0.0439,-645.5207
0.044,-110.28662
0.0441,-1060.7931
0.0442,-551.737
0.0443,-462.71384
0.0444,-155.41458
0.0445,126.56046
0.0446,-913.68933
0.0447,67.06704
0.0448,427.8
0.0449,-329.58163
0.045,-46.06924
0.0451,-313.18008
0.0452,-259.2243
0.0453,-61.88373
0.0454,-90.19487
0.0455,-186.22939
0.0456,-510.98334
0.0457,142.1481
0.0458,582.38995
0.0459,92.838356
0.046,-127.92508
0.0461,402.24173
0.0462,558.2951
0.0463,50.225292
0.0464,296.9334
0.0465,-78.055244
0.0466,-302.23312
0.0467,397.49545
0.0468,52.152004
0.0469,-25.275436
0.047,-210.20082
0.0471,257.75006
0.0472,1099.1918
0.0473,-53.779236
0.0474,419.80606
0.0475,803.9029
0.0476,66.32968
0.0477,912.3746
0.0478,115.04854
0.0479,-242.59438
0.048,57.948868
0.0481,-380.7174
0.0482,415.15405
0.0483,-792.01086
0.0484,-900.0103
0.0485,432.84674
0.0486,-668.40594
0.0487,-204.16878
0.0488,-275.2637
0.0489,-861.33716
0.049,0.47966877
0.0491,-601.7182
0.0492,-354.5098
0.0493,-749.7834
0.0494,-1249.9164
0.0495,257.3391
0.0496,-476.04208
0.0497,-761.157
0.0498,93.84471
0.0499,-57.67393
0.05,609.088
0.0501,555.85297
0.0502,521.4924
0.0503,734.96313
0.0504,522.4705
0.0505,1229.5571
0.0506,780.5016
0.0507,-19.860998
0.0508,502.14954
0.0509,716.2523
0.051,328.1514
0.0511,36.699123
0.0512,226.38498
0.0513,148.31235
0.0514,244.95776
0.0515,418.9494
0.0516,-99.96755
0.0517,-262.46548
0.0518,-240.9729
0.0519,150.17729
0.052,-349.99774
0.0521,-1272.3596
0.0522,-318.999
0.0523,-524.60187
0.0524,-786.397
0.0525,-215.07924
0.0526,-854.17566
0.0527,-190.20717
0.0528,50.754585
0.0529,52.483826
0.053,401.8062
0.0531,-701.9137
0.0532,434.54733
0.0533,670.7137
0.0534,-653.699
0.0535,161.01646
0.0536,-375.85437
0.0537,-186.29057
0.0538,288.32126
0.0539,-498.58047
0.054,219.88307
0.0541,-306.33347
0.0542,213.21735
0.0543,1103.9661
0.0544,-452.35916
0.0545,247.58696
0.0546,656.61884
0.0547,152.31741
0.0548,534.0494
0.0549,-203.80145
0.055,184.50642
0.0551,295.25867
0.0552,97.879745
0.0553,790.1053
0.0554,-121.92579
0.0555,99.069244
0.0556,1047.7961
0.0557,467.8603
0.0558,164.7092
0.0559,52.01438
0.056,181.85045
0.0561,28.652489
0.0562,-399.1058
0.0563,-500.7036
0.0564,-908.08545
0.0565,-869.0519
0.0566,-487.0479
0.0567,-563.82513
0.0568,-1144.3395
0.0569,-790.36926
0.057,148.2397
0.0571,-394.1369
0.0572,-349.2149
0.0573,-82.942276
0.0574,-285.30035
0.0575,304.01437
0.0576,-16.247366
0.0577,67.811905
0.0578,-30.803408
0.0579,-242.46953
0.058,1131.9186
0.0581,265.9277
0.0582,-82.662346
0.0583,1029.0486
0.0584,462.11215
0.0585,984.09845
0.0586,566.6158
0.0587,119.13792
0.0588,711.02563
0.0589,-195.80806
0.059,527.613
0.0591,-1.0102252
0.0592,-1149.0068
0.0593,371.95575
0.0594,-114.10988
0.0595,-332.9035
0.0596,-24.030064
0.0597,-432.44122
0.0598,582.77185
0.0599,71.59516
0.06,72.48539
0.0601,393.13312
0.0602,-668.1097
0.0603,330.01767
0.0604,250.44035
0.0605,-816.8192
0.0606,-465.3259
0.0607,-468.68304
0.0608,-125.13584
0.0609,-426.14777
0.061,-693.4948
0.0611,-150.45145
0.0612,-399.59146
0.0613,-75.73924
0.0614,117.55599
0.0615,-530.2928
0.0616,-485.3902
0.0617,148.95692
0.0618,152.88797
0.0619,-497.34692
0.062,-189.54073
0.0621,227.70218
0.0622,335.05432
0.0623,564.29987
0.0624,417.67596
0.0625,747.67914
0.0626,660.09467
0.0627,1015.0274
0.0628,1323.6775
0.0629,-52.31098
0.063,440.03265
0.0631,795.01215
0.0632,-92.063354
0.0633,69.777145
0.0634,-647.65173
0.0635,-265.50427
0.0636,-82.260796
0.0637,-695.6944
0.0638,178.01324
0.0639,-806.17694
0.064,-476.96204
0.0641,739.77124
0.0642,-586.9863
0.0643,-267.44485
0.0644,-275.50308
0.0645,-292.1321
0.0646,271.75235
0.0647,-864.7571
0.0648,-173.12079
0.0649,-220.59741
0.065,-639.4427
0.0651,673.6885
0.0652,-358.64578
0.0653,-476.18646
0.0654,380.45667
0.0655,90.935265
0.0656,305.13452
0.0657,-468.5776
0.0658,-225.59619
0.0659,281.37863
0.066,-438.4631
0.0661,95.82286
0.0662,-119.070305
0.0663,-406.88904
0.0664,524.03375
0.0665,693.91486
0.0666,427.4615
0.0667,316.57895
0.0668,883.92
0.0669,1163.0627
0.067,646.90656
0.0671,455.63553
0.0672,386.19287
0.0673,269.1687
0.0674,24.717484
0.0675,97.2302
0.0676,-440.03925
0.0677,-973.6954
0.0678,53.532707
0.0679,-205.09506
0.068,-733.58234
0.0681,-406.7787
0.0682,-484.6664
0.0683,157.93213
0.0684,-355.0005
0.0685,-484.49164
0.0686,6.1075726
0.0687,-883.8839
0.0688,179.88046
0.0689,104.62263
0.069,-1001.1616
0.0691,59.82103
0.0692,-72.510574
0.0693,305.6539
0.0694,164.47618
0.0695,-488.24347
0.0696,749.99164
0.0697,-24.862036
0.0698,77.642265
0.0699,581.0153
0.07,-857.58685
0.0701,93.1546
0.0702,299.95123
0.0703,-213.73605
0.0704,51.268597
0.0705,-417.7857
0.0706,769.8839
0.0707,701.688
0.0708,113.082565
0.0709,1061.301
0.071,412.74222
0.0711,666.4406
0.0712,1110.7997
0.0713,170.26624
0.0714,-16.95039
0.0715,-142.85622
0.0716,142.41663
0.0717,-205.01274
0.0718,-1029.9196
0.0719,-527.1652
0.072,-379.05798
0.0721,-529.56744
0.0722,-335.15958
0.0723,-355.51425
0.0724,-541.0293
0.0725,-154.47957
0.0726,367.58685
0.0727,-349.92505
0.0728,-523.00433
0.0729,-67.29259
0.073,36.43658
0.0731,17.013285
0.0732,-567.29315
0.0733,-24.333288
0.0734,102.829575
0.0735,-221.46596
0.0736,690.45734
0.0737,-213.97731
0.0738,-297.26636
0.0739,673.7093
0.074,74.16422
0.0741,225.17502
0.0742,-396.87875
0.0743,-76.1
0.0744,750.8675
0.0745,-402.34622
0.0746,458.30975
0.0747,379.04132
0.0748,-124.73227
0.0749,1327.5342
0.075,556.7706
0.0751,396.8287
0.0752,515.4075
0.0753,236.83842
0.0754,1006.9938
0.0755,-444.4682
0.0756,-547.3289
0.0757,66.476265
0.0758,-1007.0754
0.0759,-277.82788
0.076,-587.41
