x_mm,y_mm,z_m
-20.183886,-22.544015,-1.835800338e-07
-19.543128,-22.544015,4.861783319e-08
-18.902370,-22.544015,-8.474928277e-08
-18.261611,-22.544015,-1.323610465e-07
-17.620853,-22.544015,-1.298360498e-07
-16.980095,-22.544015,2.456975330e-08
-16.339337,-22.544015,7.634143477e-09
-15.698578,-22.544015,-3.482790659e-08
-15.057820,-22.544015,2.484471679e-07
-14.417062,-22.544015,3.464018256e-07
-13.776303,-22.544015,1.541241744e-07
-13.135545,-22.544015,2.456084520e-07
-12.494787,-22.544015,4.040823416e-07
-11.854028,-22.544015,2.184015421e-07
-11.213270,-22.544015,5.954208362e-08
-10.572512,-22.544015,2.022538568e-07
-9.931754,-22.544015,2.175837916e-07
-9.290995,-22.544015,1.161623262e-07
-8.650237,-22.544015,1.234929233e-07
-8.009479,-22.544015,2.713179689e-08
-7.368720,-22.544015,1.764193051e-07
-6.727962,-22.544015,-1.642295648e-07
-6.087204,-22.544015,-2.074128512e-08
-5.446446,-22.544015,5.803940807e-08
-4.805687,-22.544015,2.156643202e-07
-4.164929,-22.544015,1.302579827e-07
-3.524171,-22.544015,-8.092099618e-08
-2.883412,-22.544015,-1.916244140e-07
-2.242654,-22.544015,5.851099120e-08
-1.601896,-22.544015,-3.774974801e-08
-0.961137,-22.544015,1.194277853e-07
-0.320379,-22.544015,-1.555467626e-07
0.320379,-22.544015,-3.600089198e-08
0.961137,-22.544015,4.775696939e-08
1.601896,-22.544015,7.776569341e-08
2.242654,-22.544015,1.796358307e-07
2.883412,-22.544015,-2.863673392e-08
3.524171,-22.544015,-6.256872794e-08
4.164929,-22.544015,1.114667925e-07
4.805687,-22.544015,5.627797233e-08
5.446446,-22.544015,3.818249555e-09
6.087204,-22.544015,-4.694502510e-08
6.727962,-22.544015,7.917441261e-08
7.368720,-22.544015,9.224426842e-09
8.009479,-22.544015,-1.946895135e-07
8.650237,-22.544015,-1.120216044e-07
9.290995,-22.544015,6.616597482e-08
9.931754,-22.544015,-9.611646940e-10
10.572512,-22.544015,1.028957264e-07
11.213270,-22.544015,-4.833281276e-08
11.854028,-22.544015,3.482956392e-08
12.494787,-22.544015,1.851993169e-07
13.135545,-22.544015,4.553223059e-08
13.776303,-22.544015,1.083663342e-07
14.417062,-22.544015,3.159985244e-07
15.057820,-22.544015,1.900715114e-07
15.698578,-22.544015,8.099674202e-08
16.339337,-22.544015,1.080418654e-07
16.980095,-22.544015,1.367308548e-07
17.620853,-22.544015,1.450469899e-07
18.261611,-22.544015,8.232264283e-08
18.902370,-22.544015,4.786871711e-08
19.543128,-22.544015,-7.789918099e-08
20.183886,-22.544015,2.503899905e-08
-20.183886,-21.828332,-2.243422463e-07
-19.543128,-21.828332,-1.365687124e-07
-18.902370,-21.828332,1.468430025e-08
-18.261611,-21.828332,7.598481485e-09
-17.620853,-21.828332,1.067567654e-07
-16.980095,-21.828332,1.302967104e-07
-16.339337,-21.828332,1.778157266e-07
-15.698578,-21.828332,2.179259662e-08
-15.057820,-21.828332,-8.954528138e-08
-14.417062,-21.828332,1.803359323e-07
-13.776303,-21.828332,2.809952913e-08
-13.135545,-21.828332,5.229127360e-08
-12.494787,-21.828332,-1.324213515e-07
-11.854028,-21.828332,1.502965134e-08
-11.213270,-21.828332,1.295025915e-07
-10.572512,-21.828332,1.462937966e-07
-9.931754,-21.828332,9.052449080e-08
-9.290995,-21.828332,1.060253248e-07
-8.650237,-21.828332,1.777412664e-07
-8.009479,-21.828332,3.562646403e-07
-7.368720,-21.828332,4.316108844e-08
-6.727962,-21.828332,-1.798040966e-07
-6.087204,-21.828332,2.003525610e-07
-5.446446,-21.828332,-7.831136547e-09
-4.805687,-21.828332,3.024480302e-08
-4.164929,-21.828332,2.410056428e-07
-3.524171,-21.828332,-9.100043035e-08
-2.883412,-21.828332,3.169037961e-08
-2.242654,-21.828332,-1.765611508e-08
-1.601896,-21.828332,-1.491698287e-08
-0.961137,-21.828332,1.395873086e-07
-0.320379,-21.828332,-7.835667056e-08
0.320379,-21.828332,5.340644384e-08
0.961137,-21.828332,1.069129500e-07
1.601896,-21.828332,8.332010382e-08
2.242654,-21.828332,1.797809677e-07
2.883412,-21.828332,5.432264617e-08
3.524171,-21.828332,1.190907353e-07
4.164929,-21.828332,1.724412109e-08
4.805687,-21.828332,1.148361592e-07
5.446446,-21.828332,1.809504548e-07
6.087204,-21.828332,-4.822856778e-08
6.727962,-21.828332,3.973066731e-08
7.368720,-21.828332,1.148591094e-07
8.009479,-21.828332,-6.478972195e-08
8.650237,-21.828332,-1.140404509e-07
9.290995,-21.828332,-8.095491681e-08
9.931754,-21.828332,3.587806759e-08
10.572512,-21.828332,-3.982932624e-08
11.213270,-21.828332,1.345386794e-07
11.854028,-21.828332,-3.157772807e-08
12.494787,-21.828332,1.891660971e-07
13.135545,-21.828332,-9.343493279e-10
13.776303,-21.828332,1.819020575e-07
14.417062,-21.828332,1.207819097e-07
15.057820,-21.828332,1.942449754e-07
15.698578,-21.828332,2.089561980e-07
16.339337,-21.828332,2.199430629e-07
16.980095,-21.828332,1.968792692e-08
17.620853,-21.828332,-3.840070090e-08
18.261611,-21.828332,-1.417628244e-08
18.902370,-21.828332,-1.400650683e-07
19.543128,-21.828332,-3.587116110e-08
20.183886,-21.828332,4.526896886e-08
-20.183886,-21.112649,-6.375376699e-08
-19.543128,-21.112649,-1.473551062e-07
-18.902370,-21.112649,-1.788335017e-07
-18.261611,-21.112649,-1.611800038e-07
-17.620853,-21.112649,-2.471031337e-08
-16.980095,-21.112649,4.299986419e-08
-16.339337,-21.112649,3.034042475e-08
-15.698578,-21.112649,4.011534903e-08
-15.057820,-21.112649,2.556026640e-07
-14.417062,-21.112649,1.122013521e-07
-13.776303,-21.112649,2.000498994e-07
-13.135545,-21.112649,8.518104502e-08
-12.494787,-21.112649,-2.068990785e-07
-11.854028,-21.112649,1.377059040e-08
-11.213270,-21.112649,1.382725388e-07
-10.572512,-21.112649,1.474811444e-07
-9.931754,-21.112649,5.016298427e-08
-9.290995,-21.112649,1.451773565e-08
-8.650237,-21.112649,1.967406466e-07
-8.009479,-21.112649,8.091475592e-09
-7.368720,-21.112649,1.128957191e-07
-6.727962,-21.112649,5.042457621e-08
-6.087204,-21.112649,1.862655583e-07
-5.446446,-21.112649,-4.212210720e-08
-4.805687,-21.112649,7.867682972e-08
-4.164929,-21.112649,-7.087122438e-08
-3.524171,-21.112649,5.003683288e-08
-2.883412,-21.112649,1.005700020e-07
-2.242654,-21.112649,8.737727093e-08
-1.601896,-21.112649,2.639875323e-08
-0.961137,-21.112649,5.756863472e-08
-0.320379,-21.112649,1.188460791e-07
0.320379,-21.112649,1.016322311e-07
0.961137,-21.112649,2.240492706e-07
1.601896,-21.112649,2.143338853e-08
2.242654,-21.112649,1.275629901e-07
2.883412,-21.112649,-9.472800418e-08
3.524171,-21.112649,6.163971523e-08
4.164929,-21.112649,2.451893964e-07
4.805687,-21.112649,1.314650273e-07
5.446446,-21.112649,1.619346959e-07
6.087204,-21.112649,8.098444169e-09
6.727962,-21.112649,4.249148002e-08
7.368720,-21.112649,-4.924410755e-09
8.009479,-21.112649,8.852334710e-08
8.650237,-21.112649,-2.779248362e-08
9.290995,-21.112649,8.200862813e-08
9.931754,-21.112649,-3.599215407e-08
10.572512,-21.112649,-8.066507771e-08
11.213270,-21.112649,9.121349697e-08
11.854028,-21.112649,8.063362807e-08
12.494787,-21.112649,-3.129058531e-08
13.135545,-21.112649,1.743056022e-07
13.776303,-21.112649,1.163216882e-08
14.417062,-21.112649,3.319532597e-08
15.057820,-21.112649,6.325049161e-08
15.698578,-21.112649,1.149740504e-07
16.339337,-21.112649,2.586561576e-07
16.980095,-21.112649,-6.050108876e-08
17.620853,-21.112649,8.548580258e-08
18.261611,-21.112649,5.715210578e-08
18.902370,-21.112649,1.102723098e-07
19.543128,-21.112649,1.284702997e-08
20.183886,-21.112649,1.913689904e-08
-20.183886,-20.396966,-1.435073742e-07
-19.543128,-20.396966,-2.025652400e-07
-18.902370,-20.396966,1.467039762e-07
-18.261611,-20.396966,-6.426245711e-08
-17.620853,-20.396966,1.845809181e-08
-16.980095,-20.396966,1.116312561e-07
-16.339337,-20.396966,-1.034190178e-08
-15.698578,-20.396966,-2.038471498e-09
-15.057820,-20.396966,3.594692288e-08
-14.417062,-20.396966,1.413001095e-07
-13.776303,-20.396966,-1.002916854e-07
-13.135545,-20.396966,1.629242831e-07
-12.494787,-20.396966,1.983202173e-07
-11.854028,-20.396966,2.630950710e-07
-11.213270,-20.396966,5.365737716e-08
-10.572512,-20.396966,5.692767463e-08
-9.931754,-20.396966,9.995430304e-08
-9.290995,-20.396966,1.944327641e-07
-8.650237,-20.396966,2.751627131e-07
-8.009479,-20.396966,2.051354672e-07
-7.368720,-20.396966,2.143905245e-07
-6.727962,-20.396966,1.354255708e-07
-6.087204,-20.396966,-8.994400760e-09
-5.446446,-20.396966,-3.336048434e-08
-4.805687,-20.396966,9.897685588e-08
-4.164929,-20.396966,-3.875730953e-08
-3.524171,-20.396966,-5.724183142e-08
-2.883412,-20.396966,6.731572419e-08
-2.242654,-20.396966,-3.273968976e-08
-1.601896,-20.396966,-1.535304429e-07
-0.961137,-20.396966,8.236552697e-08
-0.320379,-20.396966,-6.409355814e-08
0.320379,-20.396966,-1.022837306e-07
0.961137,-20.396966,6.213727419e-08
1.601896,-20.396966,8.238709480e-08
2.242654,-20.396966,-1.267179810e-07
2.883412,-20.396966,1.364012341e-08
3.524171,-20.396966,9.839473514e-08
4.164929,-20.396966,1.374045922e-08
4.805687,-20.396966,3.289297148e-08
5.446446,-20.396966,-4.909771956e-08
6.087204,-20.396966,7.955047314e-08
6.727962,-20.396966,9.643078244e-08
7.368720,-20.396966,-9.381851196e-08
8.009479,-20.396966,9.912915244e-10
8.650237,-20.396966,-1.418716446e-09
9.290995,-20.396966,8.476862255e-08
9.931754,-20.396966,9.309190866e-08
10.572512,-20.396966,3.130074410e-08
11.213270,-20.396966,-1.546397988e-08
11.854028,-20.396966,-3.738483824e-08
12.494787,-20.396966,8.892865566e-08
13.135545,-20.396966,5.327739003e-08
13.776303,-20.396966,3.217426115e-07
14.417062,-20.396966,9.188668609e-08
15.057820,-20.396966,3.247069634e-07
15.698578,-20.396966,1.595473752e-07
16.339337,-20.396966,1.759531359e-07
16.980095,-20.396966,2.711982950e-08
17.620853,-20.396966,-1.000403503e-07
18.261611,-20.396966,-6.288699021e-08
18.902370,-20.396966,-1.569389660e-07
19.543128,-20.396966,-1.070828926e-08
20.183886,-20.396966,-3.264760626e-08
-20.183886,-19.681283,-1.749114251e-07
-19.543128,-19.681283,-2.987457881e-08
-18.902370,-19.681283,7.094123715e-08
-18.261611,-19.681283,2.711663942e-09
-17.620853,-19.681283,-1.255019854e-07
-16.980095,-19.681283,1.091881069e-07
-16.339337,-19.681283,-1.195668132e-07
-15.698578,-19.681283,9.480225182e-08
-15.057820,-19.681283,-2.098534613e-07
-14.417062,-19.681283,-1.092004798e-07
-13.776303,-19.681283,1.465906047e-07
-13.135545,-19.681283,1.437307161e-07
-12.494787,-19.681283,-3.350963148e-08
-11.854028,-19.681283,2.743782465e-08
-11.213270,-19.681283,9.369137043e-08
-10.572512,-19.681283,-2.227826120e-08
-9.931754,-19.681283,4.874936009e-08
-9.290995,-19.681283,5.839799625e-08
-8.650237,-19.681283,2.944125179e-07
-8.009479,-19.681283,6.390936724e-08
-7.368720,-19.681283,1.641757323e-07
-6.727962,-19.681283,1.765885549e-07
-6.087204,-19.681283,1.293064437e-07
-5.446446,-19.681283,6.607478507e-08
-4.805687,-19.681283,3.978530732e-08
-4.164929,-19.681283,1.851250076e-07
-3.524171,-19.681283,6.454444362e-08
-2.883412,-19.681283,7.918109629e-08
-2.242654,-19.681283,3.076110995e-08
-1.601896,-19.681283,6.110814284e-08
-0.961137,-19.681283,-7.676502821e-08
-0.320379,-19.681283,-2.704648193e-08
0.320379,-19.681283,-4.883130102e-08
0.961137,-19.681283,-8.829088209e-09
1.601896,-19.681283,-5.063692558e-08
2.242654,-19.681283,-1.335028125e-07
2.883412,-19.681283,1.508382162e-07
