test_id,temperature_C,anode_H2_frac,anode_H2O_frac,cathode_O2_frac,current_density_A_cm2,R_ohmic_Ohm_cm2,R_ct_anode_Ohm_cm2,R_ct_cathode_Ohm_cm2,C_anode_F_cm2,C_cathode_F_cm2,Warburg_sigma_Ohm_s05_cm2,R_total_Ohm_cm2
1,650.0,0.95,0.05,0.21,0.16000000000000003,0.7455313660003593,0.9939650271968107,0.9943746830621761,0.009973229447436898,0.008366730866174088,0.18544815837396178,2.733871076259346
1,650.0,0.95,0.05,0.21,0.8,0.7455313660003593,0.19887390698882063,0.19887718629224027,0.009973229447436898,0.008366730866174088,0.18544815837396178,1.1432824592814201
1,650.0,0.95,0.05,0.21,1.4400000000000002,0.7455313660003593,0.11048679941665594,0.11048736172164593,0.009973229447436898,0.008366730866174088,0.18544815837396178,0.9665055271386612
2,650.0,0.8,0.2,0.21,0.16000000000000003,0.7455313660003593,0.9939650271968107,0.9943746830621761,0.010781869672904754,0.008625495738323804,0.22426288919641887,2.733871076259346
2,650.0,0.8,0.2,0.21,0.8,0.7455313660003593,0.19887390698882063,0.19887718629224027,0.010781869672904754,0.008625495738323804,0.22426288919641887,1.1432824592814201
2,650.0,0.8,0.2,0.21,1.4400000000000002,0.7455313660003593,0.11048679941665594,0.11048736172164593,0.010781869672904754,0.008625495738323804,0.22426288919641887,0.9665055271386612
3,650.0,0.6,0.4,0.21,0.14709840190094578,0.7455313660003593,1.0810591179617912,1.0815862304682788,0.011860056640195231,0.008970515567856756,0.2760158636263617,2.9081767144304296
3,650.0,0.6,0.4,0.21,0.7354920095047289,0.7455313660003593,0.2163159211080799,0.2163201411387472,0.011860056640195231,0.008970515567856756,0.2760158636263617,1.1781674282471863
3,650.0,0.6,0.4,0.21,1.323885617108512,0.7455313660003593,0.12017717890576235,0.12017790252046127,0.011860056640195231,0.008970515567856756,0.2760158636263617,0.9858864474265829
4,700.0,0.95,0.05,0.21,0.16000000000000003,0.4989266097306926,1.0469499716503392,1.0482035235639824,0.009713641124553881,0.008148957310977093,0.18062121874846138,2.5940801049450144
4,700.0,0.95,0.05,0.21,0.8,0.4989266097306926,0.20963857006522052,0.2096486169141102,0.009713641124553881,0.008148957310977093,0.18062121874846138,0.9182137967100233
4,700.0,0.95,0.05,0.21,1.4400000000000002,0.4989266097306926,0.1164698576707597,0.11647158047271117,0.009713641124553881,0.008148957310977093,0.18062121874846138,0.7318680478741635
5,700.0,0.8,0.2,0.21,0.16000000000000003,0.4989266097306926,1.0469499716503392,1.0482035235639824,0.010501233648166358,0.008400986918533086,0.21842565988186025,2.5940801049450144
5,700.0,0.8,0.2,0.21,0.8,0.4989266097306926,0.20963857006522052,0.2096486169141102,0.010501233648166358,0.008400986918533086,0.21842565988186025,0.9182137967100233
5,700.0,0.8,0.2,0.21,1.4400000000000002,0.4989266097306926,0.1164698576707597,0.11647158047271117,0.010501233648166358,0.008400986918533086,0.21842565988186025,0.7318680478741635
6,700.0,0.6,0.4,0.21,0.1550656012672972,0.4989266097306926,1.080179139579714,1.0815560389950454,0.011551357012982995,0.008737026395274409,0.2688315813930588,2.660661788305452
6,700.0,0.6,0.4,0.21,0.775328006336486,0.4989266097306926,0.2163088628360355,0.21631989958755432,0.011551357012982995,0.008737026395274409,0.2688315813930588,0.9315553721542824
6,700.0,0.6,0.4,0.21,1.395590411405675,0.4989266097306926,0.12017596854831122,0.12017786110212242,0.011551357012982995,0.008737026395274409,0.2688315813930588,0.7392804393811263
7,750.0,0.95,0.05,0.21,0.16000000000000003,0.347260729043112,1.098535889210891,1.101974581862068,0.00947332187110814,0.00794734894268099,0.1761525796573622,2.5477712001160713
7,750.0,0.95,0.05,0.21,0.8,0.347260729043112,0.2203919422169487,0.2204195851415069,0.00947332187110814,0.00794734894268099,0.1761525796573622,0.7880722564015676
7,750.0,0.95,0.05,0.21,1.4400000000000002,0.347260729043112,0.12245097940452349,0.12245571993735382,0.00947332187110814,0.00794734894268099,0.1761525796573622,0.5921674283849894
8,750.0,0.8,0.2,0.21,0.16000000000000003,0.347260729043112,1.098535889210891,1.101974581862068,0.010241429049846637,0.00819314323987731,0.2130217242368101,2.5477712001160713
8,750.0,0.8,0.2,0.21,0.8,0.347260729043112,0.2203919422169487,0.2204195851415069,0.010241429049846637,0.00819314323987731,0.2130217242368101,0.7880722564015676
8,750.0,0.8,0.2,0.21,1.4400000000000002,0.347260729043112,0.12245097940452349,0.12245571993735382,0.010241429049846637,0.00819314323987731,0.2130217242368101,0.5921674283849894
9,750.0,0.6,0.4,0.21,0.16000000000000003,0.347260729043112,1.098535889210891,1.101974581862068,0.011265571954831301,0.008520868969472403,0.26218058367607394,2.5477712001160713
9,750.0,0.6,0.4,0.21,0.8,0.347260729043112,0.2203919422169487,0.2204195851415069,0.011265571954831301,0.008520868969472403,0.26218058367607394,0.7880722564015676
9,750.0,0.6,0.4,0.21,1.4400000000000002,0.347260729043112,0.12245097940452349,0.12245571993735382,0.011265571954831301,0.008520868969472403,0.26218058367607394,0.5921674283849894
10,800.0,0.95,0.05,0.21,0.16000000000000003,0.25,1.1470349223875866,1.1556003301285491,0.009250000000000001,0.0077599999999999995,0.17200000000000004,2.5526352525161355
10,800.0,0.95,0.05,0.21,0.8,0.25,0.2311200660257099,0.2311893899153962,0.009250000000000001,0.0077599999999999995,0.17200000000000004,0.7123094559411061
10,800.0,0.95,0.05,0.21,1.4400000000000002,0.25,0.12842776908453982,0.12843965990241474,0.009250000000000001,0.0077599999999999995,0.17200000000000004,0.5068674289869546
11,800.0,0.8,0.2,0.21,0.16000000000000003,0.25,1.1470349223875866,1.1556003301285491,0.01,0.008,0.20800000000000002,2.5526352525161355
11,800.0,0.8,0.2,0.21,0.8,0.25,0.2311200660257099,0.2311893899153962,0.01,0.008,0.20800000000000002,0.7123094559411061
