test_id,temperature_C,anode_H2_frac,anode_H2O_frac,cathode_O2_frac,current_density_A_cm2,cell_voltage_V,E_eq_V,overpotential_anode_V,overpotential_cathode_V,overpotential_ohmic_V,overpotential_concentration_V,overpotential_total_V,oxygen_mu_drop_J_per_mol_O2,anode_oxidation_risk_index
1,650.0,0.95,0.05,0.21,0.0,0.7838286651524448,0.7838286651524448,0.0,0.0,0.0,0.0,0.0,302511.87632963964,0.0003174142991314943
1,650.0,0.95,0.05,0.21,0.03404255319148936,0.0,0.7838286651524448,0.42743108375035915,0.7117497552576211,0.025379791182990954,0.0006544578871643852,1.1652150880781356,302511.87632963964,0.0066668978966994506
1,650.0,0.95,0.05,0.21,0.06808510638297872,0.0,0.7838286651524448,0.5371580759399749,0.8220152096843607,0.05075958236598191,0.0013198645009935173,1.411252732491311,302511.87632963964,0.006689949504824193
1,650.0,0.95,0.05,0.21,0.1021276595744681,0.0,0.7838286651524448,0.6015650865486086,0.8865225722197418,0.07613937354897288,0.0019965924158486183,1.566223624733172,302511.87632963964,0.0066920505102335244
1,650.0,0.95,0.05,0.21,0.13617021276595745,0.0,0.7838286651524448,0.6472996518299461,0.9322923081390982,0.10151916473196382,0.002685033553254711,1.6837961582542629,302511.87632963964,0.006692530223185799
1,650.0,0.95,0.05,0.21,0.1702127659574468,0.0,0.7838286651524448,0.6827854446383285,0.9677943882786125,0.12689895591495476,0.003385600545085746,1.7808643893769815,302511.87632963964,0.006692693204802013
1,650.0,0.95,0.05,0.21,0.2042553191489362,0.0,0.7838286651524448,0.711784034147527,0.9968018274436409,0.15227874709794575,0.004098728218966873,1.8649633369080805,302511.87632963964,0.006692762613997034
1,650.0,0.95,0.05,0.21,0.23829787234042554,0.0,0.7838286651524448,0.7363041990650439,1.0213273291790048,0.1776585382809367,0.004824875219283219,1.9401149417442685,302511.87632963964,0.006692796844609595
1,650.0,0.95,0.05,0.21,0.2723404255319149,0.0,0.7838286651524448,0.7575457240488992,1.0425723182667415,0.20303832946392764,0.005564525778927898,2.0087208975584963,302511.87632963964,0.00669281556253498
1,650.0,0.95,0.05,0.21,0.30638297872340425,0.0,0.7838286651524448,0.7762827768406283,1.0613117461749075,0.2284181206469186,0.006318191658929275,2.072330835321384,302511.87632963964,0.006692826614199015
1,650.0,0.95,0.05,0.21,0.3404255319148936,0.0,0.7838286651524448,0.7930440795148289,1.0780747478249095,0.2537979118299095,0.0070864142754154666,2.1320031534450634,302511.87632963964,0.006692833538267194
1,650.0,0.95,0.05,0.21,0.37446808510638296,0.0,0.7838286651524448,0.8082068099454994,1.0932387353425672,0.2791777030129005,0.007869767036056971,2.188493015337024,302511.87632963964,0.006692838086248288
1,650.0,0.95,0.05,0.21,0.4085106382978724,0.0,0.7838286651524448,0.8220494952633028,1.1070823767992095,0.3045574941958915,0.00866885791124285,2.242358224169647,302511.87632963964,0.006692841190925162
1,650.0,0.95,0.05,0.21,0.44255319148936173,0.0,0.7838286651524448,0.8347836706688285,1.1198172963181907,0.32993728537888245,0.009484332268870976,2.294022584634773,302511.87632963964,0.00669284337935385
1,650.0,0.95,0.05,0.21,0.4765957446808511,0.0,0.7838286651524448,0.8465737768956614,1.131607992984125,0.3553170765618734,0.010316876005865583,2.343815722447525,302511.87632963964,0.006692844964263525
1,650.0,0.95,0.05,0.21,0.5106382978723404,0.0,0.7838286651524448,0.8575501786360203,1.1425848710656863,0.3806968677448643,0.01116721901449185,2.3919991364610627,302511.87632963964,0.006692846138996906
1,650.0,0.95,0.05,0.21,0.5446808510638298,0.0,0.7838286651524448,0.8678179740708415,1.152853056354243,0.40607665892785527,0.012036139027360419,2.4387838283803003,302511.87632963964,0.0066928470273495515
1,650.0,0.95,0.05,0.21,0.5787234042553192,0.0,0.7838286651524448,0.8774631296429941,1.1624985350299288,0.43145645011084627,0.012924465891878378,2.4843425806756474,302511.87632963964,0.006692847711020301
1,650.0,0.95,0.05,0.21,0.6127659574468085,0.0,0.7838286651524448,0.886556859037824,1.171592535190265,0.4568362412938372,0.013833086333022179,2.5288187218549485,302511.87632963964,0.006692848245367054
1,650.0,0.95,0.05,0.21,0.6468085106382979,0.0,0.7838286651524448,0.8951588168615641,1.1801947221639844,0.48221603247682815,0.014762949272945,2.5723325207753214,302511.87632963964,0.006692848668780037
1,650.0,0.95,0.05,0.21,0.6808510638297872,0.0,0.7838286651524448,0.9033194723209282,1.188355573268713,0.507595823659819,0.015715071787414894,2.6149859410368754,302511.87632963964,0.006692849008436068
1,650.0,0.95,0.05,0.21,0.7148936170212766,0.0,0.7838286651524448,0.911081903254149,1.1961181725697192,0.5329756148428101,0.016690545792817684,2.656866236459496,302511.87632963964,0.006692849283930682
1,650.0,0.95,0.05,0.21,0.7489361702127659,0.0,0.7838286651524448,0.9184831724887148,1.2035195877393277,0.558355406025801,0.017690545573959677,2.6980487118278034,302511.87632963964,0.00669284950962824
1,650.0,0.95,0.05,0.21,0.7829787234042553,0.0,0.7838286651524448,0.925555398038086,1.210591940606095,0.583735197208792,0.01871633628281343,2.7385988721357863,302511.87632963964,0.006692849696216681
1,650.0,0.95,0.05,0.21,0.8170212765957447,0.0,0.7838286651524448,0.9323265953909112,1.2173632496959197,0.609114988391783,0.019769283562474056,2.7785741170410883,302511.87632963964,0.006692849851756918
1,650.0,0.95,0.05,0.21,0.851063829787234,0.0,0.7838286651524448,0.9388213477621379,1.2238581006659832,0.6344947795747738,0.020850864479970158,2.818025092482865,302511.87632963964,0.006692849982404108
1,650.0,0.95,0.05,0.21,0.8851063829787235,0.0,0.7838286651524448,0.9450613448223629,1.2300981851686912,0.6598745707577649,0.021962679987520342,2.8569967807363392,302511.87632963964,0.006692850092911693
1,650.0,0.95,0.05,0.21,0.9191489361702128,0.0,0.7838286651524448,0.951065819708865,1.236102737963072,0.6852543619407557,0.0231064691760478,2.89552938878874,302511.87632963964,0.006692850186988985
1,650.0,0.95,0.05,0.21,0.9531914893617022,0.0,0.7838286651524448,0.956851906528564,1.2418888944934754,0.7106341531237468,0.02428412563946691,2.933659079785253,302511.87632963964,0.006692850267558426
1,650.0,0.95,0.05,0.21,0.9872340425531915,0.0,0.7838286651524448,0.9624349351034448,1.24747198569278,0.7360139443067377,0.025497716336315524,2.9714185814392784,302511.87632963964,0.00669285033694303
1,650.0,0.95,0.05,0.21,1.0212765957446808,0.0,0.7838286651524448,0.9678286757311866,1.2528657827875544,0.7613937354897286,0.026749503420512927,3.0088376974289828,302511.87632963964,0.006692850397004615
1,650.0,0.95,0.05,0.21,1.0553191489361702,0.0,0.7838286651524448,0.9730455438001737,1.2580827019477134,0.7867735266727196,0.02804196962039221,3.045943742040999,302511.87632963964,0.006692850449246846
1,650.0,0.95,0.05,0.21,1.0893617021276596,0.0,0.7838286651524448,0.9780967719101021,1.263133976434311,0.8121533178557105,0.02937784788139188,3.0827619140815155,302511.87632963964,0.00669285049489285
1,650.0,0.95,0.05,0.21,1.123404255319149,0.0,0.7838286651524448,0.9829925555004012,1.2680298022494734,0.8375331090387016,0.030760156161931503,3.1193156229505075,302511.87632963964,0.006692850534944232
