wavenumber_cm-1,absorbance
4000,0.0232
3996,0.01935
3992,0.02295
3988,0.02116
3984,0.01678
3980,0.01918
3976,0.02151
3972,0.02132
3968,0.01993
3964,0.01762
3960,0.01887
3956,0.02278
3952,0.01652
3948,0.02398
3944,0.02395
3940,0.02168
3936,0.02087
3932,0.01852
3928,0.02119
3924,0.01925
3920,0.02239
3916,0.01697
3912,0.0226
3908,0.0178
3904,0.02141
3900,0.02388
3896,0.02012
3892,0.02174
3888,0.01774
3884,0.02056
3880,0.01753
3876,0.01801
3872,0.02211
3868,0.02186
3864,0.01828
3860,0.01905
3856,0.02389
3852,0.01705
3848,0.0197
3844,0.01707
3840,0.01808
3836,0.01943
3832,0.01724
3828,0.02032
3824,0.02308
3820,0.022
3816,0.01731
3812,0.02154
3808,0.02143
3804,0.01962
3800,0.01814
3796,0.02321
3792,0.01777
3788,0.0213
3784,0.02208
3780,0.02025
3776,0.02314
3772,0.01928
3768,0.02075
3764,0.01716
3760,0.01632
3756,0.02221
3752,0.0172
3748,0.02322
3744,0.02342
3740,0.01647
3736,0.02055
3732,0.01841
3728,0.01865
3724,0.02352
3720,0.02348
3716,0.01913
3712,0.02065
3708,0.02386
3704,0.02121
3700,0.02232
3696,0.019
3692,0.0227
3688,0.01743
3684,0.01965
3680,0.02142
3676,0.01902
3672,0.02135
3668,0.02093
3664,0.02397
3660,0.01601
3656,0.01858
3652,0.01904
3648,0.02123
3644,0.02179
3640,0.0227
3636,0.01813
3632,0.02198
3628,0.01899
3624,0.02221
3620,0.02087
3616,0.02301
3612,0.01918
3608,0.02364
3604,0.01793
3600,0.01741
3596,0.02319
3592,0.01774
3588,0.01955
3584,0.01814
3580,0.01688
3576,0.02392
3572,0.01993
3568,0.01995
3564,0.02006
3560,0.0169
3556,0.01925
3552,0.0196
3548,0.01615
3544,0.01734
3540,0.02278
3536,0.0224
3532,0.01836
3528,0.01675
3524,0.02101
3520,0.02319
3516,0.02059
3512,0.02352
3508,0.01786
3504,0.02186
3500,0.0194
3496,0.02039
3492,0.01744
3488,0.01657
3484,0.02142
3480,0.02223
3476,0.0192
3472,0.02221
3468,0.01661
3464,0.01623
3460,0.01726
3456,0.02383
3452,0.01974
3448,0.02146
3444,0.01649
3440,0.02002
3436,0.01885
3432,0.01645
3428,0.01905
3424,0.01764
3420,0.01657
3416,0.02311
3412,0.02001
3408,0.01724
3404,0.01815
3400,0.02373
3396,0.01833
3392,0.01672
3388,0.01851
3384,0.02141
3380,0.02055
3376,0.01762
3372,0.01913
3368,0.01939
3364,0.01663
3360,0.02221
3356,0.01899
3352,0.02016
3348,0.02196
3344,0.01838
3340,0.02224
3336,0.01767
3332,0.01809
3328,0.02267
3324,0.01606
3320,0.02182
3316,0.02118
3312,0.02118
3308,0.02082
3304,0.0193
3300,0.01849
3296,0.02326
3292,0.02373
3288,0.01798
3284,0.01999
3280,0.01926
3276,0.02137
3272,0.01951
3268,0.01905
3264,0.01799
3260,0.01957
3256,0.0163
3252,0.02315
3248,0.01816
3244,0.02294
3240,0.02074
3236,0.01994
3232,0.0177
3228,0.01648
3224,0.01826
3220,0.02327
3216,0.02283
3212,0.01877
3208,0.02285
3204,0.02347
3200,0.02098
3196,0.01856
3192,0.0197
3188,0.01991
3184,0.01909
3180,0.01703
3176,0.02242
3172,0.02273
3168,0.02289
3164,0.02393
3160,0.0224
3156,0.01908
3152,0.01905
3148,0.01764
3144,0.01861
3140,0.02028
3136,0.01644
3132,0.01979
3128,0.02281
3124,0.01843
3120,0.02386
3116,0.01874
3112,0.0171
3108,0.0222
3104,0.016
3100,0.01811
3096,0.02204
3092,0.01628
3088,0.01878
3084,0.02185
3080,0.0237
3076,0.01793
3072,0.01934
3068,0.01651
3064,0.0163
3060,0.0212
3056,0.02282
3052,0.02007
3048,0.01786
3044,0.02044
3040,0.01752
3036,0.02279
3032,0.02246
3028,0.02277
3024,0.02162
3020,0.02129
