frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-54.384895,-54.52314,-47.842384
9.765625,-57.019257,-53.95458,-45.45156
19.53125,-51.575043,-50.655865,-42.07436
29.296875,-41.377335,-50.000977,-41.49962
39.0625,-45.783916,-51.505894,-40.56495
48.828125,-50.195076,-49.62068,-39.72651
58.59375,-50.60478,-47.922215,-38.04546
68.359375,-46.173252,-43.065453,-31.547344
78.125,-45.6151,-42.04036,-37.7588
87.890625,-39.384087,-40.07409,-36.93981
97.65625,-32.03994,-32.958405,-33.980946
107.421875,-35.14846,-34.486603,-33.12424
117.1875,-30.29369,-33.08498,-32.464832
126.953125,-32.751137,-28.97568,-28.66027
136.71875,-31.425154,-28.017118,-16.83902
146.48438,-27.066929,-25.384653,-14.589282
156.25,-21.286373,-20.936066,-16.215408
166.01562,-17.130627,-18.332165,-11.126004
175.78125,-11.768164,-15.734405,-4.1932716
185.54688,-14.792965,-8.169643,-1.2836938
195.3125,-10.341201,-0.7580092,-2.3111734
205.07812,-8.465373,-4.8055325,0.17661498
214.84375,-0.7484119,1.5950058,0.23297092
224.60938,-1.0929606,-2.060967,-0.33551854
234.375,-1.3797451,-1.2603736,-0.32031816
244.14062,0.4621181,1.1144085,0.30831385
253.90625,0.3838319,0.15168172,-0.2073378
263.67188,-0.2951179,0.537247,0.109113544
273.4375,-0.78288764,-0.7022629,0.10095419
283.20312,-0.027380556,-0.36824435,0.1719906
292.96875,0.15118325,0.041925356,-0.023443626
302.73438,0.027477823,0.230399,0.078258894
312.5,0.06243232,0.23211314,0.06664
322.26562,0.35049862,-0.07428611,0.20408003
332.03125,-0.06385437,-0.20390418,0.05970732
341.79688,0.21454862,-0.049222823,0.04268518
351.5625,-0.079693705,-0.11818345,0.022467237
361.32812,-0.2447781,-0.26068774,-0.019026386
371.09375,0.047993563,-0.10262716,-0.046708606
380.85938,0.26039845,0.2929941,-0.045619458
390.625,0.3595212,0.434891,0.0037906393
400.39062,0.35566676,0.38699988,0.039014038
410.15625,0.26017758,0.24401577,0.10051259
419.92188,0.34290951,0.13966884,0.19361638
429.6875,0.6178813,0.18327138,0.1875917
439.45312,0.24389392,-0.2341251,0.046426468
449.21875,-0.14796649,-0.19716509,-0.045236237
458.98438,-0.051680874,0.5410986,0.054509364
468.75,-0.35159516,0.3040343,0.236015
478.51562,-0.0431868,0.16095737,0.22324067
488.28125,0.36064202,0.08758292,0.09341392
498.04688,0.19735608,-0.3817922,0.21166646
507.8125,0.8305614,-0.30296084,0.0668582
517.5781,0.0968966,-0.44910762,0.04839344
527.34375,-0.096500084,-0.1930691,0.12472444
537.1094,-0.016876489,0.30894506,0.3700377
546.875,0.033525646,-0.06924477,0.015889216
556.6406,-0.68225175,0.43422815,-0.14662406
566.40625,-0.2435275,-0.39365608,0.015061231
576.1719,-0.32974225,0.6518423,0.12101226
585.9375,-0.5205249,0.6157949,0.3059237
595.7031,-0.4669504,0.010201577,0.12219481
605.46875,0.2503361,-0.38568202,0.1091196
615.2344,-0.13145587,0.20340079,0.070155926
625.0,0.27744716,0.13647264,0.15177222
634.7656,0.2545288,-0.2273016,-0.028113134
644.53125,-0.27602363,-0.038555387,0.0060050148
654.2969,0.10517576,0.1631833,0.29806432
664.0625,0.18771864,0.12894961,0.27538595
673.8281,0.067338414,0.123840466,0.1440002
683.59375,-0.17065659,0.0639309,0.08503563
693.3594,-0.5248823,0.24806002,0.0805205
703.125,-0.68643785,0.17134614,0.14452656
712.8906,-0.42684805,0.09181649,0.10741836
722.65625,0.21317852,0.18729371,0.10446016
732.4219,0.7757085,0.062253192,0.18552758
742.1875,0.9333359,0.1130059,0.15210666
751.9531,0.30852848,0.36704385,0.1378165
761.71875,-0.109599575,0.27395958,0.13000941
771.4844,0.0686386,0.1275819,0.031603325
781.25,-0.03748995,0.13133518,0.0660358
791.0156,-0.26570958,0.19795662,0.23995748
800.78125,-0.17353296,0.40346205,0.34052876
810.5469,0.1681782,0.41559935,0.23536035
820.3125,0.19819751,0.5042444,0.23585565
830.0781,-0.4286568,0.54353464,0.25554812
839.84375,-0.51298267,0.035825558,0.2989251
849.6094,0.07286063,-0.21672888,0.2166946
859.375,0.48936057,0.307957,0.05222496
869.1406,0.37198895,0.51804954,0.016101731
878.90625,-0.036979787,0.16646704,0.08179541
888.6719,-0.6379246,-0.24573757,0.016875368
898.4375,-0.3712924,-1.0190125,0.071477175
908.2031,-0.04522996,-0.27743453,0.17029738
917.96875,0.7284511,0.67552924,0.10597109
927.7344,0.91005206,0.6590785,0.23506069
937.5,-0.084297694,0.051733352,0.1437117
947.2656,-0.6384724,0.053850815,0.56272453
957.03125,0.8075917,-0.45181173,0.42810202
