frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-68.59913,-48.29139,-66.42247
9.765625,-65.92597,-46.293045,-64.13051
19.53125,-63.20683,-47.60298,-65.0631
29.296875,-60.644016,-49.29093,-64.128654
39.0625,-56.377068,-48.008083,-66.02944
48.828125,-61.709778,-43.120617,-65.87353
58.59375,-58.870487,-42.513203,-62.0793
68.359375,-59.496002,-41.07482,-60.889774
78.125,-60.676254,-36.957592,-59.577538
87.890625,-54.104443,-33.792088,-57.07766
97.65625,-54.43348,-32.911068,-52.846447
107.421875,-51.834877,-30.207708,-51.55861
117.1875,-50.679466,-29.950596,-48.179672
126.953125,-45.65132,-30.677488,-47.83798
136.71875,-43.666073,-22.618546,-39.56588
146.48438,-39.448174,-21.050991,-36.800457
156.25,-31.534252,-19.745218,-31.771605
166.01562,-28.482725,-18.778383,-27.514236
175.78125,-28.80645,-6.6303253,-23.932354
185.54688,-25.67477,-8.178531,-20.632418
195.3125,-20.326904,-5.522376,-11.56394
205.07812,-12.215334,0.15672229,-15.367987
214.84375,-7.4254413,-1.8084401,-11.113276
224.60938,-5.7803016,-0.1842637,-1.4220184
234.375,-3.4695842,-0.6533816,-4.5227103
244.14062,-0.24344237,-0.505607,-1.0427516
253.90625,-2.5615773,0.8103531,-0.28259122
263.67188,-3.4542599,0.16623434,0.64578646
273.4375,-0.3175298,0.012735325,-0.8868574
283.20312,-1.5739142,-0.007886068,-1.5814008
292.96875,-1.7919793,0.19111715,1.2903851
302.73438,-0.44326556,-0.27737683,0.79530025
312.5,-0.022959309,-0.15473263,0.914808
322.26562,-0.34311938,0.19513668,-0.942401
332.03125,-1.1318153,-0.029902896,-1.4337764
341.79688,-0.7803344,0.0059233275,-0.1419926
351.5625,0.14380787,-0.05399851,0.78068125
361.32812,-0.25340173,-0.1703696,0.69431543
371.09375,0.35440874,0.08103986,0.12807456
380.85938,0.8949163,0.26959148,0.8436314
390.625,0.4985191,0.17708373,1.4349494
400.39062,-0.5462991,0.11528629,0.542429
410.15625,-0.8338585,0.10006588,1.5897859
419.92188,-0.28906476,0.0045059617,1.9061052
429.6875,0.12216109,-0.07735203,-0.058494516
439.45312,0.7991516,-0.23696506,0.021442171
449.21875,-1.1300085,-0.09510414,-0.17444125
458.98438,-0.46447104,-0.035490617,-0.27655023
