temperature_C,youngs_modulus_gpa,poissons_ratio
25.0,45.0,0.25
29.431438127090303,44.97141007659942,0.25
33.862876254180605,44.94282015319884,0.25
38.2943143812709,44.91423022979825,0.25
42.725752508361204,44.88564030639767,0.25
47.15719063545151,44.85705038299709,0.25
51.5886287625418,44.828460459596506,0.25
56.020066889632105,44.799870536195925,0.25
60.45150501672241,44.77128061279534,0.25
64.88294314381271,44.742690689394756,0.25
69.31438127090301,44.714100765994175,0.25
73.7458193979933,44.685510842593594,0.25
78.1772575250836,44.656920919193006,0.25
82.6086956521739,44.628330995792425,0.25
87.04013377926421,44.59974107239184,0.25
91.47157190635451,44.57115114899126,0.25
95.90301003344482,44.54256122559068,0.25
100.33444816053512,44.51397130219009,0.25
104.76588628762542,44.48538137878951,0.25
109.19732441471572,44.45679145538893,0.25
113.62876254180603,44.42820153198835,0.25
118.06020066889631,44.39961160858777,0.25
122.49163879598662,44.37102168518718,0.25
126.92307692307692,44.3424317617866,0.25
131.3545150501672,44.31384183838602,0.25
135.7859531772575,44.28525191498544,0.25
140.2173913043478,44.256661991584856,0.25
144.64882943143812,44.22807206818427,0.25
149.08026755852842,44.19948214478369,0.25
153.51170568561872,44.170892221383106,0.25
157.94314381270902,44.142302297982525,0.25
162.37458193979933,44.11371237458194,0.25
166.80602006688963,44.085122451181356,0.25
171.23745819397993,44.056532527780774,0.25
175.66889632107024,44.02794260438019,0.25
180.10033444816054,43.99935268097961,0.25
184.53177257525084,43.970762757579024,0.25
188.96321070234114,43.94217283417844,0.25
193.39464882943145,43.91358291077786,0.25
197.82608695652175,43.88499298737728,0.25
202.25752508361205,43.8564030639767,0.25
206.68896321070233,43.82781314057611,0.25
211.12040133779263,43.79922321717553,0.25
215.55183946488293,43.77063329377495,0.25
219.98327759197323,43.74204337037437,0.25
224.41471571906354,43.71345344697379,0.25
228.84615384615384,43.6848635235732,0.25
233.27759197324414,43.65627360017262,0.25
237.70903010033445,43.62768367677204,0.25
242.14046822742475,43.599093753371456,0.25
246.57190635451505,43.57050382997087,0.25
251.00334448160535,43.54191390657029,0.25
255.43478260869566,43.513323983169705,0.25
259.866220735786,43.484734059769124,0.25
264.29765886287623,43.45614413636854,0.25
268.7290969899666,43.427554212967955,0.25
273.16053511705684,43.398964289567374,0.25
277.59197324414714,43.37037436616679,0.25
282.02341137123744,43.34178444276621,0.25
286.45484949832775,43.31319451936563,0.25
290.88628762541805,43.28460459596504,0.25
295.31772575250835,43.25601467256446,0.25
299.74916387959865,43.22742474916388,0.25
304.18060200668896,43.1988348257633,0.25
308.61204013377926,43.17024490236271,0.25
313.04347826086956,43.14165497896213,0.25
317.47491638795987,43.11306505556155,0.25
321.90635451505017,43.08447513216097,0.25
326.33779264214047,43.05588520876039,0.25
330.7692307692308,43.0272952853598,0.25
335.2006688963211,42.99870536195922,0.25
339.6321070234114,42.970115438558636,0.25
344.0635451505017,42.941525515158055,0.25
348.494983277592,42.912935591757474,0.25
352.9264214046823,42.884345668356886,0.25
357.3578595317726,42.855755744956305,0.25
361.7892976588629,42.827165821555724,0.25
366.2207357859532,42.79857589815514,0.25
370.6521739130435,42.76998597475456,0.25
375.0836120401338,42.74139605135397,0.25
379.5150501672241,42.71280612795339,0.25
383.94648829431435,42.68421620455281,0.25
388.37792642140465,42.65562628115223,0.25
392.80936454849495,42.62703635775164,0.25
397.24080267558526,42.59844643435106,0.25
401.67224080267556,42.56985651095048,0.25
406.10367892976586,42.5412665875499,0.25
410.53511705685617,42.51267666414932,0.25
414.96655518394647,42.48408674074873,0.25
419.39799331103677,42.45549681734815,0.25
