time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,1.6395485148105246e-28,0.5,1000,green
360.3603603603604,0.1001001001001001,5.908259097819759e-26,1.6395355015480066e-28,0.5,1000,green
720.7207207207208,0.2002002002002002,1.1816473571685822e-25,1.639523727839758e-28,0.5,1000,green
1081.081081081081,0.3003003003003003,1.7724647672170417e-25,1.6395130756143278e-28,0.5,1000,green
1441.4414414414416,0.4004004004004004,2.363278524496539e-25,1.639503438046943e-28,0.5,1000,green
1801.801801801802,0.5005005005005005,2.9540889769448285e-25,1.6394947184882268e-28,0.5,1000,green
2162.162162162162,0.6006006006006006,3.544896439357499e-25,1.63948682949496e-28,0.5,1000,green
2522.5225225225226,0.7007007007007008,4.1357011965448684e-25,1.6394796919531661e-28,0.5,1000,green
2882.882882882883,0.8008008008008008,4.726503506188173e-25,1.6394732342847238e-28,0.5,1000,green
3243.2432432432433,0.9009009009009009,5.317303601423696e-25,1.6394673917295535e-28,0.5,1000,green
3603.603603603604,1.001001001001001,5.908101693180762e-25,1.6394621056961775e-28,0.5,1000,green
3963.963963963964,1.1011011011011012,6.498897972297004e-25,1.6394573231741409e-28,0.5,1000,green
4324.324324324324,1.2012012012012012,7.089692611432177e-25,1.6394529962024013e-28,0.5,1000,green
4684.684684684685,1.3013013013013013,7.680485766799646e-25,1.6394490813883578e-28,0.5,1000,green
5045.045045045045,1.4014014014014016,8.2712775797329605e-25,1.63944553947269e-28,0.5,1000,green
5405.405405405406,1.5015015015015016,8.862068178103205e-25,1.6394423349356531e-28,0.5,1000,green
5765.765765765766,1.6016016016016017,9.452857677601342e-25,1.6394394356408688e-28,0.5,1000,green
6126.126126126126,1.7017017017017018,1.0043646182898396e-24,1.6394368125130505e-28,0.5,1000,green
6486.486486486487,1.8018018018018018,1.0634433788695163e-24,1.6394344392464242e-28,0.5,1000,green
6846.846846846847,1.9019019019019021,1.1225220580671873e-24,1.6394322920409242e-28,0.5,1000,green
7207.207207207208,2.002002002002002,1.1816006636347457e-24,1.6394303493635155e-28,0.5,1000,green
7567.567567567568,2.1021021021021022,1.2406792025856915e-24,1.6394285917322527e-28,0.5,1000,green
7927.927927927928,2.2022022022022023,1.2997576812654668e-24,1.6394270015209073e-28,0.5,1000,green
8288.288288288288,2.3023023023023024,1.3588361054150908e-24,1.6394255627822046e-28,0.5,1000,green
8648.648648648648,2.4024024024024024,1.4179144802287324e-24,1.639424261087898e-28,0.5,1000,green
9009.009009009009,2.5025025025025025,1.4769928104057994e-24,1.6394230833840763e-28,0.5,1000,green
9369.36936936937,2.6026026026026026,1.5360711001980657e-24,1.6394220178602558e-28,0.5,1000,green
9729.729729729732,2.702702702702703,1.595149353452312e-24,1.6394210538309373e-28,0.5,1000,green
10090.09009009009,2.802802802802803,1.6542275736488982e-24,1.6394201816284498e-28,0.5,1000,green
10450.450450450451,2.902902902902903,1.713305763936672e-24,1.6394193925059982e-28,0.5,1000,green
10810.810810810812,3.0030030030030033,1.7723839271645415e-24,1.6394186785499472e-28,0.5,1000,green
11171.171171171172,3.1031031031031033,1.831462065910048e-24,1.6394180326004603e-28,0.5,1000,green
11531.531531531533,3.2032032032032034,1.8905401825052138e-24,1.639417448179698e-28,0.5,1000,green
11891.891891891892,3.3033033033033035,1.949618279059928e-24,1.6394169194268551e-28,0.5,1000,green
12252.252252252252,3.4034034034034035,2.008696357483107e-24,1.639416441039387e-28,0.5,1000,green
12612.612612612613,3.5035035035035036,2.067774419501838e-24,1.639416008219833e-28,0.5,1000,green
12972.972972972973,3.6036036036036037,2.126852466678695e-24,1.6394156166277058e-28,0.5,1000,green
13333.333333333334,3.7037037037037037,2.185930500427414e-24,1.6394152623359626e-28,0.5,1000,green
13693.693693693695,3.8038038038038042,2.2450085220270665e-24,1.639414941791625e-28,0.5,1000,green
14054.054054054055,3.9039039039039043,2.30408653263489e-24,1.6394146517801456e-28,0.5,1000,green
14414.414414414416,4.004004004004004,2.3631645332978914e-24,1.6394143893931736e-28,0.5,1000,green
14774.774774774776,4.104104104104104,2.4222425249633453e-24,1.6394141519993878e-28,0.5,1000,green
15135.135135135137,4.2042042042042045,2.4813205084882973e-24,1.6394139372181082e-28,0.5,1000,green
15495.495495495496,4.3043043043043046,2.5403984846481545e-24,1.6394137428954225e-28,0.5,1000,green
15855.855855855856,4.404404404404405,2.5994764541444675e-24,1.6394135670825848e-28,0.5,1000,green
16216.216216216217,4.504504504504505,2.6585544176119586e-24,1.6394134080164743e-28,0.5,1000,green
16576.576576576575,4.604604604604605,2.717632375624892e-24,1.639413264101912e-28,0.5,1000,green
16936.936936936938,4.704704704704705,2.7767103287028317e-24,1.6394131338956655e-28,0.5,1000,green
17297.297297297297,4.804804804804805,2.8357882773158516e-24,1.6394130160919742e-28,0.5,1000,green
17657.65765765766,4.904904904904905,2.8948662218892496e-24,1.639412909509456e-28,0.5,1000,green
18018.018018018018,5.005005005005005,2.9539441628078116e-24,1.6394128130792585e-28,0.5,1000,green
18378.378378378377,5.105105105105105,3.0130221004196727e-24,1.639412725834341e-28,0.5,1000,green
18738.73873873874,5.205205205205205,3.072100035039807e-24,1.6394126468997771e-28,0.5,1000,green
19099.099099099098,5.305305305305305,3.131177966953185e-24,1.6394125754839791e-28,0.5,1000,green
19459.459459459464,5.405405405405406,3.190255896417636e-24,1.639412510870761e-28,0.5,1000,green
19819.819819819822,5.505505505505506,3.249333823666425e-24,1.6394124524121555e-28,0.5,1000,green
20180.18018018018,5.605605605605606,3.3084117489106014e-24,1.6394123995219164e-28,0.5,1000,green
20540.540540540544,5.705705705705706,3.367489672341113e-24,1.6394123516696395e-28,0.5,1000,green
20900.900900900902,5.805805805805806,3.426567594130714e-24,1.6394123083754425e-28,0.5,1000,green
21261.261261261265,5.9059059059059065,3.48564551443571e-24,1.6394122692051544e-28,0.5,1000,green
21621.621621621623,6.0060060060060065,3.544723433397511e-24,1.6394122337659597e-28,0.5,1000,green
21981.981981981982,6.106106106106107,3.603801351144062e-24,1.63941220170246e-28,0.5,1000,green
22342.342342342345,6.206206206206207,3.662879267791119e-24,1.6394121726931096e-28,0.5,1000,green
22702.702702702703,6.306306306306307,3.721957183443412e-24,1.6394121464469913e-28,0.5,1000,green
23063.063063063066,6.406406406406407,3.781035098195698e-24,1.6394121227008983e-28,0.5,1000,green
23423.423423423425,6.506506506506507,3.840113012133701e-24,1.6394121012166959e-28,0.5,1000,green
23783.783783783783,6.606606606606607,3.8991909253349874e-24,1.6394120817789313e-28,0.5,1000,green
24144.144144144146,6.706706706706707,3.958268837869731e-24,1.639412064192675e-28,0.5,1000,green
24504.504504504504,6.806806806806807,4.017346749801421e-24,1.639412048281565e-28,0.5,1000,green
24864.864864864867,6.906906906906907,4.0764246611875025e-24,1.6394120338860384e-28,0.5,1000,green
25225.225225225226,7.007007007007007,4.135502572079944e-24,1.639412020861731e-28,0.5,1000,green
25585.585585585584,7.107107107107107,4.194580482525767e-24,1.6394120090780302e-28,0.5,1000,green
25945.945945945947,7.207207207207207,4.2536583925675144e-24,1.6394119984167639e-28,0.5,1000,green
26306.306306306305,7.307307307307307,4.312736302243674e-24,1.6394119887710167e-28,0.5,1000,green
26666.666666666668,7.407407407407407,4.3718142115890716e-24,1.6394119800440574e-28,0.5,1000,green
27027.02702702703,7.507507507507508,4.43089212063521e-24,1.6394119721483686e-28,0.5,1000,green
27387.38738738739,7.6076076076076085,4.4899700294105966e-24,1.639411965004769e-28,0.5,1000,green
