time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,3.7665141314031335e-28,1.0,1000,green
360.3603603603604,0.1001001001001001,1.3572969133213479e-25,3.766484236199224e-28,1.0,1000,green
720.7207207207208,0.2002002002002002,2.7145835752380755e-25,3.7664571886077096e-28,1.0,1000,green
1081.081081081081,0.3003003003003003,4.071860962228782e-25,3.7664327173845334e-28,1.0,1000,green
1441.4414414414416,0.4004004004004004,5.429129957759406e-25,3.766410577122492e-28,1.0,1000,green
1801.801801801802,0.5005005005005005,6.786391361142964e-25,3.7663905457901908e-28,1.0,1000,green
2162.162162162162,0.6006006006006006,8.143645895555395e-25,3.766372422505425e-28,1.0,1000,green
2522.5225225225226,0.7007007007007008,9.500894215287848e-25,3.766356025520653e-28,1.0,1000,green
2882.882882882883,0.8008008008008008,1.085813691230818e-24,3.7663411904003596e-28,1.0,1000,green
3243.2432432432433,0.9009009009009009,1.2215374522197436e-24,3.7663277683720307e-28,1.0,1000,green
3603.603603603604,1.001001001001001,1.3572607529520891e-24,3.766315624834203e-28,1.0,1000,green
3963.963963963964,1.1011011011011012,1.4929836372687437e-24,3.766304638006627e-28,1.0,1000,green
4324.324324324324,1.2012012012012012,1.628706144834615e-24,3.766294697709005e-28,1.0,1000,green
4684.684684684685,1.3013013013013013,1.7644283115364024e-24,3.766285704256061e-28,1.0,1000,green
5045.045045045045,1.4014014014014016,1.900150169842484e-24,3.766277567457855e-28,1.0,1000,green
5405.405405405406,1.5015015015015016,2.035871749128523e-24,3.766270205715323e-28,1.0,1000,green
5765.765765765766,1.6016016016016017,2.1715930759720577e-24,3.7662635452019698e-28,1.0,1000,green
6126.126126126126,1.7017017017017018,2.3073141744190316e-24,3.7662575191235054e-28,1.0,1000,green
6486.486486486487,1.8018018018018018,2.4430350662249386e-24,3.766252067048008e-28,1.0,1000,green
6846.846846846847,1.9019019019019021,2.5787557710729903e-24,3.766247134299885e-28,1.0,1000,green
7207.207207207208,2.002002002002002,2.714476306771512e-24,3.7662426714115674e-28,1.0,1000,green
7567.567567567568,2.1021021021021022,2.85019668943253e-24,3.766238633627428e-28,1.0,1000,green
7927.927927927928,2.2022022022022023,2.9859169336333476e-24,3.766234980454954e-28,1.0,1000,green
8288.288288288288,2.3023023023023024,3.1216370525627362e-24,3.766231675258672e-28,1.0,1000,green
8648.648648648648,2.4024024024024024,3.2573570581531944e-24,3.766228684892753e-28,1.0,1000,green
9009.009009009009,2.5025025025025025,3.3930769612006126e-24,3.7662259793686125e-28,1.0,1000,green
9369.36936936937,2.6026026026026026,3.528796771472538e-24,3.7662235315541734e-28,1.0,1000,green
9729.729729729732,2.702702702702703,3.6645164978061295e-24,3.766221316901775e-28,1.0,1000,green
10090.09009009009,2.802802802802803,3.800236148196776e-24,3.766219313201997e-28,1.0,1000,green
10450.450450450451,2.902902902902903,3.935955729878285e-24,3.7662175003609383e-28,1.0,1000,green
10810.810810810812,3.0030030030030033,4.071675249395417e-24,3.766215860198704e-28,1.0,1000,green
11171.171171171172,3.1031031031031033,4.207394712669525e-24,3.766214376267092e-28,1.0,1000,green
11531.531531531533,3.2032032032032034,4.343114125057934e-24,3.7662130336846433e-28,1.0,1000,green
11891.891891891892,3.3033033033033035,4.478833491407667e-24,3.766211818987404e-28,1.0,1000,green
12252.252252252252,3.4034034034034035,4.614552816104054e-24,3.766210719993905e-28,1.0,1000,green
12612.612612612613,3.5035035035035036,4.750272103114707e-24,3.766209725683001e-28,1.0,1000,green
12972.972972972973,3.6036036036036037,4.8859913560293105e-24,3.766208826083344e-28,1.0,1000,green
13333.333333333334,3.7037037037037037,5.0217105780956214e-24,3.7662080121733896e-28,1.0,1000,green
13693.693693693695,3.8038038038038042,5.157429772252037e-24,3.7662072757909237e-28,1.0,1000,green
14054.054054054055,3.9039039039039043,5.293148941157062e-24,3.766206609551209e-28,1.0,1000,green
14414.414414414416,4.004004004004004,5.428868087215971e-24,3.7662060067729264e-28,1.0,1000,green
14774.774774774776,4.104104104104104,5.564587212604929e-24,3.7662054614111754e-28,1.0,1000,green
15135.135135135137,4.2042042042042045,5.700306319292814e-24,3.7662049679968495e-28,1.0,1000,green
15495.495495495496,4.3043043043043046,5.836025409060961e-24,3.7662045215817938e-28,1.0,1000,green
15855.855855855856,4.404404404404405,5.971744483521029e-24,3.766204117689179e-28,1.0,1000,green
16216.216216216217,4.504504504504505,6.107463544131162e-24,3.7662037522686086e-28,1.0,1000,green
16576.576576576575,4.604604604604605,6.2431825922106085e-24,3.7662034216554993e-28,1.0,1000,green
