temperature_C,youngs_modulus_gpa,poissons_ratio
25.0,200.0,0.23
29.431438127090303,199.8284604595965,0.23
33.862876254180605,199.656920919193,0.23
38.2943143812709,199.48538137878953,0.23
42.725752508361204,199.31384183838603,0.23
47.15719063545151,199.14230229798252,0.23
51.5886287625418,198.97076275757902,0.23
56.020066889632105,198.79922321717552,0.23
60.45150501672241,198.62768367677202,0.23
64.88294314381271,198.45614413636855,0.23
69.31438127090301,198.28460459596505,0.23
73.7458193979933,198.11306505556155,0.23
78.1772575250836,197.94152551515805,0.23
82.6086956521739,197.76998597475455,0.23
87.04013377926421,197.59844643435108,0.23
91.47157190635451,197.42690689394757,0.23
95.90301003344482,197.25536735354407,0.23
100.33444816053512,197.08382781314057,0.23
104.76588628762542,196.91228827273707,0.23
109.19732441471572,196.74074873233357,0.23
113.62876254180603,196.5692091919301,0.23
118.06020066889631,196.3976696515266,0.23
122.49163879598662,196.2261301111231,0.23
126.92307692307692,196.0545905707196,0.23
131.3545150501672,195.8830510303161,0.23
135.7859531772575,195.71151148991262,0.23
140.2173913043478,195.53997194950912,0.23
144.64882943143812,195.36843240910562,0.23
149.08026755852842,195.19689286870212,0.23
153.51170568561872,195.02535332829862,0.23
157.94314381270902,194.85381378789515,0.23
162.37458193979933,194.68227424749165,0.23
166.80602006688963,194.51073470708815,0.23
171.23745819397993,194.33919516668465,0.23
175.66889632107024,194.16765562628115,0.23
180.10033444816054,193.99611608587765,0.23
184.53177257525084,193.82457654547417,0.23
188.96321070234114,193.65303700507067,0.23
193.39464882943145,193.48149746466717,0.23
197.82608695652175,193.30995792426367,0.23
202.25752508361205,193.13841838386017,0.23
206.68896321070233,192.9668788434567,0.23
211.12040133779263,192.7953393030532,0.23
215.55183946488293,192.6237997626497,0.23
219.98327759197323,192.4522602222462,0.23
224.41471571906354,192.2807206818427,0.23
228.84615384615384,192.1091811414392,0.23
233.27759197324414,191.93764160103572,0.23
237.70903010033445,191.76610206063222,0.23
242.14046822742475,191.59456252022872,0.23
246.57190635451505,191.42302297982522,0.23
251.00334448160535,191.25148343942172,0.23
255.43478260869566,191.07994389901825,0.23
259.866220735786,190.90840435861475,0.23
264.29765886287623,190.73686481821125,0.23
268.7290969899666,190.56532527780774,0.23
273.16053511705684,190.39378573740424,0.23
277.59197324414714,190.22224619700074,0.23
282.02341137123744,190.05070665659727,0.23
286.45484949832775,189.87916711619377,0.23
290.88628762541805,189.70762757579027,0.23
295.31772575250835,189.53608803538677,0.23
299.74916387959865,189.36454849498327,0.23
304.18060200668896,189.1930089545798,0.23
308.61204013377926,189.0214694141763,0.23
313.04347826086956,188.8499298737728,0.23
317.47491638795987,188.6783903333693,0.23
321.90635451505017,188.5068507929658,0.23
326.33779264214047,188.3353112525623,0.23
330.7692307692308,188.16377171215882,0.23
335.2006688963211,187.99223217175532,0.23
339.6321070234114,187.82069263135182,0.23
344.0635451505017,187.64915309094832,0.23
348.494983277592,187.47761355054482,0.23
352.9264214046823,187.30607401014134,0.23
357.3578595317726,187.13453446973784,0.23
361.7892976588629,186.96299492933434,0.23
366.2207357859532,186.79145538893084,0.23
370.6521739130435,186.61991584852734,0.23
375.0836120401338,186.44837630812384,0.23
379.5150501672241,186.27683676772037,0.23
383.94648829431435,186.10529722731687,0.23
388.37792642140465,185.93375768691337,0.23
392.80936454849495,185.76221814650987,0.23
397.24080267558526,185.59067860610637,0.23
401.67224080267556,185.4191390657029,0.23
406.10367892976586,185.2475995252994,0.23
410.53511705685617,185.0760599848959,0.23
414.96655518394647,184.9045204444924,0.23
419.39799331103677,184.7329809040889,0.23
423.8294314381271,184.5614413636854,0.23
428.2608695652174,184.38990182328192,0.23
432.6923076923077,184.21836228287842,0.23
437.123745819398,184.04682274247492,0.23
441.5551839464883,183.87528320207142,0.23
445.9866220735786,183.70374366166791,0.23
450.4180602006689,183.53220412126444,0.23
454.8494983277592,183.36066458086094,0.23
459.2809364548495,183.18912504045744,0.23
463.7123745819398,183.01758550005394,0.23
468.1438127090301,182.84604595965044,0.23
472.5752508361204,182.67450641924694,0.23
477.0066889632107,182.50296687884347,0.23
481.438127090301,182.33142733843997,0.23
485.8695652173913,182.15988779803646,0.23
490.3010033444816,181.98834825763296,0.23
494.7324414715719,181.81680871722946,0.23
499.1638795986622,181.645269176826,0.23
503.5953177257525,181.4737296364225,0.23
508.0267558528428,181.302190096019,0.23
512.4581939799332,181.1306505556155,0.23
516.8896321070234,180.959111015212,0.23
521.3210702341137,180.78757147480852,0.23
525.752508361204,180.61603193440502,0.23
530.1839464882943,180.44449239400151,0.23
534.6153846153845,180.272952853598,0.23
539.0468227424749,180.1014133131945,0.23
543.4782608695652,179.929873772791,0.23
547.9096989966555,179.75833423238754,0.23
552.3411371237459,179.58679469198404,0.23
556.7725752508361,179.41525515158054,0.23
561.2040133779265,179.24371561117704,0.23
565.6354515050167,179.07217607077354,0.23
570.0668896321071,178.90063653037004,0.23
574.4983277591973,178.72909698996656,0.23
578.9297658862877,178.55755744956306,0.23
583.3612040133779,178.38601790915956,0.23
587.7926421404683,178.21447836875606,0.23
592.2240802675585,178.0429388283526,0.23
596.6555183946488,177.8713992879491,0.23
