time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,3.582991098641635e-26,0.5,1200,green
360.3603603603604,0.1001001001001001,1.29116275393675e-23,3.582962660078613e-26,0.5,1200,green
720.7207207207208,0.2002002002002002,2.5823157559675678e-23,3.58293693037835e-26,0.5,1200,green
1081.081081081081,0.3003003003003003,3.8734599349922275e-23,3.5829136515131304e-26,0.5,1200,green
1441.4414414414416,0.4004004004004004,5.1645961314298766e-23,3.5828925900331924e-26,0.5,1200,green
1801.801801801802,0.5005005005005005,6.455725105647084e-23,3.5828735347255984e-26,0.5,1200,green
2162.162162162162,0.6006006006006006,7.74684754558311e-23,3.582856294496111e-26,0.5,1200,green
2522.5225225225226,0.7007007007007008,9.037964073648833e-23,3.5828406964528186e-26,0.5,1200,green
2882.882882882883,0.8008008008008008,1.0329075252968533e-22,3.5828265841723107e-26,0.5,1200,green
3243.2432432432433,0.9009009009009009,1.162018159302712e-22,3.582813816131e-26,0.5,1200,green
3603.603603603604,1.001001001001001,1.2911283554779475e-22,3.5828022642858654e-26,0.5,1200,green
3963.963963963964,1.1011011011011012,1.4202381555273064e-22,3.5827918127903885e-26,0.5,1200,green
4324.324324324324,1.2012012012012012,1.5493475971830264e-22,3.5827823568327966e-26,0.5,1200,green
4684.684684684685,1.3013013013013013,1.678456714583232e-22,3.5827738015849676e-26,0.5,1200,green
5045.045045045045,1.4014014014014016,1.8075655386142823e-22,3.5827660612514585e-26,0.5,1200,green
5405.405405405406,1.5015015015015016,1.9366740972205141e-22,3.582759058209112e-26,0.5,1200,green
5765.765765765766,1.6016016016016017,2.0657824156844784e-22,3.5827527222286207e-26,0.5,1200,green
6126.126126126126,1.7017017017017018,2.194890516880482e-22,3.58274698977024e-26,0.5,1200,green
6486.486486486487,1.8018018018018018,2.323998421503984e-22,3.582741803346588e-26,0.5,1200,green
6846.846846846847,1.9019019019019021,2.4531061482791346e-22,3.582737110946135e-26,0.5,1200,green
7207.207207207208,2.002002002002002,2.5822137141465487e-22,3.582732865511614e-26,0.5,1200,green
7567.567567567568,2.1021021021021022,2.7113211344331967e-22,3.582729024468112e-26,0.5,1200,green
7927.927927927928,2.2022022022022023,2.8404284230061047e-22,3.5827255492961097e-26,0.5,1200,green
8288.288288288288,2.3023023023023024,2.969535592411421e-22,3.582722405145193e-26,0.5,1200,green
8648.648648648648,2.4024024024024024,3.0986426540002355e-22,3.582719560484561e-26,0.5,1200,green
9009.009009009009,2.5025025025025025,3.2277496180424097e-22,3.58271698678682e-26,0.5,1200,green
9369.36936936937,2.6026026026026026,3.356856493829568e-22,3.582714658241901e-26,0.5,1200,green
9729.729729729732,2.702702702702703,3.4859632897682793e-22,3.5827125514982235e-26,0.5,1200,green
10090.09009009009,2.802802802802803,3.6150700134643585e-22,3.5827106454285213e-26,0.5,1200,green
10450.450450450451,2.902902902902903,3.7441766717991456e-22,3.582708920917966e-26,0.5,1200,green
10810.810810810812,3.0030030030030033,3.873283270998509e-22,3.5827073606724764e-26,0.5,1200,green
11171.171171171172,3.1031031031031033,4.0023898166952846e-22,3.582705949045287e-26,0.5,1200,green
11531.531531531533,3.2032032032032034,4.131496313985762e-22,3.5827046718800363e-26,0.5,1200,green
11891.891891891892,3.3033033033033035,4.260602767480793e-22,3.5827035163688013e-26,0.5,1200,green
12252.252252252252,3.4034034034034035,4.389709181352034e-22,3.5827024709236534e-26,0.5,1200,green
12612.612612612613,3.5035035035035036,4.518815559373774e-22,3.582701525060451e-26,0.5,1200,green
12972.972972972973,3.6036036036036037,4.647921904960791e-22,3.5827006692936994e-26,0.5,1200,green
13333.333333333334,3.7037037037037037,4.777028221202595e-22,3.582699895041428e-26,0.5,1200,green
13693.693693693695,3.8038038038038042,4.906134510894412e-22,3.582699194539126e-26,0.5,1200,green
14054.054054054055,3.9039039039039043,5.035240776565209e-22,3.5826985607618754e-26,0.5,1200,green
14414.414414414416,4.004004004004004,5.164347020503065e-22,3.582697987353906e-26,0.5,1200,green
14774.774774774776,4.104104104104104,5.293453244778111e-22,3.582697468564853e-26,0.5,1200,green
15135.135135135137,4.2042042042042045,5.422559451263293e-22,3.582696999192092e-26,0.5,1200,green
15495.495495495496,4.3043043043043046,5.551665641653148e-22,3.582696574528566e-26,0.5,1200,green
15855.855855855856,4.404404404404405,5.680771817480811e-22,3.582696190315579e-26,0.5,1200,green
16216.216216216217,4.504504504504505,5.809877980133374e-22,3.5826958427000903e-26,0.5,1200,green
16576.576576576575,4.604604604604605,5.938984130865807e-22,3.582695528196073e-26,0.5,1200,green
16936.936936936938,4.704704704704705,6.068090270813542e-22,3.5826952436495535e-26,0.5,1200,green
17297.297297297297,4.804804804804805,6.197196401003852e-22,3.582694986206988e-26,0.5,1200,green
17657.65765765766,4.904904904904905,6.326302522366166e-22,3.5826947532866375e-26,0.5,1200,green
18018.018018018018,5.005005005005005,6.455408635741375e-22,3.582694542552684e-26,0.5,1200,green
18378.378378378377,5.105105105105105,6.584514741890278e-22,3.5826943518918047e-26,0.5,1200,green
18738.73873873874,5.205205205205205,6.713620841501204e-22,3.582694179391975e-26,0.5,1200,green
19099.099099099098,5.305305305305305,6.842726935196916e-22,3.5826940233232974e-26,0.5,1200,green
19459.459459459464,5.405405405405406,6.971833023540856e-22,3.582693882120653e-26,0.5,1200,green
19819.819819819822,5.505505505505506,7.100939107042796e-22,3.582693754368006e-26,0.5,1200,green
20180.18018018018,5.605605605605606,7.230045186163952e-22,3.582693638784201e-26,0.5,1200,green
20540.540540540544,5.705705705705706,7.35915126132161e-22,3.582693534210118e-26,0.5,1200,green
20900.900900900902,5.805805805805806,7.488257332893302e-22,3.5826934395970457e-26,0.5,1200,green
21261.261261261265,5.9059059059059065,7.617363401220606e-22,3.5826933539961666e-26,0.5,1200,green
21621.621621621623,6.0060060060060065,7.746469466612558e-22,3.5826932765490416e-26,0.5,1200,green
21981.981981981982,6.106106106106107,7.87557552934876e-22,3.582693206478999e-26,0.5,1200,green
22342.342342342345,6.206206206206207,8.004681589682181e-22,3.582693143083349e-26,0.5,1200,green
22702.702702702703,6.306306306306307,8.133787647841694e-22,3.582693085726334e-26,0.5,1200,green
23063.063063063066,6.406406406406407,8.26289370403437e-22,3.5826930338327557e-26,0.5,1200,green
23423.423423423425,6.506506506506507,8.391999758447554e-22,3.5826929868822044e-26,0.5,1200,green
23783.783783783783,6.606606606606607,8.52110581125075e-22,3.582692944403841e-26,0.5,1200,green
24144.144144144146,6.706706706706707,8.650211862597318e-22,3.582692905971675e-26,0.5,1200,green
24504.504504504504,6.806806806806807,8.779317912626003e-22,3.582692871200295e-26,0.5,1200,green
24864.864864864867,6.906906906906907,8.908423961462337e-22,3.582692839740998e-26,0.5,1200,green
25225.225225225226,7.007007007007007,9.037530009219896e-22,3.5826928112782986e-26,0.5,1200,green
25585.585585585584,7.107107107107107,9.166636056001434e-22,3.5826927855267605e-26,0.5,1200,green
25945.945945945947,7.207207207207207,9.295742101899928e-22,3.5826927622281376e-26,0.5,1200,green
26306.306306306305,7.307307307307307,9.42484814699948e-22,3.582692741148782e-26,0.5,1200,green
26666.666666666668,7.407407407407407,9.553954191376202e-22,3.5826927220773017e-26,0.5,1200,green
27027.02702702703,7.507507507507508,9.68306023509894e-22,3.58269270482244e-26,0.5,1200,green
27387.38738738739,7.6076076076076085,9.812166278229989e-22,3.582692689211158e-26,0.5,1200,green
27747.74774774775,7.7077077077077085,9.94127232082571e-22,3.5826926750869e-26,0.5,1200,green
28108.10810810811,7.807807807807809,1.0070378362937092e-21,3.5826926623080224e-26,0.5,1200,green
