time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,7.240326757748062e-26,1.0,1200,green
360.3603603603604,0.1001001001001001,2.6091162323791598e-23,7.240269290541718e-26,1.0,1200,green
720.7207207207208,0.2002002002002002,5.218212758601224e-23,7.240217297267898e-26,1.0,1200,green
1081.081081081081,0.3003003003003003,7.827291455739764e-23,7.24017025651728e-26,1.0,1200,green
1441.4414414414416,0.4004004004004004,1.0436354022071181e-22,7.240127696546419e-26,1.0,1200,green
1801.801801801802,0.5005005005005005,1.304540199410569e-22,7.24008919054692e-26,1.0,1200,green
2162.162162162162,0.6006006006006006,1.565443676199607e-22,7.240054352365235e-26,1.0,1200,green
2522.5225225225226,0.7007007007007008,1.826345958347867e-22,7.240022832630156e-26,1.0,1200,green
2882.882882882883,0.8008008008008008,2.0872471596486477e-22,7.239994315249187e-26,1.0,1200,green
3243.2432432432433,0.9009009009009009,2.348147383056078e-22,7.239968514238633e-26,1.0,1200,green
3603.603603603604,1.001001001001001,2.609046721717582e-22,7.239945170855654e-26,1.0,1200,green
3963.963963963964,1.1011011011011012,2.869945259907998e-22,7.239924051003475e-26,1.0,1200,green
4324.324324324324,1.2012012012012012,3.130843073874719e-22,7.239904942883781e-26,1.0,1200,green
4684.684684684685,1.3013013013013013,3.3917402326023356e-22,7.239887654872713e-26,1.0,1200,green
5045.045045045045,1.4014014014014016,3.6526367985044375e-22,7.239872013599185e-26,1.0,1200,green
5405.405405405406,1.5015015015015016,3.913532828049522e-22,7.239857862206259e-26,1.0,1200,green
5765.765765765766,1.6016016016016017,4.1744283723272874e-22,7.23984505877811e-26,1.0,1200,green
6126.126126126126,1.7017017017017018,4.435323477560974e-22,7.239833474916845e-26,1.0,1200,green
6486.486486486487,1.8018018018018018,4.696218185570914e-22,7.239822994454876e-26,1.0,1200,green
6846.846846846847,1.9019019019019021,4.957112534193923e-22,7.239813512289941e-26,1.0,1200,green
7207.207207207208,2.002002002002002,5.218006557662737e-22,7.239804933331101e-26,1.0,1200,green
7567.567567567568,2.1021021021021022,5.478900286949318e-22,7.239797171545129e-26,1.0,1200,green
7927.927927927928,2.2022022022022023,5.739793750075451e-22,7.239790149093735e-26,1.0,1200,green
8288.288288288288,2.3023023023023024,6.000686972393758e-22,7.239783795552969e-26,1.0,1200,green
8648.648648648648,2.4024024024024024,6.261579976841943e-22,7.239778047206986e-26,1.0,1200,green
9009.009009009009,2.5025025025025025,6.522472784172823e-22,7.239772846409074e-26,1.0,1200,green
9369.36936936937,2.6026026026026026,6.783365413162442e-22,7.239768141003556e-26,1.0,1200,green
9729.729729729732,2.702702702702703,7.044257880798367e-22,7.239763883802743e-26,1.0,1200,green
10090.09009009009,2.802802802802803,7.305150202450044e-22,7.239760032113725e-26,1.0,1200,green
10450.450450450451,2.902902902902903,7.566042392022936e-22,7.239756547310227e-26,1.0,1200,green
10810.810810810812,3.0030030030030033,7.82693446209796e-22,7.239753394445244e-26,1.0,1200,green
11171.171171171172,3.1031031031031033,8.087826424057669e-22,7.239750541900588e-26,1.0,1200,green
11531.531531531533,3.2032032032032034,8.348718288200384e-22,7.2397479610698e-26,1.0,1200,green
11891.891891891892,3.3033033033033035,8.60961006384348e-22,7.239745626071281e-26,1.0,1200,green
12252.252252252252,3.4034034034034035,8.870501759416832e-22,7.239743513488728e-26,1.0,1200,green
12612.612612612613,3.5035035035035036,9.13139338254733e-22,7.239741602136322e-26,1.0,1200,green
12972.972972972973,3.6036036036036037,9.392284940135384e-22,7.239739872846258e-26,1.0,1200,green
13333.333333333334,3.7037037037037037,9.653176438424122e-22,7.239738308276522e-26,1.0,1200,green
