time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,3.226468997455403e-23,5.0,600,sintered
360.3603603603604,0.1001001001001001,1.1626868394469125e-20,3.2264433886443854e-23,5.0,600,sintered
720.7207207207208,0.2002002002002002,2.325364897341962e-20,3.2264202191533296e-23,5.0,600,sintered
1081.081081081081,0.3003003003003003,3.4880350101556406e-20,3.226399256629322e-23,5.0,600,sintered
1441.4414414414416,0.4004004004004004,4.6506979346819903e-20,3.2263802908517936e-23,5.0,600,sintered
1801.801801801802,0.5005005005005005,5.813354355628033e-20,3.226363131624351e-23,5.0,600,sintered
2162.162162162162,0.6006006006006006,6.976004892480294e-20,3.226347606867403e-23,5.0,600,sintered
2522.5225225225226,0.7007007007007008,8.138650105717249e-20,3.226333560892485e-23,5.0,600,sintered
2882.882882882883,0.8008008008008008,9.301290502430035e-20,3.2263208528409475e-23,5.0,600,sintered
3243.2432432432433,0.9009009009009009,1.0463926541407757e-19,3.226309355271371e-23,5.0,600,sintered
3603.603603603604,1.001001001001001,1.1626558637738417e-19,3.226298952881534e-23,5.0,600,sintered
3963.963963963964,1.1011011011011012,1.2789187166971577e-19,3.2262895413521154e-23,5.0,600,sintered
4324.324324324324,1.2012012012012012,1.395181246888451e-19,3.2262810263005357e-23,5.0,600,sintered
4684.684684684685,1.3013013013013013,1.5114434850889644e-19,3.226273322334457e-23,5.0,600,sintered
5045.045045045045,1.4014014014014016,1.6277054591117396e-19,3.226266352195428e-23,5.0,600,sintered
5405.405405405406,1.5015015015015016,1.7439671941205392e-19,3.2262600459841097e-23,5.0,600,sintered
5765.765765765766,1.6016016016016017,1.8602287128821978e-19,3.226254340459295e-23,5.0,600,sintered
6126.126126126126,1.7017017017017018,1.976490035994936e-19,3.2262491784037015e-23,5.0,600,sintered
6486.486486486487,1.8018018018018018,2.0927511820949313e-19,3.2262445080501725e-23,5.0,600,sintered
6846.846846846847,1.9019019019019021,2.209012168043205e-19,3.226240282562537e-23,5.0,600,sintered
7207.207207207208,2.002002002002002,2.325273009094713e-19,3.2262364595659164e-23,5.0,600,sintered
7567.567567567568,2.1021021021021022,2.44153371905133e-19,3.226233000721773e-23,5.0,600,sintered
7927.927927927928,2.2022022022022023,2.5577943104002565e-19,3.2262298713434355e-23,5.0,600,sintered
8288.288288288288,2.3023023023023024,2.674054794439248e-19,3.226227040048248e-23,5.0,600,sintered
8648.648648648648,2.4024024024024024,2.7903151813899168e-19,3.2262244784428506e-23,5.0,600,sintered
9009.009009009009,2.5025025025025025,2.9065754805002293e-19,3.2262221608384406e-23,5.0,600,sintered
9369.36936936937,2.6026026026026026,3.022835700137257e-19,3.226220063993155e-23,5.0,600,sintered
9729.729729729732,2.702702702702703,3.139095847871081e-19,3.226218166878992e-23,5.0,600,sintered
10090.09009009009,2.802802802802803,3.2553559305507067e-19,3.226216450470932e-23,5.0,600,sintered
10450.450450450451,2.902902902902903,3.3716159543727535e-19,3.2262148975561496e-23,5.0,600,sintered
10810.810810810812,3.0030030030030033,3.4878759249435903e-19,3.2262134925613944e-23,5.0,600,sintered
11171.171171171172,3.1031031031031033,3.604135847335563e-19,3.226212221396818e-23,5.0,600,sintered
11531.531531531533,3.2032032032032034,3.72039572613786e-19,3.226211071314674e-23,5.0,600,sintered
11891.891891891892,3.3033033033033035,3.8366555655025345e-19,3.226210030781479e-23,5.0,600,sintered
12252.252252252252,3.4034034034034035,3.952915369186146e-19,3.22620908936235e-23,5.0,600,sintered
12612.612612612613,3.5035035035035036,4.069175140587427e-19,3.2262082376163605e-23,5.0,600,sintered
12972.972972972973,3.6036036036036037,4.185434882781372e-19,3.2262074670018606e-23,5.0,600,sintered
13333.333333333334,3.7037037037037037,4.301694598550071e-19,3.226206769790821e-23,5.0,600,sintered
13693.693693693695,3.8038038038038042,4.417954290410613e-19,3.22620613899133e-23,5.0,600,sintered
14054.054054054055,3.9039039039039043,4.534213960640324e-19,3.226205568277479e-23,5.0,600,sintered
14414.414414414416,4.004004004004004,4.65047361129961e-19,3.2262050519259205e-23,5.0,600,sintered
14774.774774774776,4.104104104104104,4.766733244252615e-19,3.226204584758476e-23,5.0,600,sintered
15135.135135135137,4.2042042042042045,4.882992861185919e-19,3.226204162090203e-23,5.0,600,sintered
15495.495495495496,4.3043043043043046,4.999252463625447e-19,3.226203779682414e-23,5.0,600,sintered
15855.855855855856,4.404404404404405,5.115512052951778e-19,3.2262034337001735e-23,5.0,600,sintered
16216.216216216217,4.504504504504505,5.231771630413986e-19,3.2262031206738314e-23,5.0,600,sintered
16576.576576576575,4.604604604604605,5.348031197142166e-19,3.2262028374642344e-23,5.0,600,sintered
16936.936936936938,4.704704704704705,5.464290754158768e-19,3.226202581231245e-23,5.0,600,sintered
17297.297297297297,4.804804804804805,5.580550302388849e-19,3.226202349405255e-23,5.0,600,sintered
17657.65765765766,4.904904904904905,5.696809842669354e-19,3.226202139661421e-23,5.0,600,sintered
18018.018018018018,5.005005005005005,5.813069375757505e-19,3.2262019498963485e-23,5.0,600,sintered
18378.378378378377,5.105105105105105,5.929328902338396e-19,3.2262017782069973e-23,5.0,600,sintered
18738.73873873874,5.205205205205205,6.045588423031865e-19,3.226201622871598e-23,5.0,600,sintered
19099.099099099098,5.305305305305305,6.161847938398706e-19,3.226201482332385e-23,5.0,600,sintered
19459.459459459464,5.405405405405406,6.2781074489463e-19,3.2262013551799745e-23,5.0,600,sintered
19819.819819819822,5.505505505505506,6.394366955133692e-19,3.2262012401392324e-23,5.0,600,sintered
20180.18018018018,5.605605605605606,6.510626457376206e-19,3.2262011360564834e-23,5.0,600,sintered
20540.540540540544,5.705705705705706,6.626885956049606e-19,3.226201041887944e-23,5.0,600,sintered
20900.900900900902,5.805805805805806,6.743145451493858e-19,3.2262009566892557e-23,5.0,600,sintered
21261.261261261265,5.9059059059059065,6.859404944016552e-19,3.22620087960601e-23,5.0,600,sintered
21621.621621621623,6.0060060060060065,6.975664433895973e-19,3.226200809865187e-23,5.0,600,sintered
21981.981981981982,6.106106106106107,7.091923921383902e-19,3.226200746767397e-23,5.0,600,sintered
22342.342342342345,6.206206206206207,7.208183406708136e-19,3.2262006896798704e-23,5.0,600,sintered
22702.702702702703,6.306306306306307,7.324442890074774e-19,3.2262006380301104e-23,5.0,600,sintered
23063.063063063066,6.406406406406407,7.440702371670286e-19,3.226200591300153e-23,5.0,600,sintered
23423.423423423425,6.506506506506507,7.556961851663371e-19,3.2262005490213713e-23,5.0,600,sintered
23783.783783783783,6.606606606606607,7.673221330206669e-19,3.2262005107697766e-23,5.0,600,sintered
24144.144144144146,6.706706706706707,7.789480807438277e-19,3.226200476161767e-23,5.0,600,sintered
24504.504504504504,6.806806806806807,7.905740283483138e-19,3.22620044485028e-23,5.0,600,sintered
24864.864864864867,6.906906906906907,8.021999758454292e-19,3.22620041652131e-23,5.0,600,sintered
25225.225225225226,7.007007007007007,8.138259232454014e-19,3.226200390890764e-23,5.0,600,sintered
25585.585585585584,7.107107107107107,8.254518705574834e-19,3.226200367701608e-23,5.0,600,sintered
25945.945945945947,7.207207207207207,8.370778177900473e-19,3.2262003467212927e-23,5.0,600,sintered
26306.306306306305,7.307307307307307,8.487037649506672e-19,3.226200327739418e-23,5.0,600,sintered
26666.666666666668,7.407407407407407,8.603297120461962e-19,3.226200310565627e-23,5.0,600,sintered
27027.02702702703,7.507507507507508,8.719556590828344e-19,3.226200295027694e-23,5.0,600,sintered
27387.38738738739,7.6076076076076085,8.835816060661912e-19,3.2262002809697975e-23,5.0,600,sintered
27747.74774774775,7.7077077077077085,8.952075530013418e-19,3.2262002682509604e-23,5.0,600,sintered
28108.10810810811,7.807807807807809,9.068334998928781e-19,3.2262002567436324e-23,5.0,600,sintered
28468.468468468473,7.907907907907909,9.184594467449545e-19,3.226200246332414e-23,5.0,600,sintered
28828.82882882883,8.008008008008009,9.300853935613295e-19,3.2262002369128964e-23,5.0,600,sintered
29189.18918918919,8.108108108108109,9.41711340345404e-19,3.226200228390618e-23,5.0,600,sintered
29549.549549549552,8.208208208208209,9.533372871002546e-19,3.2262002206801134e-23,5.0,600,sintered
29909.90990990991,8.308308308308309,9.64963233828665e-19,3.226200213704059e-23,5.0,600,sintered
30270.270270270274,8.408408408408409,9.76589180533154e-19,3.226200207392495e-23,5.0,600,sintered
30630.630630630632,8.508508508508509,9.882151272159996e-19,3.2262002016821276e-23,5.0,600,sintered
30990.99099099099,8.608608608608609,9.998410738792638e-19,3.2262001965156906e-23,5.0,600,sintered
31351.351351351354,8.70870870870871,1.0114670205248117e-18,3.226200191841373e-23,5.0,600,sintered
31711.711711711712,8.80880880880881,1.023092967154331e-18,3.2262001876122995e-23,5.0,600,sintered
32072.072072072075,8.90890890890891,1.034718913769348e-18,3.2262001837860583e-23,5.0,600,sintered
32432.432432432433,9.00900900900901,1.0463448603712448e-18,3.2262001803242786e-23,5.0,600,sintered
32792.792792792796,9.10910910910911,1.0579708069612704e-18,3.226200177192244e-23,5.0,600,sintered
33153.15315315315,9.20920920920921,1.0695967535405558e-18,3.226200174358546e-23,5.0,600,sintered
