time_seconds,time_hours,strain,strain_rate_per_s,stress_mpa,temperature_C,state
0.0,0.0,0.0,4.856597575014307e-20,5.0,800,sintered
360.3603603603604,0.1001001001001001,1.7501181909425656e-17,4.8565590277077667e-20,5.0,800,sintered
720.7207207207208,0.2002002002002002,3.50022316357635e-17,4.856524152153666e-20,5.0,800,sintered
1081.081081081081,0.3003003003003003,5.250316176986924e-17,4.856492598606012e-20,5.0,800,sintered
1441.4414414414416,0.4004004004004004,7.000398370327994e-17,4.8564640506332215e-20,5.0,800,sintered
1801.801801801802,0.5005005005005005,8.750470774245278e-17,4.8564382219448146e-20,5.0,800,sintered
2162.162162162162,0.6006006006006006,1.0500534321212248e-16,4.856414853520384e-20,5.0,800,sintered
2522.5225225225226,0.7007007007007008,1.2250589854881337e-16,4.856393711012032e-20,5.0,800,sintered
2882.882882882883,0.8008008008008008,1.4000638138544423e-16,4.856374582394237e-20,5.0,800,sintered
3243.2432432432433,0.9009009009009009,1.5750679862787428e-16,4.856357275837575e-20,5.0,800,sintered
3603.603603603604,1.001001001001001,1.7500715652415789e-16,4.8563416177849805e-20,5.0,800,sintered
3963.963963963964,1.1011011011011012,1.9250746072720254e-16,4.856327451211246e-20,5.0,800,sintered
4324.324324324324,1.2012012012012012,2.1000771635145846e-16,4.85631463404831e-20,5.0,800,sintered
4684.684684684685,1.3013013013013013,2.275079280242084e-16,4.856303037760539e-20,5.0,800,sintered
5045.045045045045,1.4014014014014016,2.4500809993197185e-16,4.8562925460557274e-20,5.0,800,sintered
5405.405405405406,1.5015015015015016,2.6250823586248906e-16,4.856283053718866e-20,5.0,800,sintered
5765.765765765766,1.6016016016016017,2.800083392427062e-16,4.856274465557008e-20,5.0,800,sintered
6126.126126126126,1.7017017017017018,2.975084131731418e-16,4.856266695444635e-20,5.0,800,sintered
6486.486486486487,1.8018018018018018,3.150084604589805e-16,4.856259665459955e-20,5.0,800,sintered
6846.846846846847,1.9019019019019021,3.325084836382041e-16,4.8562533051034726e-20,5.0,800,sintered
7207.207207207208,2.002002002002002,3.5000848500704366e-16,4.856247550590991e-20,5.0,800,sintered
7567.567567567568,2.1021021021021022,3.67508466643007e-16,4.85624234421396e-20,5.0,800,sintered
7927.927927927928,2.2022022022022023,3.850084304257127e-16,4.856237633760751e-20,5.0,800,sintered
8288.288288288288,2.3023023023023024,4.025083780557399e-16,4.856233371993056e-20,5.0,800,sintered
8648.648648648648,2.4024024024024024,4.200083110716822e-16,4.8562295161721655e-20,5.0,800,sintered
