temperature_C,youngs_modulus_gpa,poissons_ratio
25.0,55.0,0.29
29.431438127090303,54.85133239831697,0.29
33.862876254180605,54.70266479663394,0.29
38.2943143812709,54.55399719495091,0.29
42.725752508361204,54.40532959326788,0.29
47.15719063545151,54.25666199158485,0.29
51.5886287625418,54.107994389901826,0.29
56.020066889632105,53.959326788218796,0.29
60.45150501672241,53.810659186535766,0.29
64.88294314381271,53.661991584852736,0.29
69.31438127090301,53.513323983169705,0.29
73.7458193979933,53.364656381486675,0.29
78.1772575250836,53.215988779803645,0.29
82.6086956521739,53.067321178120615,0.29
87.04013377926421,52.918653576437585,0.29
91.47157190635451,52.76998597475456,0.29
95.90301003344482,52.62131837307153,0.29
100.33444816053512,52.4726507713885,0.29
104.76588628762542,52.32398316970547,0.29
109.19732441471572,52.17531556802244,0.29
113.62876254180603,52.02664796633941,0.29
118.06020066889631,51.87798036465638,0.29
122.49163879598662,51.72931276297335,0.29
126.92307692307692,51.58064516129032,0.29
131.3545150501672,51.43197755960729,0.29
135.7859531772575,51.28330995792427,0.29
140.2173913043478,51.13464235624124,0.29
144.64882943143812,50.98597475455821,0.29
149.08026755852842,50.83730715287518,0.29
153.51170568561872,50.688639551192146,0.29
157.94314381270902,50.539971949509116,0.29
162.37458193979933,50.391304347826086,0.29
166.80602006688963,50.242636746143056,0.29
171.23745819397993,50.093969144460026,0.29
175.66889632107024,49.945301542777,0.29
180.10033444816054,49.79663394109397,0.29
184.53177257525084,49.64796633941094,0.29
188.96321070234114,49.49929873772791,0.29
193.39464882943145,49.35063113604488,0.29
197.82608695652175,49.20196353436185,0.29
202.25752508361205,49.05329593267882,0.29
206.68896321070233,48.90462833099579,0.29
211.12040133779263,48.75596072931276,0.29
215.55183946488293,48.60729312762973,0.29
219.98327759197323,48.4586255259467,0.29
224.41471571906354,48.30995792426368,0.29
228.84615384615384,48.16129032258065,0.29
233.27759197324414,48.01262272089762,0.29
237.70903010033445,47.86395511921459,0.29
242.14046822742475,47.71528751753156,0.29
246.57190635451505,47.56661991584853,0.29
251.00334448160535,47.4179523141655,0.29
255.43478260869566,47.26928471248247,0.29
259.866220735786,47.12061711079944,0.29
264.29765886287623,46.97194950911641,0.29
268.7290969899666,46.823281907433376,0.29
273.16053511705684,46.67461430575035,0.29
277.59197324414714,46.52594670406732,0.29
282.02341137123744,46.37727910238429,0.29
