two_theta_deg,intensity
5.0000,45.68
5.0200,48.80
5.0400,52.54
5.0600,50.09
5.0800,51.17
5.1000,58.44
5.1200,60.30
5.1400,57.22
5.1600,46.31
5.1800,55.33
5.2000,43.86
5.2200,50.01
5.2400,47.07
5.2600,56.00
5.2800,57.79
5.3000,58.41
5.3200,55.16
5.3400,50.53
5.3600,51.48
5.3800,49.58
5.4000,46.27
5.4200,54.41
5.4400,46.31
5.4600,50.82
5.4800,54.84
5.5000,46.14
5.5200,51.22
5.5400,46.05
5.5600,49.83
5.5800,55.43
5.6000,55.92
5.6200,47.64
5.6400,54.54
5.6600,43.79
5.6800,56.92
5.7000,54.83
5.7200,54.70
5.7400,51.43
5.7600,45.84
5.7800,41.69
5.8000,51.52
5.8200,50.12
5.8400,51.91
5.8600,46.03
5.8800,54.22
5.9000,41.83
5.9200,46.37
5.9400,46.39
5.9600,47.31
5.9800,44.44
6.0000,42.27
6.0200,44.37
6.0400,57.35
6.0600,61.25
6.0800,51.44
6.1000,45.53
6.1200,47.53
6.1400,52.97
6.1600,52.56
6.1800,52.84
6.2000,46.40
6.2200,53.57
6.2400,52.68
6.2600,45.94
6.2800,49.83
6.3000,47.96
6.3200,51.24
6.3400,52.69
6.3600,41.06
6.3800,48.00
6.4000,45.06
6.4200,46.21
6.4400,34.89
6.4600,50.38
6.4800,50.89
6.5000,49.95
6.5200,49.88
6.5400,49.16
6.5600,44.69
6.5800,48.20
6.6000,50.01
6.6200,55.63
6.6400,52.50
6.6600,51.33
6.6800,44.96
6.7000,52.86
6.7200,55.47
6.7400,47.62
6.7600,51.52
6.7800,61.97
6.8000,50.00
6.8200,47.22
6.8400,46.23
6.8600,45.80
6.8800,49.82
6.9000,54.31
6.9200,52.86
6.9400,49.18
6.9600,56.73
6.9800,54.24
7.0000,53.08
7.0200,49.73
7.0400,44.85
7.0600,45.17
7.0800,58.55
7.1000,45.96
7.1200,45.76
7.1400,46.53
7.1600,50.31
7.1800,45.31
7.2000,53.31
7.2200,49.81
7.2400,48.57
7.2600,55.84
7.2800,46.09
7.3000,54.66
7.3200,53.95
7.3400,48.71
7.3600,45.03
7.3800,44.72
7.4000,50.92
7.4200,53.26
7.4400,42.74
7.4600,52.20
7.4800,45.31
7.5000,51.21
7.5200,50.56
7.5400,43.02
7.5600,53.53
7.5800,56.99
7.6000,56.27
7.6200,59.63
7.6400,54.64
7.6600,60.38
7.6800,47.88
7.7000,50.91
7.7200,51.77
7.7400,51.76
7.7600,54.02
7.7800,50.74
7.8000,52.22
7.8200,50.45
7.8400,48.01
7.8600,49.17
7.8800,53.62
7.9000,47.88
7.9200,53.96
7.9400,44.48
7.9600,45.58
7.9800,45.46
8.0000,49.84
8.0200,49.88
8.0400,53.71
8.0600,57.56
8.0800,45.24
8.1000,49.84
8.1200,47.67
8.1400,44.24
8.1600,54.53
8.1800,51.57
8.2000,55.43
8.2200,44.61
8.2400,46.12
8.2600,49.38
8.2800,44.35
8.3000,49.17
8.3200,50.64
8.3400,48.11
8.3600,50.70
8.3800,44.63
8.4000,46.81
8.4200,55.75
8.4400,60.86
8.4600,52.04
8.4800,52.54
8.5000,55.58
8.5200,43.55
8.5400,53.80
8.5600,49.81
8.5800,50.30
8.6000,54.01
8.6200,56.12
8.6400,46.30
8.6600,50.06
8.6800,48.77
8.7000,45.46
8.7200,49.59
8.7400,55.93
8.7600,54.03
8.7800,47.82
8.8000,51.14
8.8200,52.12
8.8400,52.73
8.8600,52.40
8.8800,49.96
8.9000,50.95
8.9200,55.21
8.9400,52.40
8.9600,47.37
8.9800,47.38
9.0000,38.51
9.0200,57.65
9.0400,53.18
9.0600,55.72
9.0800,38.40
9.1000,48.23
9.1200,49.38
9.1400,53.12
9.1600,56.00
9.1800,51.88
9.2000,44.95
9.2200,53.95
9.2400,55.10
9.2600,52.19
9.2800,56.00
9.3000,57.03
9.3200,56.44
9.3400,48.57
9.3600,51.67
9.3800,58.23
9.4000,52.56
9.4200,47.65
9.4400,53.51
9.4600,53.09
9.4800,49.18
9.5000,54.02
9.5200,53.90
9.5400,54.76
9.5600,52.62
9.5800,36.54
9.6000,45.98
9.6200,48.73
9.6400,42.33
9.6600,50.51
9.6800,55.26
9.7000,56.25
9.7200,57.92
9.7400,51.10
9.7600,47.66
9.7800,49.73
9.8000,59.16
9.8200,54.65
9.8400,52.15
9.8600,57.08
9.8800,57.30
9.9000,51.50
9.9200,57.23
9.9400,52.98
9.9600,49.66
9.9800,46.67
10.0000,55.75
10.0200,52.99
10.0400,58.96
10.0600,42.32
10.0800,53.47
10.1000,52.36
10.1200,51.67
10.1400,54.29
10.1600,54.33
10.1800,45.18
10.2000,55.70
10.2200,50.46
10.2400,58.19
10.2600,51.62
10.2800,56.57
10.3000,43.48
10.3200,46.71
10.3400,44.20
10.3600,53.04
10.3800,42.97
10.4000,52.55
10.4200,59.25
10.4400,53.44
10.4600,57.68
10.4800,52.51
10.5000,46.42
10.5200,52.24
10.5400,49.69
10.5600,52.53
10.5800,50.63
10.6000,49.42
10.6200,46.04
10.6400,50.38
10.6600,49.09
10.6800,52.66
10.7000,56.78
10.7200,47.11
10.7400,57.70
