two_theta_deg,intensity
5.0000,50.63
5.0200,47.69
5.0400,49.26
5.0600,40.40
5.0800,43.97
5.1000,49.26
5.1200,51.03
5.1400,39.95
5.1600,43.68
5.1800,53.56
5.2000,59.91
5.2200,45.52
5.2400,48.88
5.2600,53.65
5.2800,61.45
5.3000,51.37
5.3200,53.05
5.3400,48.07
5.3600,57.96
5.3800,48.65
5.4000,53.12
5.4200,42.15
5.4400,53.93
5.4600,52.41
5.4800,49.28
5.5000,41.67
5.5200,49.51
5.5400,36.92
5.5600,47.41
5.5800,58.81
5.6000,38.99
5.6200,43.11
5.6400,50.54
5.6600,53.81
5.6800,50.12
5.7000,50.82
5.7200,50.21
5.7400,45.54
5.7600,52.23
5.7800,61.36
5.8000,49.21
5.8200,39.60
5.8400,53.98
5.8600,52.51
5.8800,60.26
5.9000,54.58
5.9200,50.38
5.9400,42.30
5.9600,47.80
5.9800,50.16
6.0000,58.52
6.0200,52.06
6.0400,59.19
6.0600,54.60
6.0800,53.43
6.1000,55.48
6.1200,55.30
6.1400,59.50
6.1600,49.93
6.1800,46.68
6.2000,57.84
6.2200,47.52
6.2400,44.48
6.2600,49.74
6.2800,49.41
6.3000,55.75
6.3200,58.33
6.3400,50.46
6.3600,54.73
6.3800,50.00
6.4000,56.10
6.4200,55.24
6.4400,47.91
6.4600,43.69
6.4800,55.98
6.5000,43.43
6.5200,48.78
6.5400,51.87
6.5600,46.06
6.5800,50.03
6.6000,45.76
6.6200,50.01
6.6400,55.25
6.6600,40.27
6.6800,41.72
6.7000,51.62
6.7200,50.50
6.7400,51.33
6.7600,46.27
6.7800,45.23
6.8000,42.14
6.8200,45.22
6.8400,51.89
6.8600,41.95
6.8800,52.69
6.9000,43.46
6.9200,55.51
6.9400,50.79
6.9600,51.92
6.9800,58.79
7.0000,44.76
7.0200,56.49
7.0400,51.86
7.0600,48.69
7.0800,42.06
7.1000,48.10
7.1200,48.89
7.1400,45.64
7.1600,51.86
7.1800,56.83
7.2000,50.09
7.2200,48.92
7.2400,43.03
7.2600,51.07
7.2800,54.21
7.3000,54.83
7.3200,48.40
7.3400,52.00
7.3600,53.72
7.3800,57.18
7.4000,44.18
7.4200,50.31
7.4400,56.66
7.4600,48.61
7.4800,46.84
7.5000,50.16
7.5200,46.70
7.5400,52.22
7.5600,53.06
7.5800,51.56
7.6000,53.22
7.6200,51.23
7.6400,46.88
7.6600,54.68
7.6800,44.77
7.7000,52.85
7.7200,54.65
7.7400,51.46
7.7600,41.23
7.7800,56.17
7.8000,55.18
7.8200,49.53
7.8400,57.91
7.8600,45.75
7.8800,49.04
7.9000,47.01
7.9200,48.00
7.9400,44.52
7.9600,55.62
7.9800,51.18
8.0000,48.68
8.0200,47.58
8.0400,56.05
8.0600,52.64
8.0800,49.60
8.1000,45.18
8.1200,48.95
8.1400,49.16
8.1600,41.31
8.1800,47.85
8.2000,46.43
8.2200,42.31
8.2400,59.61
8.2600,41.36
8.2800,52.35
8.3000,51.90
8.3200,48.34
8.3400,47.89
8.3600,51.18
