two_theta_deg,intensity
5.0000,60.55
5.0200,50.40
5.0400,63.40
5.0600,56.10
5.0800,39.48
5.1000,57.93
5.1200,44.56
5.1400,49.99
5.1600,64.20
5.1800,46.88
5.2000,51.26
5.2200,48.90
5.2400,48.97
5.2600,57.46
5.2800,54.73
5.3000,44.97
5.3200,43.70
5.3400,45.17
5.3600,42.77
5.3800,54.46
5.4000,48.16
5.4200,48.00
5.4400,45.31
5.4600,55.37
5.4800,58.82
5.5000,47.88
5.5200,47.55
5.5400,50.00
5.5600,53.58
5.5800,56.29
5.6000,53.79
5.6200,53.48
5.6400,49.40
5.6600,48.65
5.6800,49.10
5.7000,43.08
5.7200,43.19
5.7400,42.63
5.7600,55.00
5.7800,45.62
5.8000,56.01
5.8200,54.62
5.8400,41.45
5.8600,51.61
5.8800,57.39
5.9000,41.99
5.9200,46.26
5.9400,49.58
5.9600,42.40
5.9800,45.51
6.0000,49.18
6.0200,56.39
6.0400,47.77
6.0600,49.38
6.0800,40.51
6.1000,50.43
6.1200,40.86
6.1400,54.77
6.1600,52.50
6.1800,47.66
6.2000,45.74
6.2200,45.65
6.2400,43.35
6.2600,49.20
6.2800,42.35
6.3000,45.34
6.3200,56.15
6.3400,46.50
6.3600,50.94
6.3800,56.26
6.4000,45.90
6.4200,49.29
6.4400,50.23
6.4600,47.59
6.4800,43.46
6.5000,46.85
6.5200,60.69
6.5400,55.08
6.5600,55.41
6.5800,51.41
6.6000,51.87
6.6200,46.54
6.6400,45.17
6.6600,49.21
6.6800,38.76
6.7000,50.06
6.7200,47.01
6.7400,49.46
6.7600,38.84
6.7800,52.57
6.8000,59.41
6.8200,49.72
6.8400,48.20
6.8600,46.02
6.8800,55.66
6.9000,51.71
6.9200,54.15
6.9400,43.19
6.9600,61.42
6.9800,57.77
7.0000,45.98
7.0200,58.18
7.0400,57.74
7.0600,48.98
7.0800,46.87
7.1000,46.16
7.1200,48.89
7.1400,51.52
7.1600,41.43
7.1800,59.06
7.2000,48.60
7.2200,47.07
7.2400,50.27
7.2600,56.49
7.2800,53.55
7.3000,52.11
7.3200,40.87
7.3400,46.53
7.3600,61.28
7.3800,54.56
7.4000,53.72
7.4200,61.94
7.4400,54.90
7.4600,59.76
7.4800,52.79
7.5000,36.65
7.5200,44.21
7.5400,55.62
7.5600,56.79
7.5800,58.48
7.6000,39.78
7.6200,46.00
7.6400,48.05
7.6600,55.65
7.6800,44.55
