two_theta_deg,intensity
5.0000,51.33
5.0200,40.39
5.0400,45.46
5.0600,50.86
5.0800,53.14
5.1000,54.31
5.1200,55.16
5.1400,49.26
5.1600,54.78
5.1800,57.20
5.2000,52.67
5.2200,48.37
5.2400,42.68
5.2600,49.08
5.2800,51.51
5.3000,48.88
5.3200,50.03
5.3400,46.64
5.3600,54.33
5.3800,52.16
5.4000,56.82
5.4200,46.92
5.4400,46.82
5.4600,50.42
5.4800,51.41
5.5000,41.78
5.5200,51.89
5.5400,47.72
5.5600,59.31
5.5800,49.93
5.6000,52.72
5.6200,49.99
5.6400,48.70
5.6600,54.35
5.6800,49.88
5.7000,46.01
5.7200,47.59
5.7400,40.46
5.7600,50.44
5.7800,50.31
5.8000,51.46
5.8200,48.71
5.8400,59.82
5.8600,52.17
5.8800,49.35
5.9000,47.93
5.9200,55.27
5.9400,55.03
5.9600,57.88
5.9800,46.28
6.0000,48.45
6.0200,47.15
6.0400,49.90
6.0600,50.98
6.0800,53.38
6.1000,50.51
6.1200,54.41
6.1400,53.06
6.1600,49.75
6.1800,54.22
6.2000,48.48
6.2200,44.89
6.2400,51.87
6.2600,54.95
6.2800,52.55
6.3000,43.67
6.3200,48.87
6.3400,51.13
6.3600,49.22
6.3800,48.30
6.4000,56.92
6.4200,54.03
6.4400,50.01
6.4600,52.19
6.4800,54.55
6.5000,47.40
6.5200,55.82
6.5400,45.86
6.5600,53.06
6.5800,57.78
6.6000,51.55
6.6200,42.71
6.6400,50.60
6.6600,45.93
6.6800,53.55
6.7000,39.76
6.7200,48.97
6.7400,45.41
6.7600,46.84
6.7800,43.29
6.8000,54.76
6.8200,46.23
6.8400,42.97
6.8600,56.32
6.8800,47.08
6.9000,45.26
6.9200,47.32
6.9400,49.77
6.9600,43.55
6.9800,49.43
7.0000,52.33
7.0200,54.99
7.0400,53.83
7.0600,51.55
7.0800,52.23
7.1000,51.54
7.1200,47.31
7.1400,43.57
7.1600,49.08
7.1800,44.30
7.2000,51.33
7.2200,52.72
7.2400,57.16
7.2600,52.26
7.2800,49.36
7.3000,47.06
7.3200,57.35
7.3400,41.05
7.3600,41.46
7.3800,57.29
7.4000,41.39
7.4200,48.39
7.4400,56.21
7.4600,48.58
7.4800,50.71
7.5000,56.94
7.5200,44.12
7.5400,50.80
7.5600,38.79
7.5800,45.52
7.6000,39.73
7.6200,44.73
7.6400,47.49
7.6600,49.78
7.6800,53.30
7.7000,50.31
7.7200,51.65
7.7400,60.23
7.7600,48.79
7.7800,55.36
7.8000,48.05
7.8200,44.12
7.8400,56.57
7.8600,43.19
7.8800,48.49
7.9000,49.44
7.9200,52.02
7.9400,59.07
7.9600,54.98
7.9800,54.54
8.0000,57.43
8.0200,47.80
8.0400,50.95
8.0600,49.62
8.0800,45.72
8.1000,45.23
8.1200,53.61
8.1400,59.66
8.1600,46.54
8.1800,58.50
8.2000,53.79
8.2200,53.24
8.2400,48.06
8.2600,52.05
8.2800,55.91
8.3000,48.48
8.3200,47.89
8.3400,52.40
8.3600,50.26
8.3800,53.10
8.4000,52.13
8.4200,55.51
8.4400,59.60
8.4600,54.50
8.4800,56.92
8.5000,50.06
8.5200,45.78
8.5400,57.33
8.5600,45.58
8.5800,51.40
8.6000,56.88
8.6200,55.56
8.6400,47.21
8.6600,53.20
8.6800,52.80
8.7000,45.63
8.7200,50.49
8.7400,46.36
8.7600,51.46
8.7800,49.99
8.8000,57.08
8.8200,56.97
8.8400,42.49
8.8600,52.36
8.8800,49.76
8.9000,54.57
8.9200,51.83
8.9400,59.68
8.9600,47.23
8.9800,51.73
9.0000,50.25
9.0200,49.20
9.0400,46.03
9.0600,57.07
9.0800,52.00
9.1000,48.06
9.1200,45.62
9.1400,41.73
9.1600,45.23
9.1800,48.48
9.2000,58.94
9.2200,54.92
9.2400,51.23
9.2600,56.76
9.2800,50.96
9.3000,51.29
9.3200,41.50
9.3400,46.32
9.3600,51.82
9.3800,55.44
9.4000,48.65
9.4200,43.89
9.4400,47.98
9.4600,50.72
9.4800,62.41
9.5000,44.98
9.5200,56.16
9.5400,45.37
9.5600,56.00
9.5800,45.44
9.6000,56.68
9.6200,50.22
9.6400,39.34
9.6600,47.75
9.6800,46.35
9.7000,49.80
9.7200,55.70
9.7400,35.12
9.7600,50.81
9.7800,49.96
9.8000,45.79
9.8200,51.17
9.8400,49.41
9.8600,51.38
9.8800,51.47
9.9000,50.76
9.9200,52.07
9.9400,53.45
9.9600,55.28
9.9800,50.99
10.0000,54.11
10.0200,48.82
10.0400,51.33
10.0600,49.85
10.0800,50.66
10.1000,46.40
10.1200,63.91
10.1400,44.27
10.1600,50.36
10.1800,50.08
10.2000,52.43
10.2200,58.91
10.2400,47.06
10.2600,60.24
10.2800,46.18
10.3000,49.35
10.3200,49.98
10.3400,62.13
10.3600,55.07
10.3800,51.47
10.4000,52.50
10.4200,48.73
10.4400,49.80
10.4600,51.63
10.4800,57.75
10.5000,54.71
10.5200,41.24
10.5400,51.71
10.5600,59.68
10.5800,54.67
10.6000,54.23
10.6200,43.48
10.6400,50.17
10.6600,49.73
10.6800,51.57
10.7000,51.36
10.7200,51.75
10.7400,39.93
10.7600,50.22
10.7800,58.86
10.8000,52.26
10.8200,59.66
10.8400,53.29
10.8600,60.90
10.8800,48.27
10.9000,57.42
10.9200,41.83
10.9400,52.71
10.9600,56.17
10.9800,53.97
11.0000,49.49
11.0200,42.18
11.0400,50.07
11.0600,49.98
11.0800,54.04
11.1000,55.52
11.1200,44.61
11.1400,52.80
11.1600,49.02
11.1800,54.88
11.2000,43.90
11.2200,46.18
11.2400,46.86
11.2600,55.81
11.2800,60.63
11.3000,48.26
11.3200,57.05
11.3400,54.43
11.3600,43.84
11.3800,58.94
11.4000,52.85
11.4200,63.05
11.4400,46.94
11.4600,48.44
11.4800,54.76
11.5000,52.19
11.5200,55.43
11.5400,51.28
11.5600,48.05
11.5800,55.92
11.6000,53.95
11.6200,44.23
11.6400,55.47
11.6600,49.13
11.6800,52.11
11.7000,54.64
11.7200,52.38
11.7400,57.21
11.7600,52.52
11.7800,50.77
11.8000,57.29
11.8200,47.62
11.8400,42.98
11.8600,44.74
11.8800,53.55
11.9000,61.87
11.9200,56.55
11.9400,49.63
11.9600,57.46
11.9800,49.98
12.0000,60.19
12.0200,42.90
12.0400,42.83
12.0600,56.77
12.0800,50.12
12.1000,54.56
12.1200,49.75
12.1400,59.56
12.1600,51.52
12.1800,55.01
12.2000,57.53
12.2200,52.04
12.2400,43.99
12.2600,58.92
12.2800,56.69
12.3000,52.66
12.3200,45.68
12.3400,51.38
12.3600,60.78
12.3800,53.45
12.4000,61.77
12.4200,63.32
12.4400,51.06
12.4600,49.68
12.4800,45.52
12.5000,61.40
12.5200,47.74
12.5400,52.35
12.5600,53.98
12.5800,51.48
12.6000,57.68
12.6200,56.54
12.6400,55.95
12.6600,51.83
12.6800,60.21
12.7000,52.06
12.7200,60.50
12.7400,60.27
