two_theta_deg,intensity
5.0000,46.41
5.0200,53.11
5.0400,54.59
5.0600,47.63
5.0800,41.59
5.1000,56.62
5.1200,57.08
5.1400,51.34
5.1600,45.14
5.1800,46.10
5.2000,47.36
5.2200,57.86
5.2400,54.69
5.2600,44.61
5.2800,43.70
5.3000,44.69
5.3200,52.89
5.3400,47.90
5.3600,44.71
5.3800,48.20
5.4000,57.91
5.4200,43.78
5.4400,43.46
5.4600,50.47
5.4800,57.89
5.5000,45.09
5.5200,53.86
5.5400,53.64
5.5600,45.43
5.5800,44.73
5.6000,46.68
5.6200,47.29
5.6400,51.31
5.6600,50.88
5.6800,49.10
5.7000,48.78
5.7200,55.02
5.7400,49.00
5.7600,45.10
5.7800,49.26
5.8000,42.64
5.8200,50.17
5.8400,46.52
5.8600,47.16
5.8800,42.63
5.9000,46.99
5.9200,56.02
5.9400,43.70
5.9600,57.40
5.9800,53.09
6.0000,64.41
6.0200,53.00
6.0400,44.85
6.0600,45.85
6.0800,50.84
6.1000,48.78
6.1200,56.04
6.1400,49.69
6.1600,47.08
6.1800,50.22
6.2000,49.85
6.2200,51.73
6.2400,47.86
6.2600,55.51
6.2800,48.94
6.3000,37.39
6.3200,52.20
6.3400,45.58
6.3600,52.80
6.3800,46.49
6.4000,53.64
6.4200,54.72
6.4400,42.82
6.4600,46.95
6.4800,39.63
6.5000,51.68
6.5200,52.94
6.5400,46.88
6.5600,48.58
6.5800,47.32
6.6000,45.17
6.6200,51.58
6.6400,39.60
6.6600,51.69
6.6800,45.59
6.7000,58.96
6.7200,45.91
6.7400,56.50
6.7600,45.85
6.7800,51.06
6.8000,53.43
6.8200,45.03
6.8400,59.17
6.8600,54.78
6.8800,53.30
6.9000,54.17
6.9200,51.60
6.9400,46.99
6.9600,52.22
6.9800,44.04
7.0000,44.73
7.0200,57.24
7.0400,57.23
7.0600,46.39
7.0800,44.42
7.1000,49.77
7.1200,55.61
7.1400,51.71
7.1600,55.43
7.1800,51.56
7.2000,39.82
7.2200,53.73
7.2400,47.38
7.2600,50.03
7.2800,50.22
7.3000,56.02
7.3200,55.40
7.3400,55.52
7.3600,49.34
7.3800,52.49
7.4000,49.49
7.4200,48.97
7.4400,47.99
7.4600,46.30
7.4800,45.44
7.5000,53.89
7.5200,42.95
7.5400,54.09
7.5600,49.42
7.5800,47.13
7.6000,50.74
7.6200,50.79
7.6400,50.40
7.6600,40.01
7.6800,56.41
7.7000,46.91
7.7200,48.82
7.7400,46.05
7.7600,47.78
7.7800,58.00
7.8000,58.87
7.8200,58.42
7.8400,51.74
7.8600,55.88
7.8800,48.80
7.9000,50.45
7.9200,40.61
7.9400,50.80
7.9600,46.89
7.9800,55.75
8.0000,53.46
8.0200,48.63
8.0400,47.67
8.0600,45.83
8.0800,54.90
8.1000,41.75
8.1200,43.81
8.1400,53.85
8.1600,45.38
8.1800,50.14
8.2000,48.30
8.2200,58.54
8.2400,55.84
8.2600,54.73
8.2800,41.81
8.3000,39.14
8.3200,46.28
8.3400,51.73
8.3600,48.97
8.3800,49.26
8.4000,44.47
8.4200,55.54
8.4400,42.44
8.4600,44.00
8.4800,54.74
8.5000,57.69
8.5200,55.96
8.5400,55.02
8.5600,50.33
8.5800,54.79
8.6000,55.93
8.6200,49.71
8.6400,54.64
8.6600,41.85
8.6800,53.91
8.7000,60.61
8.7200,47.66
8.7400,58.93
8.7600,46.23
8.7800,41.36
8.8000,55.94
8.8200,52.85
8.8400,50.65
8.8600,44.44
8.8800,46.33
8.9000,50.04
8.9200,50.78
8.9400,44.23
8.9600,50.36
8.9800,41.18
9.0000,52.20
9.0200,48.79
9.0400,46.46
9.0600,52.69
9.0800,54.57
9.1000,50.76
9.1200,48.22
9.1400,55.20
9.1600,57.70
9.1800,46.57
9.2000,52.34
9.2200,48.41
9.2400,52.39
9.2600,46.26
9.2800,41.31
9.3000,47.70
9.3200,51.16
9.3400,53.37
9.3600,54.75
9.3800,55.00
9.4000,52.95
9.4200,47.42
9.4400,37.70
9.4600,54.41
9.4800,54.44
9.5000,53.15
9.5200,49.41
9.5400,43.95
9.5600,55.21
9.5800,37.86
9.6000,53.58
9.6200,51.36
9.6400,45.75
9.6600,45.41
9.6800,54.67
9.7000,51.83
9.7200,46.70
9.7400,40.52
9.7600,51.59
9.7800,47.03
9.8000,49.67
9.8200,52.59
9.8400,46.33
9.8600,53.69
9.8800,38.17
9.9000,51.00
9.9200,50.84
9.9400,52.60
9.9600,57.36
9.9800,60.49
10.0000,54.05
10.0200,51.24
10.0400,49.40
10.0600,49.38
10.0800,53.15
10.1000,47.22
10.1200,44.90
10.1400,47.68
10.1600,43.59
10.1800,49.13
10.2000,50.37
10.2200,49.75
10.2400,50.67
10.2600,61.53
10.2800,56.79
10.3000,52.19
10.3200,49.90
10.3400,53.94
10.3600,44.24
10.3800,45.42
10.4000,44.57
10.4200,54.37
10.4400,57.46
10.4600,49.46
10.4800,50.69
10.5000,53.86
10.5200,49.06
10.5400,49.03
10.5600,50.31
10.5800,50.75
10.6000,50.84
10.6200,60.87
10.6400,48.77
10.6600,50.27
10.6800,51.92
10.7000,49.77
10.7200,46.57
10.7400,53.80
10.7600,55.28
10.7800,52.77
10.8000,52.47
10.8200,45.50
10.8400,55.77
10.8600,41.45
10.8800,49.50
10.9000,54.32
10.9200,49.25
10.9400,61.98
10.9600,49.28
10.9800,53.91
11.0000,48.65
11.0200,41.99
11.0400,51.67
11.0600,52.53
11.0800,46.60
11.1000,38.85
11.1200,65.53
11.1400,54.07
11.1600,60.79
11.1800,55.02
11.2000,59.84
11.2200,53.65
11.2400,55.06
11.2600,57.63
11.2800,49.10
11.3000,53.44
11.3200,53.52
11.3400,47.22
11.3600,51.10
11.3800,52.74
11.4000,49.13
11.4200,57.47
11.4400,50.92
11.4600,53.14
11.4800,51.93
11.5000,49.63
11.5200,60.10
11.5400,60.14
11.5600,54.49
11.5800,50.88
11.6000,45.30
11.6200,51.94
11.6400,52.76
11.6600,51.84
11.6800,46.05
11.7000,52.51
11.7200,55.87
11.7400,54.12
11.7600,39.90
11.7800,47.62
11.8000,56.32
11.8200,50.39
11.8400,50.76
11.8600,56.94
11.8800,58.68
11.9000,56.81
11.9200,52.29
11.9400,48.91
11.9600,56.42
11.9800,59.33
12.0000,52.89
12.0200,51.84
12.0400,50.80
12.0600,42.43
12.0800,49.24
12.1000,46.34
12.1200,55.38
12.1400,55.10
12.1600,53.56
12.1800,59.57
12.2000,46.11
12.2200,63.62
12.2400,57.06
12.2600,54.62
12.2800,61.24
12.3000,60.73
12.3200,57.80
12.3400,55.32
12.3600,51.30
12.3800,50.69
12.4000,59.80
12.4200,44.40
12.4400,55.84
12.4600,59.11
12.4800,62.71
12.5000,49.11
12.5200,55.53
12.5400,55.76
12.5600,55.28
12.5800,64.02
12.6000,59.95
12.6200,54.05
12.6400,43.61
12.6600,57.21
12.6800,58.06
12.7000,53.38
12.7200,56.59
12.7400,63.57
12.7600,53.72
12.7800,50.43
12.8000,58.01
12.8200,64.57
12.8400,58.03
12.8600,60.00
12.8800,59.81
12.9000,49.78
12.9200,41.79
12.9400,52.95
12.9600,52.58
12.9800,58.08
13.0000,59.94
13.0200,53.90
13.0400,53.63
13.0600,54.96
13.0800,63.75
13.1000,60.79
13.1200,54.67
13.1400,61.61
13.1600,59.69
13.1800,56.43
13.2000,57.18
13.2200,62.49
13.2400,55.55
13.2600,55.29
13.2800,63.52
13.3000,56.88
13.3200,49.69
13.3400,59.01
13.3600,63.27
13.3800,56.03
13.4000,61.96
13.4200,53.46
13.4400,57.90
13.4600,59.90
13.4800,51.73
13.5000,51.11
13.5200,54.79
13.5400,55.56
13.5600,60.41
13.5800,57.01
13.6000,58.04
13.6200,60.05
13.6400,53.88
13.6600,68.19
13.6800,62.84
13.7000,46.08
13.7200,61.21
13.7400,58.17
13.7600,55.25
13.7800,56.60
13.8000,58.50
13.8200,58.94
13.8400,53.93
13.8600,62.27
13.8800,60.73
13.9000,51.02
13.9200,58.15
13.9400,65.95
13.9600,65.20
13.9800,52.48
14.0000,70.73
14.0200,63.55
14.0400,60.73
14.0600,55.83
14.0800,55.19
14.1000,59.52
14.1200,62.66
14.1400,61.94
14.1600,58.77
14.1800,63.88
14.2000,56.57
14.2200,67.61
14.2400,56.42
14.2600,65.45
14.2800,64.45
14.3000,60.17
14.3200,64.93
14.3400,62.54
14.3600,62.94
14.3800,65.22
14.4000,67.31
14.4200,66.81
14.4400,63.09
14.4600,55.27
14.4800,67.13
14.5000,72.23
14.5200,58.10
14.5400,63.55
14.5600,64.06
14.5800,58.87
14.6000,64.44
14.6200,64.63
14.6400,70.50
14.6600,57.56
14.6800,57.54
14.7000,64.85
14.7200,72.17
14.7400,67.63
14.7600,74.69
14.7800,63.02
14.8000,72.60
14.8200,70.20
14.8400,63.39
14.8600,76.64
14.8800,60.81
14.9000,62.82
14.9200,69.98
14.9400,70.73
14.9600,65.90
14.9800,63.09
15.0000,71.86
15.0200,68.43
15.0400,71.64
15.0600,68.91
15.0800,61.49
15.1000,68.82
15.1200,69.83
15.1400,67.25
15.1600,67.53
15.1800,72.96
15.2000,71.73
15.2200,63.76
15.2400,72.79
15.2600,69.84
15.2800,72.25
15.3000,62.36
15.3200,70.57
15.3400,70.81
15.3600,66.96
15.3800,64.28
15.4000,59.00
15.4200,71.26
15.4400,64.23
15.4600,73.23
15.4800,75.05
15.5000,74.33
15.5200,75.51
15.5400,70.79
15.5600,72.55
15.5800,76.58
15.6000,73.90
15.6200,68.44
15.6400,67.26
15.6600,74.30
15.6800,73.18
15.7000,64.77
15.7200,69.65
15.7400,67.60
15.7600,69.79
15.7800,73.92
15.8000,79.07
15.8200,79.16
15.8400,86.49
15.8600,82.04
15.8800,75.46
15.9000,72.18
15.9200,73.49
15.9400,70.39
15.9600,73.62
15.9800,74.85
16.0000,80.26
16.0200,69.72
16.0400,73.23
16.0600,82.89
16.0800,81.44
16.1000,81.38
16.1200,77.14
16.1400,78.16
16.1600,78.26
16.1800,83.76
16.2000,74.84
16.2200,80.71
16.2400,92.15
16.2600,79.70
16.2800,82.88
16.3000,78.06
16.3200,90.97
16.3400,82.35
16.3600,76.26
16.3800,81.86
16.4000,89.65
16.4200,80.45
16.4400,78.22
16.4600,83.39
16.4800,74.00
16.5000,80.67
16.5200,86.48
16.5400,89.46
16.5600,81.17
16.5800,87.44
16.6000,95.33
16.6200,89.04
16.6400,82.56
16.6600,82.89
16.6800,89.92
16.7000,91.65
16.7200,87.05
16.7400,83.68
16.7600,78.44
16.7800,86.01
16.8000,81.17
16.8200,87.88
16.8400,81.46
16.8600,86.97
16.8800,96.07
16.9000,81.51
16.9200,86.94
16.9400,90.45
16.9600,88.11
16.9800,100.97
17.0000,87.92
17.0200,88.03
17.0400,96.89
17.0600,85.92
17.0800,97.07
17.1000,91.27
17.1200,93.84
17.1400,92.70
17.1600,91.19
17.1800,86.49
17.2000,94.65
17.2200,88.20
17.2400,92.59
17.2600,99.56
17.2800,91.68
17.3000,90.98
17.3200,98.25
17.3400,96.28
17.3600,89.80
17.3800,102.29
17.4000,93.33
17.4200,102.69
17.4400,97.62
17.4600,97.88
17.4800,107.82
17.5000,103.09
17.5200,98.54
17.5400,110.39
17.5600,101.77
17.5800,102.88
17.6000,108.85
17.6200,103.97
17.6400,107.01
17.6600,113.94
17.6800,120.75
17.7000,124.64
17.7200,135.26
17.7400,161.91
17.7600,191.09
17.7800,217.47
17.8000,259.66
17.8200,302.44
17.8400,357.21
17.8600,411.60
17.8800,471.67
17.9000,519.49
17.9200,589.57
17.9400,644.87
17.9600,679.86
17.9800,697.39
18.0000,705.88
18.0200,708.75
18.0400,677.38
18.0600,633.40
18.0800,597.99
18.1000,534.75
18.1200,478.61
18.1400,415.90
18.1600,365.80
18.1800,315.71
18.2000,267.53
18.2200,228.31
18.2400,189.62
18.2600,174.75
18.2800,157.93
18.3000,145.48
18.3200,136.92
18.3400,135.77
18.3600,122.94
18.3800,116.34
18.4000,120.23
18.4200,115.79
18.4400,123.77
18.4600,120.75
18.4800,122.55
18.5000,126.45
18.5200,125.44
18.5400,126.50
18.5600,116.59
18.5800,118.47
18.6000,126.51
18.6200,119.82
18.6400,129.49
18.6600,122.88
18.6800,123.33
18.7000,126.82
18.7200,127.94
18.7400,124.25
18.7600,124.44
18.7800,133.51
18.8000,127.43
18.8200,137.77
18.8400,127.96
18.8600,131.60
18.8800,128.52
18.9000,128.61
18.9200,133.84
18.9400,128.54
18.9600,126.44
18.9800,134.14
19.0000,134.83
19.0200,133.86
19.0400,140.26
19.0600,141.56
19.0800,138.57
19.1000,141.46
19.1200,138.89
19.1400,129.76
19.1600,141.32
19.1800,143.82
19.2000,134.52
19.2200,133.50
19.2400,144.74
19.2600,136.45
19.2800,146.41
19.3000,144.41
19.3200,146.21
19.3400,150.94
19.3600,143.73
19.3800,148.25
19.4000,139.37
19.4200,146.87
19.4400,155.09
19.4600,146.11
19.4800,139.35
