temperature,instantaneous_cte,thermal_strain,length_change_percent
25,20.865191261331184,0,0
26,20.519973375336537,0,0
27,20.37712916485249,0,0
28,21.582889161669087,0,0
29,21.642610655606592,0,0
30,20.898632388750723,0,0
31,20.922859492014457,0,0
32,21.13964028096084,0,0
33,21.151424462477905,0,0
34,20.722847739330323,0,0
35,20.989102430649414,0,0
36,21.124598709373988,0,0
37,21.77148125265964,0,0
38,20.042642514579207,0,0
39,21.796423165024887,0,0
40,21.27879354887188,0,0
41,21.343162284049836,0,0
42,22.065768673116956,0,0
43,20.536397633776176,0,0
44,21.455981500301938,0,0
45,20.880446729103966,0,0
46,21.73732304186248,0,0
47,20.77656647165945,0,0
48,20.34422507619325,0,0
49,20.838451245999295,0,0
50,22.31680499205848,0,0
51,21.08510769833481,0,0
52,21.155806158043454,0,0
53,21.137433956206575,0,0
54,21.47296796448046,0,0
55,21.31732504354339,0,0
56,21.569220273342307,0,0
57,21.063993682973027,0,0
58,20.502651802788552,0,0
59,21.09741940433847,0,0
60,21.101489528683118,0,0
61,21.595585680606263,0,0
62,20.119053494737134,0,0
63,21.019392157916695,0,0
64,21.275843516999284,0,0
65,20.59486279823855,0,0
66,22.138633448423573,0,0
67,21.585131104003576,0,0
68,21.650994526527533,0,0
69,21.63462583706992,0,0
70,21.46369056476417,0,0
71,21.722549165319357,0,0
72,21.395242378888888,0,0
73,20.86013892876742,0,0
74,20.89679869420846,0,0
75,21.457554018014143,0,0
76,21.381794996561332,0,0
77,21.282569299910467,0,0
78,21.772100701168565,0,0
79,20.966566048839354,0,0
80,21.446532435794484,0,0
81,21.236116556600003,0,0
82,21.40618744142969,0,0
83,21.656504696312506,0,0
84,22.332072867525902,0,0
85,21.321292490331352,0,0
86,22.183960408090886,0,0
87,20.507845348944002,0,0
88,21.24455707934521,0,0
89,21.85462694849414,0,0
90,21.212521260099845,0,0
91,20.944009305206468,0,0
92,21.7583846976912,0,0
93,21.22045032885286,0,0
94,21.821564455692368,0,0
95,21.421854472824652,0,0
96,21.87420774869314,0,0
97,22.144047083956895,0,0
98,21.72314727037328,0,0
99,21.653593241217255,0,0
100,21.328322637852537,0,0
101,21.67601344790675,0,0
102,21.688513820806527,0,0
103,22.480295725026213,0,0
104,22.659840025629187,0,0
105,21.821617555900385,0,0
106,21.311225089494897,0,0
107,21.589189082230664,0,0
108,22.065479565224912,0,0
109,21.729619228108117,0,0
110,21.754659156664964,0,0
111,22.552995925021705,0,0
112,21.508921006955074,0,0
113,21.75272353738481,0,0
114,21.84132463185586,0,0
115,21.810501732897453,0,0
116,21.64623217935967,0,0
117,20.829045209572044,0,0
118,22.797509896589276,0,0
119,22.51474845427012,0,0
120,22.569502026695048,0,0
121,21.93932452568053,0,0
122,21.460550207920697,0,0
123,21.935613980435754,0,0
124,21.65122182810821,0,0
125,22.29987521120384,0,0
126,22.385513889657965,0,0
127,21.858961485800645,0,0
128,21.83962610428164,0,0
129,21.33793657858936,0,0
130,21.089434575890422,0,0
131,22.69589753763484,0,0
132,21.89613999853225,0,0
133,21.798605258195867,0,0
134,21.48451320658092,0,0
135,21.437144297920753,0,0
136,22.704519416671666,0,0
137,22.915960978843298,0,0
138,21.977048342255138,0,0
139,21.77068238534683,0,0
140,22.545086532910933,0,0
141,21.700928259314693,0,0
142,21.98460957847352,0,0
143,23.133339201728838,0,0
144,21.71915226895537,0,0
145,21.562801759059134,0,0
146,22.34763426644005,0,0
147,22.657118248967432,0,0
148,22.018701661462107,0,0
149,21.62695346668598,0,0
150,21.34410029586592,0,0
151,22.777997631871266,0,0
152,22.694303130072264,0,0
153,22.247122851562384,0,0
154,22.81057338868204,0,0
155,22.263596562701867,0,0
156,23.174822694163097,0,0
157,22.66149073011141,0,0
158,21.813967266192726,0,0
159,22.746399476331707,0,0
160,22.407234551463823,0,0
161,22.074929877665927,0,0
162,23.18444201044121,0,0
163,22.62279583430175,0,0
164,22.434614300642412,0,0
165,22.170145120554984,0,0
166,23.22911628629109,0,0
167,21.97664034604166,0,0
168,22.272784350435767,0,0
169,21.725660225721455,0,0
170,22.96176340560348,0,0
171,22.132694163591097,0,0
172,22.570399193121485,0,0
173,22.480865617729027,0,0
174,21.52019613602338,0,0
175,22.60598117506447,0,0
176,21.87859596827737,0,0
177,22.444433521586483,0,0
178,22.773247192627498,0,0
179,22.767214354443023,0,0
180,22.236548505929722,0,0
181,22.72346787000922,0,0
182,23.606979932123966,0,0
183,23.895823794169775,0,0
184,22.380370284205505,0,0
185,22.921916997044942,0,0
186,22.419789369133476,0,0
187,23.273358959167066,0,0
188,23.12139261492908,0,0
189,23.531149873230497,0,0
190,22.193544155677504,0,0
191,22.30666516477261,0,0
192,23.017754267770464,0,0
193,22.583820650257625,0,0
194,22.868771810347713,0,0
195,21.72033312246965,0,0
196,23.06942490818308,0,0
197,22.982908820699652,0,0
198,22.791142056845423,0,0
199,23.290063301877957,0,0
200,23.105915927904984,0,0
201,23.98936220091773,0,0
202,23.048829265094977,0,0
203,23.434147307650743,0,0
204,22.674769050198837,0,0
205,22.316615472628026,0,0
206,23.28869819841631,0,0
207,22.074061442449274,0,0
208,23.78047979806599,0,0
209,23.338867237352073,0,0
210,22.050402832200984,0,0
211,23.60549327376568,0,0
212,23.055531755091,0,0
213,23.12546543349907,0,0
214,23.562745481017057,0,0
215,23.274402368845887,0,0
216,23.06266188167427,0,0
217,23.21681599333183,0,0
218,22.422507837480396,0,0
219,23.64538936906568,0,0
220,23.48015240962633,0,0
221,23.235895927610102,0,0
222,23.653829321333703,0,0
223,22.954394905806506,0,0
224,23.063441230976785,0,0
225,22.685576783953326,0,0
226,22.653573564734852,0,0
227,23.096988275649203,0,0
228,23.341476317836527,0,0
229,24.36873507323857,0,0
230,23.968197715340818,0,0
231,23.514055596895695,0,0
232,22.658485787959986,0,0
233,22.605107023059173,0,0
234,22.733301774246257,0,0
235,24.09125234026432,0,0
236,23.33276885579719,0,0
237,23.232866326122274,0,0
238,23.99727235351264,0,0
239,23.882775640180565,0,0
240,23.14069206626005,0,0
241,23.660914601387564,0,0
242,23.325651249282128,0,0
243,23.8448956820108,0,0
244,23.266918705620444,0,0
245,23.317570226475148,0,0
246,23.35139811063727,0,0
247,23.300457070841777,0,0
248,24.087320792054946,0,0
249,23.667510105234857,0,0
250,23.669572207876467,0,0
251,23.685776550016296,0,0
252,24.038932916326026,0,0
253,23.418917251340073,0,0
254,23.370092151513784,0,0
255,23.454428779066053,0,0
256,22.757928332595412,0,0
257,24.429372930720227,0,0
258,22.526938603281142,0,0
259,23.744225932729407,0,0
260,23.629032447421075,0,0
261,23.508578106051825,0,0
262,23.11302662127753,0,0
263,24.004708204190766,0,0
264,23.662967522013616,0,0
265,24.1869529374022,0,0
266,23.72200171455636,0,0
267,23.739435691828337,0,0
268,22.621025578766517,0,0
269,23.28311744698322,0,0
270,24.044509534496907,0,0
271,23.81025427340274,0,0
272,24.348700365809677,0,0
273,23.605205450275594,0,0
274,23.15327759021454,0,0
275,23.299169925744973,0,0
276,23.970647103054063,0,0
277,24.10045399405582,0,0
278,24.25337045284134,0,0
279,22.790935312489502,0,0
280,22.925119020892435,0,0
281,23.628870548804738,0,0
282,23.606565192491054,0,0
283,23.771040781260755,0,0
284,23.12163673525924,0,0
285,24.284009296944806,0,0
286,23.621187870400973,0,0
287,24.016255207458073,0,0
288,23.45982924670933,0,0
289,23.611529977570278,0,0
290,24.276292822302434,0,0
291,23.467763324115793,0,0
292,24.31024593221704,0,0
293,23.7882138829274,0,0
294,23.847198001662743,0,0
295,22.877579905445504,0,0
296,23.300650447675128,0,0
297,24.417838118598493,0,0
298,23.745304207320107,0,0
299,23.321581025088708,0,0
300,23.420514816677013,0,0
301,23.219735413449673,0,0
302,24.28165731407764,0,0
303,23.979314946024786,0,0
304,23.858624704238252,0,0
305,23.781113763052574,0,0
306,23.526420818289353,0,0
307,24.005380881779974,0,0
308,23.668175074661345,0,0
309,23.32783356936783,0,0
310,23.732954322558157,0,0
311,24.592629163231503,0,0
312,23.895598605643528,0,0
313,24.219806193738183,0,0
314,23.4023933841469,0,0
315,24.305910724306646,0,0
316,23.998422805904987,0,0
317,24.642827053747848,0,0
318,23.589528494828375,0,0
319,23.955557342713476,0,0
320,24.57708539420792,0,0
