temperature,instantaneous_cte,thermal_strain,length_change_percent
25,21.186197581861993,0,0
26,20.90328327089087,0,0
27,20.54642382149947,0,0
28,21.223435238695934,0,0
29,21.02730731337264,0,0
30,21.116731449984943,0,0
31,20.663493538784135,0,0
32,20.636861434702055,0,0
33,20.820130888585652,0,0
34,20.412898096260633,0,0
35,21.34155256578437,0,0
36,20.711701071028244,0,0
37,21.417834711825634,0,0
38,21.717326468380232,0,0
39,21.345100875611386,0,0
40,21.0622888047912,0,0
41,20.703427697957427,0,0
42,19.843090971923953,0,0
43,21.582996375553833,0,0
44,21.144012744320396,0,0
45,20.33796470753871,0,0
46,21.510588776312137,0,0
47,21.296651743383006,0,0
48,21.199634597004664,0,0
49,21.622367937676714,0,0
50,20.57202146264043,0,0
51,21.549578472816957,0,0
52,20.555799927837246,0,0
53,21.681060047587266,0,0
54,21.285528022617605,0,0
55,21.90544566841012,0,0
56,21.68290885854595,0,0
57,21.466623063237627,0,0
58,21.67850379732609,0,0
59,20.576294394304156,0,0
60,21.31776103255668,0,0
61,22.126340270450576,0,0
62,21.50782308331635,0,0
63,21.856230278434587,0,0
64,21.564375310365705,0,0
65,21.30205125696156,0,0
66,21.72702553115755,0,0
67,21.723538082817697,0,0
68,20.76130899539036,0,0
69,21.15786862512793,0,0
70,21.440633587849003,0,0
71,21.238654986238828,0,0
72,21.57634163904903,0,0
73,21.887729935305728,0,0
74,21.363152452783293,0,0
75,20.93523646530361,0,0
76,21.852827354474698,0,0
77,21.56918459895162,0,0
78,21.61968415044718,0,0
79,21.489019508642226,0,0
80,21.397153078219894,0,0
81,22.24795820347693,0,0
82,21.68157909535783,0,0
83,21.939329995495378,0,0
84,21.18437774300176,0,0
85,22.118971055595757,0,0
86,22.321695610142392,0,0
87,21.95506998941709,0,0
88,22.479045063868252,0,0
89,21.61930640419443,0,0
90,21.39740940192789,0,0
91,22.032471350078634,0,0
92,21.760678735878795,0,0
93,22.480855768198037,0,0
94,21.18404368335523,0,0
95,21.851939026824976,0,0
96,22.350264992258207,0,0
97,21.507013446599007,0,0
98,22.222837702395235,0,0
99,21.369984854747972,0,0
100,21.654286893546253,0,0
101,22.100553267602447,0,0
102,22.194013060924128,0,0
103,21.50110831852185,0,0
104,21.319895868931265,0,0
105,21.589143459991835,0,0
106,22.55356705260188,0,0
107,22.645630961832868,0,0
108,21.563204192461495,0,0
109,22.36130917713284,0,0
110,21.85980864141767,0,0
111,21.39690286528691,0,0
112,21.65215672615741,0,0
113,22.564104997592782,0,0
114,21.6576031195264,0,0
115,22.364321159973166,0,0
116,22.111322562069784,0,0
117,21.499376049929165,0,0
118,22.096491478023616,0,0
119,22.07095972178628,0,0
120,22.12215003081455,0,0
121,22.200544242370302,0,0
122,23.399408598591403,0,0
123,22.643835616633634,0,0
124,22.34869455034171,0,0
125,22.173069280059064,0,0
126,21.914910897725083,0,0
127,22.043929311508037,0,0
128,22.134694478964544,0,0
129,21.306105244689167,0,0
130,22.719366841869782,0,0
131,21.83361064989134,0,0
132,22.75084980519343,0,0
133,22.338895244080298,0,0
134,21.80767512889242,0,0
135,22.865894432842726,0,0
136,21.54066935013276,0,0
137,21.60698657184251,0,0
138,22.51903967878963,0,0
139,22.951483028130504,0,0
140,22.030912184889967,0,0
141,22.179786711001956,0,0
142,21.891805022384126,0,0
143,22.254521522110206,0,0
144,21.346501271183946,0,0
145,22.434091530280735,0,0
146,21.451915769898214,0,0
147,21.698077987581524,0,0
148,22.307893503754034,0,0
149,22.600886232566417,0,0
150,21.885465212134513,0,0
151,21.2504055073332,0,0
152,21.907106444172424,0,0
153,22.212580041087083,0,0
154,22.420330245960486,0,0
155,21.63634272439728,0,0
156,22.651450846731706,0,0
157,22.679728953110924,0,0
158,22.301568421214597,0,0
159,21.948310777951317,0,0
160,21.558658969995726,0,0
161,22.241468048782394,0,0
162,22.601662992474193,0,0
163,22.690839042511712,0,0
164,22.392436100988757,0,0
165,22.096247452055927,0,0
166,22.653744504303596,0,0
167,22.844844431798805,0,0
168,23.41805608777268,0,0
169,23.031554904832092,0,0
170,21.633089503412613,0,0
171,22.770120345246866,0,0
172,21.867361338759252,0,0
173,22.850151611734223,0,0
174,22.662333368774448,0,0
175,22.261593033985296,0,0
176,23.163356503537432,0,0
177,23.435082762978237,0,0
178,22.64267783722574,0,0
179,22.499686982297202,0,0
180,22.57308854700381,0,0
181,22.8947843622991,0,0
182,22.40784589746381,0,0
183,22.641725744451687,0,0
184,23.300538832244374,0,0
185,22.333357482666088,0,0
186,22.92713975918717,0,0
187,21.795311486586236,0,0
188,21.449688933104795,0,0
189,22.87172342488774,0,0
190,23.010864817771854,0,0
191,23.81928981547439,0,0
192,22.56272593224562,0,0
193,22.988201133232224,0,0
194,23.14982300378435,0,0
195,23.625842499883074,0,0
196,22.180405468988354,0,0
197,22.518617746940606,0,0
198,21.9651235991919,0,0
199,22.920572924430907,0,0
200,23.58356056559376,0,0
201,23.24020560900644,0,0
202,22.96341901104519,0,0
203,22.146259382605447,0,0
204,22.31423577136569,0,0
205,22.60872806432631,0,0
206,22.292362017388605,0,0
207,22.170376256426735,0,0
208,21.950407361151402,0,0
209,22.972055110768203,0,0
210,22.76637840805873,0,0
211,23.60009641009901,0,0
212,23.120861119725504,0,0
213,22.169533137161665,0,0
214,22.56439866148537,0,0
215,23.156617238309593,0,0
216,22.623782003567985,0,0
217,23.713967378742137,0,0
218,23.439455166608603,0,0
219,22.975944796853813,0,0
220,22.737792379250585,0,0
221,23.65398530867087,0,0
222,23.49022076053694,0,0
223,23.261260305446026,0,0
