temperature,instantaneous_cte,thermal_strain,length_change_percent
25,12.975015693082778,0,0
26,12.173280640819186,0,0
27,12.413512748699889,0,0
28,12.031280102155478,0,0
29,12.883675764996825,0,0
30,12.21687001399354,0,0
31,13.249644023814325,0,0
32,12.473398756552044,0,0
33,11.43580524802631,0,0
34,12.37235520795636,0,0
35,12.13491508775015,0,0
36,12.640071032090702,0,0
37,11.75872802371692,0,0
38,11.497227862983781,0,0
39,12.172858802460258,0,0
40,12.545710727338948,0,0
41,12.174004875288627,0,0
42,11.452114488643213,0,0
43,12.082053326855794,0,0
44,11.88078911006082,0,0
45,11.217477282293876,0,0
46,12.533538173168248,0,0
47,12.652550341333237,0,0
48,12.433109646186718,0,0
49,11.854438797467752,0,0
50,12.29253293791706,0,0
51,13.251160104755915,0,0
52,12.839494269131636,0,0
53,11.479874801306574,0,0
54,13.094420192329356,0,0
55,12.20958010526422,0,0
56,12.967774402593147,0,0
57,12.143114644269712,0,0
58,11.161806286701397,0,0
59,11.468520436285509,0,0
60,12.827753095224237,0,0
61,11.718860858922481,0,0
62,11.737090734931044,0,0
63,12.141812113481182,0,0
64,11.717196520217351,0,0
65,11.619496248396015,0,0
66,12.292778278636836,0,0
67,12.44971524857127,0,0
68,11.693259071513285,0,0
69,12.302675742113895,0,0
70,12.37593715482038,0,0
71,12.375208151441884,0,0
72,11.827301790621137,0,0
73,12.15007555280115,0,0
74,11.511931305415668,0,0
75,12.404061967826843,0,0
76,13.148598395621876,0,0
77,12.075540195071161,0,0
78,12.752411395961436,0,0
79,13.21214946359663,0,0
80,11.022473204631458,0,0
81,11.665194768215704,0,0
82,12.098914929991588,0,0
83,12.688084276085165,0,0
84,13.114173585255724,0,0
85,11.743488239469134,0,0
86,12.556298090960118,0,0
87,11.822542683577714,0,0
88,12.66957083617496,0,0
89,12.94461730192048,0,0
90,12.08178066010466,0,0
91,12.109286462033296,0,0
92,12.005994988119491,0,0
93,13.106690536247282,0,0
94,12.732748319397999,0,0
95,11.447433232493005,0,0
96,12.526708955552246,0,0
97,12.737589086744917,0,0
98,13.536633599548912,0,0
99,11.346112039129071,0,0
100,12.00848548905864,0,0
101,13.226353869918572,0,0
102,11.482790192906714,0,0
103,12.492680013023039,0,0
104,12.901052934013435,0,0
105,12.387082791300283,0,0
106,12.804250252925094,0,0
107,11.780663594805588,0,0
108,12.621554735727255,0,0
109,12.440054152172342,0,0
110,11.954199780770828,0,0
111,12.997150128130023,0,0
112,12.383268505388468,0,0
113,12.253453931318186,0,0
114,12.239868889754703,0,0
115,12.346546074322346,0,0
116,12.822231605580065,0,0
117,13.204297897391475,0,0
118,11.88816578308261,0,0
119,12.78605563529135,0,0
120,12.171001765152822,0,0
121,12.54910306836796,0,0
122,12.164900996468916,0,0
123,12.900965680258892,0,0
124,12.586008666184886,0,0
125,11.709982062765897,0,0
126,12.803148233156499,0,0
127,11.687575267652313,0,0
128,12.916372070557127,0,0
129,12.855973648017581,0,0
130,12.511945908746595,0,0
131,13.370036681289456,0,0
132,12.379011439107868,0,0
133,12.401355607624708,0,0
134,12.521642048079924,0,0
135,12.138031442737534,0,0
136,12.553811856549187,0,0
137,12.998184293656287,0,0
138,12.765069998243842,0,0
139,12.816566960590617,0,0
140,13.321383775607188,0,0
141,12.64138428663619,0,0
142,12.37013381044478,0,0
143,13.21543860973168,0,0
144,12.612341072214088,0,0
145,13.264468276930625,0,0
146,12.500047605022539,0,0
147,12.764776802198407,0,0
148,13.498714640125392,0,0
149,12.989102114270295,0,0
150,11.647558919989413,0,0
151,12.287682800016986,0,0
152,12.473122334640012,0,0
153,12.085650692472704,0,0
154,13.095289530802445,0,0
155,13.479500292162403,0,0
156,12.836222698553241,0,0
157,12.751811654358109,0,0
158,12.17115400195357,0,0
159,11.919457724520102,0,0
160,12.867308795112079,0,0
161,13.236102627088295,0,0
162,12.777445824178475,0,0
163,13.55855107685828,0,0
164,12.250241213732474,0,0
165,11.965642851220968,0,0
166,12.920646871154526,0,0
167,13.259517516894203,0,0
168,13.401146834310227,0,0
169,12.130583077210341,0,0
170,12.338373885412686,0,0
171,13.556411690599397,0,0
172,13.263434379242332,0,0
173,13.383151631043397,0,0
174,12.830928290280298,0,0
175,12.752639349814249,0,0
176,12.999914603244505,0,0
177,13.066971755450078,0,0
178,12.916093755979684,0,0
179,13.401611003391611,0,0
180,12.473068742546886,0,0
181,13.533039371088696,0,0
182,12.861267408607803,0,0
183,12.30934972733847,0,0
184,13.709579230692027,0,0
185,13.368678668850944,0,0
186,12.906637677429943,0,0
187,12.434362308215823,0,0
188,13.51654825729796,0,0
189,13.884122502322025,0,0
190,12.444533847307207,0,0
191,12.330805196035154,0,0
192,12.817083325376258,0,0
193,13.67548646654062,0,0
194,12.904474134848552,0,0
195,13.461740760284966,0,0
196,12.77801050607012,0,0
197,13.315178431818238,0,0
198,13.616752945318915,0,0
199,12.296048230882148,0,0
200,12.688270797881353,0,0
201,12.786795885372543,0,0
202,13.22975442200694,0,0
203,13.217408109229478,0,0
204,13.276982194969193,0,0
205,12.978976905987036,0,0
206,13.471129767143783,0,0
207,13.264842481536114,0,0
208,13.408454604836896,0,0
209,13.375105599703565,0,0
210,12.926484806149475,0,0
211,12.455348830435897,0,0
212,13.133744657955896,0,0
213,13.178662868985828,0,0
214,13.105727936043232,0,0
215,13.767645147301678,0,0
216,12.671678046951616,0,0
217,12.678121462493275,0,0
218,12.100103405914082,0,0
219,14.025039901066968,0,0
220,12.737584528947531,0,0
221,14.210911421582571,0,0
222,12.64568666242654,0,0
223,12.378727138897348,0,0
224,13.67374330465399,0,0
225,13.539845499965327,0,0
226,12.85244897694778,0,0
227,12.945471248997176,0,0
228,12.806749955941967,0,0
229,12.70072244672551,0,0
230,13.313125555132544,0,0
231,13.559351943860648,0,0
232,13.246182833299375,0,0
233,14.028617539713217,0,0
234,13.235014904619153,0,0
235,13.544612585297202,0,0
236,12.553135747271757,0,0
237,12.561756150276693,0,0
238,12.751722681384253,0,0
239,13.589110140503912,0,0
240,13.830598111479688,0,0
241,12.875785175519006,0,0
242,13.849250486253338,0,0
243,13.479530201678411,0,0
244,12.792785866450638,0,0
245,13.483696500598032,0,0
246,15.016942535833339,0,0
247,12.09036637911742,0,0
248,14.01533130170372,0,0
249,13.614512215873425,0,0
250,12.820593851464844,0,0
251,13.986365499694678,0,0
252,13.55039048525228,0,0
253,13.578554830179433,0,0
254,14.14672381820996,0,0
255,12.300869033998431,0,0
256,13.551065484528305,0,0
257,12.743031283110081,0,0
258,12.832911134429073,0,0
259,13.179716277036762,0,0
260,13.382960613042314,0,0
261,13.065729949497527,0,0
262,12.920432467388762,0,0
263,14.097831713566215,0,0
264,13.405912460142726,0,0
265,13.008203840004157,0,0
266,13.105238154774616,0,0
267,13.218380858878046,0,0
268,13.834169660256583,0,0
269,12.85103495092795,0,0
270,12.8355102148695,0,0
271,13.305092011998719,0,0
272,13.052696044134741,0,0
273,13.523725448534964,0,0
274,12.7650639316033,0,0
275,14.300018443538033,0,0
276,13.51452788324965,0,0
277,13.341044025810437,0,0
278,13.144006853610744,0,0
279,13.83512812715288,0,0
280,12.908280025441247,0,0
281,14.29692329947933,0,0
282,14.312690936075004,0,0
283,13.515260426523705,0,0
284,13.246991468276399,0,0
285,13.26115395617744,0,0
286,13.286051798699136,0,0
287,14.378690607021403,0,0
288,13.535593074855033,0,0
289,13.302666490470664,0,0
290,13.397417090528768,0,0
291,13.857574674589497,0,0
292,14.00996243171623,0,0
293,14.428608508325281,0,0
294,13.650500882619914,0,0
295,13.898547015787122,0,0
296,14.485826163188863,0,0
297,13.81864533692858,0,0
298,13.45786617508879,0,0
299,12.935556175887353,0,0
300,13.260423062694796,0,0
301,12.943592259247627,0,0
302,13.442237137074644,0,0
303,12.696724328730257,0,0
304,13.411671207025837,0,0
305,13.168304599536185,0,0
306,14.256877745598644,0,0
307,12.942376112974678,0,0
308,14.328945704375808,0,0
309,13.950507925370184,0,0
310,13.333970248113799,0,0
311,13.948733692898656,0,0
312,13.912020146401256,0,0
313,13.996504166311325,0,0
314,13.04363549935378,0,0
315,13.484318354170243,0,0
316,14.152831560539978,0,0
317,13.563526242928226,0,0
318,14.144787899287806,0,0
319,13.729873186971608,0,0
320,14.388087860158276,0,0
321,15.151506808699732,0,0
322,13.12542923600921,0,0
323,14.247972684210083,0,0
324,13.669387931791093,0,0
325,13.833174922665645,0,0
326,13.944464704783842,0,0
327,13.546895716641691,0,0
328,14.044282971070395,0,0
329,14.00491084601558,0,0
330,13.018511079641948,0,0
331,13.15681633552757,0,0
332,14.126537340910854,0,0
333,14.202118883296787,0,0
334,13.47358280318922,0,0
335,14.136979068878736,0,0
336,14.0088865805926,0,0
337,13.694353529425317,0,0
338,13.115015256092514,0,0
339,14.048951872978856,0,0
340,13.329933967709191,0,0
341,14.29079077210219,0,0
342,13.245731446983301,0,0
343,14.950491729230492,0,0
344,13.211467147601583,0,0
345,14.166240685505924,0,0
346,14.091195701047164,0,0
347,14.401852067260903,0,0
348,14.979169005256566,0,0
349,13.15516037828338,0,0
350,13.409878818437187,0,0
351,14.053137073836492,0,0
352,14.496962302818025,0,0
353,13.371734045497888,0,0
354,13.334933952792172,0,0
355,14.026227952064126,0,0
356,15.02652381413604,0,0
357,14.199218513996062,0,0
358,14.056450756056954,0,0
359,13.271341485139313,0,0
360,13.854918283149098,0,0
361,14.054741284748294,0,0
362,14.402065143662705,0,0
363,14.38530940024792,0,0
364,14.318194383496772,0,0
365,14.153466977342607,0,0
366,15.379503523575275,0,0
367,14.843239529310402,0,0
368,14.301444534503364,0,0
369,13.943098090777761,0,0
370,13.854145884204376,0,0
371,13.363216828325905,0,0
372,13.715130682425531,0,0
373,15.243337406668022,0,0
374,14.827619069105257,0,0
375,12.614767142326036,0,0
376,14.760208694010482,0,0
377,13.505621632027166,0,0
378,14.580629232616175,0,0
379,14.7112470965718,0,0
380,14.512612231451419,0,0
381,15.201268256682534,0,0
382,14.471487866119682,0,0
383,13.76371021097753,0,0
384,13.467477297245088,0,0
385,14.280484640475144,0,0
386,14.247230750537444,0,0
387,14.726322139207978,0,0
388,14.350757780091044,0,0
389,14.607222770138025,0,0
390,14.507751001425985,0,0
391,13.683922414264504,0,0
392,13.860438697381692,0,0
393,14.471831326197048,0,0
394,15.031745428242163,0,0
395,13.84378455282876,0,0
396,13.693835185181863,0,0
397,14.13357248056233,0,0
398,14.003905499134573,0,0
399,14.107174612247464,0,0
400,14.67790144714989,0,0
401,13.788215113690626,0,0
402,15.223860065843947,0,0
403,14.799608715535582,0,0
404,14.388412667465568,0,0
405,13.651036001770299,0,0
406,13.279895662390436,0,0
407,14.053131996485194,0,0
408,14.244436095215047,0,0
409,13.796379231182934,0,0
410,14.682197119591706,0,0
411,14.245729422069486,0,0
412,14.386785180227752,0,0
413,14.687805997564729,0,0
414,13.783233206236003,0,0
415,14.056282898747776,0,0
416,14.755894168421147,0,0
417,13.784636726584903,0,0
418,15.176940819780715,0,0
419,13.971172187237347,0,0
420,14.207181101572168,0,0
421,14.79218700521781,0,0
422,15.039212903209997,0,0
423,13.951037946650686,0,0
424,14.330265059774424,0,0
425,14.516072154881464,0,0
426,15.048727381980495,0,0
427,14.508211999156531,0,0
428,15.101465073334866,0,0
429,15.181636979985084,0,0
430,15.61060049303495,0,0
431,15.265191821253886,0,0
432,15.060124081896499,0,0
433,14.89267258131899,0,0
434,15.569150612313164,0,0
435,15.346256423999774,0,0
436,15.474009643341013,0,0
437,15.86829130599832,0,0
438,16.421675883172618,0,0
439,16.009599934306376,0,0
440,15.511040068532864,0,0
441,15.407009302756244,0,0
442,15.39567489904942,0,0
443,16.283593844396272,0,0
444,14.851813288949067,0,0
445,15.044462757262599,0,0
446,15.359130487348276,0,0
447,15.012985664039363,0,0
448,14.926148629685398,0,0
449,14.803168813876704,0,0
450,15.983097027735035,0,0
451,15.72360204939732,0,0
452,15.88788636433588,0,0
453,15.237048360206387,0,0
454,16.37679144580077,0,0
455,15.957692137125058,0,0
456,15.018396816550364,0,0
457,15.443129323227248,0,0
458,16.191879935005613,0,0
459,14.95171676677706,0,0
460,15.714094292650419,0,0
461,15.31254576857376,0,0
462,16.41534286173228,0,0
463,16.047708528257715,0,0
464,14.889919921709128,0,0
465,15.737704539599054,0,0
466,16.10753959359593,0,0
467,15.808340324522531,0,0
468,16.372819120213496,0,0
469,16.375975963531886,0,0
470,16.619791897387536,0,0
471,15.512750605041617,0,0
472,15.274798844287163,0,0
473,15.526818237164777,0,0
474,15.76155806792294,0,0
475,13.944936197185848,0,0
476,14.757125584678224,0,0
477,15.052120110253018,0,0
478,14.761341374653817,0,0
479,14.948639169089807,0,0
480,14.500436731871865,0,0
481,14.913065947266436,0,0
482,14.59045084559546,0,0
483,14.877968887859195,0,0
484,14.341202991555592,0,0
485,13.938545390243155,0,0
486,14.817471813370975,0,0
487,15.315807943122827,0,0
488,14.800752423901057,0,0
489,14.782147928204093,0,0
490,14.787332446767508,0,0
491,13.645088653763192,0,0
492,15.072548332482755,0,0
493,15.091005333995128,0,0
494,14.10958212087207,0,0
495,14.730912925740062,0,0
496,15.339557116244173,0,0
497,14.55505898212973,0,0
498,15.004948120423174,0,0
499,14.693490669725,0,0
500,15.126572111525624,0,0
501,15.170844205764084,0,0
502,15.21003909355427,0,0
503,14.632030270749212,0,0
504,15.189607795758995,0,0
505,14.7348994806545,0,0
506,14.996750745627198,0,0
507,15.09481547272045,0,0
508,15.1369171988152,0,0
509,14.718885520367195,0,0
510,15.232884711177524,0,0
511,15.21330649794513,0,0
512,15.410323669339927,0,0
513,14.7029742424494,0,0
514,14.784138372429567,0,0
515,15.038458308383621,0,0
516,15.545010388931388,0,0
517,14.379377391414609,0,0
518,14.491891298624797,0,0
519,15.1831992559519,0,0
520,15.333965851882505,0,0
521,14.864622935928505,0,0
522,15.031830246496831,0,0
523,15.335906309325638,0,0
524,15.508230697342288,0,0
525,14.740279552988117,0,0
526,16.030606664188486,0,0
527,15.444313176352093,0,0
528,15.19914579160737,0,0
529,14.164239422949873,0,0
530,14.930629852620186,0,0
531,15.044174086512804,0,0
532,16.18340731257948,0,0
533,15.20863652548457,0,0
534,14.6862269475267,0,0
535,14.928872906902349,0,0
536,14.897115202513703,0,0
537,15.615735276282187,0,0
538,15.731142089667731,0,0
539,15.04831699839608,0,0
540,15.097304918607357,0,0
541,14.909492683652362,0,0
542,15.748479028177533,0,0
543,15.101464552472915,0,0
544,15.187509883277436,0,0
545,14.836158657403404,0,0
546,14.973046532245688,0,0
547,15.276740013868842,0,0
548,15.25144591269886,0,0
549,15.11057279985613,0,0
550,14.959740255862961,0,0
551,15.148365238657297,0,0
552,15.83007341117688,0,0
553,14.894015191329697,0,0
554,15.157537774497598,0,0
555,16.00204034752961,0,0
556,14.232112329159346,0,0
557,15.126303542274032,0,0
558,15.762035755865528,0,0
559,14.915175110743693,0,0
560,15.332717553140304,0,0
561,15.748802300109723,0,0
562,15.263894204592244,0,0
563,14.67620048599116,0,0
564,14.557591626519535,0,0
565,15.406625097412913,0,0
566,15.427515368406342,0,0
567,14.694722000430849,0,0
568,15.007271765705417,0,0
569,15.784192497667902,0,0
570,14.742371773020043,0,0
571,15.399876294013257,0,0
572,15.063865050905067,0,0
573,15.38567010261715,0,0
574,15.920836307795613,0,0
575,16.05417008459533,0,0
576,15.3142639181956,0,0
577,15.743505019720633,0,0
578,16.085764024124188,0,0
579,15.344889914892022,0,0
580,15.66338585903862,0,0
581,15.287427743068434,0,0
582,14.602722415276627,0,0
583,15.451977339941566,0,0
584,15.2915376687897,0,0
585,15.493592423204031,0,0
586,14.633928705377102,0,0
587,15.14137121740377,0,0
588,15.700059128065796,0,0
589,15.017809613271927,0,0
590,15.693619765565263,0,0
591,15.68984119805855,0,0
592,15.7076640713549,0,0
593,16.08769646777785,0,0
594,15.723971599722141,0,0
595,16.04531478184472,0,0
596,15.371472397844457,0,0
597,15.198917327249061,0,0
598,16.05999166305722,0,0
599,16.057260842090127,0,0
600,14.931306838515933,0,0
