temperature,instantaneous_cte,thermal_strain,length_change_percent
25,12.368130608960591,0,0
26,11.629752241034865,0,0
27,12.09907720890486,0,0
28,12.069408265673237,0,0
29,11.551565252224256,0,0
30,12.034001645979352,0,0
31,12.270342072354971,0,0
32,12.871554432530903,0,0
33,11.361392447285729,0,0
34,12.366127553059298,0,0
35,11.414995201451832,0,0
36,12.478989705357582,0,0
37,12.048450275617483,0,0
38,12.59527416051956,0,0
39,12.850937843838219,0,0
40,11.381250307038027,0,0
41,12.519709659549877,0,0
42,11.523204115802598,0,0
43,11.694327518659694,0,0
44,12.452136629222599,0,0
45,11.966741178689393,0,0
46,12.194587765409649,0,0
47,12.19487456871677,0,0
48,13.265992171201434,0,0
49,11.886281238464047,0,0
50,11.806741773166257,0,0
51,11.991347040051387,0,0
52,12.875688680705993,0,0
53,12.900427034730003,0,0
54,12.805197807921202,0,0
55,11.605470416157285,0,0
56,12.535065455652623,0,0
57,12.814035193599626,0,0
58,11.982811465182346,0,0
59,12.341306570808605,0,0
60,12.28289886871707,0,0
61,12.040918743658363,0,0
62,12.66143423123541,0,0
63,11.889649477745762,0,0
64,12.452497283894315,0,0
65,11.449331684561058,0,0
66,11.9574631333081,0,0
67,12.175650548259418,0,0
68,13.092130129424667,0,0
69,11.667887173031449,0,0
70,12.210563845125352,0,0
71,12.0649804301822,0,0
72,11.78007881139973,0,0
73,12.941530591419859,0,0
74,11.357705726653506,0,0
75,12.488473895234549,0,0
76,12.72191593101724,0,0
77,11.953413395568461,0,0
78,12.506128985804668,0,0
79,13.05065163520599,0,0
80,12.905765708457478,0,0
81,12.792386972485561,0,0
82,12.122003197228093,0,0
83,12.597542988138493,0,0
84,12.565614602883999,0,0
85,12.481601636561525,0,0
86,12.048312380318269,0,0
87,12.896208252733262,0,0
88,12.256793950883454,0,0
89,11.970434821574978,0,0
90,12.173326860882115,0,0
91,12.121470242617036,0,0
92,11.82103446621741,0,0
93,12.205960353052806,0,0
94,12.876293133564221,0,0
95,12.904015301907474,0,0
96,11.999149563802312,0,0
97,11.325610266323315,0,0
98,12.512471673949571,0,0
99,12.253523209979715,0,0
100,12.488155978660474,0,0
101,11.909040040992299,0,0
102,12.45239785484264,0,0
103,12.523342395272737,0,0
104,12.492492080311743,0,0
105,12.391949257903542,0,0
106,12.983081724837152,0,0
107,12.290920563172754,0,0
108,12.758341145635889,0,0
109,11.98786963897969,0,0
110,13.03776433651202,0,0
111,12.435114784874338,0,0
112,12.725133904563759,0,0
113,12.494242864666207,0,0
114,11.226104721768873,0,0
115,12.44759026699161,0,0
116,13.066647624100122,0,0
117,12.05296404148056,0,0
118,12.37649945060879,0,0
119,12.618836783113341,0,0
120,12.18998802584215,0,0
121,10.942249588514569,0,0
122,11.99846441380974,0,0
123,11.74219421590388,0,0
124,13.253138395178503,0,0
125,12.920573946408615,0,0
126,12.748925117963731,0,0
127,12.043980636348168,0,0
128,13.400660879848564,0,0
129,12.37546764579153,0,0
130,12.177782180945092,0,0
131,12.474631068116384,0,0
132,12.445645115034647,0,0
133,13.13243029036454,0,0
134,12.607305324433192,0,0
135,12.237275967977073,0,0
136,11.926593274936389,0,0
137,13.106467163671654,0,0
138,13.19671788373672,0,0
139,12.08742666605336,0,0
140,13.524925430501305,0,0
141,13.530758168117956,0,0
142,13.329429023494038,0,0
143,13.099468988082712,0,0
144,12.747877415717848,0,0
145,12.137790733001756,0,0
146,12.753201143194401,0,0
147,12.216420957352467,0,0
148,11.529294590654557,0,0
149,13.667232962304915,0,0
150,12.263097154723434,0,0
151,13.129574164900893,0,0
152,13.19307099505554,0,0
153,12.593737067206545,0,0
154,12.501377401830904,0,0
155,12.83495147095661,0,0
156,11.764017686575043,0,0
157,12.50780659344273,0,0
158,11.86360304202301,0,0
159,12.099769281688816,0,0
160,13.169853839963697,0,0
161,13.275908258396782,0,0
162,13.449380698506067,0,0
163,12.017721106933388,0,0
164,13.139632171700878,0,0
165,12.63169279469302,0,0
166,12.883267910215608,0,0
167,12.394022571767783,0,0
168,12.779734361624929,0,0
169,12.790655727669964,0,0
170,12.872231560493976,0,0
171,12.850717736439687,0,0
172,13.391115993249803,0,0
173,12.930090130213765,0,0
174,13.082183619766372,0,0
175,13.38626716767197,0,0
176,12.903744098483795,0,0
177,12.852650060258908,0,0
178,12.600739286033985,0,0
179,11.976978052430152,0,0
180,12.878028562367154,0,0
181,12.760255154497402,0,0
