temperature,instantaneous_cte,thermal_strain,length_change_percent
25,10.593720029439284,0,0
26,12.02782235153315,0,0
27,11.561945133763912,0,0
28,12.381847269349699,0,0
29,11.797591247529322,0,0
30,12.17239247262514,0,0
31,12.025353781665391,0,0
32,11.54158087385123,0,0
33,11.758963000033631,0,0
34,12.847236904375048,0,0
35,12.638465959685412,0,0
36,11.964068831759057,0,0
37,11.924038635824587,0,0
38,11.929023514019658,0,0
39,10.824444284747953,0,0
40,12.617255281662487,0,0
41,12.314775946747956,0,0
42,12.188076934065325,0,0
43,12.761848662152302,0,0
44,13.128958499124156,0,0
45,12.172024936631077,0,0
46,12.630023946589985,0,0
47,11.593130455833286,0,0
48,12.414067280068963,0,0
49,12.473952599839583,0,0
50,11.615547506372783,0,0
51,12.455014096642197,0,0
52,12.692560765383366,0,0
53,12.857893119445269,0,0
54,11.935801123884156,0,0
55,12.195001664097813,0,0
56,11.70388302011094,0,0
57,11.952253878816203,0,0
58,11.599673729106623,0,0
59,11.705442309117457,0,0
60,11.716263483618828,0,0
61,11.90778588501533,0,0
62,10.637309978674544,0,0
63,12.257006480112144,0,0
64,10.409433230847535,0,0
65,12.74493383675121,0,0
66,12.088692481165722,0,0
67,12.500769016853301,0,0
68,12.071056374726936,0,0
69,12.689896355605596,0,0
70,12.46149050948648,0,0
71,13.29579311112029,0,0
72,11.49618089358767,0,0
73,12.70034945914373,0,0
74,11.902704452291932,0,0
75,12.556114304375733,0,0
76,13.007020557564735,0,0
77,11.559316836918386,0,0
78,12.990197966290111,0,0
79,11.67351912074995,0,0
80,12.216128240474061,0,0
81,12.003280134905024,0,0
82,12.39810953347441,0,0
83,12.475255442158963,0,0
84,12.696267054624398,0,0
85,12.343336271037092,0,0
86,12.774556587531857,0,0
87,12.360402318055689,0,0
88,11.748884789286818,0,0
89,12.867059772286208,0,0
90,12.261217368580963,0,0
91,13.008182177352067,0,0
92,12.643018485261344,0,0
93,11.671791833398773,0,0
94,12.23032651629115,0,0
95,12.4370867584681,0,0
96,12.361892935109298,0,0
97,12.404812621679206,0,0
98,13.221436291045972,0,0
99,11.577420275461542,0,0
100,11.868101236905654,0,0
101,12.674931852068333,0,0
102,12.512902575718845,0,0
103,12.035127979579425,0,0
104,13.022776090698372,0,0
105,11.977751531688272,0,0
106,12.61009699611027,0,0
107,11.58832000805846,0,0
108,12.784065579983178,0,0
109,13.828985452029444,0,0
110,12.934957998973006,0,0
111,11.692561969589974,0,0
112,12.407084819284718,0,0
113,11.633490755645022,0,0
114,12.091056948111937,0,0
115,12.102533092787239,0,0
116,12.487788751565112,0,0
117,11.28203567266643,0,0
118,12.223956602709954,0,0
119,11.538325196712544,0,0
120,12.826713549764824,0,0
121,12.652318738580751,0,0
122,12.597323846793227,0,0
123,12.57067197857846,0,0
124,12.095448055313177,0,0
125,11.803530860326992,0,0
126,12.394532327278243,0,0
127,11.73932061980355,0,0
128,13.508462179341697,0,0
129,12.310201247746365,0,0
130,11.943459920462393,0,0
131,11.331783943039191,0,0
132,12.529679063671956,0,0
133,13.230655777492343,0,0
134,12.541944416186292,0,0
135,13.657854785467254,0,0
136,12.196522022808002,0,0
137,12.724168203388762,0,0
138,13.305227964047083,0,0
139,12.645656269332608,0,0
140,13.199639375019402,0,0
141,12.29564966516832,0,0
142,12.602594694958716,0,0
143,13.043722821288444,0,0
144,13.358599124366629,0,0
145,12.659102278297116,0,0
146,12.639365051879983,0,0
147,12.956204336790025,0,0
148,12.171839669081052,0,0
149,12.547646309758752,0,0
150,13.035393504094246,0,0
151,12.357404604625044,0,0
152,13.1816840157948,0,0
153,13.252538254406076,0,0
154,13.036744148200041,0,0
155,12.528287715001143,0,0
156,13.776451544778958,0,0
157,13.376552283176764,0,0
158,13.425179580346127,0,0
159,12.226201772406554,0,0
160,12.523909773020678,0,0
161,13.560498280702216,0,0
162,11.49595772348547,0,0
163,12.435079132956748,0,0
164,13.123582003070572,0,0
165,13.017760416977504,0,0
166,12.789930999579845,0,0
167,13.24716440658491,0,0
168,12.39845564741713,0,0
169,12.334807539787692,0,0
170,13.71846707733167,0,0
171,13.475531737663223,0,0
172,13.651385173430949,0,0
173,12.742921890253587,0,0
174,12.551749149797065,0,0
175,11.988405142539039,0,0
176,12.925913736645244,0,0
177,14.2796650384678,0,0
178,12.844291964178286,0,0
179,13.326941421425913,0,0
180,13.409424294585454,0,0
181,12.7947643145123,0,0
182,12.942926304129948,0,0
183,13.095987928999927,0,0
184,12.336101631258542,0,0
185,12.94063300052262,0,0
