building_id,month,total_energy_consumption_kwh,avg_indoor_temp,avg_outdoor_temp,avg_co2,avg_occupancy
BLD_001,2023-01,188163.821,19.10295698924731,6.131438172043011,423.5534005376344,0.5811881720430108
BLD_001,2023-02,154912.945,19.51752976190476,9.38626488095238,422.7424702380952,0.5928214285714285
BLD_001,2023-03,146180.971,20.111397849462364,14.108064516129032,424.3601075268817,0.5945255376344086
BLD_001,2023-04,123499.174,20.802152777777778,19.268194444444443,423.40701388888886,0.5686722222222222
BLD_001,2023-05,128053.537,21.25872311827957,23.12518817204301,424.04692204301074,0.5962163978494623
BLD_001,2023-06,128097.943,21.499180555555554,24.877319444444442,423.9917777777778,0.5895305555555556
BLD_001,2023-07,129213.03,21.37302419354839,23.907069892473118,422.257997311828,0.5703172043010752
BLD_001,2023-08,128424.579,20.951451612903224,20.599395161290325,424.1230107526882,0.5982876344086021
BLD_001,2023-09,133401.953,20.336680555555557,15.764097222222222,422.5059861111111,0.5809541666666667
BLD_001,2023-10,163610.169,19.70369623655914,10.679139784946237,422.75352150537634,0.5852930107526881
BLD_001,2023-11,178816.629,19.205597222222224,6.866041666666667,422.49934722222224,0.5886652777777778
BLD_001,2023-12,193254.406,18.989112903225806,5.226559139784946,421.97698924731185,0.5714771505376344
BLD_002,2023-01,32394.967,15.406075268817206,6.187123655913979,428.33169354838714,0.6793037634408602
BLD_002,2023-02,24531.08,16.62876488095238,9.522723214285715,426.78555059523813,0.6819895833333334
BLD_002,2023-03,19729.457,18.409126344086022,14.171693548387097,426.6172177419355,0.6727083333333334
BLD_002,2023-04,14458.389,20.27538888888889,19.116152777777778,428.2695833333333,0.6884569444444445
BLD_002,2023-05,14890.204,21.804448924731183,23.204879032258066,427.5970698924731,0.6691021505376344
BLD_002,2023-06,15226.816,22.458597222222224,24.790625,428.01563888888893,0.6691277777777778
BLD_002,2023-07,15210.599,22.12100806451613,23.93954301075269,426.09979838709677,0.6866572580645162
BLD_002,2023-08,14399.895,20.807352150537636,20.55733870967742,425.82271505376343,0.6681424731182796
BLD_002,2023-09,17197.309,18.994027777777777,15.675625,427.8460277777778,0.6730055555555556
BLD_002,2023-10,25142.688,17.067473118279572,10.651599462365592,427.226814516129,0.680141129032258
BLD_002,2023-11,30277.642,15.584666666666665,6.7641527777777775,426.4571805555555,0.6708069444444444
BLD_002,2023-12,33963.543,14.999946236559138,5.181223118279569,427.42004032258063,0.6801317204301075
BLD_003,2023-01,44853.692,18.467379032258062,6.252688172043011,411.20182795698923,0.29111693548387096
BLD_003,2023-02,33448.63,19.01467261904762,9.479300595238096,412.92260416666664,0.29848958333333336
BLD_003,2023-03,26188.782,19.838212365591396,14.281935483870969,412.88090053763443,0.30570833333333336
BLD_003,2023-04,18318.411,20.68201388888889,19.10311111111111,410.21290277777774,0.2780708333333334
BLD_003,2023-05,18879.183,21.36064516129032,23.23934139784946,412.43419354838704,0.3033293010752688
BLD_003,2023-06,19521.683,21.619958333333333,24.70851388888889,410.77740277777775,0.2961763888888889
BLD_003,2023-07,19517.637,21.48883064516129,23.96663978494624,410.2087096774194,0.27879301075268814
BLD_003,2023-08,18351.891,20.925389784946237,20.582056451612903,411.0185215053763,0.2991989247311828
BLD_003,2023-09,22371.487,20.08361111111111,15.714666666666666,411.9957916666666,0.28997361111111114
BLD_003,2023-10,34352.822,19.210940860215054,10.659301075268816,412.08510752688176,0.2949852150537634
BLD_003,2023-11,42194.992,18.562180555555557,6.790416666666667,412.29525,0.30151805555555555
BLD_003,2023-12,47476.179,18.260241935483872,5.160712365591398,411.45323924731184,0.2808212365591398
BLD_004,2023-01,173260.338,16.1182123655914,6.012768817204301,428.0259677419355,0.6754314516129033
BLD_004,2023-02,129782.372,17.22840773809524,9.441666666666666,426.2737351190476,0.6752529761904762
BLD_004,2023-03,103999.352,18.763790322580647,14.116370967741936,426.06610215053763,0.6729489247311827
BLD_004,2023-04,73175.701,20.38363888888889,19.098055555555558,427.18780555555554,0.6872805555555556
BLD_004,2023-05,75417.107,21.668817204301074,23.073024193548388,425.6511021505376,0.668869623655914
BLD_004,2023-06,79250.359,22.229388888888888,24.775555555555556,427.8104722222222,0.6722111111111111
BLD_004,2023-07,78213.026,21.944247311827958,23.868884408602153,427.81728494623655,0.6859758064516129
