building_id,date,total_energy_consumption_kwh,indoor_temperature,outdoor_temperature,co2_level,occupancy_ratio
BLD_001,2023-01-01,6017.185,18.954583333333332,4.89,413.8441666666667,0.27025
BLD_001,2023-01-02,6440.648,19.01125,4.895833333333333,425.20875,0.7089583333333334
BLD_001,2023-01-03,6386.774,19.004583333333333,4.992083333333333,429.04749999999996,0.6817916666666667
BLD_001,2023-01-04,6221.097,19.099166666666665,6.03125,432.2995833333334,0.7034166666666667
BLD_001,2023-01-05,6414.655,19.113333333333333,4.905833333333333,432.47416666666663,0.6950416666666667
BLD_001,2023-01-06,6274.227,18.894166666666667,5.109166666666667,429.06,0.714875
BLD_001,2023-01-07,5747.017,18.979166666666668,5.506666666666667,411.78833333333336,0.29320833333333335
BLD_001,2023-01-08,5948.237,18.9925,4.920833333333333,404.31,0.2985
BLD_001,2023-01-09,6279.987,19.127916666666668,5.865833333333334,434.29041666666666,0.7113333333333333
BLD_001,2023-01-10,6339.404,19.035833333333333,5.56,427.17375,0.7111666666666667
BLD_001,2023-01-11,6426.8550000000005,19.12125,5.212083333333333,428.97791666666666,0.7184166666666667
BLD_001,2023-01-12,6319.513,18.899166666666666,5.420833333333333,423.1020833333334,0.7020833333333334
BLD_001,2023-01-13,6379.746,19.016666666666666,4.8925,436.5158333333333,0.6694583333333334
BLD_001,2023-01-14,5670.147,19.132083333333334,6.384166666666666,413.52833333333336,0.2779583333333333
BLD_001,2023-01-15,5664.01,19.024166666666666,5.819583333333333,408.24541666666664,0.2997916666666667
BLD_001,2023-01-16,6287.505,19.128333333333334,6.192083333333334,430.3254166666666,0.6992083333333333
BLD_001,2023-01-17,6038.256,19.275000000000002,7.007916666666667,427.0854166666666,0.6942083333333334
BLD_001,2023-01-18,6156.114,19.0475,6.34625,424.4241666666667,0.6975416666666666
BLD_001,2023-01-19,6341.16,19.037916666666668,5.69,422.37041666666664,0.6847916666666666
BLD_001,2023-01-20,6287.17,18.922916666666666,6.395833333333333,422.61041666666665,0.7004583333333333
BLD_001,2023-01-21,5548.946,19.310416666666665,6.841666666666666,401.45250000000004,0.309875
BLD_001,2023-01-22,5628.276,19.109583333333333,6.629166666666666,416.6016666666667,0.2942916666666667
