building_id,hour,total_energy_consumption_kwh,occupancy_ratio
BLD_001,0,187.32895616438358,0.3715698630136986
BLD_001,1,189.14462465753425,0.37372328767123286
BLD_001,2,183.93663287671234,0.36746575342465754
BLD_001,3,179.18891232876712,0.37006301369863015
BLD_001,4,174.73046575342465,0.36715890410958907
BLD_001,5,168.72957260273972,0.376613698630137
BLD_001,6,177.98280821917808,0.6961890410958904
BLD_001,7,228.00335342465755,0.693854794520548
BLD_001,8,220.99475616438355,0.6895479452054795
BLD_001,9,217.05004383561644,0.6950328767123288
BLD_001,10,213.11122191780822,0.6959835616438356
BLD_001,11,212.5006520547945,0.6858
BLD_001,12,212.32547397260274,0.696704109589041
BLD_001,13,212.04296438356164,0.6967643835616438
BLD_001,14,215.35331780821917,0.6956054794520548
BLD_001,15,217.69643561643835,0.6949753424657534
BLD_001,16,221.41737534246576,0.6879041095890411
BLD_001,17,227.55947397260275,0.6966301369863014
BLD_001,18,233.86045753424656,0.6890657534246575
BLD_001,19,208.4432493150685,0.6876109589041096
BLD_001,20,210.30149315068493,0.6824712328767123
BLD_001,21,216.00177534246575,0.6815452054794521
BLD_001,22,203.62839178082191,0.3694246575342466
BLD_001,23,188.19952876712327,0.37337260273972606
BLD_002,0,35.15015068493151,0.8837342465753424
BLD_002,1,34.986978082191776,0.8843972602739726
BLD_002,2,34.324657534246576,0.8852191780821919
BLD_002,3,32.98049589041096,0.8866109589041096
BLD_002,4,31.15613698630137,0.8864301369863015
BLD_002,5,29.33155890410959,0.8824191780821918
BLD_002,6,37.58460273972602,0.8792520547945206
BLD_002,7,33.198347945205484,0.7020356164383561
BLD_002,8,31.915509589041097,0.706413698630137
BLD_002,9,20.70405205479452,0.3954794520547945
BLD_002,10,19.790616438356164,0.3820465753424658
BLD_002,11,19.896709589041095,0.39102739726027397
BLD_002,12,19.79720821917808,0.38636986301369863
BLD_002,13,19.991301369863013,0.3873424657534246
BLD_002,14,19.959591780821917,0.38613972602739727
BLD_002,15,20.32389315068493,0.3785890410958904
BLD_002,16,21.65380273972603,0.39027123287671234
BLD_002,17,25.162794520547944,0.7718876712328766
BLD_002,18,33.16788219178082,0.7773342465753424
BLD_002,19,34.534679452054796,0.7800931506849315
BLD_002,20,36.394224657534245,0.7776082191780822
BLD_002,21,38.489257534246576,0.7742164383561644
BLD_002,22,39.71171780821918,0.7751479452054794
BLD_002,23,35.06119726027397,0.8883616438356164
BLD_003,0,42.229205479452055,0.08620821917808219
BLD_003,1,42.84996164383562,0.08643013698630136
BLD_003,2,41.27338356164383,0.08937534246575342
BLD_003,3,39.19998904109589,0.08493698630136987
BLD_003,4,36.35280547945205,0.0911013698630137
BLD_003,5,34.88894794520548,0.089386301369863
BLD_003,6,32.424249315068494,0.08938356164383561
BLD_003,7,30.137583561643837,0.08413424657534246
BLD_003,8,51.61845479452055,0.5797260273972603
BLD_003,9,49.95886849315069,0.5796109589041095
BLD_003,10,47.8042602739726,0.5872219178082192
BLD_003,11,47.492334246575346,0.5661643835616439
BLD_003,12,28.37555616438356,0.5866794520547945
BLD_003,13,42.53147671232877,0.5845397260273972
BLD_003,14,43.0816301369863,0.571972602739726
BLD_003,15,44.63988219178082,0.5884849315068493
BLD_003,16,32.65182739726027,0.5895424657534246
BLD_003,17,34.74311506849315,0.5777589041095891
BLD_003,18,31.38259178082192,0.08705205479452055
BLD_003,19,33.757424657534244,0.08671232876712329
BLD_003,20,36.91588767123287,0.08803013698630137
BLD_003,21,38.71195342465753,0.09241369863013699
BLD_003,22,41.48778356164383,0.0847123287671233
BLD_003,23,41.99874246575342,0.0841972602739726
BLD_004,0,185.49250410958902,0.8823013698630138
BLD_004,1,183.27987397260273,0.8845753424657534
BLD_004,2,178.5568109589041,0.8896876712328767
BLD_004,3,171.37450410958905,0.889490410958904
BLD_004,4,162.08265479452055,0.8856301369863013
BLD_004,5,151.91774246575343,0.8833945205479453
BLD_004,6,191.69158904109588,0.8835753424657534
BLD_004,7,174.67589315068494,0.7036356164383561
BLD_004,8,169.9041506849315,0.7062602739726028
BLD_004,9,109.72273150684931,0.38915616438356165
BLD_004,10,107.2045506849315,0.38917808219178085
BLD_004,11,106.59420547945206,0.385827397260274
BLD_004,12,106.35399452054794,0.38866575342465753
BLD_004,13,106.12199178082193,0.3879561643835616
BLD_004,14,107.38476712328767,0.38792876712328767
BLD_004,15,112.04133150684932,0.3877890410958904
BLD_004,16,112.83750684931508,0.3824630136986301
BLD_004,17,132.4758191780822,0.7736109589041096
BLD_004,18,172.41839178082193,0.7666164383561643
BLD_004,19,179.15475616438354,0.7773808219178081
BLD_004,20,190.8855890410959,0.7749835616438356
BLD_004,21,200.45188767123287,0.7771890410958904
BLD_004,22,208.82312876712328,0.7748493150684931
BLD_004,23,183.71529315068491,0.8813671232876713
BLD_005,0,146.66577534246576,0.08539178082191781
BLD_005,1,143.79562465753423,0.0837068493150685
BLD_005,2,138.8847698630137,0.08525753424657534
BLD_005,3,132.86921095890412,0.084586301369863
BLD_005,4,123.7121589041096,0.08346849315068493
BLD_005,5,116.36193424657534,0.08508493150684932
BLD_005,6,108.53407397260274,0.08771232876712329
BLD_005,7,104.96068219178082,0.08807945205479452
BLD_005,8,172.03786849315068,0.5842027397260274
BLD_005,9,165.6777205479452,0.5845397260273972
BLD_005,10,165.9597890410959,0.5895013698630137
BLD_005,11,163.24237534246575,0.5861232876712329
BLD_005,12,95.70503013698631,0.5918383561643835
BLD_005,13,143.49801643835616,0.5819369863013699
BLD_005,14,143.4873698630137,0.5825013698630137
BLD_005,15,148.77509589041097,0.5908109589041095
