cell_id,time_hours,frequency_Hz,Z_real_ohm,Z_imag_ohm,Z_magnitude_ohm,phase_angle_deg
SOFC_EXP_001,0,0.01,0.40025999137332935,0.0005386255940271398,0.4002603537845189,0.0771022718036637
SOFC_EXP_001,0,0.017433288221999882,0.4073570605921005,-0.0034788837698969638,0.40737191538754935,-0.48930172339835876
SOFC_EXP_001,0,0.03039195382313198,0.39713830098415065,0.00690070777390205,0.39719825009226645,0.9954759967818138
SOFC_EXP_001,0,0.05298316906283707,0.4002187871317643,0.0018475473515273037,0.4002230515655446,0.26449511404513587
SOFC_EXP_001,0,0.09236708571873865,0.3942528018697551,0.005382134364542726,0.39428953720897836,0.7821236223898538
SOFC_EXP_001,0,0.16102620275609392,0.3952785232140564,-0.002543903479924986,0.39528670905964,-0.36873473275049357
SOFC_EXP_001,0,0.2807216203941177,0.40138259525113906,-0.0019433341578961297,0.4013872996473468,-0.2774011049447582
SOFC_EXP_001,0,0.4893900918477494,0.39833931846021164,-0.01124209355893081,0.39849792634207476,-1.6165955749532765
SOFC_EXP_001,0,0.853167852417281,0.4027037118340043,-0.0005804767652772032,0.40270413019754314,-0.08258887301917382
SOFC_EXP_001,0,1.4873521072935119,0.40384460958531077,-0.0005571321460308964,0.40384499388668943,-0.07904352216163721
SOFC_EXP_001,0,2.592943797404667,0.40527402262387124,-0.003338242071566858,0.40528777094043,-0.4719346552793128
SOFC_EXP_001,0,4.520353656360245,0.4011270534831793,0.0012439101428266955,0.40112898218470927,0.17767580671239078
SOFC_EXP_001,0,7.880462815669913,0.3932351037070863,-0.0020246650550353033,0.39324031590887015,-0.29499842823574096
SOFC_EXP_001,0,13.738237958832638,0.3971497842302243,-0.0069659476936046825,0.39721087037162484,-1.0048563472623437
SOFC_EXP_001,0,23.95026619987486,0.39362333511470776,-0.002107634197541103,0.39362897767915433,-0.3067841244958518
SOFC_EXP_001,0,41.753189365604044,0.40729682378838555,-0.00038637773732610754,0.40729700705488014,-0.05435300673343559
SOFC_EXP_001,0,72.78953843983153,0.39522816046572595,-0.011229311693878733,0.3953876531535095,-1.6274627872056173
SOFC_EXP_001,0,126.89610031679234,0.3977069328024113,-0.028523246648881635,0.3987284539614582,-4.102187082696436
SOFC_EXP_001,0,221.22162910704503,0.3958078883581879,-0.04215256670884803,0.3980461322092097,-6.078946793245137
SOFC_EXP_001,0,385.6620421163472,0.38043936652362637,-0.0661595189636433,0.38614918561405615,-9.865244265800564
SOFC_EXP_001,0,672.3357536499335,0.3445037052702576,-0.1042922290562013,0.3599439845121011,-16.84273328231581
SOFC_EXP_001,0,1172.1022975334818,0.2917241176991222,-0.12508360527769433,0.31740962360425895,-23.208376766659327
SOFC_EXP_001,0,2043.3597178569437,0.22145517444213497,-0.1046240413316245,0.24492567099378926,-25.28787296816507
SOFC_EXP_001,0,3562.247890262444,0.1727657873253848,-0.0811622670978542,0.19088040986602978,-25.163295830688615
SOFC_EXP_001,0,6210.169418915616,0.14642711179675408,-0.052185178917924784,0.15544835788079248,-19.615566120733256
SOFC_EXP_001,0,10826.36733874054,0.1481923618243407,-0.032520520286464384,0.15171868817907255,-12.377248914794793
SOFC_EXP_001,0,18873.918221350996,0.14331116423832785,-0.015448268010618065,0.14414138468834295,-6.152458203458895
