cell_id,time_hours,current_density_A_cm2,voltage_V,power_density_W_cm2
SOFC_EXP_001,0,0.0,0.8749369925247401,0.0
SOFC_EXP_001,0,0.10714285714285714,0.8982206468551824,0.09623792644876954
SOFC_EXP_001,0,0.21428571428571427,0.8859611986011892,0.18984882827168337
SOFC_EXP_001,0,0.3214285714285714,0.8711805739531314,0.28002232734207794
SOFC_EXP_001,0,0.42857142857142855,0.855302123586026,0.3665580529654397
SOFC_EXP_001,0,0.5357142857142857,0.8550446425841847,0.4580596299558132
SOFC_EXP_001,0,0.6428571428571428,0.8472721768074464,0.5446749708047869
SOFC_EXP_001,0,0.75,0.8346528490738399,0.6259896368053799
SOFC_EXP_001,0,0.8571428571428571,0.8326925856839827,0.7137365020148423
SOFC_EXP_001,0,0.9642857142857142,0.8211965217170306,0.7918680745128509
SOFC_EXP_001,0,1.0714285714285714,0.8222862838059479,0.8810210183635157
SOFC_EXP_001,0,1.1785714285714286,0.8106822721278643,0.9554469635792686
SOFC_EXP_001,0,1.2857142857142856,0.31017716557635494,0.39879921288388487
SOFC_EXP_001,0,1.3928571428571428,0.3102070056880719,0.4320740436369573
SOFC_EXP_001,0,1.5,0.30169425568348707,0.4525413835252306
SOFC_EXP_001,100,0.0,0.8581041728152794,0.0
SOFC_EXP_001,100,0.10714285714285714,0.895538450457354,0.09595054826328793
SOFC_EXP_001,100,0.21428571428571427,0.8826013966411148,0.1891288707088103
SOFC_EXP_001,100,0.3214285714285714,0.8568566961136609,0.27541822375081954
SOFC_EXP_001,100,0.42857142857142855,0.8585741787586393,0.3679603623251311
SOFC_EXP_001,100,0.5357142857142857,0.8529709725897081,0.45694873531591507
SOFC_EXP_001,100,0.6428571428571428,0.8310059839983871,0.5342181325703916
SOFC_EXP_001,100,0.75,0.8339205728093747,0.6254404296070311
SOFC_EXP_001,100,0.8571428571428571,0.8189375059439541,0.7019464336662463
SOFC_EXP_001,100,0.9642857142857142,0.8094222470613409,0.780514309666293
SOFC_EXP_001,100,1.0714285714285714,0.808174225098719,0.8659009554629131
SOFC_EXP_001,100,1.1785714285714286,0.7938512125011207,0.9356103575906065
SOFC_EXP_001,100,1.2857142857142856,0.31634338485540775,0.4067272090998099
SOFC_EXP_001,100,1.3928571428571428,0.30556648999209285,0.42561046820327214
SOFC_EXP_001,100,1.5,0.29982891800601935,0.449743377009029
SOFC_EXP_001,500,0.0,0.8274656598193058,0.0
SOFC_EXP_001,500,0.10714285714285714,0.8535363084907339,0.09145031876686434
SOFC_EXP_001,500,0.21428571428571427,0.8355088441135095,0.17903760945289487
SOFC_EXP_001,500,0.3214285714285714,0.8218561652312926,0.2641680531100583
SOFC_EXP_001,500,0.42857142857142855,0.8075224350419888,0.34608104358942376
SOFC_EXP_001,500,0.5357142857142857,0.7903364936786182,0.42339455018497407
SOFC_EXP_001,500,0.6428571428571428,0.7911652830495947,0.5086062533890251
SOFC_EXP_001,500,0.75,0.7870795661372347,0.590309674602926
SOFC_EXP_001,500,0.8571428571428571,0.7765761727878924,0.6656367195324792
SOFC_EXP_001,500,0.9642857142857142,0.7725370320443304,0.7449464237570329
SOFC_EXP_001,500,1.0714285714285714,0.7555282498677625,0.8094945534297454
SOFC_EXP_001,500,1.1785714285714286,0.7465841950866821,0.879902801352161
SOFC_EXP_001,500,1.2857142857142856,0.2851056713346566,0.36656443457312987
SOFC_EXP_001,500,1.3928571428571428,0.28114783692562867,0.39159877286069705
SOFC_EXP_001,500,1.5,0.28483466662918505,0.4272519999437776
SOFC_EXP_001,1000,0.0,0.7746608376307069,0.0
SOFC_EXP_001,1000,0.10714285714285714,0.7967753308726275,0.08536878545063865
SOFC_EXP_001,1000,0.21428571428571427,0.7745770250293855,0.16598079107772545
SOFC_EXP_001,1000,0.3214285714285714,0.7697400311462085,0.24741643858270984
SOFC_EXP_001,1000,0.42857142857142855,0.7631115564470808,0.3270478099058918
SOFC_EXP_001,1000,0.5357142857142857,0.7553112987999182,0.4046310529285276
SOFC_EXP_001,1000,0.6428571428571428,0.743428711978686,0.4779184577005838
SOFC_EXP_001,1000,0.75,0.7402023697393962,0.5551517773045471
SOFC_EXP_001,1000,0.8571428571428571,0.7318472210689669,0.6272976180591144
SOFC_EXP_001,1000,0.9642857142857142,0.7196500944688528,0.6939483053806794
SOFC_EXP_001,1000,1.0714285714285714,0.711314693764438,0.7621228861761835
SOFC_EXP_001,1000,1.1785714285714286,0.701757354826486,0.8270711681883586
SOFC_EXP_001,1000,1.2857142857142856,0.25233647442848983,0.3244326099794869
SOFC_EXP_001,1000,1.3928571428571428,0.25451507633208664,0.3545031420339778
SOFC_EXP_001,1000,1.5,0.2543040286605407,0.38145604299081104
