cell_id,stage,time_hours,Ni_particle_size_nm,TPB_density_um_um3,porosity_fraction,YSZ_grain_size_nm,cracks_observed,max_crack_length_um,delamination_observed,delamination_area_mm2,analysis_method
SOFC_EXP_001,BOL,0,487.92424962792825,5.232665370052332,0.29975827297632207,467.96399036982086,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_001,Mid-life,1432,500.8012835905384,5.072764867487124,0.34541146805972206,575.8854949888673,1,77.98828890118367,0,0.0,SEM-FIB
SOFC_EXP_001,EOL,2865,499.2550940821886,4.748815385329948,0.3725642265259545,457.45319808795784,1,39.04895279456694,0,0.0,SEM-FIB
SOFC_EXP_002,BOL,0,510.86511162736633,4.811406721290916,0.3445681947646222,495.5157840651995,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_002,Mid-life,1233,510.868920213254,4.673666427389817,0.3389551655652634,523.9658685235006,1,21.403848670919054,0,0.0,SEM-FIB
SOFC_EXP_002,EOL,2466,502.44552502786973,4.948416107524931,0.38022317562587865,535.0281639571301,1,81.55723303070747,0,0.0,SEM-FIB
SOFC_EXP_003,BOL,0,497.438275485891,4.908630607205144,0.3168090391331565,549.1655478455986,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_003,Mid-life,1091,467.5860598311497,5.47944664021279,0.35136910518628656,397.96958044367295,1,43.8259765915344,1,5.697558298792199,SEM-FIB
SOFC_EXP_003,EOL,2183,483.70185168049545,5.23851780491088,0.38071072034090536,510.74128395350243,1,16.34538340922557,1,8.764781570248282,SEM-FIB
SOFC_EXP_004,BOL,0,497.23845746516076,4.945721112734714,0.32677010577549936,489.41301544674224,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_004,Mid-life,460,508.5878469431884,4.890698783097935,0.33476067162466,474.47359116422365,1,65.43963961753107,0,0.0,SEM-FIB
SOFC_EXP_004,EOL,921,503.31089786191984,4.896509696672887,0.3513354838021957,574.4794031527256,1,43.764245680499414,0,0.0,SEM-FIB
SOFC_EXP_005,BOL,0,512.4341293467512,4.691526226733836,0.3287998043796612,440.0339112883974,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_005,Mid-life,1331,511.9604433566799,4.90526057882883,0.34316687776952914,490.09028347748415,1,53.68673661727186,1,15.820353296177046,SEM-FIB
SOFC_EXP_005,EOL,2662,494.90161494424507,5.010776682157651,0.37288000635675594,512.7120842017267,1,60.86526515688175,0,0.0,SEM-FIB
SOFC_EXP_006,BOL,0,508.6742329569529,5.368733951807985,0.3234541306741354,511.1765349624398,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_006,Mid-life,590,484.4906362833999,5.14233092220132,0.31825265347145215,438.9172561027109,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_006,EOL,1181,540.6915036840167,4.455279920271176,0.3422950373918377,446.03843061852024,0,0.0,1,10.145702028101429,SEM-FIB
SOFC_EXP_007,BOL,0,496.87568426909485,4.815524935559332,0.31812986551150896,469.8686258140972,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_007,Mid-life,645,493.5266041213473,5.191431283675507,0.32512727751312537,428.3419151227775,1,46.70678098553232,0,0.0,SEM-FIB
SOFC_EXP_007,EOL,1290,478.689258585228,4.798653428603112,0.34702999132596785,505.00922037182494,1,30.302259692684576,0,0.0,SEM-FIB
SOFC_EXP_008,BOL,0,493.9101703486089,5.207558647742188,0.3271296602667302,487.2031118983782,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_008,Mid-life,274,479.87642470241235,5.3179934567823715,0.3188413317855576,421.40372355388513,1,68.20939656699741,0,0.0,SEM-FIB
SOFC_EXP_008,EOL,548,509.35530965750127,5.123606490440851,0.30949533692481473,484.1508619583494,1,89.89665290131161,1,11.213228547058142,SEM-FIB
SOFC_EXP_009,BOL,0,508.12133004819356,4.693386989060153,0.32121976251248,455.9167939583126,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_009,Mid-life,375,508.01929010358725,4.690810051100949,0.3369787076643586,508.7634155275044,1,75.99012129153043,0,0.0,SEM-FIB
SOFC_EXP_009,EOL,750,509.7223173047194,4.8948077894804864,0.3463480704763791,412.48486990569677,1,43.438021536978155,0,0.0,SEM-FIB
SOFC_EXP_010,BOL,0,511.08988786933077,4.5747861545097575,0.3194173055077686,472.2171681152881,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_010,Mid-life,428,518.7306459099611,4.551627902315206,0.329536188981037,594.2393580424141,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_010,EOL,857,511.78414834120383,4.4929092402491735,0.3178781073959291,474.6026566008493,1,13.136708284359994,0,0.0,SEM-FIB
SOFC_EXP_011,BOL,0,534.4635080430588,4.737206275061529,0.3217778147484577,530.9010989777978,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_011,Mid-life,1044,525.4880698757748,4.8435996194130375,0.3435665597992779,604.1506529060173,1,58.18173048091108,0,0.0,SEM-FIB
SOFC_EXP_011,EOL,2089,535.1039971354738,4.4987663362425225,0.36464111717295855,554.8965261338419,1,87.82770004204674,0,0.0,SEM-FIB
SOFC_EXP_012,BOL,0,493.232420182306,5.28579440380058,0.32480341577319444,495.2906676155077,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_012,Mid-life,575,514.9438425070894,4.828858774284814,0.32938568737122,577.2335088114755,1,58.40602696218497,0,0.0,SEM-FIB
SOFC_EXP_012,EOL,1150,526.2666728664832,5.121557458555563,0.35157160997087517,481.27012628567286,0,0.0,1,13.261066033422543,SEM-FIB
SOFC_EXP_013,BOL,0,503.26670134369635,5.023238756563085,0.3171852282923544,555.1342178380748,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_013,Mid-life,1298,513.437220051505,4.667292132638468,0.37547808270568084,604.7249173417297,1,19.317336927263856,1,10.686874981983653,SEM-FIB
SOFC_EXP_013,EOL,2596,478.2224870870751,5.244470236069828,0.36533853417885187,557.3485424491588,1,50.81291244961051,0,0.0,SEM-FIB
SOFC_EXP_014,BOL,0,503.768458412477,4.883928659742305,0.29960135336698285,385.0243234800959,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_014,Mid-life,317,504.3938279410089,5.24860241713576,0.30951508209073486,446.35362632654994,1,95.94153000919988,1,4.271356065578999,SEM-FIB
SOFC_EXP_014,EOL,634,490.20166100382454,5.098674991853431,0.32846184112879084,431.0440084493735,0,0.0,1,18.14568519810605,SEM-FIB
SOFC_EXP_015,BOL,0,502.0180866613864,4.817217283600393,0.3191676145798376,513.4778783730138,0,0.0,0,0.0,SEM-FIB
SOFC_EXP_015,Mid-life,271,517.1096448594901,4.80731214329306,0.32595397434200335,512.6828505682084,1,20.64413487139118,1,14.06791914194046,SEM-FIB
SOFC_EXP_015,EOL,543,500.07863382324166,4.733288326370789,0.33578668548663443,476.08576590526286,1,99.32037899047951,0,0.0,SEM-FIB
