stress_mean,stress_std,stress_max,stress_min,max_edge_stress,stress_concentration_factor
29.63391217477056,6.474240488395954,47.18680121920382,12.881533414793505,45.16710791505881,1.5923243393780768
31.366008401804564,8.242693342406646,56.611626094175236,8.932731125553238,41.651628513891055,1.8048718078531925
34.15897156984404,7.06394543991716,57.66651760305285,18.16247493376692,43.64908931966044,1.6881806818148144
29.755496871018153,7.4779374599764745,51.26321139527657,10.226925285775533,40.83759158947581,1.7228147758605283
37.94327864916399,8.095095944237107,63.81149809692115,17.79012937605737,54.550181643191536,1.6817602138492822
31.98797088376836,6.428642818305427,48.65146226549206,13.798505163011296,48.37992641908174,1.520929880839968
27.337467655849753,5.138969320702705,44.69410291867271,15.486482009019408,37.51397482822565,1.634902758603033
37.235883424849675,9.950672396827422,70.44439079752746,13.168471526405675,46.408613909742684,1.8918414826348484
33.612024372431584,8.584210592447869,67.56642901315242,11.682466433155694,45.47161958319478,2.010186183798673
31.788191975930573,6.184303460974225,53.8722501365429,18.80236133429766,40.50842892032852,1.694725150855035
34.51822145288218,8.117473040646734,60.37280117595047,13.109915848138366,47.412888883999706,1.749012460255163
34.27689326213945,8.308242070219412,59.26660031864923,13.2564660790747,46.812363224445846,1.7290539762848982
31.964313428781317,7.776073366303662,56.76125132354598,11.780603138716375,43.8528975435688,1.7757693958997285
37.104463773591775,9.045274263852669,65.02791218053932,13.163070096753646,51.171831129854255,1.7525630022514542
29.354610543375504,7.062807826768614,57.58907303124214,12.388065544119527,40.458094828950756,1.9618407467646541
31.07892579866846,7.812584293913735,55.15267353588688,12.448667506272422,42.827736853720424,1.774600323015331
30.924616823527426,7.502407481529567,55.27099147452027,12.628062827243745,41.485714700824474,1.78728131063499
35.27972492603017,7.738257974935195,58.86329700068759,14.493012871923327,49.98284074245636,1.6684737609386284
30.0988731909631,5.755033301775188,49.581411162755956,17.34299403359348,41.17674084528272,1.6472845744390765
35.638826413123056,8.837238832214231,63.57472767168713,13.079701890965012,47.74272268993157,1.783861374975469
35.65615108963213,8.642634821286897,72.05462940519723,18.191536758084837,42.00709482841081,2.020818994266878
31.07711789109805,6.314709554008721,51.64870747657758,16.041312046235493,40.62554141362063,1.6619528875108238
34.84150118749191,8.430525468016079,61.089735890569486,13.10334488929565,47.5766110625031,1.7533611370092044
28.149491990892834,5.369993965273828,44.65340168388663,14.759783564118713,38.53142420527151,1.5862950603882378
34.28679230849667,8.963273016536755,68.25171077682134,12.65304524198692,47.1316217984464,1.9906122501082002
30.514272916710222,8.17201504698688,55.840668829563874,8.84337258151711,40.65214667818773,1.8299851729057335
38.195339729105456,8.682638994201096,65.51644197216636,17.171159637414867,53.24914885224925,1.7152993198000666
30.62764620861103,7.11341238272069,51.24894107832667,12.80788656396659,44.90891460391387,1.6732901724138287
31.12394618349036,6.2811039923776555,51.43347765787812,15.76828919312042,41.02497648354349,1.6525371076699715
36.390522924959086,10.155666040339106,69.58021292501307,14.707491303545854,42.55850038282497,1.9120420763519224
38.0669092754756,9.352541494029678,67.44926998007487,15.571753526069271,51.894266789043776,1.7718609020792713
29.924322015662845,5.892205701101894,51.051559112138655,16.003745497812467,39.48316209688502,1.7060221908919206
32.594721464448845,7.8802642529421,60.118975414683526,16.929966441304764,38.702733243583644,1.8444389419255054
31.241190607414065,9.14820176635078,59.0881917356811,9.133148141208476,41.046548201604935,1.8913552491275163
36.23741913642514,7.518208839491214,60.36190805289206,17.745055285215074,50.692604237211086,1.6657341451362722
