cycle_number,time_hours,phase,center_temperature_C,min_temperature_C,max_temperature_C,temperature_gradient_C,thermal_stress_indicator
1,0.0,startup,28.571539588311367,14.801836366085114,53.755815309080276,38.953978942995164,2.163208547391244
1,0.017241379310344827,startup,111.88172812926176,96.62688001378616,137.91974364014033,41.29286362635416,1.9879361809004026
1,0.034482758620689655,startup,185.1424175631081,170.0242284708719,210.78401167369242,40.75978320282053,2.092877240438341
1,0.05172413793103448,startup,247.4289429051493,233.59927997235488,272.5575967681686,38.958316795813715,2.0309083121733607
1,0.06896551724137931,startup,312.14038029428485,298.80238392698874,338.4413824580055,39.63899853101674,2.2284761553127015
1,0.08620689655172414,startup,370.212718277629,356.7214367816999,396.49541677838766,39.773979996687785,2.439736546289904
1,0.10344827586206896,startup,412.768544977394,398.2622233371309,438.887884868606,40.625661531475146,2.1817204563267496
1,0.12068965517241378,startup,465.64738818502883,452.23368547632833,492.5466869212935,40.31300144496515,2.1382078371825024
1,0.13793103448275862,startup,503.0724771537276,489.8509055223013,529.8423665305598,39.99146100825857,2.067642388061179
1,0.15517241379310345,startup,537.1151560540271,524.4404312819007,563.8787851675178,39.43835388561706,2.009427051413025
1,0.1724137931034483,startup,573.2386025259934,560.2137703801542,600.3743129020776,40.16054252192339,2.3382713043479337
1,0.1896551724137931,startup,604.3978684600659,590.9392567574794,631.7858599376808,40.84660318020144,2.3118408447022336
1,0.20689655172413793,startup,626.8402123419917,614.3712442539662,654.7334627261442,40.36221847217803,2.0410711361996356
1,0.22413793103448276,startup,642.8574762237579,629.5377039298255,670.0459257175718,40.508221787746265,2.1486090522593755
1,0.24137931034482757,startup,666.6834729598296,653.3948450786435,693.2533393725475,39.85849429390407,1.9778742688487085
1,0.25862068965517243,startup,675.0847164282821,661.8510085383365,702.3756773039318,40.524668765595266,1.9974059803912818
1,0.27586206896551724,startup,684.498682439026,671.5536012515983,713.5541713410621,42.00057008946385,2.052147446835158
1,0.29310344827586204,startup,697.2940866798706,685.2737247413223,724.796965546451,39.523240805128694,2.0445267876289215
1,0.3103448275862069,startup,704.133539227803,691.0202154382434,731.6125117583947,40.59229632015126,2.1726810616476824
1,0.3275862068965517,startup,714.1717949557662,700.797879248766,740.9936195191202,40.195740270354236,2.256601086287622
1,0.3448275862068966,startup,724.4286486871006,710.9489566959445,751.7728154087425,40.82385871279803,2.624010861023532
1,0.3620689655172414,startup,735.7253787746264,721.9903618708892,762.8802182638589,40.889856392969705,2.4927586092501546
1,0.3793103448275862,startup,738.239385059769,723.2193370275943,765.9512075802969,42.73187055270262,2.461422755385695
1,0.39655172413793105,startup,747.5544972846777,733.9993119466579,774.1014743732577,40.10216242659976,2.1368445769408355
1,0.41379310344827586,startup,757.4418947102929,743.9839967011854,784.3125171453888,40.32852044420338,2.077200493287864
1,0.43103448275862066,startup,756.0094692273309,741.4057371959301,782.5074050037863,41.10166780785619,2.6289868568745045
1,0.4482758620689655,startup,766.6733477938634,751.907692691443,792.6072166848319,40.69952399338888,2.013580926412136
1,0.46551724137931033,startup,764.9365943418308,750.3307748532613,791.1214846053322,40.790709752070825,1.9055203224062502
1,0.48275862068965514,startup,766.2591781949153,752.3565716988902,792.7349591746479,40.37838747575768,2.2109046538924897
1,0.5,startup,771.5389576303605,756.3500916117013,796.4949482853302,40.144856673628965,2.3693705210393943
