Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
R10S,Calibration,20.0,2181.5300323860474,43.350525245898034,1.5994065615930981,0.11770784708996183,880.3831324458869,31.782778277827727,29343500717.69004,3416354192.222,0.2023088558514178,0.00581826828357902,8.385616986661436e-06,0.0,7.240720109630041e-18,3.3310075051717247e-18,0.10351161369990429,0.007932345304394389,0.6668144267146727,0.011535959341273248,66162128.91458042,7696755.392355797
R10S,Calibration,40.0,2178.459014275742,43.28949915588553,1.5845679760557174,0.11661845457565341,900.1138228452926,31.907743330034123,29188813243.81553,3398344507.3878784,0.20252024296585597,0.00581826828357902,8.39734994873785e-06,0.0,7.9539031295246e-18,3.651449770951373e-18,0.10401011593556125,0.00793234530439439,0.6673477431726915,0.011535959341273248,65671554.0817554,7639685.969835028
R10S,Calibration,60.0,2169.9719060306325,43.12084660708614,1.5625681607194104,0.11500452944914295,1051.9238844523402,32.03270838224053,28826916105.654797,3356210175.2574515,0.20295976980537872,0.00581826828357902,8.41114569252106e-06,0.0,8.897805777505435e-18,4.0682027661140065e-18,0.10499434654227716,0.007932345304394389,0.6679748224355647,0.011535959341273248,64549311.13048348,7509133.4977722345
R10S,Calibration,80.0,2149.91050183181,42.72219410344033,1.5260332701345434,0.11232514035375318,1592.4581590636842,32.157673434446934,28051229544.14773,3265899886.0472293,0.20380713664026467,0.00581826828357902,8.42735326329202e-06,0.0,1.0272766999803069e-17,4.66229809360802e-18,0.1068384656224036,0.00793234530439439,0.6687115301978811,0.011535959341273248,62190045.361011125,7234676.012333236
R10S,Calibration,100.0,2116.149683119434,42.05131210677478,1.4724975518167132,0.10840008837819141,2000.0,0.0,26779268656.62528,3117810230.615967,0.20522661460377417,0.00581826828357902,8.446375534505141e-06,0.0,1.2373045833701771e-17,5.5508971634481194e-18,0.10988571156063162,0.00793234530439439,0.6695761788893866,0.011535959341273248,58361805.958587885,6789330.272297099
R10S,Calibration,120.0,2082.37228178503,41.38010058662606,1.4175306032892105,0.1043739710651072,1957.1458293535525,29.51456289559326,25384263998.235058,2955395048.504191,0.20712508078528066,0.00581826828357902,8.468675495281676e-06,0.0,1.5394716132014164e-17,6.808414275226689e-18,0.11394985071850534,0.007932345304394392,0.6705898134701381,0.011535959341273248,54120180.63862549,6295894.630346664
R10S,Calibration,140.0,2062.258954389915,40.98041628520607,1.3775213649309792,0.1014485462353972,1278.3170128602844,32.53256859106613,24238958131.471615,2822051364.0904603,0.20902312461549977,0.00581826828357902,8.494782470275767e-06,0.0,1.9083512362660545e-17,8.328808302646527e-18,0.11804971939519883,0.007932345304394394,0.6717764941516877,0.011535959341273248,50487265.12790137,5873271.257945221
R10S,Calibration,160.0,2053.6776500961614,40.809891908779235,1.352043745413475,0.09958807768613176,962.6902456655959,32.65753364327253,23343126592.431232,2717753043.880825,0.21044130103695197,0.0058182682835790245,8.525297880392713e-06,0.0,2.283390860634324e-17,9.871898446835872e-18,0.1212056147945164,0.00793234530439439,0.6731635582479125,0.011535959341273248,47497697.06064183,5525489.61125423
R10S,Calibration,180.0,2050.4571815405666,40.74589599703362,1.334927757279946,0.09833759562903918,911.2950144636624,32.78249869547892,22645577781.86696,2636540041.172731,0.2112863809148981,0.00581826828357902,8.560899987440536e-06,0.0,2.628564781080162e-17,1.1298895687714337e-17,0.12323570318234997,0.007932345304394392,0.6747818358409955,0.011535959341273246,45109256.55739538,5247638.178353438
R10S,Calibration,200.0,2049.179773223917,40.72051183057331,1.321742204942845,0.0973726142019663,910.8611060968672,32.90746374768533,22133641018.564857,2576937155.8767266,0.2117224489421038,0.00581826828357902,8.60234686213424e-06,0.0,2.9493061504984845e-17,1.2633995932087496e-17,0.12449060614173682,0.007932345304394387,0.6766657846907093,0.011535959341273248,43360366.27808342,5044186.734018691
