location_id,latitude,longitude,city,country,scenario,year,month,projected_temperature_c,temperature_increase_c,humidity_change_pct,precipitation_change_pct,extreme_weather_frequency,heat_wave_days,cooling_degree_days,heating_degree_days
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,1,-21.35,0.0,0.0,0.0,1.0,0,0.0,39.65433103323943
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,2,-17.43,0.0,0.0,0.0,1.0,0,0.0,35.729423974373525
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,3,-15.11,0.0,0.0,0.0,1.0,0,0.0,33.412206773610734
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,4,-8.75,0.0,0.0,0.0,1.0,0,0.0,27.053834938238754
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,5,-5.18,0.0,0.0,0.0,1.0,0,0.0,23.4778823386605
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,6,-0.42,0.0,0.0,0.0,1.0,0,0.0,18.71893626913506
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,7,4.53,0.0,0.0,0.0,1.0,0,0.0,13.774779920183645
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,8,9.03,0.0,0.0,0.0,1.0,0,0.0,9.272396371479125
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,9,12.75,0.0,0.0,0.0,1.0,0,0.0,5.552080100864309
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,10,19.4,0.0,0.0,0.0,1.0,0,1.0961814087036785,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,11,21.61,0.0,0.0,0.0,1.0,0,3.308809626838773,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2020,12,24.73,0.0,0.0,0.0,1.0,0,6.429187706352263,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,1,-20.74,0.2,5.0,7.3,1.2,0,0.0,39.03646201093326
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,2,-19.24,0.2,5.0,7.3,1.2,0,0.0,37.537874238452
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,3,-14.83,0.2,5.0,7.3,1.2,0,0.0,33.126641769914464
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,4,-10.28,0.2,5.0,7.3,1.2,0,0.0,28.575158663280057
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,5,-4.45,0.2,5.0,7.3,1.2,0,0.0,22.752626904562465
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,6,-0.22,0.2,5.0,7.3,1.2,0,0.0,18.51893626913506
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,7,4.3,0.2,5.0,7.3,1.2,0,0.0,13.99723155648177
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,8,9.39,0.2,5.0,7.3,1.2,0,0.0,8.907697794597539
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,9,13.06,0.2,5.0,7.3,1.2,0,0.0,5.2392343360560005
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,10,16.31,0.2,5.0,7.3,1.2,0,0.0,1.9912542373099313
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,11,20.77,0.2,5.0,7.3,1.2,0,2.4661019234632633,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2030,12,24.09,0.2,5.0,7.3,1.2,0,5.785017952894545,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,1,-24.01,0.4,10.0,14.5,1.4,0,0.0,42.311434030846826
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,2,-19.67,0.4,10.0,14.5,1.4,0,0.0,37.97161078517233
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,3,-12.59,0.4,10.0,14.5,1.4,0,0.0,30.894102171040604
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,4,-9.68,0.4,10.0,14.5,1.4,0,0.0,27.97783731410803
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,5,-4.69,0.4,10.0,14.5,1.4,0,0.0,22.985063364656266
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,6,-0.02,0.4,10.0,14.5,1.4,0,0.0,18.318936269135058
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,7,4.24,0.4,10.0,14.5,1.4,0,0.0,14.061110462200615
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,8,9.52,0.4,10.0,14.5,1.4,0,0.0,8.77652118975168
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,9,13.67,0.4,10.0,14.5,1.4,0,0.0,4.626264032378614
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,10,18.55,0.4,10.0,14.5,1.4,0,0.2546470529292222,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,11,24.03,0.4,10.0,14.5,1.4,0,5.730200122918724,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2040,12,29.47,0.4,10.0,14.5,1.4,0,11.168167894342158,0.0
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,1,-22.63,0.6,15.0,21.8,1.6,0,0.0,40.93040914639677
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,2,-18.67,0.6,15.0,21.8,1.6,0,0.0,36.96877662291072
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,3,-12.04,0.6,15.0,21.8,1.6,0,0.0,30.34275739148558
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,4,-8.09,0.6,15.0,21.8,1.6,0,0.0,26.38597983894892
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,5,-4.08,0.6,15.0,21.8,1.6,0,0.0,22.38309794381817
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,6,0.18,0.6,15.0,21.8,1.6,0,0.0,18.11893626913506
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,7,5.06,0.6,15.0,21.8,1.6,0,0.0,13.240511964305064
New_York_USA,40.7128,-74.006,New_York,USA,RCP2.6,2050,8,9.97,0.6,15.0,21.8,1.6,0,0.0,8.328733576660248
