Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
R20S,Calibration,20.0,1965.6486715287665,58.605458588620735,1.3177208890458807,0.1294199183988213,898.320171351742,37.057105400284314,20149832370.073154,3017702019.2600136,0.20431505717034906,0.006095328678035163,8.205616986661436e-06,0.0,1.3760561843842716e-17,7.591998874632493e-18,0.10660082472245683,0.010504677168606766,0.6818144267146727,0.011535959341273248,53708668.368244655,8129053.240050698
R20S,Calibration,40.0,1962.825715236939,58.52129265884169,1.3054331481176358,0.12821605513944656,918.1308591229413,37.20280830487259,20042355858.20811,3001606000.150699,0.20452644428478722,0.006095328678035163,8.21734994873785e-06,0.0,1.510641831034822e-17,8.313801462841699e-18,0.10710210665661038,0.010504677168606766,0.6823477431726915,0.011535959341273248,53306186.2201896,8068135.721350049
R20S,Calibration,60.0,1955.0257598007217,58.288738402360636,1.287148688673788,0.12642601768134062,1070.097812748323,37.34851120946088,19790454826.491547,2963880512.5087404,0.20496597112431003,0.006095328678035163,8.23114569252106e-06,0.0,1.6877367189430095e-17,9.243610978414427e-18,0.10809001091224517,0.010504677168606766,0.6829748224355647,0.011535959341273248,52383776.730129614,7928524.815296399
R20S,Calibration,80.0,1936.590367155018,57.739090514662344,1.2566896906174156,0.12344499794078202,1611.0152888363768,37.49421411404913,19250026083.308174,2882944210.924773,0.20581333795919596,0.006095328678035163,8.24735326329202e-06,0.0,1.943843857665193e-17,1.0552922080217814e-17,0.10993906290353805,0.010504677168606766,0.6837115301978811,0.011535959341273248,50442813.92871556,7634751.19496621
R20S,Calibration,100.0,1905.5658933013956,56.814101454309,1.2120014831927695,0.11907260119061164,2000.0,0.0,18364139155.886356,2750271009.450038,0.20723281592270543,0.006095328678035163,8.266375534505141e-06,0.0,2.3322738909239156e-17,1.2487201545358831e-17,0.11299288250245214,0.01050467716860677,0.6845761788893866,0.011535959341273248,47295053.103600934,7158323.159944737
R20S,Calibration,120.0,1874.5210044258185,55.88850372377918,1.1661517685779286,0.11459087554907672,1970.9887499758345,28.723399763577476,17394662534.36327,2605079153.5246887,0.20913128210421195,0.006095328678035163,8.288675495281676e-06,0.0,2.887959628677897e-17,1.5197444371494047e-17,0.11706535062891672,0.010504677168606764,0.6855898134701381,0.011535959341273248,43816573.40748651,6631839.307277331
R20S,Calibration,140.0,1856.0210271828043,55.3369302580272,1.1328537762793223,0.11134178573224529,1296.8967856988322,37.93132282781395,16602077860.622135,2486379189.849781,0.21102932593443105,0.006095328678035163,8.314782470275767e-06,0.0,3.5641312148527285e-17,1.8455361524346704e-17,0.12117500487328958,0.010504677168606766,0.6867764941516877,0.011535959341273248,40851004.49726075,6182986.854020122
R20S,Calibration,160.0,1848.1015997108836,55.10081396447293,1.111699548463976,0.10928039175361234,981.1547757492572,38.07702573240223,15984757114.264193,2393927300.9902854,0.21244750235588325,0.0060953286780351616,8.345297880392713e-06,0.0,4.251468487326393e-17,2.1760093844589756e-17,0.12434190328782205,0.01050467716860677,0.6881635582479125,0.011535959341273248,38420612.95888203,5815135.950061935
R20S,Calibration,180.0,1845.0839587571077,55.010843546812126,1.0974925275115006,0.10789532275718801,929.7981334648565,38.22272863699051,15504883921.223171,2322059988.298424,0.21329258223382935,0.006095328678035163,8.380899987440536e-06,0.0,4.885744272397403e-17,2.4828494749269012e-17,0.1263845060693905,0.010504677168606764,0.6897818358409954,0.01153595934127325,36481998.405708775,5521717.747870945
R20S,Calibration,200.0,1843.813269453964,54.972958175731826,1.0865142531050653,0.1068231843508725,929.4324829402025,38.36843154157878,15152181337.527418,2269238144.4503493,0.21372865026103507,0.006095328678035163,8.42234686213424e-06,0.0,5.47743503394959e-17,2.771573698624993e-17,0.12765411728200174,0.010504677168606764,0.6916657846907093,0.011535959341273248,35061132.88990559,5306663.2366377935
