frequency_hz,TL_dB_sensor1,TL_dB_sensor2,TL_dB_sensor3
0.0,-52.191505,-39.02036,-62.94121
9.765625,-54.470505,-37.44251,-58.95421
19.53125,-55.236607,-33.428444,-54.078346
29.296875,-54.056854,-36.21155,-57.651745
39.0625,-50.059532,-37.73858,-60.36396
48.828125,-49.248386,-38.183235,-58.709473
58.59375,-47.843903,-34.643036,-57.655922
68.359375,-47.171562,-32.874943,-55.198944
78.125,-44.960632,-29.602924,-49.987263
87.890625,-43.750706,-24.596722,-43.174423
97.65625,-44.153484,-19.899258,-46.167763
107.421875,-41.015285,-18.10559,-45.853188
117.1875,-34.603603,-17.591084,-41.393677
126.953125,-37.096786,-16.727999,-39.234673
136.71875,-35.09185,-6.883053,-36.28672
146.48438,-28.961124,-11.58449,-34.067566
156.25,-27.058418,-10.588009,-29.788206
166.01562,-22.431944,-2.6779003,-28.26557
175.78125,-19.29544,-0.7969434,-23.216656
185.54688,-14.051489,-3.250388,-18.025429
195.3125,-9.821661,1.3614578,-14.38957
205.07812,-7.6740985,-0.88096315,-12.664513
214.84375,-5.66494,0.4385887,-5.107699
224.60938,-3.51581,0.13299596,-3.6674678
234.375,1.1137096,-0.27510375,-2.6051588
244.14062,0.057039376,0.19004093,0.7225411
253.90625,0.29950213,-0.0019356664,0.069420256
263.67188,-0.057549298,0.03564892,0.090787895
273.4375,-0.067600414,0.04009088,0.017007388
283.20312,-0.07231451,0.043906156,-0.1955585
292.96875,0.90341175,0.14940484,-1.5600055
302.73438,0.60666764,0.1107879,0.15664238
312.5,-0.1605637,-0.050796326,0.45288378
322.26562,0.07283314,-0.01631885,0.6833972
332.03125,0.051901657,-0.035830695,0.6822788
341.79688,-0.547265,-0.00849424,-0.40314823
351.5625,-0.488461,0.0690213,-0.53359807
361.32812,0.09847343,0.0899827,-0.20966232
371.09375,0.15189669,0.03686623,0.11761588
380.85938,0.1334403,0.04443606,-0.057821326
390.625,0.38792565,0.11455369,-0.020977315
400.39062,0.45368832,0.13491508,0.2880657
410.15625,0.08548033,0.1409295,0.77844954
419.92188,-0.24398448,0.12808761,0.5204145
429.6875,-0.30478957,0.08536966,-0.48687965
439.45312,-0.8266113,0.05778481,-0.558012
449.21875,0.11780082,0.095236145,-0.091915146
458.98438,0.9135496,0.1275839,0.4085219
468.75,-0.14088573,0.04832637,0.68536824
478.51562,-0.035963286,0.07556162,0.38689333
488.28125,-0.05164839,0.018877931,-0.58638215
498.04688,0.11243434,-0.06164147,-0.34668282
507.8125,-0.6774093,0.009748578,0.3726281
517.5781,-0.6027097,0.08400898,0.62361246
527.34375,-0.9098646,-0.08077614,0.8565568
537.1094,1.0938809,0.08715316,-0.5800351
546.875,0.13969591,0.08610721,-1.5166829
556.6406,-1.4757254,0.15655199,1.3466703
566.40625,0.34779134,0.14637952,2.887366
576.1719,-0.6032406,0.20372288,2.483348
585.9375,1.3132285,-0.041214895,2.7721548
595.7031,0.9675633,0.20341612,-0.40805727
605.46875,-0.05259861,0.11380129,0.026935553
615.2344,0.054652005,0.10850665,0.0061647664
625.0,-0.0152266435,0.10112769,0.2462431
634.7656,0.6582786,0.016727872,-0.07042063
644.53125,0.71099573,0.17669353,-0.589598
654.2969,-0.15630215,0.1941298,-0.10959055
664.0625,-0.681666,0.17197418,1.0025368
673.8281,-0.5915449,0.11584184,0.7316273
683.59375,-0.66107607,0.09002985,-0.15356375
693.3594,-0.4703126,0.13338508,-0.3047118
703.125,0.5885372,0.11827341,-0.045944892
712.8906,0.2247718,0.04204893,0.5529977
722.65625,-0.80579454,0.05468779,0.9022561
732.4219,-0.8774327,0.121862076,0.51348156
742.1875,-0.64407706,0.115292855,0.33589748
751.9531,-0.6546985,0.08302576,0.39560866
761.71875,-0.37264153,0.096493065,-0.13170561
771.4844,0.042740032,0.057750076,-0.3621565
781.25,0.49139437,0.08035838,0.4179849
791.0156,0.9608353,0.14094503,0.6274922
800.78125,0.4949196,0.13747293,-0.28239757
810.5469,-0.65758854,0.12103894,-1.0329742
820.3125,-0.64829326,0.19897944,-1.0115858
830.0781,0.43205488,0.29274583,0.32148215
839.84375,0.5626172,0.29069957,0.21710137
849.6094,-0.12091188,0.21425985,-0.6283859
859.375,-0.11599348,0.26212174,0.35282618
869.1406,-0.032057952,0.3276241,2.12707
878.90625,-0.19701636,0.19356933,1.2267418
888.6719,1.2138938,0.107592605,0.5997481
898.4375,0.81318146,0.063049264,-0.6417286
908.2031,-0.9702997,0.14695662,-1.6745828
917.96875,0.060495697,0.22561875,-0.21594283
927.7344,0.001301869,0.15263252,-1.309119
937.5,-1.0531915,0.1282746,-1.2100496
947.2656,-1.1323586,0.15540326,-0.33896858
957.03125,-0.31706643,0.059269674,-0.4234351
966.7969,0.85001504,0.22487403,0.118768625
976.5625,0.24674594,0.17450185,-1.6805218
986.3281,-1.1958898,0.14188066,-1.4375272
996.09375,0.4233364,0.119787596,0.071021855
1005.8594,1.0355579,0.051393133,0.51454854
1015.625,-1.1760836,0.10141194,-0.5552359
1025.3906,0.07158666,0.18503942,-0.854893
1035.1562,0.18862145,0.08863765,-1.331835
1044.9219,-0.069760844,0.094528526,-0.6050449
1054.6875,0.5661187,0.22199973,0.73097146
1064.4531,0.053931095,-0.028468788,-1.489011
1074.2188,2.20107,0.008218262,-1.2759557
1083.9844,0.9475377,0.24690492,-1.0162357
1093.75,0.33829612,0.32647794,1.3796335
1103.5156,-0.23236112,0.23034303,2.1309361
1113.2812,-0.45876825,0.18594375,-0.8952183
1123.0469,-0.043415308,0.1949382,-2.0269213
1132.8125,1.4362572,0.21764503,0.08900743
1142.5781,0.7241667,0.23945531,-0.5539071
1152.3438,0.961873,0.26440898,2.2651088
1162.1094,0.071864195,0.2539492,0.3932117
1171.875,-1.0253474,0.215871,0.831974
1181.6406,-0.6952945,0.26142713,0.07992028
1191.4062,-0.41552216,0.18901898,-0.2298017
1201.1719,-0.91859233,0.31858835,0.32395172
1210.9375,-0.86187315,0.21892218,1.239722
1220.7031,-0.3026139,0.2968223,1.1595099
1230.4688,-0.8207515,0.23868701,-0.4452091
1240.2344,0.7116088,0.19750053,-0.33703476
1250.0,1.2425903,0.21492508,1.647533
1259.7656,-0.70453596,0.16777375,1.455159
1269.5312,-1.2794712,0.2696051,1.3264089
1279.2969,0.29233974,0.2582906,0.6807525
1289.0625,-0.81997395,0.19988781,0.5729482
1298.8281,0.14341919,0.2200872,0.393955
1308.5938,0.20203903,0.21891133,0.3890505
