sample_id,sintering_temperature_C,cooling_rate_C_per_min,porosity_percent,youngs_modulus_Pa,poisson_ratio,density_g_cm3,thermal_conductivity_W_mK,grain_size_um,TEC_mismatch_K-1,x_coordinate,y_coordinate,z_coordinate,thermal_stress_Pa,thermal_strain,stress_hotspot_intensity,crack_initiation_risk,delamination_probability
1,1312.3620356542087,4.362767366200286,3.6167501246468374,186491805392.6964,0.2316203668362011,4.129698789888611,2.5954033450393417,1.7408704428884407,2.4956249900361765e-06,0.6470214713669035,0.07334334921671892,0.6548738953340444,1011288482.3000398,0.006449505602789013,0.36881785221341745,0.9583622313993115,0.6029201962932564
2,1485.2142919229748,3.9962088660826294,15.964820670148258,143921440435.9765,0.2770124951908798,3.9926315380709716,7.165381744485918,5.17515372738209,2.280614198505999e-06,0.5994487701426715,0.5645787430200736,0.034190657124231416,732048021.9536244,0.0060123742623536276,0.2560930874581607,0.9344490714204823,0.6857871923910218
3,1419.5981825434214,2.5853852125257406,2.908960382042202,189098267457.3169,0.26177409444245675,5.141835602929051,5.624907899769229,3.792639921313806,2.3135027754187815e-06,0.8976678803443767,0.9872046006860492,0.8306896508112663,874612799.4709848,0.00541272901439418,0.31880173870216433,1.0,0.504993226202983
4,1379.597545259111,6.465400030913392,8.328956674250657,169598651984.9153,0.2776278132337379,4.845857857676646,10.075427358234167,3.718536611162725,2.2833579511666225e-06,0.9182393204228222,0.755207855843978,0.22097132215040727,1161879401.525483,0.008305986010534281,0.4897457339153714,1.0,0.8533202908396161
5,1246.805592132731,5.28961744457766,1.9520444967244528,192650819511.35654,0.28342023976914316,5.692376837321098,8.315714163237809,0.7264228871693038,2.329826104054797e-06,0.6221404767646187,0.58977180992804,0.06532369104629188,982253576.2712507,0.006028207720016226,0.3758839666716871,0.9778505289638381,0.4556739661294502
6,1246.7983561008607,8.791308930916033,17.873626854811164,137830615616.72806,0.26021057336824105,4.644433097101957,7.475744000486559,0.7101680082476938,2.4046698938355777e-06,0.6422614795063648,0.029829933973322786,0.17760397220367474,1080467361.222726,0.00959082417432859,0.5502893566287272,1.0,0.8788373314331012
7,1217.4250836504598,1.2889862243385242,7.09344463612293,173950615605.2362,0.2053969713029462,5.539798594404979,6.3019565162683895,0.686420762615017,2.251882251246083e-06,0.1298201725798327,0.0626007597528605,0.4698823007097641,499790542.50431925,0.0031351273693110008,0.14219226854778344,1.0,0.09301219203145514
8,1459.8528437324806,6.794811347996137,2.749784135938938,189686923913.72873,0.22666020380803437,4.8512778173656335,4.651879381561746,4.76165709231503,2.1683937791185493e-06,0.3933377503010165,0.0532140710262059,0.04230394798517223,1270018721.1617446,0.008103943864159916,0.45463550356987004,1.0,0.7690732841333492
9,1380.3345035229627,7.86653990660405,1.9456882211337074,192674527407.46136,0.23644543540017368,4.413705656420849,4.712969481956074,3.13421436604442,2.446560563403234e-06,0.33012693585464803,0.7939869081461973,0.03485910055223562,1445537173.9621744,0.009153226601546367,0.5434296561523266,0.99660420632075,0.7645098676112294
10,1412.4217733388136,7.835379122694763,13.53927232953087,151850379261.6203,0.22229360570498946,3.5451019105079067,6.3960172165618125,3.9084513507183405,1.953189473441061e-06,0.3458265745692015,0.5434001858451234,0.5101915054471303,866173504.234336,0.006815362154378472,0.2178431560998959,1.0,0.7692834604653068
11,1206.1753482887407,8.974665703859726,4.950952213053204,181627596291.0847,0.2169789102925644,3.906443081134238,10.505288636550638,1.2695273751444036,2.4541821986302147e-06,0.7273857884436588,0.30613859156273426,0.5683101463136145,1235560822.4542484,0.008243529848934998,0.507896503251571,1.0,0.8114739651518709
12,1490.9729556485984,7.561303685465447,0.7850801337566321,197027789806.42035,0.24924945577087748,3.846870006128655,6.349531736556475,5.331459082268466,2.6563335884508292e-06,0.4879947949086554,0.8754031616321697,0.3185440278859897,1772161939.1613,0.011092820201521733,0.5808140461610382,0.9331030057932714,0.9240645542833875
13,1449.7327922401264,9.350290554829266,6.533515952254713,175941002334.0027,0.22668911231065203,4.9693021201239915,5.966505705574753,4.087158897088995,2.1996539202590587e-06,0.5025582280458768,0.8116305887516394,0.01682257968479184,1388314509.1529405,0.009658034443117539,0.5253557056873674,1.0,0.926055388763332
14,1263.701733203483,3.9939093983880234,22.435753207340678,123804672207.75797,0.23410130020997885,3.9833939129053544,6.399479483133505,1.573870976203262,2.262342315951883e-06,0.24772109779562168,0.7781557929337066,0.45959580704830794,534472040.79185885,0.005012176347136901,0.2972311368182561,0.9959602731955257,0.4853275412626336
15,1254.54749016213,5.528884750763888,5.554947269387726,179446634281.30884,0.25549985476215287,3.9957203646748116,14.33010374633685,0.5,2.277801213984283e-06,0.16715155529011272,0.773819843086639,0.9186783830890553,958909549.2887961,0.006346814127041439,0.40118197831051866,1.0,0.6233929141983412
16,1255.0213529560301,1.126716969546016,21.41540077685835,126876626075.74066,0.2325952442999407,4.503167638164075,2.7311911745830684,2.2230240789924576,2.296793712004251e-06,0.40936434287471635,0.19138261130969214,0.48434901787122386,369070583.2686487,0.003181561451380535,0.14618885408752325,1.0,0.29078174546557023
17,1291.2726728878613,1.062618285729621,17.4309164114575,139231580881.43942,0.2513140396271119,4.029962360860382,5.152944623247222,1.427904808874144,2.321669495630031e-06,0.05771388702229352,0.8756437296102721,0.4533647207514757,447403997.7205066,0.0035773941899857682,0.11713372750551763,1.0,0.2482509758660449
18,1357.4269294896712,3.161139584063679,10.157061695946807,163260151796.717,0.24449461226874933,3.299524650321701,5.403556623140499,3.2269852879843666,2.2870224387571574e-06,0.1595133285137147,0.1968435949169277,0.5585288246720285,716494057.3074803,0.005105264047895212,0.2710004731361116,0.9396217166855723,0.4376565240199263
19,1329.5835055926348,1.9072647742517672,4.41317662042786,183580499144.26978,0.27148692874229563,3.4923862859864423,14.236945278536929,2.740808667273253,2.193359921759492e-06,0.8185482844893706,0.8632057421211174,0.1646694334660468,661403085.4301424,0.004083634781837466,0.3170455250878687,0.9582082547331892,0.2734755307982181
20,1287.3687420594126,3.3419023114217827,10.859141485624065,160857839523.115,0.23707015592879208,3.4390252394602077,6.7653198093884335,1.5657797879582755,2.369536190544289e-06,0.4374111699285532,0.8915776496728343,0.8030149389161229,715045203.044848,0.005178759473048414,0.1362137986383618,0.9909749416899347,0.5490384135013813
21,1383.5558684167138,2.5933896507555767,6.451879263345914,176232140227.8038,0.22289851902549826,3.768266502352556,8.967580437890533,4.208963664371496,2.469761651295424e-06,0.9763699082572674,0.7123839734745805,0.03323017955736607,803249845.976031,0.005325280135729152,0.34927535552657085,1.0,0.5034759690286195
22,1241.8481581956125,1.2566802235478343,9.58410520446656,165233791529.29218,0.24367312990316925,5.170517350348813,4.283342396170039,2.226278704200409,2.2097287479803546e-06,0.004362856915634428,0.7089157311887228,0.056291939098463195,506519314.2172306,0.003385111655358143,0.23080636038328672,0.9755987175159568,0.18273513881778455
