sample_id,friction_angle_deg,peak_friction_angle_deg,critical_friction_angle_deg,cohesion_kPa,dilatancy_angle_deg,youngs_modulus_MPa,shear_modulus_MPa,bulk_modulus_MPa,poissons_ratio
SAND_0001,38.37645444652582,42.587517132373975,35.44617304505045,1.1017006545030281,6.0683746878837255,54.94987261482473,20.361978743109724,60.782080522265026,0.3493254586914639
SAND_0002,40.35391822536817,42.309537008038475,38.37450743697217,1.6955668403838613,5.977832216548169,76.2232923274183,28.855426818509248,70.88395237356121,0.3207791519916982
SAND_0003,38.21048143693332,39.37776793207918,36.98720654629095,4.663546857231362,6.134374294710094,51.28801899193628,18.478202535881252,76.1839422255966,0.3877978361895439
SAND_0004,30.284994871391852,33.780550644043736,28.36778511204717,1.003350669112724,2.3298667352481712,38.72998969284605,15.020419075381893,30.6279204973345,0.2892446441898406
SAND_0005,40.30363327898192,43.553681755523186,37.90964681084032,7.940490574702657,7.01365060799877,79.61217389440998,29.63716245862896,84.57538061252376,0.34311397060265164
SAND_0006,32.758616408768866,35.36714102888437,29.763519965406385,2.8461494684391715,1.6147211275991125,63.81618432562119,23.741691073934774,68.16605274225475,0.3439688042205823
SAND_0007,33.80228789819791,37.377863665290754,32.154477265071506,1.4327540189128454,5.481442647821573,59.61200886908797,22.348513823860973,59.7400937759521,0.333690672653178
SAND_0008,39.13160772188259,42.334060913823166,37.10343397212404,2.0657976248760734,9.01475063537388,60.442782630873324,23.712218708625777,44.67456629164907,0.2745071090476679
SAND_0009,43.02117004666827,45.02349635304504,40.26180863736868,0.2156697512417126,15.27858348836891,83.99644998300268,31.72861230698804,79.39341125807763,0.3236704015022894
SAND_0010,43.34112400698874,45.932039909479634,41.63058957087408,3.7224960439791954,9.271333040089736,90.86822312511102,35.08052102748227,73.92632520885729,0.2951378779967999
SAND_0011,37.00148467882193,39.713938957810896,35.782961565640214,1.7462587359339774,6.3582665037599,73.98369521162894,28.591092973337986,59.806316056275755,0.29382418644542285
SAND_0012,35.228427174921286,39.74941915282354,32.33055542491828,8.547059236146255,7.902781507631285,64.85171329258978,25.74074183111634,44.98146296285869,0.2597094854157367
