sample_id,sample_date,latitude,longitude,depth_m,sand_content_pct,silt_content_pct,clay_content_pct,d10_mm,d30_mm,d60_mm,uniformity_coefficient,coefficient_curvature,relative_density_pct,void_ratio,porosity,specific_gravity,dry_unit_weight_kN_m3,permeability_m_s,d50_mm,friction_angle_deg_x,friction_angle_deg_y,peak_friction_angle_deg,critical_friction_angle_deg,cohesion_kPa,dilatancy_angle_deg,youngs_modulus_MPa,shear_modulus_MPa,bulk_modulus_MPa,poissons_ratio,cyclic_resistance_ratio,csr_magnitude_6,csr_magnitude_7,csr_magnitude_8,factor_safety_m6,factor_safety_m7,factor_safety_m8,liquefaction_potential_index,initial_pore_pressure_kPa,excess_pore_pressure_ratio,b_parameter,k0_coefficient
SAND_0001,2020-07-10,38.07087743360249,-118.44242021817419,15.607061075885895,77.4758488659881,20.678621761898373,1.845529372113532,0.21002654288408384,0.6384053833042552,1.4936877153843593,7.111899738352325,1.299149372916322,73.36796441777368,0.7024170267724255,0.4125998599204111,2.64178323970573,15.222999520068582,2.8192696193749213e-05,0.5601018362856904,38.37645444652582,38.37645444652582,42.587517132373975,35.44617304505045,1.1017006545030281,6.0683746878837255,54.94987261482473,20.361978743109724,60.782080522265026,0.3493254586914639,0.12579159526974892,0.11561135130836812,0.18706037109982893,0.23429962277614713,1.0880557475210821,0.6724652288999119,0.5368834733034625,10.35945812646064,153.10526915444063,0.6205014115869499,0.9035227190471329,0.37917432897567804
SAND_0002,2020-11-15,35.35159250271194,-105.8639280757899,6.296128777339932,70.46358194160614,27.69039192974425,1.8460261286496165,0.17370269978798733,0.7208833694834951,1.641121228771496,9.447874044413616,1.822983682655929,93.03197185892859,0.37124379115904005,0.27073507537652897,2.6606046676537085,19.034202348235596,0.00011636030670697625,0.5339168363303297,40.35391822536817,40.35391822536817,42.309537008038475,38.37450743697217,1.6955668403838613,5.977832216548169,76.2232923274183,28.855426818509248,70.88395237356121,0.3207791519916982,0.1723329983984129,0.17228789868438416,0.26248399069459544,0.3081843618063946,1.0002617694822047,0.6565467019241005,0.5591880048302864,4.229277485513957,61.76502330570474,0.31754840856405836,0.9253422751417479,0.3524927975278753
SAND_0003,2021-08-02,38.23145217279417,-101.59923671781894,17.645280075920514,85.77226245720831,3.8114594094468703,10.416278133344816,0.12289666628170687,0.42970959031645883,1.099184520176189,8.943973448853447,1.3669083201306962,78.00900185072278,0.4361293472895057,0.30368389039095894,2.6003320650209023,17.762506981700657,3.067918599898556e-05,0.36754062790133984,38.21048143693332,38.21048143693332,39.37776793207918,36.98720654629095,4.663546857231362,6.134374294710094,51.28801899193628,18.478202535881252,76.1839422255966,0.3877978361895439,0.12752184395199012,0.30522126592461785,0.4597575569561661,0.5710770477049893,0.41780130740786875,0.27736758650853066,0.22330059396445254,15.198165701957947,173.10019754478026,0.3437183875543623,0.919678382495702,0.38144785380055557
SAND_0004,2021-04-19,40.441086239394686,-114.58632791396538,19.48473375557432,81.54243689591554,16.7408802220652,1.716682882019274,0.0926396310966867,0.24587637884561667,0.4956383569693287,5.350176280948677,1.3166546922874118,34.93839396480364,0.7793681582990237,0.43800275657627596,2.599206058650501,14.329924538908394,3.8634360521256156e-05,0.2142796176658119,30.284994871391852,30.284994871391852,33.780550644043736,28.36778511204717,1.003350669112724,2.3298667352481712,38.72998969284605,15.020419075381893,30.6279204973345,0.2892446441898406,0.12364818076243848,0.12557746739105818,0.16269536078395708,0.20093249652365644,0.9846366814946845,0.7599981964244863,0.6153717437531613,12.080552499550425,191.1452381421841,0.3947705104245191,0.9020881521583513,0.4956985071941714
SAND_0005,2021-09-28,40.51712372019967,-112.59017125880972,17.144568440032764,75.19015950331996,9.794859447025384,15.014981049654654,0.15866277980365767,0.4152366558970182,1.0693158083311967,6.739550445633536,1.016272849792028,86.03895235445837,0.5388227090363055,0.35015255875301293,2.5805728723084393,16.45116083138628,6.015062829972103e-05,0.4118987965967161,40.30363327898192,40.30363327898192,43.553681755523186,37.90964681084032,7.940490574702657,7.01365060799877,79.61217389440998,29.63716245862896,84.57538061252376,0.34311397060265164,0.17438898617524748,0.1734105535448976,0.24681734575951914,0.3207900517937271,1.0056422899895567,0.7065507719427443,0.5436234234825407,11.087814407067583,168.18821639672143,0.39830585206286084,0.9907914742728928,0.35316185894659136
SAND_0006,2021-03-02,38.56558921176889,-108.62157188310567,22.41056980387092,75.19035651660984,11.102996929882432,13.706646553507728,0.14045482361342845,0.4450278272281793,1.1385532909429443,8.10618860678339,1.2384666442745587,45.03878745371174,0.8496204128966423,0.45934852739112775,2.5699864447748144,13.630670837892492,1.942244392960508e-05,0.39989411305229255,32.758616408768866,32.758616408768866,35.36714102888437,29.763519965406385,2.8461494684391715,1.6147211275991125,63.81618432562119,23.741691073934774,68.16605274225475,0.3439688042205823,0.1668773101363301,0.3565925104552037,0.5718545677061572,0.7833677528769771,0.4679776081760802,0.2918177445110111,0.21302550369664897,19.14066883718483,219.84768977597375,0.2467113369496884,1.0,0.45889905534776687
SAND_0007,2022-12-18,39.473027562526006,-102.3658206072283,10.73266808298614,88.56912958882464,9.566257156673803,1.8646132545015712,0.17166914191141797,0.6986580358777279,2.0028168180765893,11.666725864512397,1.4196976102962373,57.32057456095297,0.6555286659113174,0.39596334355857804,2.5891358653889758,15.342182447492839,3.1069417353590154e-05,0.5863632360277753,33.80228789819791,33.80228789819791,37.377863665290754,32.154477265071506,1.4327540189128454,5.481442647821573,59.61200886908797,22.348513823860973,59.7400937759521,0.333690672653178,0.12446308431584273,0.2748858848093561,0.48235384351540844,0.7174020011707352,0.45278092180747165,0.2580327408790863,0.17349140943673175,9.347978201786939,105.28747389409403,0.2654778529483652,0.9525252010108557,0.4436712026061226
SAND_0008,2023-12-30,44.655179182347666,-101.16188825479159,23.188091157360795,87.20921674983491,8.08807384256147,4.702709407603621,0.15471124800788152,0.6057505212300063,1.7973283967679057,11.617309147918862,1.3195877267102347,70.00400412503389,0.4530007620853753,0.31176911527232765,2.6579731253402064,17.945425109181965,0.00023259149770623138,0.5273205091251122,39.13160772188259,39.13160772188259,42.334060913823166,37.10343397212404,2.0657976248760734,9.01475063537388,60.442782630873324,23.712218708625777,44.67456629164907,0.2745071090476679,0.10434810197120462,0.12085646207595865,0.20423272906931417,0.23643314439901864,0.863405234431085,0.510927423076201,0.44134295230240883,17.2643753268176,227.4751742537094,0.593788130575305,0.9945678596889393,0.36889617571439526
SAND_0009,2020-04-06,38.773484772303114,-105.20873503777464,13.550245369537617,72.36630736878058,15.388173023558615,12.245519607660801,0.1826027135929143,0.744513249040609,1.7992040372992064,9.853106790681464,1.6871636784112602,95.0,0.5738620509969794,0.364620298604608,2.6053606242254057,16.239407835941453,2.082858760803895e-05,0.5731836874145687,43.02117004666827,43.02117004666827,45.02349635304504,40.26180863736868,0.2156697512417126,15.27858348836891,83.99644998300268,31.72861230698804,79.39341125807763,0.3236704015022894,0.15248616702772824,0.11430494327492899,0.15776755563112171,0.2286378213780542,1.3340295061514957,0.9665242414242511,0.6669332576240364,7.001925056085209,132.92790707516403,0.3588493408428978,0.9329926648174762,0.31773146079937953
SAND_0010,2021-05-10,37.58226813259983,-118.26760478290612,15.041350451355306,84.51072052303158,8.352399068711698,7.136880408256722,0.09687269154317216,0.34240022035692186,0.7612469563213053,7.858220352864347,1.5897950312465263,95.0,0.5575083941619493,0.357948885702108,2.675680723211555,16.852832378363445,1.469817923567171e-05,0.27155854173251937,43.34112400698874,43.34112400698874,45.932039909479634,41.63058957087408,3.7224960439791954,9.271333040089736,90.86822312511102,35.08052102748227,73.92632520885729,0.2951378779967999,0.12698178836299281,0.11833686259773007,0.1728160744698626,0.20974189250810496,1.0730535318876078,0.7347799604436517,0.6054192934207739,9.515309006522328,147.55564792779558,0.19325422774519763,0.9499730861085081,0.3136594653674418
