sample_id,cyclic_resistance_ratio,csr_magnitude_6,csr_magnitude_7,csr_magnitude_8,factor_safety_m6,factor_safety_m7,factor_safety_m8,liquefaction_potential_index,initial_pore_pressure_kPa,excess_pore_pressure_ratio,b_parameter,k0_coefficient
SAND_0001,0.12579159526974892,0.11561135130836812,0.18706037109982893,0.23429962277614713,1.0880557475210821,0.6724652288999119,0.5368834733034625,10.35945812646064,153.10526915444063,0.6205014115869499,0.9035227190471329,0.37917432897567804
SAND_0002,0.1723329983984129,0.17228789868438416,0.26248399069459544,0.3081843618063946,1.0002617694822047,0.6565467019241005,0.5591880048302864,4.229277485513957,61.76502330570474,0.31754840856405836,0.9253422751417479,0.3524927975278753
SAND_0003,0.12752184395199012,0.30522126592461785,0.4597575569561661,0.5710770477049893,0.41780130740786875,0.27736758650853066,0.22330059396445254,15.198165701957947,173.10019754478026,0.3437183875543623,0.919678382495702,0.38144785380055557
SAND_0004,0.12364818076243848,0.12557746739105818,0.16269536078395708,0.20093249652365644,0.9846366814946845,0.7599981964244863,0.6153717437531613,12.080552499550425,191.1452381421841,0.3947705104245191,0.9020881521583513,0.4956985071941714
SAND_0005,0.17438898617524748,0.1734105535448976,0.24681734575951914,0.3207900517937271,1.0056422899895567,0.7065507719427443,0.5436234234825407,11.087814407067583,168.18821639672143,0.39830585206286084,0.9907914742728928,0.35316185894659136
SAND_0006,0.1668773101363301,0.3565925104552037,0.5718545677061572,0.7833677528769771,0.4679776081760802,0.2918177445110111,0.21302550369664897,19.14066883718483,219.84768977597375,0.2467113369496884,1.0,0.45889905534776687
SAND_0007,0.12446308431584273,0.2748858848093561,0.48235384351540844,0.7174020011707352,0.45278092180747165,0.2580327408790863,0.17349140943673175,9.347978201786939,105.28747389409403,0.2654778529483652,0.9525252010108557,0.4436712026061226
SAND_0008,0.10434810197120462,0.12085646207595865,0.20423272906931417,0.23643314439901864,0.863405234431085,0.510927423076201,0.44134295230240883,17.2643753268176,227.4751742537094,0.593788130575305,0.9945678596889393,0.36889617571439526
SAND_0009,0.15248616702772824,0.11430494327492899,0.15776755563112171,0.2286378213780542,1.3340295061514957,0.9665242414242511,0.6669332576240364,7.001925056085209,132.92790707516403,0.3588493408428978,0.9329926648174762,0.31773146079937953
SAND_0010,0.12698178836299281,0.11833686259773007,0.1728160744698626,0.20974189250810496,1.0730535318876078,0.7347799604436517,0.6054192934207739,9.515309006522328,147.55564792779558,0.19325422774519763,0.9499730861085081,0.3136594653674418
SAND_0011,0.15395674621258587,0.3825625150441758,0.4781076992120795,0.639014418910106,0.4024355240209772,0.32201268974815983,0.2409284386339393,16.607847261849784,194.18857418450222,0.19680028827254303,0.9695381959467883,0.39816428238037127
SAND_0012,0.17205894636791258,0.3549614285683165,0.44771405452889174,0.5903981862788247,0.4847257547443576,0.38430543921379023,0.2914286499631201,1.2379396273924808,15.032776663939226,0.7054156055328392,0.9274469767969142,0.42316233015177507
SAND_0013,0.11418495386472642,0.3534820126056325,0.5239092052775378,0.6930162871589375,0.32302903625288165,0.21794798166265777,0.16476518081968117,17.7900759819809,195.86481605184645,0.41416767618739947,0.9452164592619464,0.3643609085529821
SAND_0014,0.1615150982319477,0.3772650286730638,0.5727379782371974,0.7957297555874367,0.42812104477331764,0.2820052176897143,0.20297732628172407,16.268525239702747,185.79128905952612,0.07594050379416709,0.9415134650207186,0.38141326810272813
SAND_0015,0.20848750293095866,0.2515766170752731,0.3417457666213112,0.42809648834687436,0.8287236920296851,0.6100660879933705,0.4870105422636104,6.939638675139802,97.95840624514061,0.23662761514316216,0.9631321571614038,0.391832385694285
SAND_0016,0.14733831278728024,0.17420340134300322,0.2762290400799599,0.3391098147017428,0.8457832146295116,0.5333918285515176,0.43448554538850104,2.5577897755332124,34.21761611105577,0.41335469385025503,0.9518618859409584,0.32517915395322494
SAND_0017,0.20762896256627925,0.22040440127155547,0.3575022008486265,0.515208515682932,0.9420363720888864,0.5807767394813702,0.40299986558074985,2.5809483632328796,35.680226145761075,0.3318915515208889,0.9281778339621268,0.38007883633364004
SAND_0018,0.13563313638116203,0.3156592218651433,0.4354423254493373,0.5173220364570286,0.4296821603365276,0.31148358451650476,0.26218317957237924,23.447995760998474,272.4579237798277,0.3014796040330947,0.9409732801753043,0.3424820052630392
SAND_0019,0.1847365857794806,0.3628098614563796,0.6004702155430831,0.7038101878473949,0.5091829230824019,0.3076532041017211,0.26248069290457116,17.760418333903687,205.90307409553841,0.8165750027287153,0.9834423076283331,0.3551695446910791
SAND_0020,0.1530216415282905,0.2305272780098573,0.30507125901074583,0.3374829370519608,0.6637897382441107,0.5015931098343829,0.4534203799012524,3.51074921244879,45.96942259163794,0.710856661632096,0.9664656650049865,0.37655293186677874
