sample_id,flow_pattern,rms_amplitude,peak_amplitude,dominant_frequency_hz,spectral_centroid_hz,zero_crossings_per_sec,spectral_rolloff_hz,spectral_bandwidth_hz,mfcc_1,mfcc_2,mfcc_3
TS_0000,smooth_stratified,0.28095494829995654,0.8090533222776207,62.75883224076285,262.1786865961304,146.19612733052668,432.9535709948895,435.8563226478602,1.1407678434534048,-0.3286824378640907,-0.04159369012682956
TS_0001,wavy_stratified,0.43249975784327,0.818906725148239,349.78752420318546,432.8066506221903,638.6822746403718,603.6811455281374,234.254888299594,-0.6130869580347827,0.6192541154335518,-1.3927004657867956
TS_0002,slug_intermittent,0.8664115937162425,1.9070351665739083,814.3299495444726,818.0587506751801,829.1350394744537,1369.9989338784712,879.5754742859358,-0.26546631615327576,1.204986176883385,-1.3431737691407963
TS_0003,churn_turbulent,1.5596039713397172,3.8459446138579167,1851.7471565497679,1468.2980423170816,1474.3598775290607,2822.3679834817585,223.34223769494753,0.9810038349089903,-2.012930922869593,-0.1974480543333867
TS_0004,annular_dispersed,0.46902721772537415,0.987507583132488,1490.5224407478568,1631.2989906796802,1469.7456781679439,2784.603651846264,123.15876868337479,-1.4488531425563602,0.8276419584257526,1.0108815252331342
TS_0005,smooth_stratified,0.22237050052728952,0.3588145116085912,165.5686924280132,331.5461126929173,337.5051444667747,545.8001117692521,529.8222556624049,-2.1857865916387995,-1.1246971886568005,-0.8605925218927689
TS_0006,wavy_stratified,0.39316408734011854,0.7202648041069851,404.64062770040056,966.0978940246729,463.42400665031766,1330.0865144611628,644.0046065548876,0.3044363426915894,0.7019576542943752,1.030270073235074
TS_0007,slug_intermittent,1.1686795427345773,3.3055333810339356,807.478161778507,511.86606133245107,1092.9019692877466,702.3884969414418,920.8949291048999,0.5842105000383283,-0.3239387570277619,-1.6921469593811223
TS_0008,churn_turbulent,1.920660043766314,2.950424078561384,486.56958160689146,1663.3870051423746,1643.3963797536094,3245.7777979883044,206.04597610154607,-0.5603462148226406,1.3273524453237369,0.5965258796625756
TS_0009,annular_dispersed,0.7432529794805465,1.8627242079300292,2848.0562926204393,3395.737385537979,968.169917268776,4929.852055799116,591.374972246523,0.7402324472164921,1.310811172492305,0.8023804432293934
TS_0010,smooth_stratified,0.137411944112561,0.23789576541130217,65.31702814853695,252.85403167329554,130.6167673699577,411.7761430148446,493.3359928047298,0.31690178814902903,0.5729626194015477,0.7894599640471893
TS_0011,wavy_stratified,0.48039744826201103,1.243000796572013,357.517746531531,646.2224508577608,349.5890410840917,875.4374366905959,528.8891893995645,0.4774639241403806,0.08207644729586501,-1.0232421039832618
TS_0012,slug_intermittent,1.0735372991626049,3.2154581473071975,628.3085043764984,1381.1809362594024,775.5716950585232,2345.2854841578232,777.3109500759301,0.13450902121929603,-1.3793410826195633,-0.37314065051645856
TS_0013,churn_turbulent,1.4907642051489756,3.898685702878275,1809.607424235423,1459.949310678785,1680.458909917798,2393.605679118494,801.2631582387733,-1.9832552151797183,-0.828772334747515,-0.18063814696016509
TS_0014,annular_dispersed,0.7329414384907995,1.820772693729749,1892.5939016103475,1486.3904174402371,2421.126003631357,2347.395100263148,441.0302104290646,0.5718129037291528,0.5422095205223703,-0.4539056221577272
