model_type,frequency_hz,temperature_c,pressure_bar,predicted_attenuation_db_per_m,particle_radius_m,viscosity_pas,roughness_m
rayleigh_scattering,41117.22987470662,30.000372506394342,7.400518920071431,500.0,3.5523512531228266e-05,,
mie_scattering,92812.58658879528,22.24126292265339,17.773820052448016,110.33619420854092,0.004108799277410232,,
viscous_losses,19931.044388582268,45.30396309357891,13.71591231680176,500.0,0.004108799277410232,0.08982312083574354,
thermal_losses,48417.88277824973,12.343324520475832,18.39311120783677,500.0,0.004108799277410232,0.08982312083574354,
interface_scattering,3000.5628012936886,61.33586860553226,16.04193666028551,500.0,0.004108799277410232,0.08982312083574354,0.0005429233637257918
mode_conversion,85128.1704965196,23.476149168072975,9.351605595100596,0.001,0.004108799277410232,0.08982312083574354,0.0005429233637257918
rayleigh_scattering,94089.04034433328,50.46582752553302,16.30625426102855,500.0,4.9163540996168636e-05,0.08982312083574354,0.0005429233637257918
mie_scattering,53941.15603304775,10.317639938768995,18.094281133585735,40.18477678019702,0.001570804586375535,0.08982312083574354,0.0005429233637257918
viscous_losses,47719.76545198759,13.306539158279968,2.0083373233456534,500.0,0.001570804586375535,0.07625755542637623,0.0005429233637257918
thermal_losses,41021.853807364416,49.487876082566785,8.094335986399493,500.0,0.001570804586375535,0.07625755542637623,0.0005429233637257918
interface_scattering,6065.816623573837,54.47823687332261,7.03554014168582,500.0,0.001570804586375535,0.07625755542637623,0.0005836920031383756
mode_conversion,33434.484249126996,16.63709524314497,11.629358318555054,1.343037783604188,0.001570804586375535,0.07625755542637623,0.0005836920031383756
rayleigh_scattering,98219.30796759791,32.16936332429552,12.104287602807947,500.0,2.7950962259887337e-05,0.07625755542637623,0.0005836920031383756
mie_scattering,28405.685068247716,35.681960614624224,12.559363978390628,216.1880656162798,0.008712868405681407,0.07625755542637623,0.0005836920031383756
viscous_losses,26459.60256714063,68.06884702468739,14.3227109924283,500.0,0.008712868405681407,0.09898295075619751,0.0005836920031383756
thermal_losses,53360.35853233319,62.49500334347789,11.833414337757338,477.867487850461,0.008712868405681407,0.09898295075619751,0.0005836920031383756
interface_scattering,324.34627691776063,13.373046213242109,19.365982689994063,500.0,0.008712868405681407,0.09898295075619751,0.00012714195969506622
mode_conversion,31033.456549745784,51.17259579681698,19.020752241755723,13.584382859653042,0.008712868405681407,0.09898295075619751,0.00012714195969506622
rayleigh_scattering,93911.89602189111,12.522875268564059,19.60202613806906,500.0,6.805429381818452e-06,0.09898295075619751,0.00012714195969506622
mie_scattering,4625.224163427946,75.20930096579549,3.0646520378916433,7.799118292442511,0.0005997422289686375,0.09898295075619751,0.00012714195969506622
viscous_losses,9669.809003370738,65.85519035460584,15.19365816866415,500.0,0.0005997422289686375,0.05989181506845175,0.00012714195969506622
thermal_losses,91566.49690833561,70.97568791076871,9.098695108173366,297.23003318919837,0.0005997422289686375,0.05989181506845175,0.00012714195969506622
interface_scattering,22110.325378519137,47.88763739323809,17.502237742835653,500.0,0.0005997422289686375,0.05989181506845175,0.0007738383552309724
mode_conversion,44884.020320794574,32.571138225886614,15.389759643396,20.570151235579214,0.0005997422289686375,0.05989181506845175,0.0007738383552309724
rayleigh_scattering,3307.5015419726174,51.27792816479387,7.593870755709808,500.0,2.0423082153630182e-05,0.05989181506845175,0.0007738383552309724
mie_scattering,26925.76095503918,73.8988811269099,6.663502401500702,137.2979271378864,0.005596287936472072,0.05989181506845175,0.0007738383552309724
viscous_losses,40271.62196893559,68.00605714687188,14.750231551904585,500.0,0.005596287936472072,0.09208738664878464,0.0007738383552309724
thermal_losses,10592.303671535214,40.124464855129915,15.930455914593624,178.01419991908813,0.005596287936472072,0.09208738664878464,0.0007738383552309724
interface_scattering,2857.5574395441768,31.911666206907913,14.554241112099621,500.0,0.005596287936472072,0.09208738664878464,0.00014846614247050985
mode_conversion,2121.123024340714,60.52285022581938,17.73297789397233,2.8290756987807537,0.005596287936472072,0.09208738664878464,0.00014846614247050985
rayleigh_scattering,21840.76872369836,40.69283947064497,12.164043190668226,500.0,5.013135790457665e-05,0.09208738664878464,0.00014846614247050985
mie_scattering,93869.76800851038,17.500672377741587,3.629426685939434,104.68631416914359,0.003644743631100741,0.09208738664878464,0.00014846614247050985
viscous_losses,58648.062596846445,64.12118248513596,3.5795864056731084,500.0,0.003644743631100741,0.08026594321079326,0.00014846614247050985
thermal_losses,98090.35763342066,55.58173746577726,14.605738590073637,326.6857806787121,0.003644743631100741,0.08026594321079326,0.00014846614247050985
interface_scattering,8018.691150549051,55.95713053317303,2.055885268125326,500.0,0.003644743631100741,0.08026594321079326,0.0001161105954882872
mode_conversion,5343.158075773375,32.47972418621275,19.892696700148186,4.438997664835705,0.003644743631100741,0.08026594321079326,0.0001161105954882872
rayleigh_scattering,13318.469884124344,41.81437561858183,4.517200875732952,500.0,2.00176198392272e-05,0.08026594321079326,0.0001161105954882872
mie_scattering,43261.210887490415,15.28744445240686,18.286415770757557,127.11247650038322,0.004534213183562349,0.08026594321079326,0.0001161105954882872
