experiment_id,pipe_diameter_m,pipe_length_m,inclination_angle_deg,gas_superficial_velocity_ms,liquid_superficial_velocity_ms,temperature_c,pressure_bar,predicted_flow_pattern,transducer_frequency_hz,measurement_distance_m,measurement_angle_deg,ambient_temperature_c,humidity_percent
EXP_0000,0.3,7.11887332752664,44.868925982230245,13.357282457620702,1.319117268833211,28.21488811519108,16.25275587877318,dispersed,10000000.0,1.9801702354753656,10.425119250723277,20.209233369307658,36.51620567800605
EXP_0001,0.1,8.356261630355059,30.930973867333904,17.208107375274402,1.0814464504390318,41.31409273023928,29.46507869396809,dispersed,10000000.0,1.3757565563953318,21.34660153925376,26.502703106803253,70.0254822897844
EXP_0002,0.05,9.158775689075405,35.205455932381895,7.568431699925087,3.5893227669207963,40.69374996952463,7.745214370297012,dispersed,500000.0,1.5109270508202373,76.31439819827656,25.821756085996462,59.72384205292198
EXP_0003,0.025,3.8206952759766244,39.63494465630363,4.65427968888759,0.9629347998186546,48.73470466809072,20.502829709624773,slug,500000.0,1.9616359585525478,13.049283780243469,24.876778949998865,76.6905637504984
EXP_0004,0.3,2.443231950435102,39.19559586232998,5.928822942118854,3.658344233732473,65.69452564185164,28.931573307426962,dispersed,1000000.0,1.1410118182755074,63.66104632719506,22.62203216946906,76.92064727223794
EXP_0005,0.3,4.9388712825198,37.0507141013858,1.0983599856239044,4.410992514881024,70.38453945885621,15.684621353291885,slug,2250000.0,1.831628314323203,50.100091770330366,22.51344158525511,77.8528148240155
EXP_0006,0.1,9.4089700739525,32.91119232712188,12.912559335949782,0.5928934608924922,39.292678594045384,5.026407633891573,annular,2250000.0,1.6887668857297315,32.443804950850534,24.80585680967838,74.4378359269513
EXP_0007,0.1,2.3497395351714747,8.133218768777848,2.8246242702901223,3.6273165828331924,25.414870441430327,21.36129295497888,slug,500000.0,1.2159026270559319,56.73910761006607,30.17578802519749,62.81167161468159
EXP_0008,0.1,7.303466198289641,-3.7441339322451617,16.598466059700208,3.8074263780277104,27.109949681327805,21.855767071587792,dispersed,2250000.0,0.7738592283534222,5.438760943737395,25.932978612773383,79.73146439957767
EXP_0009,0.2,8.142984829322211,30.58581656133675,18.51648668634281,0.3025614999020911,15.751158265922063,21.275026061323175,annular,10000000.0,0.374174716582521,29.816850641460576,27.928730187870734,65.17315821449995
EXP_0010,0.025,3.926327016080352,24.799331836554543,16.696737570160376,0.8638455533537741,75.50675103944381,16.38995609081087,annular,2250000.0,1.524558360835069,60.333831939180484,22.705715550974613,42.78218357794813
EXP_0011,0.3,6.453180488919667,17.198350132707514,18.26840958797707,1.8918141502166845,29.298713318381797,18.63493441871066,dispersed,10000000.0,0.18497905086189342,43.59572242047566,26.261484006884753,38.098764245467514
EXP_0012,0.025,1.995415763343193,1.667153897883603,19.513975025267623,3.635063113429721,74.47793319940246,9.81198245567294,dispersed,1000000.0,0.6890494312834068,67.25720283737301,30.708625981056993,55.88940852402847
EXP_0013,0.3,5.604968776221609,-8.427593453315673,1.4135280192856565,1.9248654418690283,63.73351331084562,27.483560615896003,slug,1000000.0,0.5681056573931655,45.660917908999465,20.411446972627115,64.58147452993995
EXP_0014,0.3,7.39744528091385,30.24658205157857,3.6234481659731492,2.174142625871096,55.32195735384697,1.7559316010453676,slug,10000000.0,1.2376700378538714,86.50119616665457,21.257114144635192,77.16898594973756
EXP_0015,0.15,1.3238523658781558,-8.368851492176486,12.149512603492571,1.6466279770428065,52.22332272567302,5.7454761585636405,dispersed,1000000.0,1.9361548545611458,31.354925409185164,34.85153047866574,52.773907579755544
EXP_0016,0.3,2.946879721170748,17.82082488111313,19.323640712939348,4.735686670647904,59.44276705839274,24.136615354038735,dispersed,10000000.0,0.8153873173233213,81.31852668244073,22.816731367680276,78.34943157179617
EXP_0017,0.1,1.975992559761357,29.83963141564096,2.9201326441266917,2.3439840328612074,38.203817382054254,16.964620082336317,slug,2250000.0,1.400972820720531,46.39679243229389,25.893692851376553,49.890779756112934
EXP_0018,0.2,1.0181013791089217,20.508815752454993,4.835313881873922,3.73058855321422,44.012728184870696,20.679455768382347,slug,5000000.0,1.4336951666917175,4.059810565680248,24.55456896187544,47.16150874837757
EXP_0019,0.025,9.023669344957908,-6.071479429688532,16.72582595806004,0.4668630790820459,18.648903726638025,11.534451183096666,annular,10000000.0,0.247208325331088,64.19535501440126,27.10349516218035,30.821802896616358
EXP_0020,0.05,4.033781567929664,31.777608550588603,8.935580512859849,3.9016190928152215,63.66635130662798,17.771002473651777,dispersed,1000000.0,0.6468852465728724,2.756176401398658,19.59983546853851,40.942040847538806
