frequency_hz,source_psd_pa2_hz,received_psd_pa2_hz
0.0,15.776545777557764,6.517086522972112
9.765625,7.426530919438174,3.4179455314400107
19.53125,0.005829373547988841,0.4490570265133879
29.296875,0.012015170982837286,0.4754288356804768
39.0625,0.029155629441786804,0.4693048886309183
48.828125,0.08456885231091606,0.47914985683305167
58.59375,0.31328785962875244,0.5575735876369824
68.359375,1.7139480349861664,1.208193035856825
78.125,20.038043957548876,8.24520636603654
87.890625,3650.9765293359733,1479.8749512828097
97.65625,31719.751752526532,12829.385094499172
107.421875,15746.66727379166,6367.678248990651
117.1875,119.10495689133884,48.353177261827064
126.953125,4.865753370839953,2.4252925648062353
136.71875,0.6652048807070842,0.7284587625771507
146.484375,0.15273422043650808,0.5232290224381978
156.25,0.04725459702542411,0.45546309270464863
166.015625,0.017782173625600382,0.4219925997266047
175.78125,0.007689626645701122,0.40185670717819033
185.546875,0.0036899851491323838,0.41132013997850314
195.3125,0.0019199912915372462,0.40019512883698755
205.078125,0.0010659234798641869,0.4170494977629276
214.84375,0.0006240526212589221,0.45295546382380525
224.609375,0.00038192184993575905,0.44415194457949614
234.375,0.00024269150261103107,0.4158804960336804
244.140625,0.00015927835170680512,0.4177277330831601
253.90625,0.00010750668499686539,0.4269359285393784
263.671875,7.436853975100756e-05,0.44251244453810223
273.4375,5.257505410777159e-05,0.4370905412377039
283.203125,3.78942371525859e-05,0.44261459674680803
292.96875,2.77905712330186e-05,0.4566498464484017
302.734375,2.070188605558438e-05,0.45059265639170754
312.5,1.5641290059495623e-05,0.4168154336017084
322.265625,1.1971080703340396e-05,0.4238946489741458
332.03125,9.270671358886216e-06,0.422481808776396
341.796875,7.257452325328668e-06,0.4216064993100099
351.5625,5.7382616363224976e-06,0.3863938346027498
361.328125,4.578991641038442e-06,0.42290326746953805
371.09375,3.685182030444176e-06,0.43038427166341015
380.859375,2.9894053972124516e-06,0.43068630526976975
390.625,2.442931983518209e-06,0.44050076865224047
400.390625,2.0101374664227497e-06,0.4220793715023393
410.15625,1.6646976006034588e-06,0.4192972861445472
419.921875,1.3869644154817267e-06,0.45820110676741976
429.6875,1.1621346707057661e-06,0.4566753669409364
439.453125,9.789565405357246e-07,0.4226425116142447
449.21875,8.288064171222388e-07,0.4220650027460945
458.984375,7.050231877006589e-07,0.4355948299609814
468.75,6.024235545546418e-07,0.43430602532495566
478.515625,5.169459634769996e-07,0.4320868564113844
488.28125,4.453867702355568e-07,0.4615499352675271
498.046875,3.852031649676682e-07,0.45709448659130103
507.8125,3.3436483100459493e-07,0.4379516574629781
517.578125,2.912414705517607e-07,0.46378155088844036
527.34375,2.5451693475333027e-07,0.4577672603976696
537.109375,2.2312322652917905e-07,0.43465974942521
546.875,1.961894725112117e-07,0.4565087760479398
556.640625,1.73002208407834e-07,0.43834676034027886
566.40625,1.529743172810884e-07,0.4252917643391752
576.171875,1.3562058449176705e-07,0.41655817283548324
585.9375,1.205383675749196e-07,0.3886758509812366
595.703125,1.0739223112846323e-07,0.41759776173570173
605.46875,9.590167492169168e-08,0.45853026060323737
615.234375,8.583128941653462e-08,0.44984546647755136
625.0,7.698281713993865e-08,0.4285270221737986
634.765625,6.918873399504466e-08,0.40789743069870676
644.53125,6.230702737022158e-08,0.42102846158430507
654.296875,5.62169384636998e-08,0.45414399910098624
664.0625,5.081547482200669e-08,0.4510361802814579
673.828125,4.6014543180963635e-08,0.4398705508380808
683.59375,4.17385848478459e-08,0.42550282558119007
693.359375,3.792261833568794e-08,0.43993738128294424
703.125,3.451061367386904e-08,0.42006265906165713
712.890625,3.1454138461578147e-08,0.3966637730246399
722.65625,2.871122608216744e-08,0.44433795464871806
732.421875,2.62454273175716e-08,0.4482796806141336
742.1875,2.4025013228695904e-08,0.4259831707698339
751.953125,2.2022302958866764e-08,0.4284411805672701
761.71875,2.0213096077295225e-08,0.4137696032105409
771.484375,1.857619110728062e-08,0.423550091822408
781.25,1.709297677013832e-08,0.44203729724970964
791.015625,1.5747083867944025e-08,0.440443081808157
800.78125,1.452408782960893e-08,0.40043502231562583
810.546875,1.3411254694063158e-08,0.4364376362917073
820.3125,1.2397322694843661e-08,0.4324230125688186
830.078125,1.1472314989724203e-08,0.4759450767632958
839.84375,1.0627378186473163e-08,0.44670816134389435
849.609375,9.854642925513708e-09,0.39875210594470745
859.375,9.147103309298763e-09,0.40849698660877115
869.140625,8.4985129716236e-09,0.4195500271947817
878.90625,7.903293407118595e-09,0.4292444585386576
888.671875,7.356456251338373e-09,0.4404583263275081
898.4375,6.853533838811112e-09,0.4515296051946622
908.203125,6.390519520953279e-09,0.43828620623798464
917.96875,5.963815007307006e-09,0.4510680805819052
927.734375,5.570184812573401e-09,0.4534031894075614
937.5,5.206715497515036e-09,0.4568902868913806
947.265625,4.870780603178504e-09,0.4627723226205624
957.03125,4.560009313268665e-09,0.4461409681542626
966.796875,4.272259116187988e-09,0.42722646068463893
976.5625,4.005591378009069e-09,0.43876610346327427
986.328125,3.7582501020426125e-09,0.4416064372460871
996.09375,3.5286428332091046e-09,0.4520240891992176
1005.859375,3.3153238847615014e-09,0.42336823712822486
1015.625,3.1169793374410904e-09,0.4277176341659764
1025.390625,2.9324139876386347e-09,0.4386454773336109
1035.15625,2.760539140894702e-09,0.44818051728616465
1044.921875,2.600362509840229e-09,0.4628820010035036
1054.6875,2.450978543054741e-09,0.47831699372603137
1064.453125,2.3115601097289276e-09,0.4657554306209421
1074.21875,2.181351148231267e-09,0.4216417670640329
1083.984375,2.059659533177307e-09,0.4081139291872047
1093.75,1.945851624614651e-09,0.40812310853826744
1103.515625,1.8393463803240729e-09,0.4479585944931092
1113.28125,1.7396107159990188e-09,0.40440014041919636
1123.046875,1.6461551814174652e-09,0.4250850472905261
1132.8125,1.5585298243329007e-09,0.44182113969511727
1142.578125,1.4763208617040922e-09,0.4294863000801793
1152.34375,1.3991473850230803e-09,0.4348557480645544
1162.109375,1.3266584284419043e-09,0.44372459889966986
1171.875,1.258530465436421e-09,0.41502819046848416
1181.640625,1.1944649608993374e-09,0.4238973946333582
1191.40625,1.1341862725645253e-09,0.46967462551684
1201.171875,1.07743968719233e-09,0.44423045127154587
1210.9375,1.0239896974616524e-09,0.3955980469587384
1220.703125,9.73618369225071e-10,0.41795072976555564
1230.46875,9.261239084253547e-10,0.45164747019238455
1240.234375,8.813193187919815e-10,0.4265080866476663
1250.0,8.390312464781705e-10,0.4215420440247337
1259.765625,7.990988248569683e-10,0.4213350300214276
1269.53125,7.613727176515731e-10,0.42421338281572113
1279.296875,7.257141891453618e-10,0.42075390077398767
1289.0625,6.919942734664611e-10,0.4293576929358139
1298.828125,6.600930296910424e-10,0.44728504492291754
1308.59375,6.298988040280366e-10,0.41507315099755787
1318.359375,6.013076460443332e-10,0.38916253153339425
1328.125,5.742226831567533e-10,0.41449478821806773
1337.890625,5.485536065708898e-10,0.44318035282501855
1347.65625,5.242161723979785e-10,0.4311178517705079
1357.421875,5.01131748895817e-10,0.4266995991083546
1367.1875,4.792269102858538e-10,0.43715228200559014
1376.953125,4.584330574830496e-10,0.4331995811052831
1386.71875,4.386860466253869e-10,0.44246241105598616
1396.484375,4.1992589311251775e-10,0.42705270374444276
1406.25,4.02096460757392e-10,0.4436142933135514
1416.015625,3.8514520094255745e-10,0.4482564773975865
1425.78125,3.69022871415743e-10,0.44356170307004716
1435.546875,3.536833339775869e-10,0.4346819161990082
1445.3125,3.390833349322031e-10,0.4207883999722343
1455.078125,3.251822848504874e-10,0.4516129446189365
1464.84375,3.119420988589376e-10,0.4660601227146721
1474.609375,2.9932702138669613e-10,0.43787366273529277
1484.375,2.873034491963707e-10,0.4269571603903899
1494.140625,2.7583982510105257e-10,0.43152958019660986
1503.90625,2.6490645876745164e-10,0.4710539809798532
1513.671875,2.54475434778635e-10,0.44460379465908695
1523.4375,2.4452049263948185e-10,0.43850151725734954
1533.203125,2.350168750899162e-10,0.4231936803530618
1542.96875,2.2594132424697174e-10,0.4258111233122443
1552.734375,2.1727187033699676e-10,0.4134841037487697
1562.5,2.089878418423436e-10,0.4257468881269634
1572.265625,2.0106973579914184e-10,0.41336141371728097
1582.03125,1.9349915181606158e-10,0.38522408111436435
1591.796875,1.8625873060643388e-10,0.4071994304889919
1601.5625,1.7933208723630124e-10,0.4167633693426796
1611.328125,1.7270374035913395e-10,0.42772822292612844
1621.09375,1.6635907737847888e-10,0.43363140841555187
1630.859375,1.6028426814010594e-10,0.42995996108722456
1640.625,1.5446626271302856e-10,0.4079776400616625
1650.390625,1.4889269719411596e-10,0.41194096443305483
1660.15625,1.4355188735914954e-10,0.4244076619730062
1669.921875,1.3843277256704583e-10,0.4506632751499904
1679.6875,1.335248760391244e-10,0.42353136649470735
1689.453125,1.2881828354997688e-10,0.4575218016873471
