timestamp,location_id,outdoor_temperature_c,outdoor_humidity_pct,solar_radiation_wm2,wind_speed_ms,precipitation_mm
2023-01-01 00:00:00,BLD_00039_outdoor,6.6,27.2,0.0,3.5,0.0
2023-01-01 01:00:00,BLD_00039_outdoor,9.6,30.8,0.0,6.6,0.0
2023-01-01 02:00:00,BLD_00039_outdoor,7.4,13.9,0.0,1.4,0.0
2023-01-01 03:00:00,BLD_00039_outdoor,9.5,36.5,0.0,2.3,0.0
2023-01-01 04:00:00,BLD_00039_outdoor,9.9,32.6,0.0,6.2,0.0
2023-01-01 05:00:00,BLD_00039_outdoor,10.0,22.3,0.0,4.8,0.0
2023-01-01 06:00:00,BLD_00039_outdoor,9.6,16.6,0.0,8.9,0.0
2023-01-01 07:00:00,BLD_00039_outdoor,12.5,28.4,199.6,11.8,2.35
2023-01-01 08:00:00,BLD_00039_outdoor,11.4,38.2,305.7,1.7,0.0
2023-01-01 09:00:00,BLD_00039_outdoor,16.0,26.5,429.6,2.5,0.0
2023-01-01 10:00:00,BLD_00039_outdoor,20.4,14.6,680.3,1.9,0.0
2023-01-01 11:00:00,BLD_00039_outdoor,14.3,32.1,601.8,4.5,0.0
2023-01-01 12:00:00,BLD_00039_outdoor,20.6,31.2,621.8,2.9,0.0
2023-01-01 13:00:00,BLD_00039_outdoor,13.1,23.8,634.1,6.9,0.0
2023-01-01 14:00:00,BLD_00039_outdoor,17.1,29.7,620.1,8.4,0.0
2023-01-01 15:00:00,BLD_00039_outdoor,17.1,37.2,508.8,4.0,0.0
2023-01-01 16:00:00,BLD_00039_outdoor,13.3,34.7,314.4,3.8,0.13
2023-01-01 17:00:00,BLD_00039_outdoor,13.9,33.8,195.2,5.8,0.0
2023-01-01 18:00:00,BLD_00039_outdoor,8.6,34.5,0.0,3.3,0.0
2023-01-01 19:00:00,BLD_00039_outdoor,12.5,10.4,0.0,5.2,0.0
2023-01-01 20:00:00,BLD_00039_outdoor,10.8,14.1,0.0,7.6,0.0
2023-01-01 21:00:00,BLD_00039_outdoor,10.8,23.4,0.0,4.9,0.0
2023-01-01 22:00:00,BLD_00039_outdoor,6.5,18.3,0.0,4.7,0.0
2023-01-01 23:00:00,BLD_00039_outdoor,4.8,11.2,0.0,1.0,0.0
2023-01-02 00:00:00,BLD_00039_outdoor,7.9,31.3,0.0,2.3,0.0
2023-01-02 01:00:00,BLD_00039_outdoor,7.8,27.7,0.0,3.0,0.0
2023-01-02 02:00:00,BLD_00039_outdoor,6.5,31.4,0.0,2.0,0.0
2023-01-02 03:00:00,BLD_00039_outdoor,12.4,17.3,0.0,3.1,0.0
2023-01-02 04:00:00,BLD_00039_outdoor,9.5,27.3,0.0,1.0,0.0
2023-01-02 05:00:00,BLD_00039_outdoor,11.9,19.9,0.0,4.2,0.0
2023-01-02 06:00:00,BLD_00039_outdoor,7.7,23.1,0.0,8.6,0.0
2023-01-02 07:00:00,BLD_00039_outdoor,13.2,38.5,188.1,2.3,0.0
2023-01-02 08:00:00,BLD_00039_outdoor,14.7,18.3,318.0,1.3,0.0
2023-01-02 09:00:00,BLD_00039_outdoor,13.8,16.3,439.6,3.1,0.0
2023-01-02 10:00:00,BLD_00039_outdoor,16.4,30.1,506.2,6.1,5.37
2023-01-02 11:00:00,BLD_00039_outdoor,14.5,35.9,656.5,2.4,0.0
2023-01-02 12:00:00,BLD_00039_outdoor,15.7,30.7,620.5,1.9,0.74
2023-01-02 13:00:00,BLD_00039_outdoor,14.9,15.6,658.6,4.7,0.0
2023-01-02 14:00:00,BLD_00039_outdoor,17.8,31.0,655.4,12.3,0.0
2023-01-02 15:00:00,BLD_00039_outdoor,18.7,38.3,444.9,3.6,0.0
2023-01-02 16:00:00,BLD_00039_outdoor,16.1,39.4,314.8,1.5,4.91
2023-01-02 17:00:00,BLD_00039_outdoor,11.4,31.2,201.8,4.4,1.14
2023-01-02 18:00:00,BLD_00039_outdoor,9.7,16.0,0.0,5.8,0.0
2023-01-02 19:00:00,BLD_00039_outdoor,11.8,12.0,0.0,1.6,0.0
2023-01-02 20:00:00,BLD_00039_outdoor,5.5,17.0,0.0,1.3,0.0
2023-01-02 21:00:00,BLD_00039_outdoor,8.1,26.6,0.0,6.8,0.0
2023-01-02 22:00:00,BLD_00039_outdoor,6.5,13.7,0.0,4.8,0.0
2023-01-02 23:00:00,BLD_00039_outdoor,6.1,22.3,0.0,1.6,0.0
2023-01-03 00:00:00,BLD_00039_outdoor,7.3,22.4,0.0,4.4,0.0
2023-01-03 01:00:00,BLD_00039_outdoor,10.1,38.4,0.0,1.8,0.0
2023-01-03 02:00:00,BLD_00039_outdoor,7.4,12.4,0.0,1.2,0.08
2023-01-03 03:00:00,BLD_00039_outdoor,8.7,14.5,0.0,2.8,0.52
2023-01-03 04:00:00,BLD_00039_outdoor,8.4,13.6,0.0,4.9,0.0
2023-01-03 05:00:00,BLD_00039_outdoor,11.2,16.5,0.0,0.8,0.0
2023-01-03 06:00:00,BLD_00039_outdoor,10.4,23.4,0.0,6.5,0.0
2023-01-03 07:00:00,BLD_00039_outdoor,14.5,37.3,169.8,3.6,0.0
2023-01-03 08:00:00,BLD_00039_outdoor,15.8,18.1,294.9,7.3,0.0
2023-01-03 09:00:00,BLD_00039_outdoor,18.0,14.6,469.4,2.3,0.0
2023-01-03 10:00:00,BLD_00039_outdoor,16.0,29.8,525.0,7.8,0.0
2023-01-03 11:00:00,BLD_00039_outdoor,15.9,12.1,628.6,4.2,0.0
2023-01-03 12:00:00,BLD_00039_outdoor,19.0,28.2,752.6,7.9,0.0
2023-01-03 13:00:00,BLD_00039_outdoor,15.7,35.8,583.1,2.6,0.0
2023-01-03 14:00:00,BLD_00039_outdoor,15.9,31.1,617.8,1.5,0.0
2023-01-03 15:00:00,BLD_00039_outdoor,11.4,37.6,490.6,5.2,0.31
2023-01-03 16:00:00,BLD_00039_outdoor,18.0,38.6,328.4,5.0,0.0
2023-01-03 17:00:00,BLD_00039_outdoor,12.7,28.1,147.4,5.1,0.0
2023-01-03 18:00:00,BLD_00039_outdoor,11.6,15.1,0.0,9.4,0.0
2023-01-03 19:00:00,BLD_00039_outdoor,9.9,28.1,0.0,3.0,0.0
2023-01-03 20:00:00,BLD_00039_outdoor,9.1,34.2,0.0,1.0,0.0
2023-01-03 21:00:00,BLD_00039_outdoor,10.0,36.2,0.0,1.6,0.0
