country,year,value,indicator_key
AO,2024,19.39915532,policy_rate
AO,2023,16.92086152,policy_rate
AO,2022,20.11721138,policy_rate
AO,2021,19.40315463,policy_rate
AO,2020,19.65589493,policy_rate
AO,2019,19.29536721,policy_rate
AO,2018,20.67700403,policy_rate
AO,2017,15.80610038,policy_rate
AO,2016,15.78050394,policy_rate
AO,2015,16.8818624,policy_rate
AO,2014,16.38227094,policy_rate
AO,2013,15.8086383,policy_rate
AO,2012,16.65640132,policy_rate
AO,2011,18.75724054,policy_rate
AO,2010,22.54357202,policy_rate
AO,2009,15.68207424,policy_rate
AO,2008,12.53360576,policy_rate
AO,2007,17.6988356,policy_rate
AO,2006,19.51081445,policy_rate
AO,2005,67.71813074,policy_rate
AO,2004,82.33416667,policy_rate
AO,2003,96.115,policy_rate
AO,2002,97.33583333,policy_rate
AO,2001,95.96656083,policy_rate
AO,2000,103.1601742,policy_rate
BI,2024,,policy_rate
BI,2023,11.23,policy_rate
BI,2022,11.7725,policy_rate
BI,2021,12.85833333,policy_rate
BI,2020,12.195,policy_rate
BI,2019,14.53333333,policy_rate
BI,2018,14.78916667,policy_rate
BI,2017,14.79666667,policy_rate
BI,2016,14.23833333,policy_rate
BI,2015,15.32916667,policy_rate
BI,2014,15.66833333,policy_rate
BI,2013,15.1475,policy_rate
BI,2012,14.32,policy_rate
BI,2011,13.2325,policy_rate
BI,2010,12.42,policy_rate
BI,2009,14.07583333,policy_rate
BI,2008,16.52083333,policy_rate
BI,2007,16.84333333,policy_rate
BI,2006,17.0725,policy_rate
BI,2005,18.445,policy_rate
BI,2004,18.25416667,policy_rate
BI,2003,18.23083333,policy_rate
BI,2002,19.4675,policy_rate
BI,2001,16.82416667,policy_rate
BI,2000,15.77,policy_rate
BJ,2024,,policy_rate
BJ,2023,,policy_rate
BJ,2022,,policy_rate
BJ,2021,6.25,policy_rate
BJ,2020,6.5375,policy_rate
BJ,2019,6.688333333,policy_rate
BJ,2018,6.763333333,policy_rate
BJ,2017,6.934166667,policy_rate
BJ,2016,5.295,policy_rate
BJ,2015,5.154166667,policy_rate
BJ,2014,5.338333333,policy_rate
BJ,2013,5.2875,policy_rate
BJ,2012,5.039166667,policy_rate
BJ,2011,5.255916667,policy_rate
BJ,2010,5.113333333,policy_rate
BJ,2009,4.9775,policy_rate
BJ,2008,4.984166667,policy_rate
BJ,2007,4.751666667,policy_rate
BJ,2006,4.736666667,policy_rate
BJ,2005,8.044166667,policy_rate
BJ,2004,,policy_rate
BJ,2003,,policy_rate
BJ,2002,,policy_rate
BJ,2001,,policy_rate
BJ,2000,,policy_rate
BF,2024,,policy_rate
BF,2023,,policy_rate
BF,2022,,policy_rate
BF,2021,6.25,policy_rate
BF,2020,6.5375,policy_rate
BF,2019,6.688333333,policy_rate
BF,2018,6.763333333,policy_rate
BF,2017,6.511666667,policy_rate
BF,2016,5.295,policy_rate
BF,2015,5.154166667,policy_rate
BF,2014,5.338333333,policy_rate
BF,2013,5.2875,policy_rate
BF,2012,5.039166667,policy_rate
BF,2011,5.255916667,policy_rate
BF,2010,5.113333333,policy_rate
BF,2009,4.9775,policy_rate
BF,2008,4.984166667,policy_rate
BF,2007,4.751666667,policy_rate
BF,2006,4.736666667,policy_rate
BF,2005,8.868333333,policy_rate
BF,2004,,policy_rate
BF,2003,,policy_rate
BF,2002,,policy_rate
BF,2001,,policy_rate
BF,2000,,policy_rate
BW,2024,6.26,policy_rate
BW,2023,6.738599537,policy_rate
BW,2022,6.1323,policy_rate
BW,2021,5.25,policy_rate
BW,2020,5.75,policy_rate
BW,2019,6.395833333,policy_rate
BW,2018,6.5,policy_rate
BW,2017,6.875,policy_rate
BW,2016,7.3,policy_rate
BW,2015,7.95,policy_rate
BW,2014,9.0,policy_rate
BW,2013,10.18923333,policy_rate
BW,2012,11.0,policy_rate
BW,2011,11.0,policy_rate
BW,2010,11.45833333,policy_rate
BW,2009,13.755625,policy_rate
BW,2008,16.54166667,policy_rate
BW,2007,16.215,policy_rate
BW,2006,16.45833333,policy_rate
BW,2005,15.7375,policy_rate
BW,2004,15.75,policy_rate
BW,2003,16.4,policy_rate
BW,2002,16.20833333,policy_rate
BW,2001,15.75,policy_rate
BW,2000,15.47916667,policy_rate
CF,2024,,policy_rate
CF,2023,,policy_rate
CF,2022,,policy_rate
CF,2021,,policy_rate
CF,2020,,policy_rate
CF,2019,,policy_rate
CF,2018,,policy_rate
CF,2017,,policy_rate
CF,2016,,policy_rate
CF,2015,,policy_rate
CF,2014,,policy_rate
CF,2013,,policy_rate
CF,2012,,policy_rate
CF,2011,,policy_rate
CF,2010,,policy_rate
CF,2009,,policy_rate
CF,2008,,policy_rate
CF,2007,,policy_rate
CF,2006,,policy_rate
CF,2005,,policy_rate
CF,2004,,policy_rate
CF,2003,,policy_rate
CF,2002,,policy_rate
CF,2001,,policy_rate
CF,2000,,policy_rate
CI,2024,,policy_rate
CI,2023,,policy_rate
CI,2022,,policy_rate
CI,2021,,policy_rate
CI,2020,,policy_rate
CI,2019,,policy_rate
CI,2018,,policy_rate
CI,2017,,policy_rate
CI,2016,5.295,policy_rate
CI,2015,5.154166667,policy_rate
CI,2014,5.338333333,policy_rate
CI,2013,5.2875,policy_rate
CI,2012,5.039166667,policy_rate
CI,2011,5.255916667,policy_rate
CI,2010,5.113333333,policy_rate
CI,2009,4.9775,policy_rate
CI,2008,4.984166667,policy_rate
CI,2007,4.751666667,policy_rate
CI,2006,4.736666667,policy_rate
CI,2005,7.049166667,policy_rate
CI,2004,,policy_rate
CI,2003,,policy_rate
CI,2002,,policy_rate
CI,2001,,policy_rate
CI,2000,,policy_rate
CM,2024,,policy_rate
CM,2023,,policy_rate
CM,2022,,policy_rate
CM,2021,,policy_rate
CM,2020,,policy_rate
CM,2019,,policy_rate
CM,2018,,policy_rate
CM,2017,,policy_rate
CM,2016,,policy_rate
CM,2015,,policy_rate
CM,2014,,policy_rate
CM,2013,,policy_rate
CM,2012,,policy_rate
CM,2011,,policy_rate
CM,2010,,policy_rate
CM,2009,,policy_rate
CM,2008,,policy_rate
CM,2007,,policy_rate
CM,2006,,policy_rate
CM,2005,,policy_rate
CM,2004,,policy_rate
CM,2003,,policy_rate
CM,2002,,policy_rate
CM,2001,,policy_rate
CM,2000,,policy_rate
CD,2024,,policy_rate
CD,2023,,policy_rate
CD,2022,,policy_rate
CD,2021,23.28572419,policy_rate
CD,2020,25.95849371,policy_rate
CD,2019,26.73583333,policy_rate
CD,2018,24.74833333,policy_rate
CD,2017,20.62083333,policy_rate
CD,2016,19.04583333,policy_rate
CD,2015,19.37083333,policy_rate
CD,2014,18.6925,policy_rate
CD,2013,19.3660119,policy_rate
CD,2012,28.44666667,policy_rate
CD,2011,43.75340275,policy_rate
CD,2010,56.51833333,policy_rate
CD,2009,65.4175,policy_rate
CD,2008,43.15416667,policy_rate
CD,2007,47.00101833,policy_rate
CD,2006,46.43583333,policy_rate
CD,2005,,policy_rate
CD,2004,,policy_rate
CD,2003,,policy_rate
CD,2002,,policy_rate
CD,2001,,policy_rate
CD,2000,,policy_rate
CG,2024,,policy_rate
CG,2023,,policy_rate
CG,2022,,policy_rate
CG,2021,,policy_rate
CG,2020,,policy_rate
CG,2019,,policy_rate
CG,2018,,policy_rate
CG,2017,,policy_rate
CG,2016,,policy_rate
CG,2015,,policy_rate
CG,2014,,policy_rate
CG,2013,,policy_rate
CG,2012,,policy_rate
CG,2011,,policy_rate
CG,2010,,policy_rate
CG,2009,,policy_rate
CG,2008,,policy_rate
CG,2007,,policy_rate
CG,2006,,policy_rate
CG,2005,,policy_rate
CG,2004,,policy_rate
CG,2003,,policy_rate
CG,2002,,policy_rate
CG,2001,,policy_rate
CG,2000,,policy_rate
KM,2024,,policy_rate
KM,2023,,policy_rate
KM,2022,8.03375,policy_rate
KM,2021,7.875,policy_rate
KM,2020,8.09375,policy_rate
KM,2019,10.5,policy_rate
KM,2018,10.5,policy_rate
KM,2017,10.5,policy_rate
KM,2016,10.5,policy_rate
KM,2015,10.5,policy_rate
KM,2014,10.5,policy_rate
KM,2013,10.5,policy_rate
KM,2012,10.5,policy_rate
KM,2011,10.5,policy_rate
KM,2010,10.5,policy_rate
KM,2009,10.5,policy_rate
KM,2008,10.5,policy_rate
KM,2007,10.5,policy_rate
KM,2006,10.5,policy_rate
KM,2005,11.0,policy_rate
KM,2004,11.0,policy_rate
KM,2003,11.83333333,policy_rate
KM,2002,12.0,policy_rate
KM,2001,12.0,policy_rate
KM,2000,12.0,policy_rate
CV,2024,7.791354886,policy_rate
CV,2023,7.52851506,policy_rate
CV,2022,7.831720303,policy_rate
CV,2021,7.619285668,policy_rate
CV,2020,8.194514843,policy_rate
CV,2019,9.140834759,policy_rate
CV,2018,8.97292567,policy_rate
CV,2017,9.488122595,policy_rate
CV,2016,9.60664702,policy_rate
CV,2015,10.40582256,policy_rate
CV,2014,10.89375653,policy_rate
CV,2013,10.52009902,policy_rate
CV,2012,9.900358847,policy_rate
CV,2011,9.810803815,policy_rate
CV,2010,11.03989876,policy_rate
CV,2009,10.97664503,policy_rate
CV,2008,9.989013523,policy_rate
CV,2007,10.55104815,policy_rate
CV,2006,10.80415992,policy_rate
CV,2005,,policy_rate
CV,2004,,policy_rate
CV,2003,,policy_rate
CV,2002,,policy_rate
CV,2001,,policy_rate
CV,2000,,policy_rate
ER,2024,,policy_rate
ER,2023,,policy_rate
ER,2022,,policy_rate
ER,2021,,policy_rate
ER,2020,,policy_rate
ER,2019,,policy_rate
ER,2018,,policy_rate
ER,2017,,policy_rate
ER,2016,,policy_rate
ER,2015,,policy_rate
ER,2014,,policy_rate
ER,2013,,policy_rate
ER,2012,,policy_rate
ER,2011,,policy_rate
ER,2010,,policy_rate
ER,2009,,policy_rate
ER,2008,,policy_rate
ER,2007,,policy_rate
ER,2006,,policy_rate
ER,2005,,policy_rate
ER,2004,,policy_rate
ER,2003,,policy_rate
ER,2002,,policy_rate
ER,2001,,policy_rate
ER,2000,,policy_rate
ET,2024,,policy_rate
ET,2023,,policy_rate
ET,2022,,policy_rate
ET,2021,,policy_rate
ET,2020,,policy_rate
ET,2019,,policy_rate
ET,2018,,policy_rate
ET,2017,,policy_rate
ET,2016,,policy_rate
ET,2015,,policy_rate
ET,2014,,policy_rate
ET,2013,,policy_rate
ET,2012,,policy_rate
ET,2011,,policy_rate
ET,2010,,policy_rate
ET,2009,,policy_rate
ET,2008,8.0,policy_rate
ET,2007,7.5,policy_rate
ET,2006,7.0,policy_rate
ET,2005,7.0,policy_rate
ET,2004,7.0,policy_rate
ET,2003,7.0,policy_rate
ET,2002,8.661,policy_rate
ET,2001,10.8651666666667,policy_rate
ET,2000,10.8916666666667,policy_rate
GA,2024,,policy_rate
GA,2023,,policy_rate
GA,2022,,policy_rate
GA,2021,,policy_rate
GA,2020,,policy_rate
GA,2019,,policy_rate
GA,2018,,policy_rate
GA,2017,,policy_rate
GA,2016,,policy_rate
GA,2015,,policy_rate
GA,2014,,policy_rate
GA,2013,,policy_rate
GA,2012,,policy_rate
GA,2011,,policy_rate
GA,2010,,policy_rate
GA,2009,,policy_rate
GA,2008,,policy_rate
GA,2007,,policy_rate
GA,2006,,policy_rate
GA,2005,,policy_rate
GA,2004,,policy_rate
GA,2003,,policy_rate
GA,2002,,policy_rate
GA,2001,,policy_rate
GA,2000,,policy_rate
GH,2024,,policy_rate
GH,2023,,policy_rate
GH,2022,,policy_rate
GH,2021,,policy_rate
GH,2020,,policy_rate
GH,2019,,policy_rate
GH,2018,,policy_rate
GH,2017,,policy_rate
GH,2016,,policy_rate
GH,2015,,policy_rate
GH,2014,,policy_rate
GH,2013,,policy_rate
GH,2012,,policy_rate
GH,2011,,policy_rate
GH,2010,,policy_rate
GH,2009,,policy_rate
GH,2008,,policy_rate
GH,2007,,policy_rate
GH,2006,,policy_rate
GH,2005,,policy_rate
GH,2004,,policy_rate
GH,2003,,policy_rate
GH,2002,,policy_rate
GH,2001,,policy_rate
GH,2000,,policy_rate
GN,2024,,policy_rate
GN,2023,,policy_rate
GN,2022,,policy_rate
GN,2021,,policy_rate
GN,2020,,policy_rate
GN,2019,,policy_rate
GN,2018,,policy_rate
GN,2017,,policy_rate
GN,2016,,policy_rate
GN,2015,,policy_rate
GN,2014,,policy_rate
GN,2013,,policy_rate
GN,2012,,policy_rate
GN,2011,,policy_rate
GN,2010,,policy_rate
GN,2009,,policy_rate
GN,2008,,policy_rate
GN,2007,,policy_rate
GN,2006,,policy_rate
GN,2005,,policy_rate
GN,2004,,policy_rate
GN,2003,,policy_rate
GN,2002,,policy_rate
GN,2001,12.875,policy_rate
GN,2000,19.375,policy_rate
GM,2024,,policy_rate
GM,2023,20.75,policy_rate
GM,2022,19.0,policy_rate
GM,2021,19.5,policy_rate
GM,2020,28.0,policy_rate
GM,2019,28.0,policy_rate
GM,2018,28.0,policy_rate
GM,2017,29.0,policy_rate
GM,2016,,policy_rate
GM,2015,,policy_rate
GM,2014,28.5,policy_rate
GM,2013,28.0,policy_rate
GM,2012,28.0,policy_rate
GM,2011,28.0,policy_rate
GM,2010,27.0,policy_rate
GM,2009,27.0,policy_rate
GM,2008,27.0,policy_rate
GM,2007,27.91666667,policy_rate
GM,2006,29.75,policy_rate
GM,2005,34.91666667,policy_rate
GM,2004,36.5,policy_rate
GM,2003,29.33333333,policy_rate
GM,2002,24.0,policy_rate
GM,2001,24.0,policy_rate
GM,2000,24.0,policy_rate
GW,2024,,policy_rate
GW,2023,,policy_rate
GW,2022,,policy_rate
GW,2021,,policy_rate
GW,2020,,policy_rate
GW,2019,,policy_rate
GW,2018,,policy_rate
GW,2017,,policy_rate
GW,2016,5.295,policy_rate
GW,2015,5.154166667,policy_rate
GW,2014,5.338333333,policy_rate
GW,2013,5.2875,policy_rate
GW,2012,5.039166667,policy_rate
GW,2011,5.255916667,policy_rate
GW,2010,5.113333333,policy_rate
GW,2009,4.9775,policy_rate
GW,2008,4.984166667,policy_rate
GW,2007,4.751666667,policy_rate
GW,2006,4.736666667,policy_rate
GW,2005,,policy_rate
GW,2004,,policy_rate
GW,2003,,policy_rate
GW,2002,,policy_rate
GW,2001,,policy_rate
GW,2000,,policy_rate
GQ,2024,,policy_rate
GQ,2023,,policy_rate
GQ,2022,,policy_rate
GQ,2021,,policy_rate
GQ,2020,,policy_rate
GQ,2019,,policy_rate
GQ,2018,,policy_rate
GQ,2017,,policy_rate
GQ,2016,,policy_rate
GQ,2015,,policy_rate
GQ,2014,,policy_rate
GQ,2013,,policy_rate
GQ,2012,,policy_rate
GQ,2011,,policy_rate
GQ,2010,,policy_rate
GQ,2009,,policy_rate
GQ,2008,,policy_rate
GQ,2007,,policy_rate
GQ,2006,,policy_rate
GQ,2005,,policy_rate
GQ,2004,,policy_rate
GQ,2003,,policy_rate
GQ,2002,,policy_rate
GQ,2001,,policy_rate
GQ,2000,,policy_rate
KE,2024,,policy_rate
KE,2023,13.58850172,policy_rate
KE,2022,12.3358409,policy_rate
KE,2021,12.07999835,policy_rate
KE,2020,11.99578462,policy_rate
KE,2019,12.44113289,policy_rate
KE,2018,13.06075884,policy_rate
KE,2017,13.66757252,policy_rate
KE,2016,16.55963065,policy_rate
KE,2015,16.08661379,policy_rate
KE,2014,16.51393071,policy_rate
KE,2013,17.31345769,policy_rate
KE,2012,19.72340665,policy_rate
KE,2011,15.04675999,policy_rate
KE,2010,14.3715,policy_rate
KE,2009,14.80454124,policy_rate
KE,2008,14.01693938,policy_rate
KE,2007,13.34034368,policy_rate
KE,2006,13.63553391,policy_rate
KE,2005,12.8825,policy_rate
KE,2004,12.53166667,policy_rate
KE,2003,16.57333333,policy_rate
KE,2002,18.45333333,policy_rate
KE,2001,19.66583333,policy_rate
KE,2000,22.33916667,policy_rate
LR,2024,,policy_rate
LR,2023,,policy_rate
LR,2022,,policy_rate
LR,2021,,policy_rate
LR,2020,,policy_rate
LR,2019,,policy_rate
LR,2018,,policy_rate
LR,2017,13.25018519,policy_rate
LR,2016,13.59,policy_rate
LR,2015,13.60666667,policy_rate
LR,2014,13.50166667,policy_rate
LR,2013,13.48939298,policy_rate
LR,2012,13.51833333,policy_rate
LR,2011,13.75083333,policy_rate
LR,2010,14.2425,policy_rate
LR,2009,14.18666667,policy_rate
LR,2008,14.39802886,policy_rate
LR,2007,15.04615123,policy_rate
LR,2006,15.5025,policy_rate
LR,2005,17.03333333,policy_rate
