country,year,value,indicator_key
AO,2024,14.464,unemployment
AO,2023,14.537,unemployment
AO,2022,14.602,unemployment
AO,2021,15.799,unemployment
AO,2020,16.69,unemployment
AO,2019,16.497,unemployment
AO,2018,16.594,unemployment
AO,2017,16.61,unemployment
AO,2016,16.575,unemployment
AO,2015,16.49,unemployment
AO,2014,16.406,unemployment
AO,2013,16.492,unemployment
AO,2012,16.562,unemployment
AO,2011,16.77,unemployment
AO,2010,16.618,unemployment
AO,2009,16.431,unemployment
AO,2008,16.228,unemployment
AO,2007,16.153,unemployment
AO,2006,16.206,unemployment
AO,2005,16.36,unemployment
AO,2004,16.378,unemployment
AO,2003,16.498,unemployment
AO,2002,16.488,unemployment
AO,2001,16.7,unemployment
AO,2000,16.682,unemployment
BI,2024,0.902,unemployment
BI,2023,0.921,unemployment
BI,2022,0.915,unemployment
BI,2021,1.118,unemployment
BI,2020,1.03,unemployment
BI,2019,1.043,unemployment
BI,2018,1.146,unemployment
BI,2017,1.247,unemployment
BI,2016,1.347,unemployment
BI,2015,1.442,unemployment
BI,2014,1.572,unemployment
BI,2013,1.584,unemployment
BI,2012,1.593,unemployment
BI,2011,1.602,unemployment
BI,2010,1.616,unemployment
BI,2009,1.621,unemployment
BI,2008,1.634,unemployment
BI,2007,2.401,unemployment
BI,2006,3.185,unemployment
BI,2005,3.153,unemployment
BI,2004,3.177,unemployment
BI,2003,3.134,unemployment
BI,2002,3.169,unemployment
BI,2001,3.15,unemployment
BI,2000,3.129,unemployment
BJ,2024,1.722,unemployment
BJ,2023,1.657,unemployment
BJ,2022,1.685,unemployment
BJ,2021,1.779,unemployment
BJ,2020,1.502,unemployment
BJ,2019,1.214,unemployment
BJ,2018,1.41,unemployment
BJ,2017,1.659,unemployment
BJ,2016,1.784,unemployment
BJ,2015,1.82,unemployment
BJ,2014,1.872,unemployment
BJ,2013,2.099,unemployment
BJ,2012,2.406,unemployment
BJ,2011,2.647,unemployment
BJ,2010,1.04,unemployment
BJ,2009,0.949,unemployment
BJ,2008,0.894,unemployment
BJ,2007,0.902,unemployment
BJ,2006,0.889,unemployment
BJ,2005,0.86,unemployment
BJ,2004,0.79,unemployment
BJ,2003,0.747,unemployment
BJ,2002,0.69,unemployment
BJ,2001,0.765,unemployment
BJ,2000,0.864,unemployment
BF,2024,5.166,unemployment
BF,2023,5.348,unemployment
BF,2022,5.389,unemployment
BF,2021,5.2,unemployment
BF,2020,5.04,unemployment
BF,2019,4.71,unemployment
BF,2018,4.695,unemployment
BF,2017,4.656,unemployment
BF,2016,4.587,unemployment
BF,2015,4.461,unemployment
BF,2014,4.251,unemployment
BF,2013,4.055,unemployment
BF,2012,3.856,unemployment
BF,2011,3.827,unemployment
BF,2010,3.723,unemployment
BF,2009,3.711,unemployment
BF,2008,3.496,unemployment
BF,2007,3.3,unemployment
BF,2006,3.669,unemployment
BF,2005,4.0,unemployment
BF,2004,3.473,unemployment
BF,2003,2.78,unemployment
BF,2002,2.851,unemployment
BF,2001,2.74,unemployment
BF,2000,2.679,unemployment
BW,2024,23.138,unemployment
BW,2023,23.381,unemployment
BW,2022,23.615,unemployment
BW,2021,23.106,unemployment
BW,2020,21.017,unemployment
BW,2019,20.094,unemployment
BW,2018,19.681,unemployment
BW,2017,19.664,unemployment
BW,2016,19.329,unemployment
BW,2015,18.93,unemployment
BW,2014,18.514,unemployment
BW,2013,18.203,unemployment
BW,2012,17.952,unemployment
BW,2011,18.054,unemployment
BW,2010,17.86,unemployment
BW,2009,16.169,unemployment
BW,2008,16.328,unemployment
BW,2007,16.998,unemployment
BW,2006,17.782,unemployment
BW,2005,19.847,unemployment
BW,2004,21.758,unemployment
BW,2003,23.8,unemployment
BW,2002,21.268,unemployment
BW,2001,18.54,unemployment
BW,2000,15.88,unemployment
CF,2024,5.899,unemployment
CF,2023,5.877,unemployment
CF,2022,5.956,unemployment
CF,2021,6.375,unemployment
CF,2020,6.196,unemployment
CF,2019,5.607,unemployment
CF,2018,5.517,unemployment
CF,2017,5.534,unemployment
CF,2016,5.491,unemployment
CF,2015,5.477,unemployment
CF,2014,5.326,unemployment
CF,2013,5.243,unemployment
CF,2012,5.243,unemployment
CF,2011,5.281,unemployment
CF,2010,5.291,unemployment
CF,2009,5.202,unemployment
CF,2008,5.139,unemployment
CF,2007,5.191,unemployment
CF,2006,5.235,unemployment
CF,2005,5.314,unemployment
CF,2004,5.352,unemployment
CF,2003,5.433,unemployment
CF,2002,5.437,unemployment
CF,2001,5.405,unemployment
CF,2000,5.362,unemployment
CI,2024,2.288,unemployment
CI,2023,2.27,unemployment
CI,2022,2.306,unemployment
CI,2021,2.63,unemployment
CI,2020,2.584,unemployment
CI,2019,2.401,unemployment
CI,2018,2.85,unemployment
CI,2017,3.272,unemployment
CI,2016,1.896,unemployment
CI,2015,2.579,unemployment
CI,2014,3.285,unemployment
CI,2013,4.255,unemployment
CI,2012,7.223,unemployment
CI,2011,7.135,unemployment
CI,2010,6.618,unemployment
CI,2009,6.571,unemployment
CI,2008,6.379,unemployment
CI,2007,6.272,unemployment
CI,2006,6.009,unemployment
CI,2005,5.999,unemployment
CI,2004,5.883,unemployment
CI,2003,5.805,unemployment
CI,2002,5.474,unemployment
CI,2001,5.167,unemployment
CI,2000,4.816,unemployment
CM,2024,3.518,unemployment
CM,2023,3.613,unemployment
CM,2022,3.653,unemployment
CM,2021,3.973,unemployment
CM,2020,3.87,unemployment
CM,2019,3.622,unemployment
CM,2018,3.601,unemployment
CM,2017,3.568,unemployment
CM,2016,3.528,unemployment
CM,2015,3.518,unemployment
CM,2014,3.534,unemployment
CM,2013,3.685,unemployment
CM,2012,3.835,unemployment
CM,2011,3.987,unemployment
CM,2010,4.11,unemployment
CM,2009,3.744,unemployment
CM,2008,3.387,unemployment
CM,2007,3.063,unemployment
CM,2006,3.729,unemployment
CM,2005,4.4,unemployment
CM,2004,5.091,unemployment
CM,2003,5.908,unemployment
CM,2002,6.709,unemployment
CM,2001,7.46,unemployment
CM,2000,7.536,unemployment
CD,2024,4.556,unemployment
CD,2023,4.484,unemployment
CD,2022,4.522,unemployment
CD,2021,5.28,unemployment
CD,2020,5.345,unemployment
CD,2019,4.591,unemployment
CD,2018,4.618,unemployment
CD,2017,4.601,unemployment
CD,2016,4.521,unemployment
CD,2015,4.439,unemployment
CD,2014,4.436,unemployment
CD,2013,4.468,unemployment
CD,2012,4.485,unemployment
CD,2011,4.315,unemployment
CD,2010,4.096,unemployment
CD,2009,3.88,unemployment
CD,2008,3.627,unemployment
CD,2007,3.403,unemployment
CD,2006,3.174,unemployment
CD,2005,2.948,unemployment
CD,2004,2.975,unemployment
CD,2003,3.053,unemployment
CD,2002,3.17,unemployment
CD,2001,3.239,unemployment
CD,2000,3.234,unemployment
CG,2024,19.694,unemployment
CG,2023,19.898,unemployment
CG,2022,20.108,unemployment
CG,2021,21.96,unemployment
CG,2020,22.198,unemployment
CG,2019,20.392,unemployment
CG,2018,20.701,unemployment
CG,2017,20.611,unemployment
CG,2016,20.223,unemployment
CG,2015,19.978,unemployment
CG,2014,19.691,unemployment
CG,2013,19.827,unemployment
CG,2012,19.512,unemployment
CG,2011,19.464,unemployment
CG,2010,19.345,unemployment
CG,2009,19.833,unemployment
CG,2008,19.94,unemployment
CG,2007,19.894,unemployment
CG,2006,19.587,unemployment
CG,2005,19.796,unemployment
CG,2004,19.886,unemployment
CG,2003,19.871,unemployment
CG,2002,19.664,unemployment
CG,2001,19.877,unemployment
CG,2000,19.87,unemployment
KM,2024,3.875,unemployment
KM,2023,3.776,unemployment
KM,2022,3.816,unemployment
KM,2021,4.394,unemployment
KM,2020,4.471,unemployment
KM,2019,3.934,unemployment
KM,2018,3.942,unemployment
KM,2017,4.03,unemployment
KM,2016,4.104,unemployment
KM,2015,4.121,unemployment
KM,2014,4.119,unemployment
KM,2013,4.118,unemployment
KM,2012,4.17,unemployment
KM,2011,4.207,unemployment
KM,2010,4.248,unemployment
KM,2009,4.348,unemployment
KM,2008,4.398,unemployment
KM,2007,4.46,unemployment
KM,2006,4.473,unemployment
KM,2005,4.522,unemployment
KM,2004,4.571,unemployment
KM,2003,4.559,unemployment
KM,2002,4.369,unemployment
KM,2001,4.377,unemployment
KM,2000,4.398,unemployment
CV,2024,11.878,unemployment
CV,2023,11.971,unemployment
CV,2022,12.246,unemployment
CV,2021,13.976,unemployment
CV,2020,14.69,unemployment
CV,2019,12.128,unemployment
CV,2018,12.17,unemployment
CV,2017,12.24,unemployment
CV,2016,12.077,unemployment
CV,2015,11.907,unemployment
CV,2014,11.674,unemployment
CV,2013,11.392,unemployment
CV,2012,11.142,unemployment
CV,2011,10.948,unemployment
CV,2010,10.67,unemployment
CV,2009,13.517,unemployment
CV,2008,13.335,unemployment
CV,2007,13.323,unemployment
CV,2006,13.397,unemployment
CV,2005,13.45,unemployment
CV,2004,13.465,unemployment
CV,2003,13.592,unemployment
CV,2002,13.397,unemployment
CV,2001,13.278,unemployment
CV,2000,13.088,unemployment
ER,2024,5.553,unemployment
ER,2023,5.586,unemployment
ER,2022,5.695,unemployment
ER,2021,6.177,unemployment
ER,2020,6.088,unemployment
ER,2019,5.552,unemployment
ER,2018,5.511,unemployment
ER,2017,5.577,unemployment
ER,2016,5.554,unemployment
ER,2015,5.541,unemployment
ER,2014,5.43,unemployment
ER,2013,5.423,unemployment
ER,2012,5.501,unemployment
ER,2011,5.614,unemployment
ER,2010,5.675,unemployment
ER,2009,5.583,unemployment
ER,2008,5.524,unemployment
ER,2007,5.575,unemployment
ER,2006,5.566,unemployment
ER,2005,5.579,unemployment
ER,2004,5.569,unemployment
ER,2003,5.679,unemployment
ER,2002,5.708,unemployment
ER,2001,5.678,unemployment
ER,2000,5.608,unemployment
ET,2024,3.398,unemployment
ET,2023,3.402,unemployment
ET,2022,3.409,unemployment
ET,2021,3.935,unemployment
ET,2020,3.994,unemployment
ET,2019,2.917,unemployment
ET,2018,2.802,unemployment
ET,2017,2.662,unemployment
ET,2016,2.554,unemployment
ET,2015,2.443,unemployment
ET,2014,2.359,unemployment
ET,2013,2.251,unemployment
ET,2012,2.255,unemployment
ET,2011,2.275,unemployment
ET,2010,2.3,unemployment
ET,2009,2.331,unemployment
ET,2008,2.335,unemployment
ET,2007,2.347,unemployment
ET,2006,2.351,unemployment
ET,2005,2.497,unemployment
ET,2004,2.767,unemployment
ET,2003,2.995,unemployment
ET,2002,3.06,unemployment
ET,2001,3.176,unemployment
ET,2000,3.5,unemployment
GA,2024,20.061,unemployment
GA,2023,20.278,unemployment
GA,2022,20.399,unemployment
GA,2021,21.218,unemployment
GA,2020,21.27,unemployment
GA,2019,20.358,unemployment
GA,2018,20.439,unemployment
GA,2017,20.303,unemployment
GA,2016,20.134,unemployment
GA,2015,19.978,unemployment
GA,2014,19.916,unemployment
GA,2013,19.794,unemployment
GA,2012,19.728,unemployment
GA,2011,19.941,unemployment
GA,2010,20.39,unemployment
GA,2009,19.753,unemployment
GA,2008,19.191,unemployment
GA,2007,18.261,unemployment
GA,2006,17.785,unemployment
GA,2005,16.91,unemployment
GA,2004,17.095,unemployment
GA,2003,17.119,unemployment
GA,2002,17.351,unemployment
GA,2001,17.762,unemployment
GA,2000,17.789,unemployment
GH,2024,3.007,unemployment
GH,2023,3.063,unemployment
GH,2022,3.084,unemployment
GH,2021,3.384,unemployment
GH,2020,3.313,unemployment
GH,2019,3.16,unemployment
GH,2018,3.253,unemployment
GH,2017,3.369,unemployment
GH,2016,5.232,unemployment
GH,2015,6.806,unemployment
GH,2014,4.415,unemployment
GH,2013,2.173,unemployment
GH,2012,3.141,unemployment
GH,2011,4.227,unemployment
GH,2010,5.384,unemployment
GH,2009,5.348,unemployment
GH,2008,5.144,unemployment
GH,2007,5.092,unemployment
GH,2006,4.897,unemployment
GH,2005,5.816,unemployment
GH,2004,6.756,unemployment
GH,2003,7.72,unemployment
GH,2002,8.695,unemployment
GH,2001,9.602,unemployment
GH,2000,10.456,unemployment
GN,2024,5.23,unemployment
GN,2023,5.244,unemployment
GN,2022,5.267,unemployment
GN,2021,5.827,unemployment
GN,2020,6.018,unemployment
GN,2019,5.018,unemployment
GN,2018,4.787,unemployment
GN,2017,4.826,unemployment
GN,2016,5.013,unemployment
GN,2015,5.224,unemployment
GN,2014,5.09,unemployment
GN,2013,4.967,unemployment
GN,2012,4.884,unemployment
GN,2011,5.094,unemployment
GN,2010,5.097,unemployment
GN,2009,4.967,unemployment
GN,2008,4.829,unemployment
GN,2007,4.818,unemployment
GN,2006,4.93,unemployment
GN,2005,4.875,unemployment
GN,2004,4.743,unemployment
GN,2003,4.644,unemployment
GN,2002,4.549,unemployment
GN,2001,4.597,unemployment
GN,2000,4.599,unemployment
GM,2024,6.496,unemployment
GM,2023,6.479,unemployment
GM,2022,6.076,unemployment
GM,2021,6.269,unemployment
GM,2020,5.892,unemployment
GM,2019,4.538,unemployment
GM,2018,4.127,unemployment
GM,2017,5.157,unemployment
GM,2016,6.285,unemployment
GM,2015,7.26,unemployment
GM,2014,8.218,unemployment
GM,2013,9.454,unemployment
GM,2012,10.346,unemployment
GM,2011,10.283,unemployment
GM,2010,9.723,unemployment
GM,2009,9.823,unemployment
GM,2008,10.092,unemployment
GM,2007,10.428,unemployment
GM,2006,10.259,unemployment
GM,2005,9.963,unemployment
GM,2004,9.991,unemployment
GM,2003,10.032,unemployment
GM,2002,10.079,unemployment
GM,2001,9.708,unemployment
GM,2000,9.787,unemployment
GW,2024,2.622,unemployment
GW,2023,2.65,unemployment
GW,2022,2.666,unemployment
GW,2021,3.031,unemployment
GW,2020,2.89,unemployment
GW,2019,2.413,unemployment
GW,2018,3.127,unemployment
GW,2017,3.066,unemployment
GW,2016,3.123,unemployment
GW,2015,3.157,unemployment
GW,2014,3.254,unemployment
GW,2013,3.162,unemployment
GW,2012,3.143,unemployment
GW,2011,3.08,unemployment
GW,2010,3.137,unemployment
GW,2009,3.152,unemployment
GW,2008,3.164,unemployment
GW,2007,3.149,unemployment
GW,2006,3.154,unemployment
GW,2005,3.174,unemployment
GW,2004,3.238,unemployment
GW,2003,3.244,unemployment
GW,2002,3.181,unemployment
GW,2001,3.154,unemployment
GW,2000,3.557,unemployment
GQ,2024,7.823,unemployment
GQ,2023,8.367,unemployment
GQ,2022,8.455,unemployment
GQ,2021,8.976,unemployment
GQ,2020,8.781,unemployment
GQ,2019,8.064,unemployment
GQ,2018,7.967,unemployment
GQ,2017,8.004,unemployment
GQ,2016,7.962,unemployment
GQ,2015,7.95,unemployment
GQ,2014,7.845,unemployment
GQ,2013,7.86,unemployment
GQ,2012,7.957,unemployment
GQ,2011,8.045,unemployment
GQ,2010,8.07,unemployment
GQ,2009,7.939,unemployment
GQ,2008,7.831,unemployment
GQ,2007,7.877,unemployment
GQ,2006,7.924,unemployment
GQ,2005,8.008,unemployment
GQ,2004,8.03,unemployment
GQ,2003,8.11,unemployment
GQ,2002,8.09,unemployment
GQ,2001,8.032,unemployment
GQ,2000,7.955,unemployment
KE,2024,5.434,unemployment
KE,2023,5.567,unemployment
KE,2022,5.707,unemployment
KE,2021,5.693,unemployment
KE,2020,5.619,unemployment
KE,2019,5.014,unemployment
KE,2018,4.284,unemployment
KE,2017,3.541,unemployment
KE,2016,2.757,unemployment
KE,2015,2.762,unemployment
KE,2014,2.768,unemployment
KE,2013,2.764,unemployment
KE,2012,2.682,unemployment
KE,2011,2.704,unemployment
KE,2010,2.796,unemployment
KE,2009,2.818,unemployment
KE,2008,2.756,unemployment
KE,2007,2.65,unemployment
KE,2006,2.68,unemployment
KE,2005,2.745,unemployment
KE,2004,2.848,unemployment
KE,2003,2.873,unemployment
KE,2002,2.919,unemployment
KE,2001,2.881,unemployment
KE,2000,2.889,unemployment
LR,2024,2.882,unemployment
LR,2023,2.933,unemployment
LR,2022,2.977,unemployment
LR,2021,3.845,unemployment
LR,2020,4.109,unemployment
